,Id,LotArea,OverallQual,YearBuilt,RoofStyle,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
639,640,3982,8,2006,Hip,1520,Y,1567,0,2,0,1,1,7,3,648,264561
640,641,12677,8,2003,Hip,1518,Y,1518,0,1,1,1,1,6,2,588,274000
641,642,7050,7,2001,Gable,1057,Y,1057,872,2,1,3,1,7,2,650,226000
642,643,13860,8,1972,Gable,1952,Y,2000,704,2,1,4,1,9,2,538,345000
643,644,10793,5,1969,Mansard,780,Y,780,840,2,1,4,1,7,2,462,152000
644,645,9187,9,2009,Gable,1766,Y,1766,0,2,1,2,1,7,3,478,370878
645,646,10530,6,1971,Hip,981,Y,981,0,1,1,3,1,5,2,576,143250
646,647,7200,5,1950,Hip,0,Y,1048,0,1,0,3,1,7,2,420,98300
647,648,10452,6,1953,Hip,1094,Y,1094,0,1,0,3,1,5,2,495,155000
648,649,7700,6,1966,Gable,756,Y,1051,788,1,1,4,1,7,2,442,155000
649,650,1936,4,1970,Gable,630,Y,630,0,1,0,1,1,3,0,0,84500
650,651,8125,7,2007,Gable,813,Y,822,843,2,1,3,1,7,2,562,205950
651,652,9084,4,1940,Gable,755,Y,755,755,1,0,4,1,7,1,296,108000
652,653,8750,7,1996,Gable,880,Y,909,807,2,1,2,1,7,2,512,191000
653,654,10320,6,1906,Gable,756,Y,756,713,1,0,3,1,7,1,216,135000
654,655,10437,8,1995,Hip,2109,Y,2113,0,2,1,2,1,7,3,839,350000
655,656,1680,6,1971,Gable,525,Y,525,567,1,1,3,1,6,1,264,88000
656,657,10007,5,1959,Gable,1053,Y,1053,0,1,1,3,1,5,1,312,145500
657,658,7200,7,1931,Gable,776,Y,851,651,1,1,3,1,6,1,270,149000
658,659,17503,6,1948,Gable,912,Y,912,546,1,0,3,1,6,1,330,97500
659,660,9937,5,1964,Hip,1486,Y,1486,0,1,0,3,1,7,2,480,167000
660,661,12384,7,1976,Gable,793,Y,1142,793,2,1,3,1,7,2,550,197900
661,662,46589,8,1994,Hip,1629,Y,1686,762,2,1,4,1,8,3,711,402000
662,663,13560,6,1968,Hip,1392,Y,1392,0,1,0,2,1,5,2,576,110000
663,664,10012,4,1972,Gable,1138,Y,1181,0,2,0,3,1,6,2,588,137500
664,665,20896,8,2005,Gable,2077,Y,2097,0,1,1,1,1,8,3,1134,423000
665,666,11194,8,2000,Gable,1406,Y,1454,482,2,1,3,1,7,2,504,230500
666,667,18450,6,1965,Flat,1021,Y,1465,915,2,1,3,1,7,2,596,129000
667,668,8125,6,1994,Gable,1408,Y,1679,0,2,0,3,1,7,2,575,193500
668,669,14175,5,1956,Gable,1188,Y,1437,0,1,1,3,1,6,2,576,168000
669,670,11600,4,1922,Gable,700,Y,1180,0,1,0,2,1,5,1,252,137500
670,671,8633,6,2005,Gable,738,Y,738,738,2,1,3,1,7,2,540,173500
671,672,6629,6,1925,Gambrel,672,N,697,672,2,0,3,1,6,1,300,103600
672,673,11250,6,1977,Gable,1208,Y,1208,0,1,1,3,1,6,2,546,165000
673,674,14442,6,1957,Hip,1477,Y,1839,0,2,0,3,1,7,2,416,257500
674,675,9200,6,1965,Gable,1136,Y,1136,0,1,0,3,1,5,1,384,140000
675,676,2289,6,1978,Gable,855,Y,855,586,2,1,3,1,7,2,440,148500
676,677,9600,4,1900,Gable,1095,N,1095,679,2,0,4,2,8,3,779,87000
677,678,9022,5,1924,Gable,768,Y,792,0,1,0,2,1,5,1,240,109500
678,679,11844,8,2008,Hip,2046,Y,2046,0,2,1,3,1,7,3,834,372500
679,680,9945,5,1961,Hip,988,Y,988,0,1,0,3,1,5,2,572,128500
680,681,8012,6,1980,Gable,923,Y,923,0,2,0,2,1,5,1,264,143000
681,682,4500,5,1932,Gable,793,Y,848,672,1,0,3,1,6,1,281,159434
682,683,2887,6,1996,Gable,1291,Y,1291,0,1,0,2,1,6,2,431,173000
683,684,11248,9,2002,Hip,1626,Y,1668,0,2,0,3,1,7,3,702,285000
684,685,16770,7,1998,Gable,1195,Y,1195,644,2,1,4,1,7,2,486,221000
685,686,5062,7,1984,Gable,1190,Y,1190,900,2,0,3,1,6,2,577,207500
686,687,10207,7,2007,Gable,874,Y,874,887,3,0,3,1,7,2,578,227875
687,688,5105,7,2004,Gable,551,Y,551,551,2,1,2,1,4,2,480,148800
688,689,8089,8,2007,Gable,1419,Y,1419,0,2,0,2,1,7,2,567,392000
689,690,7577,6,2005,Gable,1362,Y,1362,0,2,0,2,1,6,2,460,194700
690,691,4426,6,2004,Gable,848,Y,848,0,1,0,1,1,3,2,420,141000
691,692,21535,10,1994,Gable,2444,Y,2444,1872,3,1,4,1,10,3,832,755000
692,693,26178,7,1989,Hip,1210,Y,1238,1281,2,1,4,1,9,2,628,335000
693,694,5400,5,1921,Gable,1073,Y,1073,0,1,0,2,1,4,1,326,108480
694,695,6120,5,1936,Gable,927,Y,1067,472,1,1,3,1,5,2,576,141500
695,696,13811,6,1987,Gable,1112,Y,1137,0,2,0,2,1,5,2,551,176000
696,697,6000,5,1921,Gable,616,Y,616,0,1,0,2,1,4,1,205,89000
697,698,6420,5,1952,Gable,980,Y,1148,0,1,0,2,1,6,1,308,123500
698,699,8450,5,1965,Gable,894,Y,894,0,1,0,3,1,5,1,336,138500
699,700,4282,7,2004,Gable,1391,Y,1391,0,2,0,2,1,5,2,530,196000
700,701,14331,8,2002,Hip,1800,Y,1800,0,2,0,3,1,7,3,765,312500
701,702,9600,7,1969,Hip,1164,Y,1164,0,1,1,3,1,6,2,528,140000
702,703,12438,8,2006,Hip,1234,Y,1264,1312,2,1,4,1,10,3,666,361919
703,704,7630,5,1900,Gable,360,Y,1032,780,2,0,4,2,8,2,672,140000
704,705,8400,7,2004,Gable,1473,Y,1484,0,2,0,3,1,7,2,606,213000
705,706,5600,4,1930,Hip,0,N,372,720,2,0,3,2,7,0,0,55000
706,707,115149,7,1971,Gable,1643,Y,1824,0,2,0,2,1,5,2,739,302000
707,708,6240,8,2006,Hip,1324,Y,1324,0,2,0,2,1,6,2,550,254000
708,709,9018,7,2007,Hip,728,Y,728,728,2,1,3,1,8,2,400,179540
709,710,7162,5,1966,Gable,876,Y,904,0,1,0,3,1,6,1,408,109900
710,711,4130,3,1935,Gable,270,Y,729,0,1,0,2,1,5,0,0,52000
711,712,8712,4,1900,Gable,859,Y,859,319,1,0,2,1,7,1,384,102776
712,713,4671,8,1988,Gable,1228,Y,1228,0,2,0,2,1,5,2,472,189000
713,714,9873,4,1970,Gable,960,N,960,0,1,0,3,1,6,2,576,129000
714,715,13517,6,1976,Gable,725,Y,725,754,2,1,3,1,6,2,475,130500
715,716,10140,6,1974,Hip,1064,Y,1350,0,2,0,3,1,7,2,478,165000
716,717,10800,7,1890,Gable,718,Y,1576,978,1,1,3,1,8,2,704,159500
717,718,10000,5,1973,Gable,1176,Y,1178,0,1,1,3,1,5,2,439,157000
718,719,10542,7,1993,Hip,1311,Y,1325,1093,2,1,3,1,9,3,983,341000
719,720,9920,5,1969,Gable,971,Y,971,0,1,1,3,1,5,1,300,128500
720,721,6563,8,1985,Gable,1742,Y,1742,0,2,0,2,1,5,2,564,275000
721,722,4426,6,2004,Gable,848,Y,848,0,1,0,1,1,3,2,420,143000
722,723,8120,4,1970,Gable,864,Y,864,0,1,0,3,1,5,2,463,124500
723,724,8172,4,1954,Gable,941,Y,997,473,2,0,4,1,7,1,548,135000
724,725,13286,9,2007,Hip,1698,Y,1698,0,2,0,3,1,8,3,768,320000
725,726,6960,4,1970,Gable,864,Y,864,0,1,0,3,1,5,2,660,120500
726,727,21695,6,1988,Hip,880,Y,1680,0,2,0,3,1,5,2,540,222000
727,728,7314,7,2007,Gable,1232,Y,1232,0,2,0,2,1,6,2,632,194500
728,729,11475,5,1958,Gable,1584,Y,1776,0,2,0,4,2,9,3,888,110000
729,730,6240,4,1925,Gable,780,Y,848,0,1,0,2,1,5,2,539,103000
730,731,5389,8,1995,Gable,1595,Y,1616,0,2,0,2,1,5,2,608,236500
731,732,9590,7,2003,Gable,868,Y,1146,0,2,0,3,1,6,2,438,187500
732,733,11404,7,1998,Gable,1153,Y,1153,878,2,1,3,1,8,2,541,222500
733,734,10000,5,1961,Hip,864,Y,1144,0,1,0,3,1,6,1,264,131400
734,735,8978,5,1968,Gable,948,Y,948,0,1,0,3,1,6,1,300,108000
735,736,10800,7,1914,Gable,880,N,880,888,1,1,2,1,6,2,320,163000
736,737,8544,3,1950,Gable,0,N,1040,0,2,0,2,2,6,2,400,93500
737,738,10463,8,2005,Gable,893,Y,901,900,2,1,3,1,8,3,800,239900
738,739,10800,5,1987,Gable,1200,Y,1200,0,3,0,3,1,5,0,0,179000
739,740,9313,7,2004,Gable,864,Y,864,864,2,1,3,1,7,2,572,190000
740,741,9600,5,1910,Gable,264,Y,768,664,2,0,2,1,7,2,360,132000
741,742,6768,6,1961,Hip,912,Y,912,0,1,0,3,1,5,1,288,142000
742,743,8450,7,2000,Gable,1349,Y,1349,0,2,0,3,1,6,2,539,179000
743,744,12886,5,1963,Gable,520,Y,1464,0,2,0,3,1,6,2,480,175000
744,745,5395,8,1993,Gable,1337,Y,1337,0,2,0,2,1,5,2,462,180000
745,746,8963,8,1976,Hip,1142,Y,1175,1540,3,1,4,1,11,2,831,299800
746,747,8795,7,2000,Gable,952,Y,980,1276,2,1,4,1,8,2,554,236000
747,748,11700,7,1880,Mansard,1240,N,1320,1320,1,1,4,1,8,4,864,265979
748,749,10593,7,1996,Hip,1720,Y,1720,0,2,0,3,1,7,2,527,260400
749,750,8405,4,1945,Gable,0,N,1088,441,2,0,4,1,9,1,240,98000
750,751,8800,4,1910,Gable,576,Y,792,348,1,0,3,1,7,0,0,96500
751,752,7750,7,2003,Gable,660,Y,660,660,2,1,3,1,6,2,400,162000
752,753,9236,6,1997,Gable,1479,Y,1494,0,2,0,3,1,6,2,576,217000
753,754,10240,8,2005,Gable,1030,Y,1038,1060,2,1,3,1,8,3,878,275500
754,755,7930,6,1969,Gable,1026,Y,1026,0,1,0,3,1,5,2,440,156000
755,756,3230,6,1999,Gable,729,Y,742,729,2,1,3,1,6,2,440,172500
756,757,10769,8,2007,Gable,866,Y,866,902,2,1,3,1,7,2,578,212000
757,758,11616,6,1978,Hip,672,Y,672,714,2,1,3,1,6,2,440,158900
758,759,2280,7,1999,Gable,744,Y,757,744,2,1,3,1,6,2,440,179400
759,760,12257,8,1995,Gable,1318,Y,1328,1203,2,1,4,1,9,3,752,290000
760,761,9100,6,1959,Hip,864,Y,864,0,1,0,2,1,5,1,300,127500
761,762,6911,5,1924,Gable,1145,Y,1301,0,1,0,2,1,5,2,440,100000
762,763,8640,7,2009,Gable,756,Y,764,783,2,1,3,1,7,2,614,215200
763,764,9430,8,1999,Gable,1252,Y,1268,1097,2,1,3,1,8,3,856,337000
764,765,9549,8,1995,Hip,1494,Y,1494,0,1,1,2,1,6,2,481,270000
765,766,14587,9,2008,Gable,1498,Y,1506,0,2,0,2,1,6,2,592,264132
766,767,10421,7,1988,Gable,980,Y,980,734,2,1,3,1,7,2,496,196500
767,768,12508,6,1940,Gable,983,Y,983,767,2,0,4,1,7,1,423,160000
768,769,9100,7,2004,Hip,1860,Y,1836,0,2,0,3,1,8,2,484,216837
769,770,53504,8,2003,Hip,1650,Y,1690,1589,3,1,4,1,12,3,841,538000
770,771,7252,5,1982,Hip,858,Y,858,0,1,0,2,1,5,2,576,134900
771,772,8877,4,1951,Gable,836,Y,1220,0,1,0,2,1,6,2,396,102000
772,773,7819,6,1976,Gable,1029,Y,1117,0,1,0,3,1,6,2,672,107000
773,774,10150,5,1958,Gable,912,Y,912,0,1,0,2,1,5,1,275,114500
774,775,14226,8,2006,Hip,1935,Y,1973,0,2,0,3,1,9,3,895,395000
775,776,4500,6,1998,Hip,1204,Y,1204,0,2,0,2,1,5,2,412,162000
776,777,11210,7,2005,Gable,1614,Y,1614,0,2,0,3,1,7,3,865,221500
777,778,13350,5,1974,Hip,864,Y,894,0,1,0,3,1,5,2,440,142500
778,779,8400,5,1977,Gable,0,Y,2020,0,2,0,4,2,10,2,630,144000
779,780,10530,6,1977,Gable,975,Y,1004,0,1,0,2,1,4,2,504,135000
780,781,7875,7,1995,Gable,1237,Y,1253,0,2,0,3,1,6,2,402,176000
781,782,7153,6,1992,Gable,761,Y,810,793,2,1,3,1,7,2,484,175900
782,783,16285,7,2001,Gable,1413,Y,1430,0,2,0,3,1,6,2,605,187100
783,784,9101,5,1978,Gable,1097,Y,1110,0,1,0,1,1,4,2,602,165500
784,785,6300,6,1914,Gable,742,Y,742,742,2,0,3,1,9,0,0,128000
785,786,9790,6,1967,Gable,1372,Y,1342,0,2,0,3,1,7,2,457,161500
786,787,10800,5,1915,Gable,686,Y,966,686,2,0,4,1,7,1,416,139000
787,788,10142,7,2004,Gable,956,Y,956,1128,2,1,4,1,8,2,618,233000
788,789,6000,4,1954,Gable,901,Y,901,0,1,0,2,1,4,1,281,107900
789,790,12205,6,1966,Gable,832,Y,976,1111,2,1,5,1,9,2,444,187500
790,791,3182,7,2005,Gable,1145,Y,1145,0,2,0,2,1,5,2,397,160200
791,792,11333,6,1976,Gable,1029,Y,1062,0,1,0,3,1,5,2,539,146800
792,793,9920,7,1996,Gable,1117,Y,1127,886,2,1,3,1,8,2,455,269790
793,794,9158,8,2007,Gable,1496,Y,1496,0,2,0,3,1,7,2,474,225000
794,795,10832,7,1994,Gable,712,Y,1086,809,2,1,3,1,7,2,409,194500
795,796,8400,6,1980,Gable,650,Y,888,676,2,1,3,1,7,2,476,171000
796,797,8197,6,1977,Gable,660,Y,1285,0,1,1,3,1,7,2,528,143500
797,798,7677,5,1953,Gable,773,Y,773,0,1,0,2,1,4,1,240,110000
798,799,13518,9,2008,Hip,1926,Y,1966,1174,3,1,4,1,11,3,820,485000
799,800,7200,5,1937,Gable,731,Y,981,787,1,1,3,1,7,1,240,175000
800,801,12798,6,1997,Gable,616,Y,616,1072,2,1,4,1,8,2,603,200000
801,802,4800,4,1916,Gable,1196,Y,1196,0,1,0,2,1,5,2,440,109900
802,803,8199,7,2005,Gable,728,Y,728,728,2,1,3,1,7,2,410,189000
803,804,13891,9,2008,Hip,1734,Y,1734,1088,3,1,4,1,12,3,1020,582933
804,805,9000,5,1954,Gable,936,Y,1128,0,1,0,2,1,5,1,286,118000
805,806,12274,7,2008,Gable,1417,Y,1428,0,2,0,3,1,6,2,554,227680
806,807,9750,5,1967,Gable,980,Y,980,0,2,0,3,1,6,1,384,135500
807,808,21384,5,1923,Gable,1324,Y,1072,504,1,1,3,1,6,2,528,223500
808,809,13400,5,1966,Gable,1024,Y,1086,0,1,0,3,1,6,2,484,159950
809,810,8100,5,1898,Hip,849,N,1075,1063,2,0,2,3,11,2,360,106000
810,811,10140,6,1974,Hip,1040,Y,1309,0,1,1,3,1,5,2,484,181000
811,812,4438,6,2004,Gable,848,Y,848,0,1,0,1,1,4,2,420,144500
812,813,8712,5,1952,Hip,540,N,1044,0,1,0,2,1,4,2,504,55993
813,814,9750,6,1958,Gable,1442,Y,1442,0,1,1,4,1,7,1,301,157900
814,815,8248,5,1918,Gable,686,Y,686,564,1,1,3,1,7,1,280,116000
815,816,12137,7,1998,Gable,1649,Y,1661,0,2,0,3,1,6,2,598,224900
816,817,11425,5,1954,Gable,1008,Y,1008,0,1,0,2,1,4,1,275,137000
817,818,13265,8,2002,Hip,1568,Y,1689,0,2,0,3,1,7,3,857,271000
818,819,8816,6,1971,Gable,1010,Y,1052,0,1,0,3,1,6,2,440,155000
819,820,6371,7,2009,Gable,1358,Y,1358,0,2,0,2,1,6,2,484,224000
820,821,7226,7,2003,Gable,798,Y,798,842,2,1,3,1,6,2,595,183000
821,822,6000,4,1953,Gable,936,N,936,0,1,0,2,1,4,2,576,93000
822,823,12394,7,2003,Gable,847,Y,847,886,2,1,3,1,7,2,433,225000
823,824,9900,6,1940,Gable,778,Y,944,545,2,0,3,1,7,1,240,139500
824,825,11216,8,2006,Gable,1489,Y,1489,0,2,0,3,1,7,2,776,232600
825,826,14803,10,2007,Hip,2078,Y,2084,0,2,0,2,1,7,3,1220,385000
826,827,6130,5,1924,Gable,784,Y,784,0,1,0,2,1,5,0,0,109500
827,828,8529,7,2001,Gable,1454,Y,1434,0,2,0,3,1,6,2,527,189000
828,829,28698,5,1967,Flat,1013,Y,1160,966,2,1,3,1,7,2,538,185000
829,830,2544,7,2005,Gable,600,Y,520,623,2,1,2,1,4,2,480,147400
830,831,11900,6,1957,Gable,1392,Y,1392,0,1,1,3,1,6,2,458,166000
831,832,3180,7,2005,Gable,600,Y,520,600,2,1,2,1,4,2,480,151000
832,833,9548,7,2003,Gable,941,Y,941,888,2,1,3,1,7,2,613,237000
833,834,10004,6,1964,Gable,1516,Y,1516,0,1,1,3,1,6,2,472,167000
834,835,7875,5,1961,Gable,1144,Y,1144,0,1,0,3,1,6,2,456,139950
835,836,9600,4,1950,Gable,1067,Y,1067,0,2,0,2,1,4,2,436,128000
836,837,8100,5,1948,Gable,1559,Y,1559,0,1,0,2,1,5,2,812,153500
837,838,1680,6,1973,Gable,483,Y,483,504,1,1,2,1,5,1,264,100000
838,839,9525,5,1995,Gable,1099,Y,1099,0,1,1,3,1,6,1,352,144000
839,840,11767,5,1946,Gable,768,Y,768,432,1,0,3,1,6,1,240,130500
840,841,12155,6,1925,Gable,672,N,810,672,2,0,4,1,7,1,400,140000
841,842,10440,5,1904,Gable,650,Y,958,581,2,0,3,1,8,2,686,157500
842,843,9020,6,1966,Gable,1127,Y,1165,0,1,1,3,1,6,2,490,174900
843,844,8000,5,1961,Gable,1800,N,1800,0,2,0,6,2,10,0,0,141000
844,845,12665,5,1915,Gable,876,Y,876,540,1,1,4,1,7,3,720,153900
845,846,16647,5,1975,Gable,1390,Y,1701,0,2,0,3,1,6,2,611,171000
846,847,9317,7,1993,Gable,740,Y,1006,769,2,1,3,1,7,2,425,213000
847,848,15523,5,1972,Gable,864,Y,864,0,1,0,3,1,5,1,338,133500
848,849,45600,6,1908,Gable,907,Y,1307,1051,3,0,5,1,10,2,360,240000
849,850,9600,6,1976,Hip,528,Y,1094,761,2,1,3,1,7,2,512,187000
850,851,4435,6,2003,Gable,848,Y,848,0,1,0,1,1,3,2,420,131500
851,852,3196,8,2003,Gable,1273,Y,1456,0,2,0,2,1,7,2,400,215000
852,853,7128,7,1941,Gable,918,Y,918,728,2,0,4,1,7,1,240,164000
853,854,12095,6,1964,Gable,1127,Y,1445,0,1,1,3,1,7,2,645,158000
854,855,17920,5,1955,Hip,1763,Y,1779,0,1,1,3,1,6,2,454,170000
855,856,6897,5,1962,Gable,1040,Y,1040,0,1,1,3,1,6,1,260,127000
856,857,10970,6,1978,Gable,940,Y,1026,0,1,0,3,1,5,2,576,147000
857,858,8125,6,1994,Gable,702,Y,702,779,2,1,3,1,6,2,343,174000
858,859,10400,7,1976,Gable,1090,Y,1370,0,2,0,3,1,6,2,479,152000
859,860,11029,6,1968,Gable,1054,Y,1512,1142,2,1,4,1,9,2,619,250000
860,861,7642,7,1918,Gable,912,Y,912,514,1,1,3,1,7,1,216,189950
861,862,11625,5,1965,Hip,1039,Y,1039,0,1,1,3,1,6,2,504,131500
862,863,9672,6,1984,Hip,1040,Y,1097,0,2,0,3,1,6,2,480,152000
863,864,7931,5,1959,Hip,1148,Y,1148,0,1,0,3,1,6,1,672,132500
864,865,8640,7,2007,Gable,1372,Y,1372,0,2,0,3,1,6,2,529,250580
865,866,8750,5,1970,Gable,1002,Y,1002,0,1,0,3,1,5,2,902,148500
866,867,10656,8,2006,Gable,1638,Y,1646,0,2,0,3,1,6,3,870,248900
867,868,6970,4,1961,Gable,1040,Y,1120,0,1,1,3,1,5,2,544,129000
868,869,14762,5,1948,Gable,0,Y,1547,720,2,0,2,1,7,2,672,169000
869,870,9938,7,1993,Gable,1050,Y,1062,887,2,1,3,1,8,2,574,236000
870,871,6600,5,1962,Hip,894,N,894,0,1,0,2,1,5,1,308,109500
871,872,8750,6,1998,Gable,804,Y,804,878,2,1,3,1,7,2,523,200500
872,873,8892,5,1953,Gable,105,Y,910,0,1,0,3,1,5,2,414,116000
873,874,12144,5,1949,Gable,832,Y,1036,0,1,0,3,1,6,1,288,133000
874,875,5720,5,1941,Gable,676,Y,676,455,1,1,3,1,5,1,200,66500
875,876,9000,8,2007,Gable,1184,Y,1184,1426,2,1,4,1,11,2,550,303477
876,877,25286,4,1963,Gable,1064,Y,1040,0,1,0,3,1,5,2,648,132250
877,878,8834,9,2004,Hip,1462,Y,1462,762,2,1,4,1,10,3,738,350000
878,879,11782,5,1961,Gable,1109,Y,1155,0,1,0,3,1,6,2,576,148000
879,880,7000,5,1978,Gable,864,Y,864,0,1,0,3,1,6,1,336,136500
880,881,7024,5,2005,Gable,1090,Y,1090,0,1,1,2,1,5,2,450,157000
881,882,13758,7,1990,Gable,1156,Y,1187,530,2,1,3,1,7,2,400,187500
882,883,9636,6,1992,Gable,808,Y,808,785,2,1,3,1,7,2,389,178000
883,884,6204,4,1912,Gable,795,N,954,795,1,0,5,1,10,1,440,118500
884,885,7150,5,1967,Gable,892,Y,892,0,1,0,3,1,5,1,288,100000
885,886,5119,9,1999,Gable,1698,Y,1709,0,2,0,2,1,5,2,506,328900
886,887,8393,5,1959,Gable,1626,Y,1712,0,2,0,4,2,8,2,588,145000
887,888,16466,5,1955,Gable,816,Y,872,521,1,1,3,1,8,1,300,135500
888,889,15865,8,1970,Flat,2217,Y,2217,0,2,0,4,1,8,2,621,268000
889,890,12160,6,1953,Hip,1505,Y,1505,0,1,0,2,1,6,2,505,149500
890,891,8064,5,1949,Gable,672,Y,672,252,1,0,3,1,6,2,576,122900
891,892,11184,6,1978,Hip,918,Y,918,765,2,1,3,1,7,2,440,172500
892,893,8414,6,1963,Hip,1059,Y,1068,0,1,0,3,1,6,1,264,154500
893,894,13284,5,1954,Gable,1383,Y,1383,0,1,0,3,1,6,1,354,165000
894,895,7018,5,1979,Gable,0,Y,1535,0,2,0,4,2,8,2,400,118858
895,896,7056,6,1963,Hip,780,Y,983,813,1,1,4,1,8,2,483,140000
896,897,8765,4,1936,Gable,951,N,951,0,1,0,2,1,6,1,327,106500
897,898,7018,5,1979,Gable,0,Y,1120,1120,2,0,6,2,12,2,528,142953
898,899,12919,9,2009,Hip,2330,Y,2364,0,2,1,2,1,11,3,820,611657
899,900,6993,5,1961,Gable,912,Y,1236,0,1,0,3,1,6,1,288,135000
900,901,7340,4,1971,Gable,858,Y,858,0,1,0,2,1,4,1,684,110000
901,902,8712,5,1957,Hip,992,Y,1306,0,1,0,2,1,5,1,756,153000
902,903,7875,7,2003,Gable,783,Y,807,702,2,1,3,1,8,2,393,180000
903,904,14859,7,2006,Hip,1670,Y,1670,0,2,0,3,1,7,3,690,240000
904,905,6173,5,1967,Gable,876,Y,902,0,1,0,3,1,6,1,288,125500
905,906,9920,5,1954,Gable,1056,Y,1063,0,1,0,3,1,6,1,280,128000
906,907,13501,8,2006,Gable,1623,Y,1636,0,2,0,3,1,8,3,865,255000
907,908,11500,7,1936,Gable,1017,Y,1020,1037,1,1,3,1,6,1,180,250000
908,909,8885,5,1983,Gable,864,Y,902,0,1,0,2,1,5,2,484,131000
909,910,12589,6,2005,Gable,742,Y,742,742,2,1,3,1,8,2,390,174000
910,911,11600,5,1960,Gable,1105,Y,1105,1169,2,0,5,2,12,2,480,154300
911,912,9286,5,1977,Gable,1268,Y,1268,0,1,1,3,1,5,1,252,143500
912,913,6120,5,1925,Gable,768,N,1015,0,1,0,3,1,6,1,450,88000
913,914,6270,5,1949,Gable,1001,N,1001,1001,2,0,4,2,8,3,871,145000
914,915,3000,6,2009,Gable,612,Y,612,612,2,1,2,1,4,2,528,173733
915,916,2001,4,1970,Gable,546,Y,546,546,1,1,3,1,6,1,286,75000
916,917,9000,2,1949,Gable,480,N,480,0,0,0,1,1,4,1,308,35311
917,918,17140,4,1956,Gable,1134,Y,1229,0,1,0,3,1,6,1,284,135000
918,919,13125,7,1991,Gable,1104,Y,912,1215,2,1,4,1,8,3,833,238000
919,920,11029,6,1958,Hip,1184,Y,1414,0,1,0,3,1,6,2,601,176500
920,921,8462,6,1994,Gable,928,Y,936,785,2,1,3,1,7,2,471,201000
921,922,8777,5,1900,Gable,1272,Y,1272,928,2,2,4,2,9,0,0,145900
922,923,10237,6,2005,Gable,1316,Y,1316,0,2,0,3,1,6,2,397,169990
923,924,8012,6,1993,Gable,1604,Y,1617,0,2,0,2,1,5,2,533,193000
924,925,10240,6,1980,Gable,1686,Y,1686,0,2,0,3,1,7,2,612,207500
925,926,15611,5,1977,Gable,1126,Y,1126,0,2,0,3,1,6,2,540,175000
926,927,11999,8,2003,Hip,1181,Y,1234,1140,2,1,4,1,10,3,656,285000
927,928,9900,7,1968,Gable,832,Y,1098,880,2,1,4,1,9,2,486,176000
928,929,11838,8,2001,Hip,1753,Y,1788,0,2,0,3,1,7,2,522,236500
929,930,13006,7,1997,Gable,964,Y,993,1243,2,1,4,1,8,2,642,222000
930,931,8925,8,2007,Gable,1466,Y,1466,0,2,0,3,1,7,3,610,201000
931,932,9100,5,1965,Gable,925,Y,925,0,1,0,2,1,5,1,429,117500
932,933,11670,9,2006,Hip,1905,Y,1905,0,2,0,3,1,8,3,788,320000
933,934,8487,7,2004,Gable,1500,Y,1500,0,2,0,3,1,6,2,570,190000
934,935,27650,7,1960,Flat,585,Y,2069,0,2,0,4,1,9,2,505,242000
935,936,5825,4,1926,Gable,600,Y,747,0,1,0,1,1,5,2,528,79900
936,937,10083,7,2003,Gable,1176,Y,1200,0,2,0,2,1,5,2,555,184900
937,938,9675,7,2005,Gable,1113,Y,1113,858,2,1,3,1,8,2,689,253000
938,939,8760,7,2006,Gable,1391,Y,1391,571,2,1,3,1,7,3,868,239799
939,940,24090,7,1940,Gable,1032,Y,1207,1196,2,0,4,1,10,1,349,244400
940,941,12640,6,1976,Gable,1728,Y,1728,0,2,0,4,2,8,2,574,150900
941,942,8755,7,1999,Gable,992,Y,1022,1038,2,1,3,1,8,2,390,214000
942,943,7711,4,1977,Gable,1440,Y,1440,0,2,0,4,2,8,0,0,150000
943,944,25000,5,1967,Gable,1632,Y,1632,0,2,0,4,2,8,2,576,143000
944,945,14375,6,1958,Gable,819,Y,1344,0,1,0,3,1,7,2,525,137500
945,946,8820,5,1890,Hip,1088,Y,1188,561,1,0,2,1,7,2,456,124900
946,947,8163,5,1959,Gable,1144,Y,1144,0,1,0,3,1,6,1,796,143000
947,948,14536,8,2002,Hip,1616,Y,1629,0,2,0,3,1,9,3,808,270000
948,949,14006,7,2002,Gable,936,Y,936,840,2,1,3,1,7,2,474,192500
949,950,9360,6,1972,Hip,1161,Y,1381,0,1,1,3,1,5,2,676,197500
950,951,7200,5,1950,Gable,864,Y,864,0,1,0,3,1,5,2,720,129000
951,952,7800,5,1965,Gable,828,Y,965,0,1,0,3,1,6,1,300,119900
952,953,7200,5,1972,Gable,768,Y,768,0,1,0,2,1,5,1,396,133900
953,954,11075,5,1969,Gable,784,Y,1168,800,2,1,4,1,7,2,530,172000
954,955,9400,6,1975,Flat,945,Y,980,0,2,0,4,0,4,0,0,127500
955,956,7136,6,1946,Gable,979,N,979,979,2,0,4,2,8,2,492,145000
956,957,1300,6,1980,Gable,561,Y,561,668,1,1,2,1,5,2,462,124000
957,958,7420,5,1962,Hip,1057,Y,1057,0,1,0,3,1,6,2,576,132000
958,959,8450,7,2003,Gable,1337,Y,1337,0,2,0,3,1,6,2,531,185000
959,960,2572,7,1999,Hip,696,Y,696,720,2,1,3,1,6,2,484,155000
