,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Likes Techno
447,3.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,less than an hour a day,5.0,26.0,3.0,female,village,False
448,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,few hours a day,2.0,19.0,1.0,female,village,False
449,5.0,1.0,5.0,2.0,3.0,,4.0,3.0,3.0,few hours a day,5.0,19.0,1.0,female,village,False
450,5.0,1.0,5.0,3.0,2.0,5.0,1.0,3.0,3.0,few hours a day,1.0,22.0,1.0,male,village,False
451,5.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,less than an hour a day,4.0,20.0,1.0,male,village,False
452,5.0,3.0,5.0,1.0,3.0,5.0,5.0,1.0,4.0,less than an hour a day,3.0,28.0,2.0,female,city,False
453,5.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,few hours a day,5.0,19.0,1.0,female,village,False
454,4.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,4.0,few hours a day,4.0,21.0,0.0,female,city,False
455,5.0,4.0,5.0,1.0,2.0,3.0,4.0,4.0,5.0,less than an hour a day,3.0,19.0,1.0,female,village,True
456,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,few hours a day,5.0,22.0,2.0,male,city,False
457,5.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,few hours a day,5.0,19.0,2.0,male,city,True
458,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,few hours a day,3.0,18.0,1.0,female,village,True
459,4.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,less than an hour a day,4.0,19.0,0.0,female,city,False
460,5.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,3.0,few hours a day,1.0,22.0,2.0,male,city,False
461,5.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,few hours a day,3.0,29.0,3.0,male,village,False
462,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,few hours a day,4.0,,2.0,female,village,False
463,5.0,1.0,5.0,1.0,3.0,4.0,2.0,5.0,3.0,less than an hour a day,3.0,18.0,0.0,female,city,False
464,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,5.0,few hours a day,3.0,22.0,1.0,female,city,False
465,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,less than an hour a day,4.0,17.0,1.0,female,city,False
466,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,few hours a day,1.0,19.0,0.0,male,city,True
467,4.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,4.0,few hours a day,4.0,20.0,1.0,female,village,False
468,5.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,few hours a day,3.0,18.0,1.0,female,village,False
469,5.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,most of the day,4.0,22.0,2.0,male,city,True
470,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,few hours a day,5.0,19.0,1.0,female,village,False
471,5.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,few hours a day,1.0,20.0,1.0,male,city,False
472,3.0,1.0,3.0,2.0,5.0,2.0,1.0,5.0,3.0,few hours a day,3.0,25.0,1.0,male,village,False
473,5.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,1.0,less than an hour a day,5.0,29.0,0.0,male,village,False
474,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,4.0,few hours a day,3.0,19.0,1.0,male,village,True
475,5.0,1.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,few hours a day,1.0,18.0,4.0,female,city,False
476,5.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,3.0,few hours a day,3.0,20.0,2.0,female,city,False
477,5.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,most of the day,3.0,18.0,3.0,female,city,False
478,5.0,3.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,most of the day,3.0,30.0,3.0,male,city,False
479,5.0,2.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,few hours a day,3.0,20.0,1.0,female,city,False
480,5.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0,few hours a day,3.0,21.0,2.0,female,city,True
481,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,few hours a day,3.0,22.0,1.0,male,city,True
482,3.0,1.0,5.0,4.0,4.0,5.0,2.0,1.0,3.0,few hours a day,4.0,22.0,2.0,male,city,False
483,5.0,1.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,few hours a day,1.0,20.0,1.0,female,city,False
484,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,3.0,few hours a day,2.0,20.0,1.0,female,city,False
485,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,few hours a day,3.0,19.0,1.0,female,city,False
486,3.0,2.0,5.0,4.0,3.0,1.0,5.0,2.0,2.0,few hours a day,2.0,28.0,1.0,female,city,False
487,5.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,most of the day,1.0,19.0,3.0,female,village,False
488,5.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,4.0,few hours a day,2.0,22.0,1.0,male,city,False
489,5.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,3.0,few hours a day,4.0,20.0,2.0,female,village,False
490,4.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,less than an hour a day,3.0,16.0,1.0,female,city,True
491,5.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,3.0,less than an hour a day,3.0,19.0,1.0,female,city,False
492,5.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,few hours a day,2.0,20.0,2.0,female,city,False
493,5.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,most of the day,5.0,21.0,1.0,male,city,False
494,5.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,4.0,few hours a day,3.0,19.0,1.0,female,city,False
495,5.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,most of the day,4.0,20.0,2.0,female,city,False
496,3.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,less than an hour a day,3.0,25.0,1.0,female,city,False
497,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,less than an hour a day,3.0,20.0,1.0,female,city,False
498,5.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,3.0,few hours a day,2.0,19.0,3.0,female,village,False
499,5.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,most of the day,5.0,22.0,3.0,male,city,False
500,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,few hours a day,3.0,19.0,2.0,female,city,True
501,5.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0,3.0,few hours a day,5.0,21.0,1.0,female,city,False
502,5.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,4.0,most of the day,2.0,22.0,6.0,male,village,False
503,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,few hours a day,5.0,28.0,1.0,female,city,True
504,5.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,4.0,few hours a day,2.0,21.0,1.0,female,village,False
505,5.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,few hours a day,2.0,20.0,3.0,male,village,False
506,5.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,few hours a day,2.0,19.0,1.0,male,city,False
507,5.0,1.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,few hours a day,3.0,21.0,1.0,female,village,False
508,5.0,1.0,5.0,3.0,1.0,3.0,4.0,2.0,4.0,few hours a day,4.0,20.0,0.0,male,village,False
509,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,5.0,few hours a day,4.0,16.0,1.0,female,village,True
510,5.0,2.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0,less than an hour a day,3.0,22.0,1.0,male,village,False
511,5.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,few hours a day,4.0,19.0,2.0,male,city,False
512,5.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,few hours a day,5.0,22.0,1.0,female,village,True
513,5.0,3.0,4.0,2.0,5.0,4.0,1.0,3.0,3.0,most of the day,4.0,20.0,0.0,male,village,False
514,5.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,3.0,few hours a day,4.0,22.0,0.0,male,city,False
515,5.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,2.0,most of the day,5.0,19.0,1.0,male,city,False
516,5.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,few hours a day,3.0,22.0,2.0,male,city,True
517,5.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,few hours a day,3.0,17.0,1.0,female,village,True
518,5.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,less than an hour a day,4.0,18.0,1.0,female,city,True
519,5.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,few hours a day,1.0,19.0,1.0,male,city,True
520,5.0,2.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,less than an hour a day,3.0,23.0,1.0,female,city,False
521,5.0,3.0,5.0,3.0,1.0,4.0,1.0,4.0,3.0,few hours a day,1.0,20.0,0.0,female,city,False
522,5.0,4.0,5.0,2.0,1.0,5.0,2.0,1.0,3.0,few hours a day,3.0,18.0,2.0,female,city,True
523,5.0,3.0,5.0,2.0,,4.0,1.0,3.0,3.0,few hours a day,1.0,19.0,3.0,male,village,False
524,5.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0,less than an hour a day,4.0,19.0,4.0,female,city,False
525,3.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,few hours a day,3.0,28.0,2.0,female,village,False
526,5.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,few hours a day,4.0,21.0,1.0,male,village,False
527,4.0,2.0,4.0,2.0,5.0,5.0,3.0,1.0,3.0,few hours a day,4.0,23.0,1.0,female,city,False
528,5.0,3.0,5.0,2.0,5.0,1.0,1.0,4.0,3.0,most of the day,3.0,20.0,2.0,male,city,False
529,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,few hours a day,3.0,20.0,1.0,male,city,False
530,5.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,most of the day,4.0,28.0,2.0,female,city,False
531,5.0,1.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,few hours a day,3.0,22.0,1.0,male,village,False
532,5.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,few hours a day,2.0,19.0,0.0,female,city,True
533,5.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,3.0,few hours a day,3.0,21.0,3.0,male,city,False
534,5.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,few hours a day,3.0,21.0,1.0,female,city,False
535,5.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,few hours a day,1.0,17.0,2.0,male,village,True
536,5.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,3.0,few hours a day,1.0,19.0,1.0,female,city,True
537,5.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,few hours a day,3.0,25.0,3.0,male,city,False
538,5.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,3.0,few hours a day,4.0,20.0,1.0,female,village,False
539,5.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,most of the day,1.0,26.0,2.0,male,city,False
540,5.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,few hours a day,3.0,21.0,0.0,male,city,False
541,5.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,few hours a day,2.0,20.0,2.0,female,city,False
542,5.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,most of the day,2.0,29.0,1.0,,city,False
543,5.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,most of the day,3.0,25.0,1.0,male,city,True
544,5.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,4.0,few hours a day,1.0,21.0,2.0,male,city,False
545,5.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,5.0,most of the day,3.0,20.0,3.0,male,village,False
546,5.0,1.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,few hours a day,4.0,27.0,3.0,male,village,False
547,5.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,4.0,few hours a day,3.0,21.0,2.0,male,village,False
548,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,less than an hour a day,4.0,20.0,1.0,female,city,False
549,5.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,less than an hour a day,3.0,,1.0,female,village,True
550,5.0,1.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,few hours a day,1.0,17.0,3.0,female,village,False
551,5.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,less than an hour a day,2.0,16.0,,female,village,False
552,5.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,few hours a day,3.0,19.0,3.0,female,city,False
553,3.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,3.0,few hours a day,2.0,18.0,1.0,female,village,False
554,4.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,few hours a day,3.0,19.0,0.0,male,village,False
555,5.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,few hours a day,1.0,21.0,1.0,female,village,False
556,5.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,4.0,few hours a day,3.0,16.0,0.0,female,city,False
557,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,few hours a day,4.0,20.0,2.0,female,city,False
558,,2.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,few hours a day,2.0,19.0,2.0,female,city,False
559,5.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,3.0,most of the day,3.0,20.0,1.0,female,village,False
560,5.0,2.0,3.0,1.0,1.0,5.0,1.0,4.0,4.0,less than an hour a day,4.0,16.0,2.0,female,village,False
561,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,less than an hour a day,5.0,20.0,1.0,male,city,True
562,5.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,less than an hour a day,3.0,18.0,0.0,male,village,False
563,5.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,few hours a day,1.0,20.0,1.0,male,village,False
564,5.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,less than an hour a day,4.0,20.0,2.0,male,village,False
565,5.0,3.0,5.0,1.0,2.0,2.0,5.0,5.0,3.0,few hours a day,3.0,16.0,2.0,female,city,False
566,5.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,less than an hour a day,3.0,19.0,1.0,female,village,False
567,5.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,few hours a day,2.0,19.0,1.0,male,city,False
568,5.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,most of the day,3.0,23.0,1.0,female,city,False
569,5.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,few hours a day,3.0,20.0,1.0,female,city,False
570,5.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,3.0,few hours a day,3.0,23.0,4.0,male,village,False
571,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,few hours a day,5.0,19.0,2.0,male,village,True
572,5.0,1.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,few hours a day,5.0,22.0,3.0,female,city,False
573,4.0,4.0,5.0,3.0,1.0,4.0,5.0,1.0,3.0,most of the day,1.0,17.0,3.0,male,city,True
574,5.0,5.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,less than an hour a day,3.0,20.0,1.0,female,village,True
575,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,less than an hour a day,4.0,21.0,1.0,female,city,False
576,5.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,few hours a day,1.0,21.0,3.0,male,city,False
577,5.0,2.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,few hours a day,3.0,19.0,1.0,female,city,False
578,5.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,4.0,few hours a day,3.0,20.0,0.0,female,village,False
579,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,most of the day,1.0,19.0,0.0,male,city,True
580,5.0,3.0,5.0,3.0,2.0,,1.0,1.0,3.0,few hours a day,5.0,21.0,0.0,male,city,False
581,5.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,4.0,few hours a day,4.0,22.0,1.0,female,city,True
582,3.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,2.0,few hours a day,5.0,22.0,3.0,male,city,True
583,5.0,1.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,most of the day,3.0,22.0,1.0,male,city,False
584,5.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,most of the day,2.0,28.0,1.0,female,city,True
585,5.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,less than an hour a day,3.0,21.0,1.0,male,city,True
586,5.0,5.0,5.0,4.0,1.0,4.0,3.0,,3.0,few hours a day,2.0,21.0,2.0,male,village,True
587,5.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,2.0,few hours a day,2.0,17.0,3.0,female,city,False
588,5.0,1.0,5.0,3.0,1.0,3.0,5.0,2.0,3.0,less than an hour a day,2.0,21.0,1.0,female,city,False
589,5.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,few hours a day,1.0,17.0,1.0,female,village,False
590,5.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,4.0,few hours a day,2.0,28.0,1.0,male,city,False
591,4.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,few hours a day,4.0,20.0,1.0,female,city,False
592,5.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,4.0,few hours a day,3.0,19.0,0.0,female,city,True
593,5.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,less than an hour a day,4.0,21.0,1.0,female,city,False
594,5.0,1.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,few hours a day,2.0,23.0,1.0,male,city,False
595,5.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,most of the day,1.0,17.0,1.0,male,village,False
596,5.0,5.0,3.0,2.0,1.0,4.0,1.0,5.0,3.0,few hours a day,4.0,20.0,0.0,male,city,True
597,5.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,less than an hour a day,3.0,19.0,1.0,male,city,False
598,4.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,few hours a day,5.0,19.0,1.0,male,city,False
599,5.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,few hours a day,2.0,19.0,1.0,male,city,False
600,5.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,most of the day,3.0,18.0,0.0,female,city,True
601,5.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,village,False
602,4.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,few hours a day,5.0,22.0,1.0,male,village,False
603,5.0,4.0,,3.0,2.0,3.0,3.0,3.0,4.0,few hours a day,3.0,21.0,1.0,female,city,True
604,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,few hours a day,3.0,21.0,1.0,female,city,False
605,5.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,4.0,less than an hour a day,3.0,21.0,1.0,male,village,False
606,4.0,1.0,5.0,2.0,2.0,4.0,1.0,4.0,4.0,few hours a day,4.0,22.0,1.0,male,village,False
607,3.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,5.0,less than an hour a day,3.0,19.0,1.0,female,city,False
608,3.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,few hours a day,3.0,25.0,1.0,male,city,False
609,4.0,4.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,few hours a day,4.0,18.0,2.0,male,city,True
610,5.0,3.0,4.0,2.0,2.0,1.0,5.0,3.0,2.0,few hours a day,3.0,20.0,1.0,male,city,False
611,5.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,most of the day,2.0,18.0,0.0,female,city,False
612,5.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,most of the day,3.0,23.0,2.0,male,village,True
613,5.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,most of the day,2.0,18.0,1.0,female,city,False
614,5.0,5.0,5.0,3.0,1.0,5.0,1.0,3.0,2.0,few hours a day,5.0,22.0,1.0,female,village,True
615,5.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,few hours a day,1.0,20.0,0.0,male,city,False
616,3.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,few hours a day,3.0,19.0,1.0,male,city,True
617,5.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,5.0,most of the day,3.0,19.0,1.0,female,city,False
618,5.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,most of the day,3.0,23.0,0.0,female,city,False
619,5.0,2.0,5.0,3.0,5.0,1.0,3.0,2.0,3.0,few hours a day,2.0,27.0,4.0,male,city,False
620,5.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,most of the day,1.0,20.0,2.0,male,city,False
621,4.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,4.0,most of the day,3.0,20.0,3.0,,city,True
622,5.0,4.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,few hours a day,3.0,18.0,1.0,female,city,True
623,5.0,1.0,5.0,5.0,1.0,3.0,1.0,4.0,3.0,few hours a day,1.0,21.0,3.0,male,city,False
624,5.0,1.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,few hours a day,1.0,21.0,1.0,female,city,False
625,5.0,2.0,5.0,2.0,3.0,5.0,5.0,1.0,3.0,few hours a day,4.0,19.0,1.0,female,city,False
626,5.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,less than an hour a day,4.0,22.0,0.0,female,village,True
627,5.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,less than an hour a day,5.0,20.0,1.0,female,city,False
628,4.0,2.0,5.0,2.0,4.0,4.0,1.0,4.0,4.0,few hours a day,3.0,19.0,0.0,male,city,False
629,5.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,4.0,few hours a day,1.0,20.0,0.0,female,city,False
630,5.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,city,True
631,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,few hours a day,2.0,18.0,1.0,female,village,False
632,5.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,few hours a day,2.0,17.0,1.0,male,village,True
633,5.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,less than an hour a day,2.0,21.0,2.0,male,city,False
634,5.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,few hours a day,3.0,19.0,1.0,female,village,False
635,4.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,less than an hour a day,3.0,25.0,1.0,female,city,False
636,5.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,4.0,few hours a day,1.0,24.0,2.0,male,village,False
637,5.0,2.0,,4.0,5.0,5.0,1.0,2.0,3.0,less than an hour a day,2.0,29.0,1.0,male,village,False
638,5.0,1.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,few hours a day,2.0,21.0,1.0,female,city,False
639,5.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,few hours a day,3.0,18.0,1.0,male,city,False
640,5.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,few hours a day,2.0,21.0,3.0,female,city,False
641,5.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,most of the day,4.0,17.0,2.0,male,city,False
642,4.0,3.0,4.0,3.0,4.0,5.0,1.0,5.0,4.0,most of the day,4.0,22.0,0.0,male,city,False
643,5.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,few hours a day,4.0,18.0,2.0,female,village,False
644,4.0,1.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,few hours a day,4.0,18.0,3.0,female,village,False
645,5.0,5.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,few hours a day,4.0,23.0,1.0,male,village,True
646,4.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,few hours a day,3.0,22.0,1.0,male,city,False
647,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,3.0,most of the day,3.0,21.0,0.0,female,village,False
648,5.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,few hours a day,3.0,23.0,3.0,female,city,False
649,5.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,few hours a day,2.0,17.0,1.0,female,city,False
650,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,2.0,few hours a day,3.0,20.0,1.0,male,city,False
651,5.0,4.0,5.0,5.0,1.0,2.0,1.0,2.0,3.0,few hours a day,5.0,22.0,1.0,male,city,True
652,4.0,1.0,5.0,3.0,4.0,1.0,4.0,5.0,4.0,few hours a day,4.0,21.0,0.0,male,city,False
653,5.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,4.0,few hours a day,5.0,22.0,0.0,female,village,False
654,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,few hours a day,4.0,24.0,2.0,male,village,False
655,5.0,4.0,5.0,1.0,3.0,1.0,4.0,4.0,4.0,few hours a day,3.0,19.0,1.0,female,village,True
656,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,,few hours a day,3.0,18.0,1.0,female,city,False
657,5.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,most of the day,3.0,24.0,1.0,female,city,False
658,5.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,few hours a day,4.0,22.0,3.0,male,city,True
659,5.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,few hours a day,4.0,20.0,1.0,male,village,False
660,5.0,1.0,5.0,5.0,2.0,1.0,2.0,5.0,4.0,less than an hour a day,5.0,20.0,1.0,female,city,False
661,5.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,few hours a day,2.0,19.0,1.0,female,city,False
662,5.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,few hours a day,4.0,21.0,1.0,female,city,False
663,5.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,no time at all,3.0,25.0,1.0,male,city,False
664,5.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,few hours a day,4.0,28.0,1.0,female,village,False
665,5.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,few hours a day,3.0,20.0,1.0,female,city,True
666,5.0,1.0,4.0,3.0,1.0,5.0,2.0,5.0,3.0,few hours a day,2.0,20.0,2.0,female,city,False
667,5.0,1.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,few hours a day,4.0,23.0,1.0,male,city,False
668,5.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,few hours a day,3.0,27.0,1.0,male,city,False
669,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,few hours a day,4.0,21.0,1.0,male,village,True
670,5.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,few hours a day,3.0,23.0,1.0,female,city,False
