,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town
348,5.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,Sometimes,few hours a day,2.0,16.0,1.0,male,city
347,5.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,Sometimes,most of the day,1.0,18.0,1.0,male,city
277,5.0,2.0,5.0,5.0,2.0,1.0,5.0,4.0,Sometimes,few hours a day,4.0,19.0,0.0,male,city
345,4.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,Sometimes,less than an hour a day,4.0,18.0,0.0,female,city
63,5.0,5.0,5.0,4.0,,3.0,,2.0,Sometimes,few hours a day,3.0,22.0,2.0,male,city
161,5.0,3.0,5.0,2.0,1.0,5.0,4.0,5.0,Sometimes,few hours a day,3.0,20.0,2.0,female,city
340,5.0,1.0,4.0,5.0,1.0,1.0,5.0,2.0,Sometimes,few hours a day,4.0,18.0,2.0,female,village
65,4.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,Sometimes,few hours a day,1.0,17.0,1.0,male,city
66,4.0,5.0,4.0,3.0,5.0,1.0,1.0,3.0,Sometimes,less than an hour a day,3.0,20.0,1.0,male,village
159,5.0,3.0,5.0,4.0,3.0,5.0,2.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,male,city
158,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,Sometimes,few hours a day,2.0,15.0,2.0,female,village
71,4.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,Sometimes,few hours a day,4.0,20.0,1.0,male,city
72,5.0,1.0,5.0,3.0,1.0,2.0,5.0,5.0,Sometimes,few hours a day,3.0,28.0,1.0,female,city
338,5.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,Sometimes,few hours a day,1.0,15.0,3.0,female,city
232,5.0,3.0,5.0,1.0,4.0,1.0,2.0,5.0,Sometimes,few hours a day,4.0,19.0,2.0,female,village
233,4.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,Sometimes,few hours a day,4.0,18.0,1.0,female,city
156,5.0,1.0,5.0,5.0,1.0,4.0,1.0,5.0,Sometimes,few hours a day,4.0,25.0,1.0,male,city
154,5.0,1.0,4.0,5.0,3.0,3.0,5.0,2.0,Sometimes,few hours a day,4.0,24.0,1.0,male,city
331,5.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,Sometimes,few hours a day,3.0,17.0,1.0,male,village
252,5.0,2.0,5.0,3.0,1.0,5.0,4.0,5.0,Sometimes,few hours a day,5.0,20.0,0.0,female,village
97,5.0,2.0,5.0,3.0,4.0,5.0,2.0,5.0,Sometimes,most of the day,2.0,19.0,1.0,male,village
141,3.0,2.0,3.0,3.0,5.0,5.0,1.0,3.0,Sometimes,few hours a day,1.0,19.0,1.0,female,city
268,5.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,Sometimes,few hours a day,4.0,19.0,2.0,female,city
270,5.0,2.0,5.0,3.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,2.0,23.0,1.0,female,city
291,4.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,male,village
118,5.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,Sometimes,few hours a day,4.0,23.0,1.0,male,city
288,5.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,Sometimes,few hours a day,3.0,22.0,2.0,male,city
271,5.0,1.0,5.0,4.0,2.0,5.0,2.0,2.0,Sometimes,less than an hour a day,4.0,24.0,0.0,male,village
287,5.0,3.0,5.0,4.0,1.0,4.0,5.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city
285,5.0,1.0,5.0,2.0,2.0,5.0,5.0,2.0,Sometimes,few hours a day,4.0,20.0,2.0,female,city
122,5.0,1.0,4.0,5.0,1.0,4.0,2.0,2.0,Sometimes,few hours a day,4.0,23.0,0.0,female,city
284,1.0,1.0,5.0,2.0,4.0,4.0,3.0,1.0,Sometimes,most of the day,5.0,20.0,2.0,male,city
123,5.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,Sometimes,few hours a day,4.0,20.0,0.0,female,village
124,4.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,Sometimes,few hours a day,3.0,20.0,4.0,male,city
283,5.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,Sometimes,few hours a day,3.0,22.0,1.0,male,city
282,5.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,Sometimes,less than an hour a day,4.0,20.0,2.0,female,city
281,5.0,3.0,4.0,2.0,1.0,5.0,2.0,4.0,Sometimes,few hours a day,2.0,19.0,1.0,male,city
280,5.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,Sometimes,few hours a day,3.0,18.0,1.0,female,city
272,5.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,Sometimes,less than an hour a day,4.0,19.0,1.0,female,city
126,3.0,1.0,3.0,5.0,2.0,1.0,1.0,4.0,Sometimes,few hours a day,4.0,20.0,2.0,female,village
128,5.0,5.0,5.0,4.0,3.0,5.0,1.0,5.0,Sometimes,few hours a day,5.0,15.0,3.0,female,city
279,5.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,Sometimes,few hours a day,3.0,20.0,1.0,female,city
129,5.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,Sometimes,less than an hour a day,3.0,20.0,1.0,female,village
115,5.0,3.0,5.0,2.0,1.0,3.0,5.0,5.0,Sometimes,few hours a day,3.0,17.0,0.0,female,city
296,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,Sometimes,few hours a day,1.0,23.0,1.0,male,city
297,5.0,4.0,5.0,1.0,3.0,3.0,1.0,4.0,Sometimes,few hours a day,2.0,19.0,0.0,male,village
135,5.0,1.0,4.0,5.0,3.0,5.0,5.0,3.0,Sometimes,few hours a day,4.0,18.0,1.0,male,village
254,5.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,Sometimes,few hours a day,3.0,23.0,2.0,female,village
312,2.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,Sometimes,few hours a day,2.0,15.0,1.0,male,city
309,5.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,Sometimes,few hours a day,3.0,16.0,0.0,female,village
101,5.0,1.0,4.0,5.0,1.0,3.0,5.0,3.0,Sometimes,few hours a day,2.0,18.0,1.0,male,village
102,5.0,1.0,5.0,5.0,4.0,1.0,1.0,3.0,Sometimes,few hours a day,3.0,20.0,0.0,female,city
256,5.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,Sometimes,few hours a day,1.0,20.0,1.0,female,city
257,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,Sometimes,few hours a day,4.0,19.0,2.0,male,city
259,2.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,Sometimes,few hours a day,4.0,19.0,4.0,male,village
305,5.0,1.0,5.0,5.0,4.0,5.0,2.0,3.0,Sometimes,few hours a day,2.0,20.0,0.0,female,city
105,5.0,1.0,4.0,4.0,1.0,4.0,1.0,2.0,Sometimes,few hours a day,4.0,24.0,1.0,male,village
60,5.0,1.0,5.0,4.0,4.0,1.0,2.0,4.0,Sometimes,most of the day,5.0,23.0,1.0,male,city
106,5.0,3.0,5.0,4.0,3.0,1.0,2.0,4.0,Sometimes,few hours a day,4.0,19.0,1.0,male,city
260,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,Sometimes,few hours a day,3.0,19.0,0.0,male,city
110,5.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,Sometimes,few hours a day,4.0,21.0,1.0,male,city
111,5.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,Sometimes,most of the day,2.0,22.0,1.0,female,village
112,5.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,Sometimes,less than an hour a day,4.0,20.0,1.0,female,city
261,5.0,1.0,5.0,3.0,4.0,5.0,3.0,4.0,Sometimes,few hours a day,2.0,18.0,1.0,female,city
300,5.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,Sometimes,most of the day,4.0,18.0,1.0,female,city
263,5.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,Sometimes,few hours a day,1.0,15.0,3.0,female,city
264,3.0,3.0,5.0,2.0,2.0,5.0,4.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,village
298,5.0,2.0,5.0,3.0,1.0,5.0,3.0,3.0,Sometimes,less than an hour a day,4.0,19.0,0.0,female,city
265,5.0,1.0,5.0,1.0,2.0,5.0,4.0,3.0,Sometimes,most of the day,5.0,15.0,1.0,female,city
109,5.0,1.0,5.0,3.0,2.0,1.0,1.0,4.0,Sometimes,few hours a day,4.0,18.0,0.0,male,city
59,5.0,4.0,5.0,4.0,1.0,1.0,2.0,3.0,Sometimes,few hours a day,1.0,22.0,1.0,male,city
346,5.0,4.0,5.0,5.0,1.0,5.0,1.0,2.0,Sometimes,few hours a day,1.0,17.0,1.0,male,city
175,5.0,2.0,4.0,1.0,1.0,5.0,3.0,3.0,Sometimes,few hours a day,5.0,17.0,2.0,female,city
16,5.0,4.0,5.0,1.0,1.0,5.0,5.0,2.0,Sometimes,few hours a day,3.0,19.0,2.0,female,city
18,5.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,Sometimes,few hours a day,4.0,18.0,2.0,male,city
20,5.0,3.0,5.0,5.0,2.0,3.0,2.0,2.0,Sometimes,few hours a day,2.0,20.0,1.0,male,city
21,5.0,1.0,5.0,4.0,3.0,5.0,1.0,4.0,Sometimes,few hours a day,2.0,24.0,1.0,male,city
203,5.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city
393,5.0,1.0,5.0,5.0,1.0,3.0,1.0,3.0,Sometimes,few hours a day,4.0,21.0,1.0,male,city
22,5.0,3.0,5.0,3.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,5.0,22.0,1.0,female,city
392,5.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,Sometimes,less than an hour a day,4.0,30.0,2.0,female,city
204,5.0,1.0,5.0,1.0,4.0,3.0,4.0,3.0,Sometimes,few hours a day,3.0,24.0,1.0,female,city
179,4.0,4.0,4.0,5.0,2.0,4.0,5.0,2.0,Sometimes,few hours a day,5.0,22.0,1.0,male,city
13,5.0,1.0,5.0,2.0,1.0,5.0,3.0,2.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city
178,4.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,Sometimes,few hours a day,4.0,20.0,1.0,female,city
28,5.0,3.0,5.0,5.0,1.0,3.0,4.0,3.0,Sometimes,few hours a day,3.0,20.0,2.0,male,village
208,5.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,Sometimes,less than an hour a day,1.0,19.0,2.0,female,village
388,5.0,3.0,5.0,3.0,4.0,5.0,5.0,2.0,Sometimes,few hours a day,3.0,25.0,1.0,female,city
387,5.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,Sometimes,few hours a day,4.0,25.0,2.0,female,city
356,4.0,2.0,4.0,5.0,5.0,3.0,1.0,1.0,Sometimes,few hours a day,3.0,18.0,1.0,male,city
386,5.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,Sometimes,few hours a day,4.0,19.0,0.0,female,city
384,5.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,Sometimes,few hours a day,2.0,19.0,1.0,female,city
29,5.0,3.0,5.0,5.0,2.0,2.0,5.0,3.0,Sometimes,few hours a day,4.0,19.0,2.0,female,village
383,5.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,Sometimes,most of the day,3.0,22.0,1.0,male,city
30,4.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,Sometimes,few hours a day,2.0,25.0,1.0,male,city
177,5.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,Sometimes,few hours a day,3.0,26.0,2.0,male,city
400,5.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,Sometimes,most of the day,3.0,19.0,1.0,male,village
196,5.0,3.0,5.0,4.0,1.0,1.0,4.0,2.0,Sometimes,few hours a day,4.0,20.0,0.0,female,city
9,5.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,Sometimes,few hours a day,4.0,19.0,3.0,female,city
419,5.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,Sometimes,less than an hour a day,3.0,23.0,0.0,female,village
418,5.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,Sometimes,less than an hour a day,3.0,18.0,1.0,female,village
417,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,Sometimes,most of the day,2.0,18.0,1.0,male,village
415,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,Sometimes,few hours a day,1.0,19.0,1.0,female,village
187,5.0,5.0,4.0,5.0,1.0,2.0,1.0,5.0,Sometimes,few hours a day,2.0,22.0,1.0,female,city
414,5.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,Sometimes,few hours a day,3.0,18.0,2.0,male,city
413,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,Sometimes,few hours a day,3.0,21.0,2.0,male,village
192,5.0,4.0,5.0,3.0,1.0,5.0,5.0,5.0,Sometimes,few hours a day,5.0,18.0,2.0,female,city
412,5.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,Sometimes,less than an hour a day,3.0,21.0,1.0,female,city
2,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,Sometimes,few hours a day,2.0,20.0,2.0,female,city
193,5.0,1.0,5.0,3.0,1.0,5.0,1.0,3.0,Sometimes,few hours a day,3.0,26.0,2.0,male,city
4,5.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,Sometimes,few hours a day,4.0,20.0,1.0,female,village
410,5.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,Sometimes,few hours a day,3.0,20.0,1.0,male,village
5,5.0,1.0,5.0,5.0,2.0,2.0,1.0,2.0,Sometimes,few hours a day,2.0,20.0,1.0,male,city
407,5.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,Sometimes,less than an hour a day,3.0,19.0,1.0,female,city
186,4.0,2.0,4.0,3.0,1.0,4.0,5.0,2.0,Sometimes,less than an hour a day,3.0,29.0,2.0,female,city
7,5.0,3.0,5.0,5.0,1.0,5.0,1.0,2.0,Sometimes,few hours a day,3.0,19.0,1.0,male,city
406,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,Sometimes,less than an hour a day,4.0,21.0,1.0,female,village
185,3.0,3.0,5.0,2.0,5.0,5.0,3.0,2.0,Sometimes,less than an hour a day,3.0,19.0,2.0,female,city
404,5.0,5.0,5.0,2.0,2.0,5.0,2.0,4.0,Sometimes,few hours a day,5.0,20.0,2.0,female,village
195,5.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,Sometimes,few hours a day,2.0,19.0,1.0,male,city
403,2.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,Sometimes,less than an hour a day,2.0,23.0,2.0,male,village
184,5.0,1.0,5.0,3.0,1.0,2.0,2.0,5.0,Sometimes,few hours a day,2.0,21.0,0.0,female,city
31,4.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,Sometimes,less than an hour a day,4.0,22.0,1.0,female,city
174,5.0,1.0,5.0,5.0,1.0,3.0,5.0,3.0,Sometimes,few hours a day,3.0,26.0,0.0,male,city
276,5.0,1.0,5.0,4.0,3.0,1.0,3.0,4.0,Sometimes,few hours a day,1.0,21.0,2.0,female,village
380,5.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,Sometimes,most of the day,4.0,20.0,1.0,female,city
361,5.0,1.0,5.0,4.0,1.0,5.0,1.0,1.0,Sometimes,less than an hour a day,4.0,19.0,1.0,female,village
370,5.0,1.0,5.0,4.0,2.0,5.0,5.0,2.0,Sometimes,few hours a day,3.0,19.0,2.0,female,village
369,5.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,Sometimes,less than an hour a day,4.0,17.0,1.0,male,village
39,5.0,2.0,4.0,4.0,1.0,5.0,5.0,4.0,Sometimes,few hours a day,3.0,21.0,1.0,female,city
41,5.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,Sometimes,few hours a day,3.0,20.0,3.0,male,city
168,5.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,Sometimes,most of the day,3.0,20.0,0.0,female,city
50,4.0,1.0,5.0,3.0,4.0,5.0,2.0,3.0,Sometimes,few hours a day,4.0,19.0,2.0,female,city
371,5.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,Sometimes,few hours a day,3.0,19.0,4.0,female,village
43,5.0,3.0,5.0,2.0,1.0,5.0,5.0,3.0,Sometimes,most of the day,3.0,20.0,1.0,female,city
49,5.0,2.0,5.0,2.0,1.0,5.0,5.0,4.0,Sometimes,few hours a day,4.0,20.0,1.0,female,city
169,5.0,1.0,5.0,4.0,1.0,4.0,5.0,4.0,Sometimes,few hours a day,5.0,19.0,2.0,female,village
44,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,Sometimes,few hours a day,4.0,25.0,1.0,female,village
365,5.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,Sometimes,few hours a day,3.0,24.0,5.0,male,village
215,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,Sometimes,few hours a day,1.0,27.0,2.0,male,city
47,5.0,2.0,5.0,2.0,2.0,5.0,1.0,2.0,Sometimes,few hours a day,3.0,19.0,1.0,female,city
216,5.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,Sometimes,few hours a day,3.0,17.0,0.0,female,city
381,5.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,Sometimes,few hours a day,2.0,21.0,1.0,female,city
171,5.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,Sometimes,few hours a day,3.0,20.0,0.0,male,city
52,5.0,2.0,5.0,5.0,3.0,3.0,5.0,3.0,Sometimes,few hours a day,1.0,21.0,2.0,female,village
375,5.0,,5.0,2.0,3.0,1.0,5.0,2.0,Sometimes,few hours a day,4.0,20.0,2.0,female,city
32,5.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,Sometimes,few hours a day,1.0,20.0,4.0,female,city
56,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,Sometimes,few hours a day,3.0,20.0,2.0,female,city
377,5.0,1.0,5.0,3.0,5.0,4.0,1.0,4.0,Sometimes,few hours a day,3.0,17.0,0.0,female,village
35,5.0,1.0,5.0,1.0,1.0,5.0,4.0,3.0,Sometimes,few hours a day,3.0,19.0,1.0,female,village
212,5.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,Sometimes,most of the day,3.0,20.0,1.0,male,city
37,5.0,1.0,4.0,3.0,3.0,3.0,,3.0,Sometimes,few hours a day,3.0,21.0,1.0,male,city
54,5.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,Sometimes,few hours a day,3.0,21.0,2.0,female,city
359,5.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,Sometimes,few hours a day,1.0,20.0,2.0,female,city
48,5.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,Sometimes,few hours a day,4.0,20.0,1.0,female,village
373,5.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,Sometimes,most of the day,4.0,20.0,0.0,male,city
214,4.0,1.0,5.0,4.0,3.0,3.0,5.0,4.0,Sometimes,less than an hour a day,3.0,18.0,3.0,female,city
830,5.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,Often,most of the day,2.0,21.0,1.0,female,city
784,4.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,Often,few hours a day,2.0,19.0,1.0,male,city
130,4.0,3.0,5.0,5.0,2.0,1.0,4.0,1.0,Often,few hours a day,4.0,19.0,1.0,female,village
789,5.0,4.0,5.0,3.0,1.0,5.0,3.0,1.0,Often,most of the day,2.0,19.0,3.0,male,village
759,5.0,2.0,5.0,5.0,4.0,5.0,2.0,4.0,Often,few hours a day,4.0,18.0,0.0,male,village
796,3.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,Often,less than an hour a day,4.0,27.0,3.0,male,city
756,5.0,4.0,5.0,5.0,3.0,5.0,1.0,2.0,Often,few hours a day,4.0,25.0,2.0,male,city
831,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,Often,few hours a day,3.0,17.0,2.0,female,village
795,5.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,Often,most of the day,5.0,30.0,0.0,female,city
827,5.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,Often,few hours a day,1.0,20.0,1.0,female,city
164,5.0,3.0,5.0,3.0,1.0,4.0,2.0,3.0,Often,most of the day,2.0,20.0,1.0,male,village
163,5.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,Often,most of the day,3.0,22.0,1.0,male,city
782,5.0,2.0,5.0,2.0,3.0,5.0,2.0,3.0,Often,most of the day,4.0,17.0,3.0,female,village
786,5.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,Often,few hours a day,3.0,19.0,0.0,male,city
166,5.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,Often,few hours a day,5.0,21.0,1.0,female,city
792,5.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,Often,less than an hour a day,3.0,21.0,1.0,male,village
139,5.0,3.0,5.0,1.0,2.0,5.0,3.0,4.0,Often,few hours a day,2.0,19.0,1.0,female,village
157,5.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,Often,most of the day,4.0,26.0,2.0,male,village
774,3.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,Often,most of the day,2.0,20.0,0.0,female,city
811,5.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,Often,few hours a day,4.0,20.0,1.0,male,city
148,4.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,Often,few hours a day,4.0,20.0,3.0,male,village
147,5.0,1.0,5.0,4.0,5.0,3.0,2.0,4.0,Often,most of the day,4.0,18.0,2.0,male,city
152,5.0,2.0,5.0,5.0,2.0,4.0,2.0,5.0,Often,few hours a day,2.0,25.0,2.0,male,city
173,5.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,Often,most of the day,3.0,21.0,1.0,male,city
816,5.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,Often,few hours a day,2.0,21.0,0.0,male,city
153,2.0,3.0,3.0,5.0,1.0,1.0,5.0,4.0,Often,few hours a day,3.0,21.0,0.0,female,city
176,5.0,2.0,5.0,1.0,5.0,4.0,1.0,2.0,Often,less than an hour a day,4.0,22.0,2.0,male,village
140,5.0,3.0,5.0,5.0,2.0,5.0,2.0,3.0,Often,few hours a day,3.0,19.0,3.0,female,city
133,5.0,1.0,5.0,4.0,1.0,4.0,4.0,2.0,Often,less than an hour a day,2.0,20.0,2.0,female,city
820,5.0,1.0,5.0,2.0,3.0,1.0,4.0,2.0,Often,few hours a day,2.0,18.0,1.0,female,city
804,5.0,2.0,5.0,1.0,1.0,5.0,5.0,2.0,Often,most of the day,1.0,21.0,1.0,female,village
181,5.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,Often,few hours a day,3.0,23.0,0.0,male,city
172,5.0,1.0,3.0,5.0,3.0,3.0,1.0,5.0,Often,most of the day,4.0,22.0,1.0,male,village
803,5.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,Often,most of the day,3.0,27.0,5.0,female,village
170,4.0,1.0,3.0,5.0,5.0,4.0,3.0,4.0,Often,few hours a day,5.0,19.0,1.0,male,city
182,5.0,1.0,5.0,3.0,2.0,5.0,5.0,2.0,Often,few hours a day,2.0,19.0,0.0,female,city
764,5.0,1.0,5.0,3.0,2.0,2.0,5.0,2.0,Often,less than an hour a day,4.0,19.0,2.0,female,village
763,5.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,Often,few hours a day,3.0,20.0,3.0,male,village
136,5.0,1.0,5.0,4.0,2.0,3.0,5.0,4.0,Often,few hours a day,3.0,21.0,1.0,male,village
762,5.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,Often,less than an hour a day,2.0,24.0,1.0,male,city
805,5.0,3.0,2.0,5.0,1.0,4.0,5.0,3.0,Often,few hours a day,3.0,17.0,3.0,female,city
787,5.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,Often,few hours a day,2.0,16.0,1.0,male,city
422,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,Often,few hours a day,4.0,28.0,1.0,female,city
125,5.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,Often,few hours a day,3.0,20.0,1.0,female,city
38,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,Often,few hours a day,5.0,23.0,1.0,female,village
959,4.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,Often,few hours a day,2.0,24.0,1.0,female,city
958,5.0,4.0,4.0,3.0,1.0,5.0,5.0,3.0,Often,few hours a day,2.0,22.0,2.0,female,city
957,5.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,Often,few hours a day,3.0,20.0,5.0,male,city
954,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,Often,few hours a day,3.0,20.0,0.0,female,city
952,5.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,Often,few hours a day,5.0,19.0,1.0,male,city
46,5.0,2.0,5.0,4.0,2.0,4.0,1.0,2.0,Often,few hours a day,3.0,21.0,1.0,female,city
948,5.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,Often,few hours a day,4.0,18.0,1.0,female,village
944,5.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,Often,few hours a day,3.0,19.0,1.0,female,village
51,5.0,3.0,5.0,2.0,5.0,4.0,5.0,2.0,Often,less than an hour a day,5.0,19.0,1.0,female,city
53,5.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,Often,less than an hour a day,3.0,18.0,4.0,female,city
940,5.0,5.0,,4.0,3.0,4.0,3.0,2.0,Often,few hours a day,2.0,16.0,4.0,male,city
939,4.0,4.0,5.0,2.0,3.0,4.0,5.0,2.0,Often,few hours a day,3.0,20.0,0.0,female,city
58,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,Often,few hours a day,5.0,19.0,1.0,male,village
932,5.0,4.0,5.0,1.0,3.0,2.0,5.0,2.0,Often,few hours a day,5.0,20.0,1.0,female,city
931,5.0,2.0,5.0,1.0,2.0,3.0,1.0,4.0,Often,most of the day,4.0,18.0,2.0,male,city
61,5.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,Often,few hours a day,2.0,23.0,1.0,male,city
62,5.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,Often,few hours a day,3.0,23.0,2.0,male,city
927,5.0,3.0,5.0,1.0,1.0,5.0,1.0,3.0,Often,few hours a day,4.0,19.0,1.0,female,city
924,5.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,Often,few hours a day,4.0,19.0,0.0,female,city
923,5.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,Often,few hours a day,2.0,23.0,3.0,female,city
962,5.0,1.0,3.0,5.0,3.0,1.0,1.0,4.0,Often,less than an hour a day,5.0,21.0,1.0,female,village
33,5.0,1.0,4.0,5.0,2.0,5.0,4.0,3.0,Often,few hours a day,2.0,27.0,1.0,female,city
967,5.0,2.0,5.0,5.0,5.0,4.0,1.0,2.0,Often,few hours a day,4.0,18.0,1.0,male,city
971,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,Often,few hours a day,4.0,18.0,1.0,male,city
1007,4.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,Often,most of the day,1.0,18.0,0.0,female,city
