,date,type,year,avg_price,size,nb_sold
1001,2017-01-01,organic,2017,1.48,extra_large,4425.75
1002,2018-03-25,organic,2018,1.55,extra_large,1070.24
1003,2018-03-18,organic,2018,1.54,extra_large,1045.38
1004,2018-03-11,organic,2018,1.52,extra_large,1401.87
1005,2018-03-04,organic,2018,1.52,extra_large,1225.97
1006,2018-02-25,organic,2018,1.57,extra_large,1063.32
1007,2018-02-18,organic,2018,1.52,extra_large,1905.46
1008,2018-02-11,organic,2018,1.56,extra_large,1839.8
1009,2018-02-04,organic,2018,1.53,extra_large,1703.52
1010,2018-01-28,organic,2018,1.61,extra_large,1270.61
1011,2018-01-21,organic,2018,1.63,extra_large,1490.02
1012,2018-01-14,organic,2018,1.59,extra_large,1580.01
1013,2018-01-07,organic,2018,1.51,extra_large,1289.07
