,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
626,Stevens Institute of Technology,263900,2,1340.0,0.184,0.6037,0.43562691131498,1599.0,12019.0,PrivacySuppressed,26500,83951.71,32869.0
627,Stockton University,934500,2,1074.0,0.3547,0.6543,0.6441728980485101,5976.0,9116.0,0.769230769,18166,73199.66,19244.0
628,The College of New Jersey,264200,2,1227.0,0.1763,0.5185,0.4867139061115999,6010.0,9678.0,0.923076923,21500,86752.57,24079.0
629,William Paterson University of New Jersey,262500,2,990.0,0.4201,0.6389,0.74286874428991,8454.0,10350.0,0.767306574,18250,80256.1,16643.0
630,Eastern New Mexico University-Main Campus,265100,6,947.0,0.3574,0.329,0.49832073887489,2942.0,6721.0,0.688311688,8250,42974.58,9938.0
631,New Mexico Institute of Mining and Technology,265400,6,1191.0,0.3019,0.425,0.24447174447174,1238.0,8037.0,PrivacySuppressed,10500,52104.89,11785.0
632,University of New Mexico-Main Campus,266300,6,1040.0,0.3996,0.5211,0.57881567973311,16414.0,8918.0,0.761298274,13051,49538.77,9027.0
633,New Mexico State University-Main Campus,265700,6,983.0,0.4270000000000001,0.4046,0.65760064629056,12453.0,8402.0,0.730317065,10801,43867.23,9663.0
634,Adelphi University,266600,2,1094.0,0.3147,0.5971,0.7218960179353,3099.0,12033.0,0.827306273,21466,80864.95,28082.0
635,Albany College of Pharmacy and Health Sciences,288500,2,1176.0,0.2408,0.809,0.65869106263194,581.0,8150.0,0.962616822,24000,60872.01,31053.0
636,Alfred University,266800,2,1057.0,0.3755,0.7651,0.6840659340659301,1361.0,6475.0,0.887804878,21750,63665.1,20214.0
637,Barnard College,270800,2,1357.0,0.1823,0.3323,0.19624342599549,2285.0,12543.0,PrivacySuppressed,16250,75897.42,25680.0
638,Canisius College,268100,2,1078.0,0.3142,0.6869,0.86980280351627,3349.0,7845.0,0.851174935,20600,61812.51,19376.0
639,Clarkson University,269900,2,1198.0,0.2686,0.7481,0.68056762235737,2539.0,10338.0,0.908701855,24500,62331.73,29243.0
640,Colgate University,270100,2,1374.0,0.1228,0.271,0.27361302154974,2811.0,11422.0,0.915309446,15000,81701.81,22687.0
641,Columbia University in the City of New York,270700,2,1473.0,0.2194,0.258,0.06605077077294,6623.0,17555.0,0.898054475,19000,76971.15,21031.0
642,Concordia College-New York,270900,2,895.0,0.3877,0.6176,0.7138671875,578.0,6810.0,0.714285714,22777,76194.22,17198.0
643,Cornell University,271100,2,1428.0,0.1547,0.3032,0.15071599045346,8381.0,14317.0,0.902908469,11750,80346.48,29711.0
644,CUNY Bernard M Baruch College,727300,2,1230.0,0.454,0.1209,0.32435561820378,13025.0,11827.0,0.822033898,7939.5,53216.18,7014.0
645,CUNY Brooklyn College,268700,2,1115.0,0.4981,0.1625,0.37310568785672,10094.0,10275.0,0.638349515,7531,49392.3,6451.0
646,CUNY City College,268800,2,1125.0,0.5296,0.2111,0.42968865279622,8155.0,11047.0,0.671150972,8775,48071.31,6002.0
647,CUNY Hunter College,268900,2,1165.0,0.4243,0.1262,0.38664812239221,15421.0,10626.0,0.681392236,9000,55390.45,7742.0
648,CUNY John Jay College of Criminal Justice,269300,2,975.0,0.5515,0.1487,0.36550231377817,9559.0,9864.0,0.616666667,7500,51361.88,5294.0
649,CUNY Lehman College,702200,2,1025.0,0.5322,0.2315,0.29951690821256,6922.0,9786.0,0.632801161,7251,41652.24,5465.0
650,CUNY Queens College,269000,2,1110.0,0.3976,0.1262,0.40437662901824,10964.0,10166.0,0.655172414,7812,63917.39,6678.0
651,CUNY York College,475900,2,885.0,0.5002,0.1039,0.40499676002591,5357.0,9360.0,0.632034632,5500,55168.11,5742.0
652,D'Youville College,271200,2,1036.0,0.3434,0.6602,0.72622950819672,976.0,6324.0,0.830645161,19500,52394.78,18548.0
653,Dominican College of Blauvelt,271300,2,879.0,0.439,0.855,0.71465033180193,1564.0,8019.0,0.713930348,15000,77440.46,18656.0
654,Fordham University,272200,2,1273.0,0.1995,0.5275,0.47571885730302,6989.0,13305.0,0.880664653,21500,77653.15,34042.0
655,Houghton College,273400,2,1110.0,0.443,0.7095,0.94566623544631,1409.0,5807.0,0.938016529,19853,59922.67,21253.0
656,Iona College,273700,2,1005.0,0.2808,0.5895,0.91206842599353,3422.0,9222.0,0.835164835,19500,78814.8,27862.0
657,Jewish Theological Seminary of America,274000,2,1363.0,0.0,0.3205,0.5188679245283,180.0,8531.0,PrivacySuppressed,24120.5,85212.94,35796.0
658,LIM College,746600,2,962.0,0.3138,0.6456,0.90560747663551,285.0,5782.0,0.783050848,18862.5,78436.88,34849.0
659,Le Moyne College,274800,2,1073.0,0.3068,0.695,0.61756579904027,2399.0,8786.0,0.830927835,19999,60497.51,23374.0
660,LIU Brooklyn,275116,2,1010.0,0.5869,0.6806,0.8609077598828601,5554.0,10324.0,0.762141968,19215,50877.21,24302.0
661,LIU Post,275100,2,1010.0,0.1856,0.2989,0.8609077598828601,6032.0,11121.0,0.762141968,19215,69416.15,27928.0
662,Manhattan College,275800,2,1097.0,0.2918,0.6137,0.66847106940935,2694.0,10059.0,0.916058394,21500,83053.51,28114.0
663,Marymount Manhattan College,276900,2,1038.0,0.2578,0.648,0.83808028705987,2497.0,8379.0,0.780555556,16734.5,77729.18,34538.0
664,Medaille College,277700,2,868.0,0.5569,0.78,0.69190007570022,1496.0,5369.0,0.799457995,14250,56197.77,16235.0
665,Molloy College,277500,2,1067.0,0.3097,0.6862,0.7552112676056301,2020.0,10339.0,0.817283951,23082.5,87964.15,27427.0
666,Mount Saint Mary College,277800,2,982.0,0.3472,0.7235,0.8957241379310301,1694.0,8506.0,0.826446281,20000,74923.28,25270.0
667,College of Mount Saint Vincent,270300,2,906.0,0.4673,0.8256,0.8606437454279399,1202.0,8389.0,0.776470588,25000,63240.6,18425.0
668,The College of New Rochelle,270400,2,948.0,0.7386,0.6341,0.7338501291989599,5191.0,8121.0,0.41838488,16000,41804.07,33957.0
669,New York University,278500,2,1360.0,0.2179,0.3781,0.32073379874235,18628.0,13803.0,0.868104982,20500,82106.43,36419.0
670,Niagara University,278800,2,1037.0,0.2717,0.6486,0.8474170372904499,2473.0,8019.0,0.853233831,21051.5,60954.17,19589.0
671,New York Institute of Technology,278200,2,1074.0,0.3568,0.4731,0.67767919682465,3052.0,11403.0,0.759930915,18900.5,72244.37,21786.0
672,Nyack College,279000,2,901.0,0.5372,0.8053,0.98568507157464,1786.0,6590.0,0.645669291,14750,61585.03,18950.0
673,Pace University-New York,279100,2,1060.0,0.3039,0.5438,0.83830261767813,5755.0,11623.0,0.80110117,18500,74848.68,27416.0
674,Pratt Institute-Main,279800,2,1085.0,0.2321,0.4725,0.5738646562556,1495.0,10119.0,0.855029586,23125,75295.69,40435.0
675,Rensselaer Polytechnic Institute,280300,2,1368.0,0.1602,0.5721,0.4186570527264501,5167.0,12406.0,0.970866715,27000,74851.88,34841.0
676,Roberts Wesleyan College,280500,2,1067.0,0.3937,0.7156,0.66315789473684,1208.0,6537.0,0.81498829,18750,60753.22,20363.0
677,Rochester Institute of Technology,280600,2,1251.0,0.2948,0.612,0.5727497580384899,11786.0,9719.0,0.875449102,24689,69175.72,26410.0
678,St Bonaventure University,281700,2,1066.0,0.2779,0.6871,0.65987983978638,2202.0,6628.0,PrivacySuppressed,22500,64352.24,22784.0
679,St Francis College,282000,2,909.0,0.4511,0.5178,0.78776847469967,2304.0,9101.0,0.768768769,16000,53129.58,16091.0
680,St. Thomas Aquinas College,283200,2,942.0,0.2354,0.4208,0.78884254431699,1949.0,8676.0,0.827906977,16750,86845.1,19298.0
681,Skidmore College,281400,2,1239.0,0.1375,0.3226,0.36495063469675,2451.0,9218.0,0.93,17950,78806.42,25413.0
682,St. Joseph's College-New York,282500,2,1010.0,0.3243,0.5476,0.67919254658385,1300.0,8724.0,0.761339093,18500,81308.04,15816.0
683,Saint John Fisher College,282100,2,1087.0,0.3007,0.7731,0.62363715656345,2175.0,8727.0,0.851041667,20364.5,63735.93,24915.0
684,St John's University-New York,282300,2,1080.0,0.2874,0.4322,0.64925455855456,14229.0,12027.0,0.83042394,20500,69749.7,27044.0
685,SUNY College of Technology at Alfred,285400,2,1016.0,0.5228,0.7271,0.567996742671,2735.0,5905.0,0.80733945,12000,55015.93,15367.0
686,SUNY College of Agriculture and Technology at Cobleskill,285600,2,882.0,0.5369,0.684,0.73350498873511,2303.0,6567.0,0.784916201,11000,60485.06,15614.0
687,Farmingdale State College,285800,2,994.0,0.2993,0.3156,0.44006849315068,5045.0,8243.0,0.720930233,11179.5,86057.23,9182.0
688,Morrisville State College,285900,2,854.0,0.6,0.7502,0.58271918678526,3033.0,5867.0,0.74501992,12000,55475.93,16904.0
689,SUNY at Albany,283500,2,1091.0,0.4003,0.5815,0.5644446434167499,11780.0,9256.0,0.833098592,16250,70013.16,16126.0
690,SUNY at Binghamton,283600,2,1305.0,0.2871,0.4664,0.42494120721191,9858.0,9389.0,0.837850253,17250,71392.67,18870.0
691,University at Buffalo,283700,2,1173.0,0.3086,0.4716,0.5998984298954599,16683.0,10307.0,0.779105307,15000,63949.26,16695.0
692,Stony Brook University,283800,2,1271.0,0.3341,0.4411,0.40985767000527,13257.0,11127.0,0.843159066,15634,76205.23,13717.0
693,SUNY College of Environmental Science and Forestry,285100,2,1215.0,0.2714,0.5689,0.5194564546016,1166.0,8479.0,0.902578797,16950,63414.84,17615.0
694,SUNY Polytechnic Institute,1167800,2,1141.0,0.4103,0.5425,0.60457093574816,2190.0,9389.0,0.779816514,12000,53376.47,15931.0
695,SUNY College at Brockport,284100,2,1032.0,0.3979,0.6829999999999999,0.52665827036104,6751.0,7406.0,0.745762712,15843,61824.2,15165.0
696,SUNY Buffalo State,284200,2,901.0,0.5122,0.6389,0.62314496673733,9386.0,7733.0,0.750548005,14250,55484.0,12237.0
697,SUNY at Fredonia,284400,2,1050.0,0.373,0.7178,0.59254807692307,4743.0,7087.0,0.843195266,18750,60720.74,17220.0
698,SUNY College at Geneseo,284500,2,1206.0,0.2609,0.5005,0.72735248958104,5197.0,7415.0,0.853333333,16750,69095.17,17850.0
699,State University of New York at New Paltz,284600,2,1124.0,0.3145,0.5355,0.41514841351074,6028.0,6971.0,0.817098809,16250,72171.58,16599.0
700,SUNY Oneonta,284700,2,1087.0,0.3072,0.6241,0.48717948717948,5341.0,6540.0,0.852795031,18750,67183.32,17829.0
701,SUNY College at Oswego,284800,2,1103.0,0.3954,0.6857,0.5100597152044001,6989.0,6886.0,0.819935691,17000,60525.69,16314.0
702,SUNY at Purchase College,679100,2,1082.0,0.3332,0.5133,0.40804742684157,3940.0,7244.0,0.790668348,18250,76919.71,19510.0
703,SUNY College at Old Westbury,710900,2,995.0,0.501,0.4732,0.5008940545373199,2995.0,8354.0,0.661721068,13000,73417.13,11703.0
704,SUNY College at Plattsburgh,284900,2,1086.0,0.3716,0.6264,0.49691320663357,5377.0,7101.0,0.760065735,18000,61507.99,15334.0
705,SUNY Maritime College,285300,2,1113.0,0.2413,0.5131,0.6833084947839001,622.0,7096.0,0.913385827,21834,80060.6,19050.0
706,Syracuse University,288200,2,1195.0,0.2516,0.5351,0.4832802068924,12386.0,11202.0,0.911859549,27000,75289.41,30135.0
707,United States Merchant Marine Academy,289200,0,1220.0,0.0671,0.0714,0.21720818291215,885.0,9849.0,PrivacySuppressed,5500,76831.57,6125.0
708,Vassar College,289500,2,1405.0,0.2375,0.3523,0.25730144046517,2400.0,11395.0,PrivacySuppressed,15497,80899.18,21858.0
709,School of Visual Arts,746800,2,1065.0,0.2493,0.4228,0.7532894736842101,4972.0,4657.0,0.843042071,24250,78955.6,41443.0
710,Webb Institute,290000,2,1442.0,0.0667,0.3222,0.36190476190476,82.0,9295.0,PrivacySuppressed,PrivacySuppressed,77290.33,17409.0
711,Wells College,290100,2,1011.0,0.4691,0.8436,0.62696629213483,458.0,7079.0,0.785714286,20250,61992.22,20259.0
712,Yeshiva University,290300,2,1229.0,0.1701,0.2434,0.8048780487804801,2744.0,12158.0,0.904564315,14000,78671.25,27012.0
713,Appalachian State University,290600,5,1157.0,0.2792,0.4748,0.6637621340671099,12112.0,7797.0,0.867132867,15751,61267.04,14686.0
714,Barton College,290800,5,959.0,0.4762,0.7782,0.41780821917808,1202.0,5891.0,0.790983607,18875,54814.93,20544.0
715,Belmont Abbey College,291000,5,1021.0,0.4186,0.716,0.67869852567361,886.0,4508.0,0.602076125,19500,63374.1,22932.0
716,Cabarrus College of Health Sciences,647700,5,960.0,0.3676,0.7169,0.9375,259.0,6211.0,0.871428571,15000,60990.75,12262.0
717,Campbell University,291300,5,1007.0,0.3976,0.7684,0.73498339873226,4594.0,8248.0,0.819793205,15250,56906.03,27266.0
718,Catawba College,291400,5,990.0,0.4408,0.7316,0.31793391081167,1323.0,6579.0,0.758333333,15250,60564.51,20311.0
719,Chowan University,291600,5,773.0,0.7287,0.9526,0.6175191551045699,739.0,6517.0,0.697183099,9500,53634.23,17810.0
720,Davidson College,291800,5,1355.0,0.1458,0.2215,0.22129319955406,1679.0,12080.0,PrivacySuppressed,15000,76036.21,19981.0
721,Duke University,292000,5,1450.0,0.1363,0.4061,0.11422165278667,6325.0,15140.0,0.939156035,7500,78468.48,34137.0
722,East Carolina University,292300,5,1053.0,0.343,0.5648,0.69035623258846,15018.0,8008.0,0.796815507,17901,57608.05,15450.0
723,Elizabeth City State University,292600,5,844.0,0.7108,0.7701,0.6995427824950999,2022.0,7548.0,0.34082397,20421,47337.89,2346.0
724,Elon University,292700,5,1211.0,0.0834,0.3127,0.57195787831513,3900.0,9012.0,0.941634241,20500,81102.4,35454.0
725,Fayetteville State University,292800,5,870.0,0.5973,0.6695,0.60385493279229,3706.0,8040.0,0.45018797,16923,49808.38,4927.0
726,Gardner-Webb University,292900,5,977.0,0.2347,0.4004,0.52690118986032,2474.0,6671.0,0.711956522,17495,54757.84,20268.0
727,Greensboro College,293000,5,892.0,0.4312,0.7031,0.7525114155251099,973.0,5914.0,0.74904943,14375,63893.94,22137.0
728,High Point University,293300,5,1113.0,0.1093,0.4432,0.72493125572868,2623.0,7117.0,0.730713246,19495,63207.13,37219.0
729,John Wesley University,293500,5,894.0,0.6509999999999999,0.8121,0.7692307692307601,154.0,3993.0,PrivacySuppressed,16157,56922.0,14963.0
730,Johnson C Smith University,293600,5,796.0,0.7033,0.8313,0.4562816382880801,1576.0,6239.0,0.350515464,20000,57295.75,19918.0
731,Lenoir-Rhyne University,294100,5,990.0,0.4259,0.6699,0.8435152729093599,1384.0,6922.0,0.886986301,17750,58700.84,20078.0
732,Livingstone College,294200,5,708.0,0.8463,0.94,0.71272409269785,917.0,5392.0,0.242718447,14250,55022.91,16495.0
733,Mars Hill University,294400,5,912.0,0.6079,0.8420000000000001,0.60963455149501,1219.0,5163.0,0.758503401,14250,56558.51,16789.0
734,Meredith College,294500,5,1036.0,0.3185,0.6657,0.60023242300987,2432.0,6838.0,0.774468085,19000,66301.42,23450.0
735,Methodist University,294600,5,955.0,0.4111,0.5929,0.559375,2134.0,6992.0,0.758208955,10000,58239.21,23009.0
736,Montreat College,294800,5,960.0,0.4286,0.6816,0.54375729288214,1064.0,4724.0,0.677740864,18750,61225.9,13704.0
737,University of Mount Olive,294900,5,909.0,0.5044,0.7049,0.50530503978779,1713.0,6322.0,0.680962343,18216.5,51727.18,12975.0
738,North Carolina A & T State University,290500,5,910.0,0.6109,0.8007,0.60482529118136,6850.0,8808.0,0.502487562,21500,56398.61,9517.0
739,University of North Carolina at Asheville,290700,5,1159.0,0.3446,0.4629,0.7850837138508299,3245.0,7805.0,0.691927512,13283.5,56376.64,14623.0
740,University of North Carolina at Chapel Hill,297400,5,1343.0,0.2186,0.3203,0.30536557171756,15608.0,11809.0,0.902667984,15000,66893.88,13744.0
741,University of North Carolina at Charlotte,297500,5,1093.0,0.4052,0.5774,0.6330952816944301,14388.0,8771.0,0.803095975,15999,65762.02,11571.0
742,University of North Carolina at Greensboro,297600,5,1035.0,0.4474,0.5823,0.58603066439523,10109.0,8150.0,0.745775441,15000,60658.11,11102.0
743,North Carolina Central University,295000,5,879.0,0.6569,0.8111,0.6587374199450999,4057.0,7737.0,0.34945055,24239.5,57501.19,10743.0
744,University of North Carolina School of the Arts,398100,5,1108.0,0.3044,0.6019,0.34385569334836,692.0,7051.0,0.659793814,20250,68862.71,14454.0
745,North Carolina State University at Raleigh,297200,5,1264.0,0.2181,0.4104,0.50430630967983,21990.0,10241.0,0.8863831,18167,64180.75,14988.0
746,North Carolina Wesleyan College,295100,5,878.0,0.6068,0.7751,0.55448098001289,1996.0,5849.0,0.594132029,14076,57249.1,13540.0
747,University of North Carolina Wilmington,298400,5,1162.0,0.2899,0.4986,0.60957707095421,9343.0,8013.0,0.732459848,16500,62176.12,15909.0
748,William Peace University,295300,5,868.0,0.6249,0.8459,0.5019136139967101,603.0,5710.0,0.768292683,13608,63605.3,29711.0
749,University of North Carolina at Pembroke,295400,5,926.0,0.5465,0.6623,0.74369016536118,3076.0,6746.0,0.624472574,12000,49520.51,11458.0
750,Pfeiffer University,295500,5,931.0,0.4593,0.7265,0.46527350952673,985.0,6098.0,0.747404844,15549,62403.22,18366.0
751,Piedmont International University,295600,5,898.0,0.5263,0.4632,0.24200913242009,281.0,3424.0,PrivacySuppressed,8333,55018.33,14514.0
752,Queens University of Charlotte,295700,5,1064.0,0.3195,0.5994,0.671245855045,1156.0,8087.0,0.777573529,18750,69597.25,25288.0
753,Mid-Atlantic Christian University,2280900,5,947.0,0.6378,0.7602,0.41964285714285,159.0,5162.0,PrivacySuppressed,12538.5,56960.2,15888.0
754,Saint Augustine's University,296800,5,741.0,0.8435,0.9183,0.57652072839984,1465.0,5137.0,0.451456311,19000,57856.71,26225.0
755,Salem College,296000,5,1119.0,0.5761,0.8044,0.6223698781838299,898.0,6137.0,0.666666667,20000,59058.0,16350.0
756,St Andrews University,154001,5,902.0,0.4122,0.6947,0.55201958384332,644.0,5154.0,0.6,10250,64861.88,22416.0
757,Warren Wilson College,297900,5,1120.0,0.4005,0.5947,0.8380716934487,728.0,6178.0,0.862433862,12669,70885.71,22209.0
758,Wingate University,298500,5,1040.0,0.3659,0.7786,0.69805437765028,1179.0,7389.0,0.824404762,15500,65044.99,17934.0
759,Winston-Salem State University,298600,5,870.0,0.5854,0.7108,0.58530594015185,2844.0,8052.0,0.512993263,15750,54716.68,9285.0
760,Western Carolina University,298100,5,1032.0,0.385,0.5752,0.4026781174077601,5611.0,7568.0,0.752982456,15000,56230.92,13516.0
761,Dickinson State University,298900,4,951.0,0.2495,0.4136,0.93083573487031,2012.0,6633.0,0.919117647,9562,46555.21,11626.0
762,University of Jamestown,299000,4,1044.0,0.2545,0.6401,0.6498673740053,1161.0,6693.0,0.939698493,15762,51493.83,13298.0
763,University of Mary,299200,4,1066.0,0.2161,0.6125,0.95666666666666,2006.0,6487.0,0.920415225,16259,50623.12,15770.0
764,Minot State University,299400,4,999.0,0.2044,0.3614,0.56785714285714,2907.0,6739.0,0.908883827,12000,47057.03,11202.0
765,University of North Dakota,300500,4,1088.0,0.201,0.5001,0.81890243902439,9122.0,6833.0,0.921704658,17144,56722.24,16400.0
766,North Dakota State University-Main Campus,299700,4,1091.0,0.2039,0.5316,0.93635850122387,8973.0,8872.0,0.943314582,15000,55831.54,15139.0
767,Trinity Bible College and Graduate School,1205900,4,926.0,0.5683,0.8458,0.42405063291139,332.0,3978.0,0.714285714,14000,50788.22,20488.0
768,Valley City State University,300800,4,961.0,0.2504,0.4595,0.8635235732009899,1090.0,5952.0,0.914772727,11750,48927.68,11610.0
769,University of Akron Main Campus,312300,3,1049.0,0.3735,0.5783,0.96597652644072,17394.0,8967.0,0.768365321,15000,58778.75,17350.0
770,Art Academy of Cincinnati,301100,3,963.0,0.5243,0.8058,0.22970639032815,238.0,5038.0,0.666666667,20000,69050.69,21723.0
771,Ashland University,301200,3,1045.0,0.2146,0.5147,0.7674117265954,2819.0,6899.0,PrivacySuppressed,19500,64491.65,21778.0
772,Aultman College of Nursing and Health Sciences,648700,3,1070.0,0.5223,0.743,0.86666666666666,93.0,6115.0,0.813793103,16000,56996.46,21870.0
773,Bluffton University,301600,3,972.0,0.3691,0.7563,0.53571428571428,999.0,5867.0,0.869415808,21000,59827.57,21160.0
774,Bowling Green State University-Main Campus,301800,3,1012.0,0.3236,0.6542,0.7268316019682801,15494.0,8419.0,0.744779582,17867,63749.73,18437.0
775,Capital University,302300,3,1133.0,0.2987,0.698,0.71933583288698,2740.0,8235.0,0.838028169,20461,64246.32,22092.0
776,Case Western Reserve University,302400,3,1398.0,0.1755,0.4981,0.36265181742447,3434.0,10734.0,0.911832947,21500,69873.4,27949.0
777,Cedarville University,302500,3,1169.0,0.2065,0.4926,0.7420069642291801,2847.0,7182.0,0.947289157,18500,67472.37,21270.0
778,Central State University,302600,3,777.0,0.7328,0.7946,0.3949553983389699,1075.0,6534.0,0.373873874,17174.5,48898.06,10802.0
779,The Christ College of Nursing and Health Sciences,648900,3,970.0,0.4059,0.7177,0.54166666666666,99.0,6844.0,PrivacySuppressed,16750,61986.6,20108.0
780,Cincinnati Christian University,302900,3,1005.0,0.4676,0.7168,0.95154185022026,641.0,5288.0,0.803680982,19500,61572.26,19545.0
781,University of Cincinnati-Main Campus,312500,3,1165.0,0.2499,0.5133,0.8557503598063501,20039.0,9664.0,0.82169234,14750,64722.83,22180.0
782,University of Cincinnati-Clermont College,312501,3,1165.0,0.3959,0.4877,0.8557503598063501,2185.0,7460.0,0.82169234,14750,64722.83,12094.0
783,University of Cincinnati-Blue Ash College,312502,3,1165.0,0.4162,0.5193,0.8557503598063501,3668.0,7258.0,0.82169234,14750,64722.83,12351.0
784,Cleveland Institute of Art,398200,3,1083.0,0.4293,0.7717,0.6490514905149,553.0,5606.0,0.837209302,27000,66493.97,32033.0
785,Cleveland State University,303200,3,1028.0,0.4253,0.6102,0.64081826831588,10133.0,8933.0,0.710387745,14090,57782.89,17136.0
786,University of Dayton,312700,3,1187.0,0.1083,0.4719,0.5752003771805699,7138.0,8284.0,0.93627159,23250,75690.27,27884.0
787,Defiance College,304100,3,984.0,0.4223,0.7888,0.65206611570247,868.0,5731.0,0.813131313,14250,61079.24,24014.0
788,The University of Findlay,304500,3,1047.0,0.1798,0.4894,0.75885383129426,3459.0,7159.0,0.83032491,18500,61890.4,22594.0
789,Good Samaritan College of Nursing and Health Science,649400,3,990.0,0.4579,0.7725,0.77108433734939,230.0,4806.0,0.753731343,19000,64113.85,25611.0
790,Heidelberg University,304800,3,1033.0,0.4371,0.9317,0.78901482127288,1257.0,6406.0,0.841642229,18750,61648.4,20459.0
791,Hiram College,304900,3,1071.0,0.4437,0.7709,0.57618025751072,1199.0,5487.0,0.773841962,23000,63946.73,23207.0
792,John Carroll University,305000,3,1127.0,0.2271,0.6402,0.8201614876437401,3525.0,8077.0,0.872654156,21500,68368.11,23702.0
793,Kent State University at Ashtabula,305105,3,1067.0,0.5379999999999999,0.6549,0.84764138980471,1233.0,6639.0,0.721351446,16812,59479.84,10424.0
794,Kent State University at East Liverpool,305106,3,1067.0,0.5279,0.642,0.84764138980471,573.0,6471.0,0.721351446,16812,59479.84,10000.0
795,Kent State University at Stark,305102,3,1067.0,0.5104,0.6644,0.84764138980471,2954.0,6930.0,0.721351446,16812,59479.84,9493.0
796,Kent State University at Trumbull,305104,3,1067.0,0.5781,0.6823,0.84764138980471,2318.0,7359.0,0.721351446,16812,59479.84,10629.0
797,Kent State University at Tuscarawas,305103,3,1067.0,0.4441,0.5537,0.84764138980471,1693.0,7012.0,0.721351446,16812,59479.84,10048.0
798,Kent State University at Salem,305107,3,1067.0,0.4858,0.6264,0.84764138980471,954.0,7112.0,0.721351446,16812,59479.84,10429.0
799,Kent State University at Kent,305100,3,1067.0,0.322,0.6133,0.84764138980471,17580.0,8465.0,0.721351446,16812,59479.84,18978.0
800,Kent State University at Geauga,305101,3,1067.0,0.3936,0.5569,0.84764138980471,617.0,6365.0,0.721351446,16812,59479.84,9781.0
801,Kenyon College,306500,3,1335.0,0.0956,0.2839,0.25632149307646,1599.0,8573.0,PrivacySuppressed,16500,77995.25,29516.0
802,Lake Erie College,306600,3,989.0,0.3369,0.6354,0.56308411214953,560.0,6576.0,0.76,18750,63624.4,20479.0
803,Lourdes University,306900,3,983.0,0.4973,0.7105,0.6921965317919001,1312.0,6142.0,0.666666667,22769.5,59351.8,18809.0
804,Malone University,307200,3,1029.0,0.3815,0.7105,0.6883561643835602,1945.0,6281.0,0.842560554,18914.5,58701.03,19773.0
805,Marietta College,307300,3,1100.0,0.2881,0.6565,0.7202235417394299,1187.0,6709.0,0.84496124,19500,58715.65,19611.0
806,Miami University-Hamilton,307702,3,1259.0,0.4294,0.5539999999999999,0.6549136737815899,2181.0,6928.0,0.839406208,16630,72182.76,11061.0
807,Miami University-Middletown,307701,3,1259.0,0.4098,0.5165,0.6549136737815899,1988.0,6991.0,0.839406208,16630,72182.76,11661.0
808,Miami University-Oxford,307700,3,1259.0,0.1227,0.3799,0.6549136737815899,14957.0,8861.0,0.839406208,16630,72182.76,22011.0
809,Mount Carmel College of Nursing,3071900,3,990.0,0.2665,0.5901,0.8171428571428501,295.0,7674.0,0.92,19500,68565.22,15019.0
810,University of Mount Union,308300,3,1078.0,0.3224,0.7493,0.75010921799912,2334.0,7626.0,0.870175439,23705,61044.98,23286.0
811,Mount Vernon Nazarene University,708500,3,1047.0,0.4152,0.7308,0.77620396600566,1889.0,6110.0,0.817901235,19500,60597.42,18205.0
812,Muskingum University,308400,3,984.0,0.391,0.6531,0.73899848254931,1614.0,7763.0,0.889261745,16976,57566.05,18443.0
813,Notre Dame College,308500,3,899.0,0.3018,0.6022,0.91267730496453,215.0,5373.0,0.746376812,14668,60228.48,19684.0
814,Oberlin College,308600,3,1357.0,0.0956,0.3465,0.28777991042866,2905.0,10558.0,0.903114187,24000,76190.1,32061.0
815,Ohio Dominican University,303500,3,1009.0,0.3357,0.5689,0.80851063829787,2085.0,7091.0,0.714285714,21500,65362.52,21910.0
816,Ohio Northern University,308900,3,1158.0,0.2113,0.6868,0.69047619047619,2308.0,8235.0,0.928331467,26000,63536.16,23164.0
817,Ohio State University-Lima Campus,309001,3,1295.0,0.3814,0.5879,0.4938369781312101,1120.0,8847.0,0.796381544,16000,65208.79,12096.0
818,Ohio State University-Mansfield Campus,309002,3,1295.0,0.4494,0.5913,0.4938369781312101,1445.0,8125.0,0.796381544,16000,65208.79,15329.0
819,Ohio State University-Marion Campus,309003,3,1295.0,0.4279,0.5227,0.4938369781312101,1159.0,8153.0,0.796381544,16000,65208.79,10902.0
820,Ohio State University-Newark Campus,309004,3,1295.0,0.3817,0.5629,0.4938369781312101,1872.0,8817.0,0.796381544,16000,65208.79,15418.0
821,Ohio State University-Main Campus,309000,3,1295.0,0.2141,0.428,0.4938369781312101,35749.0,11739.0,0.796381544,16000,65208.79,18099.0
822,Ohio University-Eastern Campus,310006,3,1108.0,0.2904,0.3525,0.74419047619047,931.0,7955.0,0.760608487,13292,59563.35,8431.0
823,Ohio University-Chillicothe Campus,310005,3,1108.0,0.6075,0.6781,0.74419047619047,1638.0,7077.0,0.760608487,13292,59563.35,9972.0
824,Ohio University-Southern Campus,310004,3,1108.0,0.5302,0.5798,0.74419047619047,1933.0,7033.0,0.760608487,13292,59563.35,9583.0
825,Ohio University-Lancaster Campus,310003,3,1108.0,0.483,0.5714,0.74419047619047,1409.0,7699.0,0.760608487,13292,59563.35,9273.0
