,SurveyDate,FormalEducation,ConvertedSalary,Hobby,Country,StackOverflowJobsRecommend,VersionControl,Age,Years Experience,Gender,RawSalary
401,9/19/18 13:24,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000.0,No,USA,10.0,Git,60,19,Male,"$2,000,000.00"
402,6/30/18 16:43,Some college/university study without earning a degree,,Yes,South Africa,,Git,69,14,Male,
403,7/4/18 19:33,Bachelor's degree (BA. BS. B.Eng.. etc.),20000.0,Yes,USA,9.0,Git;Team Foundation Version Control,44,6,Male,"$20,000.00"
404,9/24/18 17:41,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,South Africa,,Git,45,3,Female,
405,9/2/18 20:23,Some college/university study without earning a degree,40392.0,Yes,South Africa,,Git;Team Foundation Version Control,18,6,,"40,392.00"
406,3/29/18 3:35,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Git,52,22,Female,
407,3/20/18 23:59,Bachelor's degree (BA. BS. B.Eng.. etc.),2000000.0,Yes,USA,,Git;Subversion;Team Foundation Version Control,44,4,Male,"$2,000,000.00"
408,4/20/18 8:55,Master's degree (MA. MS. M.Eng.. MBA. etc.),1500.0,Yes,South Africa,,Zip file back-ups,35,13,Male,"1,500.00"
409,8/29/18 18:09,Bachelor's degree (BA. BS. B.Eng.. etc.),104030.0,No,USA,,Git;Subversion;Zip file back-ups,22,12,Male,"$104,030.00"
410,1/29/18 12:39,Associate degree,80521.0,No,Spain,,Team Foundation Version Control,18,16,Male,"80,521.00"
411,9/19/18 11:07,Bachelor's degree (BA. BS. B.Eng.. etc.),80000.0,Yes,Sweeden,8.0,Subversion;Copying and pasting files to network shares,46,8,,"80,000.00"
412,6/4/18 18:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),136500.0,Yes,USA,4.0,Git,33,6,,"$136,500.00"
413,2/19/18 3:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),171343.0,Yes,South Africa,7.0,Git,47,15,,"171,343.00"
414,4/10/18 23:44,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Russia,,Copying and pasting files to network shares,18,11,Male,
415,6/30/18 22:20,Bachelor's degree (BA. BS. B.Eng.. etc.),44064.0,Yes,Sweeden,10.0,Git,27,15,Male,"44,064.00"
416,10/22/18 23:33,Bachelor's degree (BA. BS. B.Eng.. etc.),99468.0,Yes,Spain,10.0,Git,40,8,Male,"99,468.00"
417,8/15/18 6:24,Bachelor's degree (BA. BS. B.Eng.. etc.),23496.0,No,South Africa,,Git,36,8,Male,"23,496.00"
418,3/21/18 0:18,Master's degree (MA. MS. M.Eng.. MBA. etc.),27696.0,Yes,India,,Git,47,5,Male,"27,696.00"
419,1/11/18 6:11,Bachelor's degree (BA. BS. B.Eng.. etc.),48955.0,Yes,Spain,7.0,Git;Subversion;Team Foundation Version Control,19,8,Male,"48,955.00"
420,1/30/18 22:32,Some college/university study without earning a degree,140000.0,Yes,Spain,3.0,Git,70,8,,"140,000.00"
421,9/4/18 19:48,Bachelor's degree (BA. BS. B.Eng.. etc.),9396.0,Yes,South Africa,8.0,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,18,14,Male,"9,396.00"
422,2/12/18 17:06,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,53,11,Male,
423,8/3/18 5:31,Some college/university study without earning a degree,,Yes,USA,,Git,62,5,,
424,5/14/18 0:36,Bachelor's degree (BA. BS. B.Eng.. etc.),140000.0,Yes,South Africa,,Git,31,14,Male,"140,000.00"
425,4/5/18 1:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),936.0,Yes,France,,I don't use version control,36,11,,936.00
426,2/5/18 3:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),110000.0,Yes,Spain,,Git;Subversion,38,10,,"110,000.00"
427,9/8/18 16:49,Bachelor's degree (BA. BS. B.Eng.. etc.),7608.0,Yes,South Africa,9.0,Git;Subversion,20,14,Male,"7,608.00"
428,1/15/18 19:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Spain,,Git,44,8,Male,
429,1/11/18 18:08,Bachelor's degree (BA. BS. B.Eng.. etc.),105000.0,No,UK,7.0,Git,35,13,Male,"£105,000.00"
430,7/12/18 23:07,Other doctoral degree (Ph.D. Ed.D.. etc.),104269.0,Yes,France,8.0,Git,47,15,Male,"104,269.00"
431,8/27/18 4:41,Primary/elementary school,,Yes,France,,Git,71,20,Male,
432,2/6/18 0:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Russia,4.0,Subversion,20,14,Male,
433,2/23/18 0:06,Bachelor's degree (BA. BS. B.Eng.. etc.),46992.0,Yes,Spain,5.0,Git,30,9,,"46,992.00"
434,7/11/18 20:38,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,10.0,Git,28,6,Male,
435,7/18/18 12:19,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),19092.0,Yes,Sweeden,,Git;Mercurial,44,19,Male,"19,092.00"
436,1/17/18 6:31,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,,Git;Team Foundation Version Control;Copying and pasting files to network shares,43,7,Male,
437,4/4/18 17:52,Bachelor's degree (BA. BS. B.Eng.. etc.),55000.0,No,Spain,10.0,Git;Subversion,56,11,Male,"55,000.00"
438,5/31/18 4:02,Bachelor's degree (BA. BS. B.Eng.. etc.),6384.0,Yes,USA,,Subversion;Copying and pasting files to network shares;Zip file back-ups,30,12,Male,"$6,384.00"
439,5/31/18 20:36,Bachelor's degree (BA. BS. B.Eng.. etc.),150150.0,Yes,Sweeden,2.0,Git;Mercurial,36,5,Male,"150,150.00"
440,2/4/18 12:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),9396.0,Yes,USA,,Git,27,1,,"$9,396.00"
441,1/28/18 1:25,Bachelor's degree (BA. BS. B.Eng.. etc.),63000.0,Yes,France,10.0,Git;Team Foundation Version Control,22,8,Male,"63,000.00"
442,2/8/18 11:40,Some college/university study without earning a degree,,Yes,Russia,9.0,Git,26,7,Male,
443,8/15/18 19:17,Bachelor's degree (BA. BS. B.Eng.. etc.),127000.0,Yes,UK,10.0,Git,18,18,,"£127,000.00"
444,2/5/18 3:33,Associate degree,32400.0,Yes,UK,10.0,Git,47,4,Male,"£32,400.00"
445,7/10/18 23:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),41612.0,Yes,USA,7.0,Git,37,8,Male,"$41,612.00"
446,5/29/18 17:20,Bachelor's degree (BA. BS. B.Eng.. etc.),84731.0,Yes,UK,5.0,Git,58,4,Male,"£84,731.00"
447,1/5/18 11:09,Bachelor's degree (BA. BS. B.Eng.. etc.),79973.0,Yes,Sweeden,0.0,Git,48,14,Male,"79,973.00"
448,5/25/18 9:41,Professional degree (JD. MD. etc.),,Yes,UK,,Git;Mercurial,18,5,,
449,1/24/18 17:16,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,10.0,I don't use version control,27,11,,
450,5/24/18 11:38,Bachelor's degree (BA. BS. B.Eng.. etc.),130000.0,Yes,USA,0.0,Git,64,16,,"$130,000.00"
451,4/18/18 0:57,Master's degree (MA. MS. M.Eng.. MBA. etc.),49932.0,Yes,Sweeden,7.0,Git;Team Foundation Version Control,54,14,Male,"49,932.00"
452,5/3/18 9:02,Some college/university study without earning a degree,21000.0,No,USA,,Git;Subversion,44,14,Male,"$21,000.00"
453,1/9/18 19:41,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,USA,,Git,29,8,Male,
454,4/27/18 23:09,Bachelor's degree (BA. BS. B.Eng.. etc.),26436.0,No,Russia,,Git,20,6,Male,"26,436.00"
455,4/28/18 3:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,Spain,9.0,Git,34,15,,
456,1/11/18 8:23,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,India,,Git;Mercurial,48,13,,
457,4/9/18 10:50,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,1.0,Git;Team Foundation Version Control,18,0,Male,
458,3/4/18 0:09,Bachelor's degree (BA. BS. B.Eng.. etc.),1884.0,Yes,France,7.0,Git,31,3,Male,"1,884.00"
459,5/12/18 14:10,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,18,11,,
460,8/8/18 16:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),61194.0,Yes,USA,10.0,Git;Subversion,39,12,Male,"$61,194.00"
461,6/6/18 4:56,Bachelor's degree (BA. BS. B.Eng.. etc.),104178.0,No,USA,7.0,Git,18,5,,"$104,178.00"
462,8/1/18 8:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),10584.0,Yes,Sweeden,,Git;Subversion,69,8,,"10,584.00"
463,3/4/18 1:27,Some college/university study without earning a degree,68537.0,Yes,France,10.0,Git,30,8,,"68,537.00"
464,6/3/18 16:20,Master's degree (MA. MS. M.Eng.. MBA. etc.),85000.0,Yes,USA,,Git,28,11,Male,"$85,000.00"
465,5/26/18 17:01,Other doctoral degree (Ph.D. Ed.D.. etc.),,No,USA,,Git,22,17,Male,
466,8/27/18 23:19,Bachelor's degree (BA. BS. B.Eng.. etc.),49932.0,Yes,France,,Git,63,7,Male,"49,932.00"
467,1/24/18 6:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),61118.0,Yes,USA,,Git;Subversion,18,15,,"$61,118.00"
468,9/20/18 7:51,Bachelor's degree (BA. BS. B.Eng.. etc.),175000.0,Yes,Russia,,Git,34,10,Male,"175,000.00"
469,4/7/18 23:33,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Git,18,15,Male,
470,9/11/18 12:22,Bachelor's degree (BA. BS. B.Eng.. etc.),58000.0,Yes,Russia,6.0,Team Foundation Version Control,21,20,Male,"58,000.00"
471,10/15/18 11:24,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,46,8,,
472,1/21/18 14:25,Some college/university study without earning a degree,30000.0,Yes,South Africa,,Git,56,15,Male,"30,000.00"
473,7/23/18 3:37,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,USA,7.0,Git,32,2,Male,
474,8/19/18 8:04,Bachelor's degree (BA. BS. B.Eng.. etc.),30840.0,Yes,South Africa,,Git;Subversion;Zip file back-ups,18,17,Female,"30,840.00"
475,10/17/18 20:41,Some college/university study without earning a degree,,Yes,South Africa,,Git;Copying and pasting files to network shares;Zip file back-ups,44,19,Non-binary. genderqueer. or gender non-conforming,
476,6/14/18 17:58,Bachelor's degree (BA. BS. B.Eng.. etc.),125000.0,Yes,Russia,,Git,50,13,Male,"125,000.00"
477,9/21/18 20:00,Associate degree,,No,India,,Zip file back-ups,50,6,,
478,8/29/18 5:59,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,10.0,Git,25,8,Male,
479,6/4/18 3:21,Other doctoral degree (Ph.D. Ed.D.. etc.),110149.0,Yes,South Africa,,Git,40,13,Male,"110,149.00"
480,7/31/18 9:11,Associate degree,108704.0,Yes,South Africa,10.0,Git;Mercurial;Copying and pasting files to network shares,28,10,Male,"108,704.00"
481,6/2/18 20:41,Bachelor's degree (BA. BS. B.Eng.. etc.),44880.0,Yes,USA,5.0,Git,71,18,,"$44,880.00"
482,3/28/18 17:33,Bachelor's degree (BA. BS. B.Eng.. etc.),4476.0,Yes,France,,Git,29,10,Male,"4,476.00"
483,5/11/18 2:02,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,10.0,Git,44,11,Male,
484,8/24/18 22:55,Bachelor's degree (BA. BS. B.Eng.. etc.),200000.0,Yes,Spain,,Subversion,20,7,,"200,000.00"
485,2/23/18 3:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,,Git,44,13,,
486,2/3/18 6:35,Bachelor's degree (BA. BS. B.Eng.. etc.),140000.0,No,France,6.0,Git,36,21,,"140,000.00"
487,1/27/18 14:52,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),25400.0,Yes,UK,,Git,46,10,Male,"£25,400.00"
488,3/16/18 5:44,Bachelor's degree (BA. BS. B.Eng.. etc.),142000.0,Yes,Spain,0.0,Git,19,11,Male,"142,000.00"
489,3/23/18 2:37,Bachelor's degree (BA. BS. B.Eng.. etc.),88000.0,No,India,,Git;Team Foundation Version Control,34,8,,"88,000.00"
490,10/21/18 23:09,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,,Git,23,5,Male,
491,3/29/18 0:03,Bachelor's degree (BA. BS. B.Eng.. etc.),29940.0,Yes,Russia,,Git,18,11,,"29,940.00"
492,3/13/18 7:37,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,USA,5.0,Git;Subversion,18,7,,
493,5/15/18 1:04,Primary/elementary school,17628.0,Yes,Spain,7.0,Git;Zip file back-ups,40,18,Male,"17,628.00"
494,6/13/18 10:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,,Subversion,35,4,Male,
495,7/13/18 20:15,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,Spain,,Git,32,9,Male,
496,2/11/18 16:44,Bachelor's degree (BA. BS. B.Eng.. etc.),107964.0,Yes,Ukraine,10.0,Git,44,11,Male,"107,964.00"
497,2/26/18 3:03,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,France,,Git,51,0,Male,
498,6/12/18 7:13,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Sweeden,,Git,25,6,Male,
499,10/23/18 7:36,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,10.0,Git,25,10,Male,
500,4/16/18 10:19,Some college/university study without earning a degree,2000000.0,Yes,Sweeden,,Git;Subversion,37,5,Male,"2,000,000.00"
501,4/26/18 10:30,Bachelor's degree (BA. BS. B.Eng.. etc.),110000.0,No,Russia,2.0,Git,35,14,,"110,000.00"
502,10/23/18 4:05,Associate degree,84816.0,Yes,UK,,Git,18,7,Female,"£84,816.00"
503,6/10/18 20:35,Some college/university study without earning a degree,,Yes,Sweeden,,Git,18,16,,
504,8/18/18 2:39,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,UK,5.0,Git,33,13,Male,
505,8/2/18 20:28,Bachelor's degree (BA. BS. B.Eng.. etc.),616836.0,Yes,South Africa,6.0,Git,20,4,Male,"616,836.00"
506,7/16/18 14:15,Bachelor's degree (BA. BS. B.Eng.. etc.),6312.0,Yes,South Africa,,Git;Team Foundation Version Control,29,11,,"6,312.00"
507,8/25/18 18:37,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,4.0,Git,35,7,Male,
508,4/23/18 18:06,Bachelor's degree (BA. BS. B.Eng.. etc.),48828.0,Yes,Sweeden,10.0,Git,22,3,Male,"48,828.00"
509,9/24/18 3:42,Bachelor's degree (BA. BS. B.Eng.. etc.),9012.0,No,Sweeden,5.0,Git,29,9,Male,"9,012.00"
510,1/5/18 11:10,Master's degree (MA. MS. M.Eng.. MBA. etc.),79552.0,Yes,South Africa,8.0,Git,25,10,,"79,552.00"
511,1/2/18 3:48,Other doctoral degree (Ph.D. Ed.D.. etc.),104269.0,Yes,South Africa,,Git,19,13,Male,"104,269.00"
512,8/29/18 1:07,Bachelor's degree (BA. BS. B.Eng.. etc.),6360.0,Yes,France,,Git,31,19,Male,"6,360.00"
513,6/28/18 10:42,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,,Team Foundation Version Control,36,10,Male,
514,8/2/18 4:38,Bachelor's degree (BA. BS. B.Eng.. etc.),83000.0,Yes,South Africa,,Git,34,7,Male,"83,000.00"
515,5/29/18 6:35,Some college/university study without earning a degree,72000.0,Yes,USA,6.0,Git,19,9,,"$72,000.00"
516,7/4/18 4:14,Some college/university study without earning a degree,12312.0,Yes,UK,,Git,48,12,Male,"£12,312.00"
517,8/22/18 18:30,Bachelor's degree (BA. BS. B.Eng.. etc.),53000.0,Yes,Spain,,Git;Subversion,18,8,Male,"53,000.00"
518,4/29/18 10:27,Bachelor's degree (BA. BS. B.Eng.. etc.),85000.0,Yes,Sweeden,5.0,Git,18,11,Female,"85,000.00"
519,2/8/18 0:33,Master's degree (MA. MS. M.Eng.. MBA. etc.),30000.0,No,India,,Git,40,14,Male,"30,000.00"
520,3/2/18 6:19,Bachelor's degree (BA. BS. B.Eng.. etc.),18780.0,Yes,UK,10.0,Git,37,6,Male,"£18,780.00"
521,1/15/18 11:30,Master's degree (MA. MS. M.Eng.. MBA. etc.),75000.0,Yes,USA,7.0,Git,61,14,Male,"$75,000.00"
522,4/4/18 20:00,Master's degree (MA. MS. M.Eng.. MBA. etc.),30732.0,No,South Africa,,Subversion,45,3,,"30,732.00"
523,10/4/18 6:29,Master's degree (MA. MS. M.Eng.. MBA. etc.),70000.0,Yes,Russia,,Git,52,11,Male,"70,000.00"
524,5/10/18 9:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),514032.0,Yes,South Africa,10.0,Subversion;Team Foundation Version Control;Copying and pasting files to network shares;Zip file back-ups,32,7,Female,"514,032.00"
525,7/16/18 5:28,Some college/university study without earning a degree,93853.0,Yes,France,10.0,Git,27,19,Male,"93,853.00"
526,10/20/18 0:27,Bachelor's degree (BA. BS. B.Eng.. etc.),79175.0,Yes,Sweeden,9.0,Git;Subversion,20,13,Female,"79,175.00"
527,2/2/18 4:03,Bachelor's degree (BA. BS. B.Eng.. etc.),72000.0,Yes,UK,,Git;Subversion,64,8,Male,"£72,000.00"
528,2/26/18 2:43,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Copying and pasting files to network shares;I don't use version control,27,12,,
529,2/1/18 9:02,Bachelor's degree (BA. BS. B.Eng.. etc.),47922.0,No,Spain,,Git,45,16,Male,"47,922.00"
530,1/12/18 1:34,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,USA,,Git;Subversion,18,5,Male,
531,6/30/18 14:24,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Team Foundation Version Control;Copying and pasting files to network shares,36,10,,
532,8/8/18 0:02,Master's degree (MA. MS. M.Eng.. MBA. etc.),120000.0,Yes,Spain,,Git,56,15,Female,"120,000.00"
533,9/2/18 16:12,Master's degree (MA. MS. M.Eng.. MBA. etc.),6516.0,No,USA,8.0,Git;Zip file back-ups,62,17,,"$6,516.00"
534,10/3/18 10:36,Bachelor's degree (BA. BS. B.Eng.. etc.),107000.0,No,Spain,,Git,43,0,Male,"107,000.00"
535,7/13/18 1:59,Other doctoral degree (Ph.D. Ed.D.. etc.),,Yes,Russia,,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,55,9,Male,
536,2/7/18 12:19,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,UK,,Subversion,19,17,Male,
537,3/1/18 0:46,Some college/university study without earning a degree,110000.0,Yes,Russia,7.0,Git,29,18,Male,"110,000.00"
538,3/25/18 15:51,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Spain,10.0,Git,18,15,Male,
539,1/18/18 1:48,Associate degree,35988.0,Yes,South Africa,,Copying and pasting files to network shares,34,4,,"35,988.00"
540,10/16/18 5:59,Bachelor's degree (BA. BS. B.Eng.. etc.),85000.0,Yes,Sweeden,2.0,Git,34,7,Female,"85,000.00"
541,5/19/18 5:44,Bachelor's degree (BA. BS. B.Eng.. etc.),5640.0,Yes,Spain,,Git,37,17,Male,"5,640.00"
542,9/19/18 22:04,Other doctoral degree (Ph.D. Ed.D.. etc.),97233.0,Yes,Sweeden,8.0,Git,25,14,Male,"97,233.00"
543,4/15/18 17:12,Associate degree,96000.0,Yes,France,4.0,Git,18,19,Male,"96,000.00"
544,4/2/18 23:46,Some college/university study without earning a degree,10932.0,Yes,USA,7.0,Git,48,15,Male,"$10,932.00"
545,5/13/18 3:12,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,10.0,Git,25,18,Male,
546,5/30/18 7:41,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,India,,Git,20,9,,
547,3/23/18 14:25,Some college/university study without earning a degree,60000.0,Yes,South Africa,7.0,Git;Team Foundation Version Control,18,21,,"60,000.00"
548,6/6/18 11:07,Some college/university study without earning a degree,94000.0,Yes,France,9.0,Git,23,3,,"94,000.00"
549,2/1/18 4:03,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,,Git,40,12,Male,
550,9/12/18 22:03,Master's degree (MA. MS. M.Eng.. MBA. etc.),27120.0,Yes,USA,,Git,18,14,Male,"$27,120.00"
551,8/13/18 16:56,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),6500.0,Yes,Russia,10.0,Git,64,6,Female,"6,500.00"
552,5/22/18 12:59,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,6.0,Git,18,2,Male,
553,2/18/18 22:47,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,USA,6.0,Git;Subversion;Copying and pasting files to network shares;Zip file back-ups,23,12,Male,
554,6/19/18 6:23,Bachelor's degree (BA. BS. B.Eng.. etc.),125014.0,Yes,South Africa,0.0,Git,37,4,,"125,014.00"
555,7/4/18 17:21,Bachelor's degree (BA. BS. B.Eng.. etc.),33399.0,No,India,,Git,40,14,Male,"33,399.00"
556,2/22/18 1:07,Bachelor's degree (BA. BS. B.Eng.. etc.),76000.0,Yes,USA,,Git;Mercurial,40,11,Male,"$76,000.00"
557,1/22/18 11:47,Bachelor's degree (BA. BS. B.Eng.. etc.),49404.0,No,Ukraine,7.0,Subversion;Team Foundation Version Control;Zip file back-ups,68,17,Male,"49,404.00"
558,5/7/18 0:19,Bachelor's degree (BA. BS. B.Eng.. etc.),,No,South Africa,,Git,32,7,,
559,8/5/18 18:28,Bachelor's degree (BA. BS. B.Eng.. etc.),2172.0,Yes,South Africa,3.0,I don't use version control,35,3,,"2,172.00"
560,7/15/18 23:57,Bachelor's degree (BA. BS. B.Eng.. etc.),83342.0,Yes,Russia,6.0,Git,26,10,Male,"83,342.00"
561,2/28/18 12:50,Bachelor's degree (BA. BS. B.Eng.. etc.),36716.0,Yes,Spain,8.0,Git;Zip file back-ups,44,8,Male,"36,716.00"
562,9/17/18 5:14,Bachelor's degree (BA. BS. B.Eng.. etc.),44064.0,Yes,South Africa,,Git,40,10,Female,"44,064.00"
563,8/11/18 17:06,Some college/university study without earning a degree,130000.0,Yes,Spain,,Git,62,11,Male,"130,000.00"
564,9/17/18 0:52,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Sweeden,8.0,Team Foundation Version Control,21,5,,
565,5/14/18 5:03,Some college/university study without earning a degree,,Yes,South Africa,,Team Foundation Version Control,51,6,Male,
566,10/20/18 5:32,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,South Africa,,Git,19,1,,
567,4/22/18 9:28,Associate degree,,No,Sweeden,,Git,43,12,,
568,8/25/18 11:43,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),47984.0,Yes,South Africa,,Git,35,11,,"47,984.00"
569,2/19/18 3:55,Bachelor's degree (BA. BS. B.Eng.. etc.),22032.0,Yes,USA,6.0,Git,27,7,Male,"$22,032.00"
570,6/29/18 15:17,Other doctoral degree (Ph.D. Ed.D.. etc.),48955.0,Yes,UK,,I don't use version control,49,8,Male,"£48,955.00"
571,1/7/18 20:06,Bachelor's degree (BA. BS. B.Eng.. etc.),93036.0,Yes,Russia,6.0,Subversion,27,19,,"93,036.00"
572,4/9/18 2:54,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,India,,Subversion;Copying and pasting files to network shares;Zip file back-ups,18,4,Male,
573,8/17/18 5:01,Bachelor's degree (BA. BS. B.Eng.. etc.),95000.0,No,South Africa,,Git,18,4,Male,"95,000.00"
574,4/30/18 11:08,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),41124.0,No,India,,Git;Copying and pasting files to network shares;Zip file back-ups,23,16,Male,"41,124.00"
575,7/16/18 18:17,Bachelor's degree (BA. BS. B.Eng.. etc.),80000.0,Yes,Russia,8.0,Git;Subversion;Copying and pasting files to network shares,50,17,Male,"80,000.00"
576,4/10/18 10:16,Some college/university study without earning a degree,,Yes,UK,,Git;Subversion,18,0,Male,
577,5/25/18 15:03,Some college/university study without earning a degree,,Yes,India,10.0,Git,49,11,Male,
578,1/23/18 3:55,Bachelor's degree (BA. BS. B.Eng.. etc.),5448.0,Yes,South Africa,,Git;Team Foundation Version Control,43,11,,"5,448.00"
579,8/27/18 3:01,Some college/university study without earning a degree,50400.0,Yes,USA,7.0,Git;Team Foundation Version Control,56,20,Female,"$50,400.00"
580,3/20/18 9:03,Master's degree (MA. MS. M.Eng.. MBA. etc.),,No,Spain,7.0,Git;Subversion,18,3,Male,
581,6/18/18 9:23,Bachelor's degree (BA. BS. B.Eng.. etc.),1512.0,No,Russia,,Team Foundation Version Control,19,8,Male,"1,512.00"
582,2/15/18 11:18,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,France,5.0,Git,18,18,Female,
583,1/19/18 0:49,Some college/university study without earning a degree,130000.0,Yes,UK,3.0,Git,31,8,,"£130,000.00"
584,9/28/18 21:28,Bachelor's degree (BA. BS. B.Eng.. etc.),141000.0,Yes,Spain,,Git,49,7,Male,"141,000.00"
585,8/27/18 13:20,Some college/university study without earning a degree,24478.0,Yes,South Africa,7.0,I don't use version control,45,8,Male,"24,478.00"
586,4/5/18 7:04,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,8.0,Git;Zip file back-ups,26,11,Male,
587,7/23/18 16:17,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,Russia,6.0,Git,25,12,,
588,4/21/18 17:51,Master's degree (MA. MS. M.Eng.. MBA. etc.),22030.0,Yes,UK,,Git;Copying and pasting files to network shares;Zip file back-ups,72,14,Male,"£22,030.00"
589,7/12/18 9:25,Bachelor's degree (BA. BS. B.Eng.. etc.),35244.0,Yes,Spain,,Git,60,11,Male,"35,244.00"
590,8/30/18 22:01,Bachelor's degree (BA. BS. B.Eng.. etc.),55075.0,Yes,UK,8.0,Git,20,11,,"£55,075.00"
591,9/11/18 12:43,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),101539.0,Yes,South Africa,8.0,Git,34,17,,"101,539.00"
592,2/17/18 13:28,Bachelor's degree (BA. BS. B.Eng.. etc.),40000.0,Yes,France,9.0,Git;Subversion,55,13,,"40,000.00"
593,3/16/18 10:13,Bachelor's degree (BA. BS. B.Eng.. etc.),102000.0,No,Sweeden,,Git,46,10,Male,"102,000.00"
594,1/29/18 13:00,Some college/university study without earning a degree,34726.0,Yes,UK,9.0,Git,18,12,Female,"£34,726.00"
595,7/8/18 9:20,Bachelor's degree (BA. BS. B.Eng.. etc.),99056.0,Yes,India,5.0,Git,31,14,,"99,056.00"
596,3/18/18 15:29,Secondary school (e.g. American high school. German Realschule or Gymnasium. etc.),,Yes,UK,7.0,Git,52,16,,
597,4/27/18 5:22,Associate degree,,Yes,USA,,Copying and pasting files to network shares,46,12,Male,
598,2/4/18 6:08,Bachelor's degree (BA. BS. B.Eng.. etc.),75000.0,Yes,USA,7.0,Git,23,7,,"$75,000.00"
599,5/14/18 11:49,Bachelor's degree (BA. BS. B.Eng.. etc.),42836.0,No,USA,6.0,Git;Subversion,18,8,,"$42,836.00"
600,9/29/18 4:44,Master's degree (MA. MS. M.Eng.. MBA. etc.),,Yes,Sweeden,5.0,Git,23,8,Male,
601,4/23/18 6:22,Bachelor's degree (BA. BS. B.Eng.. etc.),70841.0,No,Russia,8.0,Git,24,10,,"70,841.00"
602,10/7/18 0:56,Bachelor's degree (BA. BS. B.Eng.. etc.),,Yes,South Africa,7.0,Git;Copying and pasting files to network shares;Zip file back-ups,34,13,Male,
