,id,words,label,terms,hash,features
2047,2048,"['i', 'can', 'send', 'you', 'a', 'pic', 'if', 'you', 'like']",0,"['send', 'pic', 'like']","(1024,[66,163,386],[1.0,1.0,1.0])","(1024,[66,163,386],[5.160311693528593,3.317779898927115,3.0692195346287816])"
2048,2049,"['okay', 'i', 'booked', 'all', 'already', 'including', 'the', 'one', 'at', 'bugis']",0,"['okay', 'booked', 'already', 'including', 'one', 'bugis']","(1024,[234,242,249,442,444,490],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[234,242,249,442,444,490],[5.535005142970004,4.01092707948706,3.104586678466073,3.8638736615305636,3.394938979473733,5.160311693528593])"
2049,2050,"['aight', 'fuck', 'it', ""i'll"", 'get', 'it', 'later']",0,"['aight', 'fuck', 'get', 'later']","(1024,[378,567,864],[1.0,2.0,1.0])","(1024,[378,567,864],[3.684405173719015,5.13852716619939,4.674803877746892])"
2050,2051,"['no', 'de', 'but', 'call', 'me', 'after', 'some', 'time', 'ill', 'tell', 'you', 'k']",0,"['de', 'call', 'time', 'ill', 'tell', 'k']","(1024,[138,192,538,609,685,772],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[138,192,538,609,685,772],[2.2391682769656747,3.691573663197628,3.5384512610959353,5.367951058306837,3.2600715813064682,4.051336617824937])"
2051,2052,"['so', 'dont', 'use', 'hook', 'up', 'any', 'how']",0,"['dont', 'use', 'hook']","(1024,[137,233,734],[1.0,1.0,1.0])","(1024,[137,233,734],[4.498913211283228,3.557143394108088,5.630315322774329])"
2052,2053,"['how', 'much', 'is', 'blackberry', 'bold', 'in', 'nigeria']",0,"['much', 'blackberry', 'bold', 'nigeria']","(1024,[117,467,988,998],[1.0,1.0,1.0,1.0])","(1024,[117,467,988,998],[5.224850214666164,5.535005142970004,3.8469241032167902,5.581525158604896])"
2053,2054,"['hi', 'where', 'you', 'you', 'in', 'home', 'or', 'calicut']",0,"['hi', 'home', 'calicut']","(1024,[152,402,485],[1.0,1.0,1.0])","(1024,[152,402,485],[3.7740173324087025,6.141140946540319,2.8894752988491277])"
2054,2055,"['hey', 'darlin', 'i', 'can', 'pick', 'u', 'up', 'at', 'college', 'if', 'u', 'tell', 'me', 'wen', '&', 'where', 'mt', 'love', 'pete', 'xx']",0,"['hey', 'darlin', 'pick', 'u', 'college', 'u', 'tell', 'wen', '&', 'mt', 'love', 'pete', 'xx']","(1024,[112,300,352,461,538,594,796,818,923,940,982,987],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])","(1024,[112,300,352,461,538,594,796,818,923,940,982,987],[3.255409568200657,4.5317030341062186,3.8638736615305636,5.015129683684095,3.5384512610959353,3.608767759513395,4.195230797485006,3.120716060395957,5.192060391843174,5.160311693528593,3.553962627389724,5.330210730323991])"
2055,2056,"['call', 'to', 'use', 'ur', 'mins', 'calls', 'cast', 'p/min', 'mob', 'vary', 'service', 'provided', 'by', 'aom', 'just', 'gbp', '/month', 'aom', 'box', 'm', 'er', 'until', 'u', 'stop', 'ages', '+', 'only']",1,"['call', 'use', 'ur', 'mins', 'calls', 'cast', 'p/min', 'mob', 'vary', 'service', 'provided', 'aom', 'gbp', '/month', 'aom', 'box', 'm', 'er', 'u', 'stop', 'ages', '+']","(1024,[19,92,137,138,187,217,352,452,460,478,480,540,550,561,570,747,887,955,982,992,996],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[19,92,137,138,187,217,352,452,460,478,480,540,550,561,570,747,887,955,982,992,996],[2.836087425431066,6.228152323529949,4.498913211283228,2.2391682769656747,5.293843086153116,3.009276498661748,3.8638736615305636,11.706917748177077,6.141140946540319,4.072170704727778,6.061098238866783,3.602167075482043,3.595609674935884,3.7977338590260183,4.988461436601934,4.618714411095849,3.532297395521557,3.19232559277408,1.776981313694862,5.7356758384321544,4.864847480634757])"
2056,2057,"['oh', 'i', 'was', 'thkin', 'of', 'goin', 'yogasana', 'at', 'den', 'no', 'nd', 'to', 'go', 'at', 'den', 'can', 'rush', 'to', 'parco', 'nb', 'okie', 'lor', 'u', 'call', 'me', 'when', 'ready']",0,"['oh', 'thkin', 'goin', 'yogasana', 'den', 'nd', 'go', 'den', 'rush', 'parco', 'nb', 'okie', 'lor', 'u', 'call', 'ready']","(1024,[138,149,339,445,572,594,693,703,740,754,764,789,801,876,982],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[138,149,339,445,572,594,693,703,740,754,764,789,801,876,982],[2.2391682769656747,4.5656045857819,6.061098238866783,2.691153400708732,4.60069590559317,7.21753551902679,3.872457405221955,5.330210730323991,4.819385106557999,4.988461436601934,4.962485950198674,3.526181168504121,3.5508737810944924,4.841857962410058,1.776981313694862])"
2057,2058,"['y', 'so', 'late', 'but', 'i', 'need', 'to', 'go', 'n', 'get', 'da', 'laptop']",0,"['y', 'late', 'need', 'go', 'n', 'get', 'da', 'laptop']","(1024,[119,136,177,217,391,445,567,1003],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[119,136,177,217,391,445,567,1003],[3.1836298858065257,4.5485101524226,3.5890949939146903,3.009276498661748,3.595609674935884,2.691153400708732,2.569263583099695,3.4727560018305406])"
2058,2059,"['sir', 'i', 'am', 'waiting', 'for', 'your', 'mail']",0,"['sir', 'waiting', 'mail']","(1024,[36,97,499],[1.0,1.0,1.0])","(1024,[36,97,499],[4.5656045857819,4.3493814773122645,5.070699534838906])"
2059,2060,"['please', 'charge', 'my', 'mobile', 'when', 'you', 'get', 'up', 'in', 'morning']",0,"['please', 'charge', 'mobile', 'get', 'morning']","(1024,[119,425,521,567,687],[1.0,1.0,1.0,1.0,1.0])","(1024,[119,425,521,567,687],[3.1836298858065257,4.183396339838003,3.7060666705001943,2.569263583099695,4.020877410340228])"
2060,2061,"['nothing', 'i', 'got', 'msg', 'frm', 'tht', 'unknown', 'no']",0,"['nothing', 'got', 'msg', 'frm', 'tht', 'unknown']","(1024,[172,173,364,472,743,912],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[172,173,364,472,743,912],[4.60069590559317,4.183396339838003,4.5656045857819,5.917997395226109,3.0425512875466203,4.148710781850113])"
2061,2062,"['ugh', 'fuck', 'it', ""i'm"", 'resubbing', 'to', 'eve']",0,"['ugh', 'fuck', 'resubbing', 'eve']","(1024,[206,273,567,973],[1.0,1.0,1.0,1.0])","(1024,[206,273,567,973],[4.104259019279279,5.535005142970004,2.569263583099695,5.015129683684095])"
2062,2063,"['he', ""didn't"", 'see', 'his', 'shadow', 'we', 'get', 'an', 'early', 'spring', 'yay']",0,"['see', 'shadow', 'get', 'early', 'spring', 'yay']","(1024,[181,212,274,567,579,955],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[181,212,274,567,579,955],[4.6557556827761974,4.451660326432682,4.7140245909001735,2.569263583099695,4.988461436601934,3.19232559277408])"
2063,2064,"['i', 'did', 'one', 'slice', 'and', 'one', 'breadstick', 'lol']",0,"['one', 'slice', 'one', 'breadstick', 'lol']","(1024,[206,444,787,886],[1.0,2.0,1.0,1.0])","(1024,[206,444,787,886],[4.104259019279279,6.789877958947466,6.4288230189921,4.231598441655881])"
2064,2065,"['hey', 'i', 'want', 'you', 'i', 'crave', 'you', 'i', 'miss', 'you', 'i', 'need', 'you', 'i', 'love', 'you', 'ahmad', 'saeed', 'al', 'hallaq']",0,"['hey', 'want', 'crave', 'miss', 'need', 'love', 'ahmad', 'saeed', 'al', 'hallaq']","(1024,[57,112,170,217,287,500,594,816,824,904],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[57,112,170,217,287,500,594,816,824,904],[5.015129683684095,3.255409568200657,4.3775523542789605,3.009276498661748,4.207206988531722,4.5656045857819,3.608767759513395,3.201097578846917,5.49055338039917,5.367951058306837])"
2065,2066,"['is', 'there', 'any', 'training', 'tomorrow']",0,"['training', 'tomorrow']","(1024,[418,457],[1.0,1.0])","(1024,[418,457],[5.917997395226109,3.9720872461707963])"
2066,2067,"['urgent', 'your', 'mobile', 'no', '***********', 'won', 'a', 'bonus', 'caller', 'prize', 'on', '/', '/', 'this', 'is', 'the', 'nd', 'attempt', 'to', 'reach', 'you', 'call', 'asap', 'box', 'n', 'qp', 'ppm']",1,"['urgent', 'mobile', '***********', 'won', 'bonus', 'caller', 'prize', '/', '/', 'nd', 'attempt', 'reach', 'call', 'asap', 'box', 'n', 'qp', 'ppm']","(1024,[37,56,69,119,138,149,176,352,391,518,568,639,647,699,731,921,989],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(1024,[37,56,69,119,138,149,176,352,391,518,568,639,647,699,731,921,989],[3.981656697186947,5.192060391843174,3.642440974619983,3.1836298858065257,2.2391682769656747,4.5656045857819,4.6557556827761974,3.8638736615305636,3.595609674935884,3.642440974619983,5.986990266713061,4.5485101524226,6.228152323529949,4.295314256041989,6.716378874529982,4.60069590559317,4.126237925998055])"
2067,2068,"['pass', 'dis', 'to', 'all', 'ur', 'contacts', 'n', 'see', 'wat', 'u', 'get', 'red', ""i'm"", 'in', 'luv', 'wid', 'u', 'blue', 'u', 'put', 'a', 'smile', 'on', 'my', 'face', 'purple', 'u', 'r', 'realy', 'hot', 'pink', 'u', 'r', 'so', 'swt', 'orange', 'i', 'thnk', 'i', 'lyk', 'u', 'green', 'i', 'realy', 'wana', 'go', 'out', 'wid', 'u', 'yelow', 'i', 'wnt', 'u', 'bck', 'black', ""i'm"", 'jealous', 'of', 'u', 'brown', 'i', 'miss', 'you', 'nw', 'plz', 'giv', 'me', 'one', 'color']",0,"['pass', 'dis', 'ur', 'contacts', 'n', 'see', 'wat', 'u', 'get', 'red', 'luv', 'wid', 'u', 'blue', 'u', 'put', 'smile', 'face', 'purple', 'u', 'r', 'realy', 'hot', 'pink', 'u', 'r', 'swt', 'orange', 'thnk', 'lyk', 'u', 'green', 'realy', 'wana', 'go', 'wid', 'u', 'yelow', 'wnt', 'u', 'bck', 'black', 'jealous', 'u', 'brown', 'miss', 'nw', 'plz', 'giv', 'one', 'color']","(1024,[19,67,169,198,226,287,290,320,337,359,375,380,390,391,404,410,426,429,444,445,514,528,552,567,583,610,619,630,645,648,737,877,899,909,955,966,982,984,1019],[1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0])","(1024,[19,67,169,198,226,287,290,320,337,359,375,380,390,391,404,410,426,429,444,445,514,528,552,567,583,610,619,630,645,648,737,877,899,909,955,966,982,984,1019],[2.836087425431066,5.630315322774329,5.535005142970004,10.587686172306231,7.016107567823129,4.207206988531722,3.758513145872737,4.797406199839225,4.841857962410058,4.7140245909001735,4.962485950198674,4.39194109173106,5.192060391843174,3.595609674935884,5.7356758384321544,4.912475529624012,5.535005142970004,4.3775523542789605,3.394938979473733,2.691153400708732,6.228152323529949,4.841857962410058,5.986990266713061,2.569263583099695,5.293843086153116,4.937168142214383,4.421354976937353,5.535005142970004,2.8894752988491277,5.192060391843174,4.962485950198674,10.660421460647981,5.160311693528593,5.099687071712158,3.19232559277408,4.126237925998055,17.76981313694862,4.244020961654438,4.674803877746892])"
2068,2069,"['cos', 'daddy', 'arranging', 'time', 'c', 'wat', 'time', 'fetch', 'mah']",0,"['cos', 'daddy', 'arranging', 'time', 'c', 'wat', 'time', 'fetch', 'mah']","(1024,[23,26,109,130,416,462,685,982],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])","(1024,[23,26,109,130,416,462,685,982],[5.853458874088538,3.2741894628522528,5.070699534838906,3.8302570507315785,5.407171771460119,4.888377978044951,6.5201431626129365,1.776981313694862])"
2069,2070,"['then', 'you', 'are', 'eldest', 'know']",0,"['eldest', 'know']","(1024,[408,643],[1.0,1.0])","(1024,[408,643],[5.330210730323991,3.0313362167264803])"
2070,2071,"[""who's"", 'there', 'say', 'hi', 'to', 'our', 'drugdealer']",0,"['say', 'hi', 'drugdealer']","(1024,[152,689,700],[1.0,1.0,1.0])","(1024,[152,689,700],[3.7740173324087025,3.934699714099176,3.2278848948105665])"
2071,2072,"['its', 'hard', 'to', 'believe', 'things', 'like', 'this', 'all', 'can', 'say', 'lie', 'but', 'think', 'twice', 'before', 'saying', 'anything', 'to', 'me']",0,"['hard', 'believe', 'things', 'like', 'say', 'lie', 'think', 'twice', 'saying', 'anything']","(1024,[132,178,264,290,386,389,396,550,700,794],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[132,178,264,290,386,389,396,550,700,794],[5.535005142970004,5.792834252272104,4.421354976937353,3.758513145872737,3.0692195346287816,4.436392854301894,3.3843005812686773,3.595609674935884,3.2278848948105665,5.330210730323991])"
2072,2073,"['eerie', 'nokia', 'tones', 'u', 'rply', 'tone', 'title', 'to', 'eg', 'tone', 'dracula', 'to', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'p']",1,"['eerie', 'nokia', 'tones', 'u', 'rply', 'tone', 'title', 'eg', 'tone', 'dracula', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'p']","(1024,[24,47,89,115,122,180,189,257,276,279,287,308,517,702,709,711,820,828,887,913,969,976,982],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[24,47,89,115,122,180,189,257,276,279,287,308,517,702,709,711,820,828,887,913,969,976,982],[4.195230797485006,4.4671645129686475,4.421354976937353,4.60069590559317,7.114286788216176,4.01092707948706,4.148710781850113,3.9626085022162525,3.889849147933824,4.5317030341062186,4.207206988531722,3.907548725033225,5.986990266713061,5.192060391843174,4.937168142214383,4.841857962410058,5.49055338039917,5.160311693528593,3.532297395521557,5.367951058306837,5.535005142970004,5.581525158604896,1.776981313694862])"
2073,2074,"['sexy', 'singles', 'are', 'waiting', 'for', 'you', 'text', 'your', 'age', 'followed', 'by', 'your', 'gender', 'as', 'wither', 'm', 'or', 'f', 'e', 'g', 'f', 'for', 'gay', 'men', 'text', 'your', 'age', 'followed', 'by', 'a', 'g', 'e', 'g', 'g']",1,"['sexy', 'singles', 'waiting', 'text', 'age', 'followed', 'gender', 'wither', 'm', 'f', 'e', 'g', 'f', 'gay', 'men', 'text', 'age', 'followed', 'g', 'e', 'g', 'g']","(1024,[36,124,146,305,420,461,478,482,600,625,700,762,838,965],[1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0])","(1024,[36,124,146,305,420,461,478,482,600,625,700,762,838,965],[4.5656045857819,11.260630645548657,5.192060391843174,18.40278362237268,5.293843086153116,5.015129683684095,4.072170704727778,5.630315322774329,10.735902116613675,6.685687735180662,6.455769789621133,5.367951058306837,7.627726481911804,4.734227298217693])"
2074,2075,"['good', 'night', 'my', 'dear', 'sleepwell&take', 'care']",0,"['good', 'night', 'dear', 'sleepwell&take', 'care']","(1024,[167,556,686,782,792],[1.0,1.0,1.0,1.0,1.0])","(1024,[167,556,686,782,792],[5.630315322774329,3.8811154679650697,4.051336617824937,3.582622479409073,2.9561666733478])"
2075,2076,"['that', 'is', 'wondarfull', 'song']",0,"['wondarfull', 'song']","(1024,[326,837],[1.0,1.0])","(1024,[326,837],[5.129540034861839,4.841857962410058])"
2076,2077,"['freemsg', 'claim', 'ur', 'sms', 'messages', 'text', 'ok', 'to', 'now', 'use', 'web', 'mobile', 'ur', 'mates', 'etc', 'join', 'txt', 'com', 'for', 'p/wk', 't&c', 'box', 'la', 'wu', 'remove', 'txtx', 'or', 'stop']",1,"['freemsg', 'claim', 'ur', 'sms', 'messages', 'text', 'ok', 'use', 'web', 'mobile', 'ur', 'mates', 'etc', 'join', 'txt', 'com', 'p/wk', 't&c', 'box', 'la', 'wu', 'remove', 'txtx', 'stop']","(1024,[19,55,119,137,217,337,350,352,400,454,525,540,550,625,659,660,744,790,932,951,993,1020,1021],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[19,55,119,137,217,337,350,352,400,454,525,540,550,625,659,660,744,790,932,951,993,1020,1021],[5.672174850862132,4.5317030341062186,3.1836298858065257,4.498913211283228,3.009276498661748,4.841857962410058,4.819385106557999,3.8638736615305636,5.099687071712158,4.937168142214383,4.082752814058316,3.602167075482043,3.595609674935884,3.342843867590331,4.58299632849377,2.9492937940600377,4.421354976937353,3.4612616224048054,5.224850214666164,5.681608617161879,5.535005142970004,4.7140245909001735,5.447993765980374])"
2077,2078,"['yar', 'lor', 'actually', 'we', 'quite', 'fast', 'cos', 'da', 'ge', 'slow', 'wat', 'haha']",0,"['yar', 'lor', 'actually', 'quite', 'fast', 'cos', 'da', 'ge', 'slow', 'wat', 'haha']","(1024,[59,130,177,295,537,636,801,858,863,879,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[59,130,177,295,537,636,801,858,863,879,982],[5.160311693528593,3.8302570507315785,3.5890949939146903,4.674803877746892,4.3775523542789605,5.581525158604896,3.5508737810944924,4.937168142214383,5.015129683684095,4.694221963603994,1.776981313694862])"
2078,2079,"['must', 'come', 'later', 'i', 'normally', 'bathe', 'him', 'in', 'da', 'afternoon', 'mah']",0,"['must', 'come', 'later', 'normally', 'bathe', 'da', 'afternoon', 'mah']","(1024,[31,109,177,251,378,604,841,970],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[31,109,177,251,378,604,841,970],[3.7897656893768414,5.070699534838906,3.5890949939146903,4.5317030341062186,3.684405173719015,3.104586678466073,4.841857962410058,4.363367719287004])"
2079,2080,"['trust', 'me', 'even', 'if', ""isn't"", 'there', 'its', 'there']",0,"['trust', 'even']","(1024,[462,886],[1.0,1.0])","(1024,[462,886],[4.888377978044951,4.231598441655881])"
2080,2081,"['hey', 'hun', 'onbus', 'goin', 'meet', 'him', 'he', 'wants', 'go', 'out', 'a', 'meal', 'but', 'i', 'donyt', 'feel', 'like', 'it', 'cuz', 'have', 'get', 'last', 'bus', 'home', 'but', 'hes', 'sweet', 'latelyxxx']",0,"['hey', 'hun', 'onbus', 'goin', 'meet', 'wants', 'go', 'meal', 'donyt', 'feel', 'like', 'cuz', 'get', 'last', 'bus', 'home', 'hes', 'sweet', 'latelyxxx']","(1024,[53,131,210,261,347,386,445,459,485,567,593,594,695,728,759,764,782,948,990],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[53,131,210,261,347,386,445,459,485,567,593,594,695,728,759,764,782,948,990],[4.618714411095849,3.4442640460362344,4.308559482792009,4.137411226596179,5.853458874088538,3.0692195346287816,2.691153400708732,4.3493814773122645,2.8894752988491277,2.569263583099695,4.406539891152213,3.608767759513395,5.258751766341845,4.60069590559317,5.7356758384321544,4.962485950198674,3.582622479409073,4.030927746193729,4.498913211283228])"
2081,2082,"['free>ringtone', 'reply', 'real']",1,"['free>ringtone', 'reply', 'real']","(1024,[395,743,789],[1.0,1.0,1.0])","(1024,[395,743,789],[4.231598441655881,3.0425512875466203,3.526181168504121])"
2082,2083,"['i', 'can', 'take', 'you', 'at', 'like', 'noon']",0,"['take', 'like', 'noon']","(1024,[211,343,386],[1.0,1.0,1.0])","(1024,[211,343,386],[5.070699534838906,3.520102122427739,3.0692195346287816])"
2083,2084,"['where', 'is', 'it', 'is', 'there', 'any', 'opening', 'for', 'mca']",0,"['opening', 'mca']","(1024,[291,650],[1.0,1.0])","(1024,[291,650],[6.546606054648484,5.792834252272104])"
2084,2085,"[""i'm"", 'aight', ""wat's"", 'happening', 'on', 'your', 'side']",0,"['aight', ""wat's"", 'happening', 'side']","(1024,[277,729,864,899],[1.0,1.0,1.0,1.0])","(1024,[277,729,864,899],[3.5508737810944924,6.141140946540319,4.674803877746892,5.160311693528593])"
2085,2086,"[""i'm"", 'done', 'oredi']",0,"['done', 'oredi']","(1024,[24,659],[1.0,1.0])","(1024,[24,659],[4.195230797485006,4.58299632849377])"
2086,2087,"['you', 'are', 'sweet', 'as', 'well', 'princess', 'please', 'tell', 'me', 'your', 'likes', 'and', 'dislikes', 'in', 'bed']",0,"['sweet', 'well', 'princess', 'please', 'tell', 'likes', 'dislikes', 'bed']","(1024,[476,521,538,557,690,718,941,990],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[476,521,538,557,690,718,941,990],[5.986990266713061,3.7060666705001943,3.5384512610959353,3.691573663197628,3.9913186080986836,4.888377978044951,6.061098238866783,4.498913211283228])"
2087,2088,"['how', 'are', 'you', 'wish', 'you', 'a', 'great', 'semester']",0,"['wish', 'great', 'semester']","(1024,[97,116,239],[1.0,1.0,1.0])","(1024,[97,116,239],[4.3493814773122645,3.7282077963774083,4.436392854301894])"
2088,2089,"['moji', 'i', 'love', 'you', 'more', 'than', 'words', 'have', 'a', 'rich', 'day']",0,"['moji', 'love', 'words', 'rich', 'day']","(1024,[61,112,645,820,937],[1.0,1.0,1.0,1.0,1.0])","(1024,[61,112,645,820,937],[5.367951058306837,3.255409568200657,2.8894752988491277,5.49055338039917,4.295314256041989])"
2089,2090,"['dude', 'how', 'do', 'you', 'like', 'the', 'buff', 'wind']",0,"['dude', 'like', 'buff', 'wind']","(1024,[386,462,597,869],[1.0,1.0,1.0,1.0])","(1024,[386,462,597,869],[3.0692195346287816,4.888377978044951,5.258751766341845,5.853458874088538])"
2090,2091,"['alright', 'babe', 'justthought', 'id', 'sayhey', 'how', 'u', 'doin', 'nearly', 'the', 'endof', 'me', 'wk', 'offdam', 'nevamind', 'we', 'will', 'have', 'hook', 'up', 'sn', 'if', 'uwant', 'm', 'lovejen', 'x']",0,"['alright', 'babe', 'justthought', 'id', 'sayhey', 'u', 'doin', 'nearly', 'endof', 'wk', 'offdam', 'nevamind', 'hook', 'sn', 'uwant', 'm', 'lovejen', 'x']","(1024,[9,130,131,242,391,475,478,493,670,734,795,802,807,821,939,982,983,1016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[9,130,131,242,391,475,478,493,670,734,795,802,807,821,939,982,983,1016],[5.224850214666164,3.8302570507315785,3.4442640460362344,4.01092707948706,3.595609674935884,5.224850214666164,4.072170704727778,4.734227298217693,4.937168142214383,5.630315322774329,5.681608617161879,4.363367719287004,5.129540034861839,4.888377978044951,6.546606054648484,1.776981313694862,6.323462503334274,4.694221963603994])"
2091,2092,"['well', 'done', 'england', 'get', 'the', 'official', 'poly', 'ringtone', 'or', 'colour', 'flag', 'on', 'yer', 'mobile', 'text', 'tone', 'or', 'flag', 'to', 'now', 'opt', 'out', 'txt', 'eng', 'stop', 'box', 'w', 'wx']",1,"['well', 'done', 'england', 'get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', 'opt', 'txt', 'eng', 'stop', 'box', 'w', 'wx']","(1024,[54,101,115,119,122,218,237,302,315,352,486,540,557,567,625,659,709,790,937,1004],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(1024,[54,101,115,119,122,218,237,302,315,352,486,540,557,567,625,659,709,790,937,1004],[4.734227298217693,5.070699534838906,4.60069590559317,3.1836298858065257,3.557143394108088,4.888377978044951,3.1288793710351177,5.447993765980374,4.797406199839225,3.8638736615305636,5.070699534838906,3.602167075482043,3.691573663197628,2.569263583099695,3.342843867590331,4.58299632849377,4.937168142214383,3.4612616224048054,4.295314256041989,11.163050317209793])"
2092,2093,"['no', ""i'm"", 'not', 'i', ""can't"", 'give', 'you', 'everything', 'you', 'want', 'and', 'need', 'you', 'actually', 'could', 'do', 'better', 'for', 'yourself', 'on', 'yor', 'own', ""you've"", 'got', 'more', 'money', 'than', 'i', 'do', 'i', ""can't"", 'get', 'work', 'i', ""can't"", 'get', 'a', 'man', 'i', ""can't"", 'pay', 'the', 'rent', 'i', ""can't"", 'even', 'fill', 'my', 'fucking', 'gas', 'tank', 'yes', ""i'm"", 'stressed', 'and', 'depressed', 'i', ""didn't"", 'even', 'call', 'home', 'for', 'thanksgiving', 'cuz', ""i'll"", 'have', 'to', 'tell', 'them', 'i', 'm', 'up', 'to', 'nothing']",0,"['give', 'everything', 'want', 'need', 'actually', 'better', 'yor', 'got', 'money', 'get', 'work', 'get', 'man', 'pay', 'rent', 'even', 'fill', 'fucking', 'gas', 'tank', 'yes', 'stressed', 'depressed', 'even', 'call', 'home', 'thanksgiving', 'cuz', 'tell', 'm', 'nothing']","(1024,[53,138,172,205,217,247,261,315,342,442,461,478,485,495,538,551,567,624,633,743,816,835,871,879,886,889,979,1003],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(1024,[53,138,172,205,217,247,261,315,342,442,461,478,485,495,538,551,567,624,633,743,816,835,871,879,886,889,979,1003],[4.618714411095849,2.2391682769656747,4.60069590559317,4.363367719287004,3.009276498661748,5.070699534838906,4.137411226596179,4.797406199839225,4.637063549764045,3.8638736615305636,5.015129683684095,4.072170704727778,2.8894752988491277,6.061098238866783,3.5384512610959353,3.9720872461707963,5.13852716619939,4.734227298217693,4.498913211283228,6.085102575093241,3.201097578846917,3.6288353225642043,3.822026551595063,4.694221963603994,8.463196883311761,4.451660326432682,4.734227298217693,3.4727560018305406])"
2093,2094,"['s', 'kallis', 'wont', 'play', 'in', 'first', 'two', 'odi']",0,"['kallis', 'wont', 'play', 'first', 'two', 'odi']","(1024,[77,181,191,197,304,525],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[77,181,191,197,304,525],[4.171700300074812,4.6557556827761974,3.5020836169250606,5.917997395226109,4.421354976937353,4.082752814058316])"
2094,2095,"['then', 'get', 'some', 'cash', 'together', 'and', ""i'll"", 'text', 'jason']",0,"['get', 'cash', 'together', 'text', 'jason']","(1024,[31,327,567,625,792],[1.0,1.0,1.0,1.0,1.0])","(1024,[31,327,567,625,792],[3.7897656893768414,5.367951058306837,2.569263583099695,3.342843867590331,2.9561666733478])"
