,mon,dom,dow,carrier,flight,org,depart,duration,delay,km,features
721,8,4,4,UA,807,SFO,20.22,92,-4.0,542.0,[542.0]
722,8,5,5,AA,336,ORD,20.5,125,-15.0,1180.0,[1180.0]
723,8,5,5,AA,1101,ORD,18.75,155,1.0,1489.0,[1489.0]
724,8,5,5,AA,2019,LGA,20.67,170,-4.0,1427.0,[1427.0]
725,8,5,5,OO,6483,SFO,15.68,139,11.0,1442.0,[1442.0]
726,8,6,6,AA,346,ORD,19.5,135,30.0,1180.0,[1180.0]
727,8,6,6,AA,413,ORD,11.75,255,-10.0,2778.0,[2778.0]
728,8,6,6,HA,395,OGG,22.08,34,-18.0,161.0,[161.0]
729,8,7,0,AA,1403,ORD,14.83,110,-2.0,941.0,[941.0]
730,8,7,0,B6,134,JFK,17.42,105,12.0,425.0,[425.0]
731,8,8,1,WN,266,TUS,12.5,90,-13.0,726.0,[726.0]
732,8,9,2,AA,769,JFK,6.92,235,-4.0,2570.0,[2570.0]
733,8,10,3,AA,335,LGA,14.5,155,42.0,1180.0,[1180.0]
734,8,10,3,AA,392,ORD,7.58,130,-24.0,1180.0,[1180.0]
735,8,10,3,AA,462,ORD,19.92,110,3.0,1041.0,[1041.0]
736,8,10,3,OO,3916,SFO,16.52,108,4.0,964.0,[964.0]
737,8,10,3,UA,605,ORD,9.92,262,-6.0,2799.0,[2799.0]
738,8,10,3,UA,818,ORD,20.75,128,-3.0,1157.0,[1157.0]
739,8,11,4,AA,716,ORD,6.5,150,-5.0,1617.0,[1617.0]
740,8,11,4,UA,534,ORD,12.95,140,-16.0,1395.0,[1395.0]
741,8,13,6,AA,1704,ORD,8.83,130,61.0,1157.0,[1157.0]
742,8,13,6,AA,1872,ORD,11.58,155,18.0,1617.0,[1617.0]
743,8,13,6,OO,6751,ORD,14.33,89,16.0,658.0,[658.0]
744,8,13,6,WN,1864,SJC,7.17,80,-9.0,671.0,[671.0]
745,8,14,0,AA,1950,SFO,6.0,310,19.0,4160.0,[4160.0]
746,8,14,0,AA,2309,ORD,8.58,145,7.0,1291.0,[1291.0]
747,8,14,0,AA,2455,ORD,7.5,220,-3.0,2317.0,[2317.0]
748,8,14,0,B6,87,JFK,17.0,328,42.0,3201.0,[3201.0]
749,8,14,0,B6,615,JFK,13.42,149,-17.0,1334.0,[1334.0]
750,8,15,1,B6,67,JFK,14.98,189,-8.0,1720.0,[1720.0]
751,8,16,2,OH,6693,LGA,10.17,147,30.0,1041.0,[1041.0]
752,8,17,3,WN,88,SMF,15.17,85,-8.0,600.0,[600.0]
753,8,17,3,WN,1230,SJC,14.75,130,-21.0,1122.0,[1122.0]
754,8,18,4,AA,117,JFK,14.5,355,1.0,3983.0,[3983.0]
755,8,18,4,US,873,ORD,8.5,232,-35.0,2438.0,[2438.0]
756,8,19,5,AA,1318,ORD,19.0,150,35.0,1617.0,[1617.0]
757,8,19,5,OH,6735,LGA,21.98,153,43.0,1394.0,[1394.0]
758,8,19,5,US,1571,ORD,16.42,125,29.0,1091.0,[1091.0]
759,8,19,5,US,2179,LGA,15.0,75,19.0,344.0,[344.0]
760,8,20,6,AA,759,LGA,15.17,240,-17.0,2235.0,[2235.0]
761,8,20,6,WN,2290,SJC,10.33,105,-8.0,916.0,[916.0]
762,8,21,0,UA,1671,ORD,18.95,236,62.0,2438.0,[2438.0]
763,8,22,1,AA,1561,ORD,18.67,275,30.0,2971.0,[2971.0]
764,8,22,1,OO,5450,SFO,15.08,45,-3.0,124.0,[124.0]
765,8,22,1,UA,405,LGA,10.48,267,48.0,2606.0,[2606.0]
766,8,22,1,UA,538,ORD,17.08,141,18.0,1395.0,[1395.0]
767,8,22,1,WN,760,SMF,6.75,90,-12.0,650.0,[650.0]
768,8,23,2,AA,753,LGA,14.75,240,-35.0,2235.0,[2235.0]
769,8,23,2,UA,321,ORD,20.4,262,27.0,2799.0,[2799.0]
770,8,24,3,UA,519,ORD,18.95,73,23.0,481.0,[481.0]
771,8,25,4,WN,1435,SMF,19.67,75,-6.0,626.0,[626.0]
772,8,26,5,UA,602,ORD,6.93,103,38.0,985.0,[985.0]
773,8,27,6,AA,599,LGA,10.58,190,17.0,1765.0,[1765.0]
774,8,28,0,AA,2443,LGA,9.98,160,26.0,1225.0,[1225.0]
775,8,28,0,B6,173,JFK,17.67,400,76.0,4134.0,[4134.0]
776,8,28,0,OH,6306,JFK,13.98,71,25.0,171.0,[171.0]
777,8,28,0,UA,100,SFO,12.92,306,32.0,3893.0,[3893.0]
778,8,28,0,UA,1587,ORD,7.4,236,-25.0,2438.0,[2438.0]
779,8,29,1,UA,683,LGA,14.0,154,40.0,1180.0,[1180.0]
780,8,30,2,UA,137,ORD,8.1,269,7.0,2971.0,[2971.0]
781,9,1,3,AA,1609,ORD,18.92,185,-22.0,1799.0,[1799.0]
782,9,1,3,OO,6416,SFO,11.8,139,1.0,1442.0,[1442.0]
783,9,1,3,OO,6647,ORD,6.0,86,-11.0,669.0,[669.0]
784,9,4,6,AA,1144,SFO,13.25,205,45.0,2356.0,[2356.0]
785,9,4,6,WN,2755,SJC,8.5,80,-8.0,550.0,[550.0]
786,9,5,0,OO,5695,SFO,10.67,48,23.0,124.0,[124.0]
787,9,5,0,UA,188,SFO,22.58,328,-2.0,4057.0,[4057.0]
788,9,7,2,AA,1810,SJC,8.92,200,-4.0,2375.0,[2375.0]
789,9,8,3,AA,301,LGA,6.08,144,18.0,1180.0,[1180.0]
790,9,8,3,B6,201,JFK,8.5,363,-24.0,3967.0,[3967.0]
791,9,8,3,UA,1240,SMF,10.92,140,-16.0,1464.0,[1464.0]
792,9,9,4,B6,615,JFK,13.48,149,5.0,1334.0,[1334.0]
793,9,9,4,UA,683,LGA,14.07,156,-5.0,1180.0,[1180.0]
794,9,11,6,AA,303,LGA,7.0,145,-1.0,1180.0,[1180.0]
795,9,11,6,AA,751,LGA,14.08,230,-30.0,2235.0,[2235.0]
796,9,11,6,AA,2325,ORD,12.58,140,-7.0,1291.0,[1291.0]
797,9,11,6,US,1835,ORD,9.5,116,-15.0,964.0,[964.0]
798,9,12,0,AA,437,ORD,13.0,90,-11.0,538.0,[538.0]
799,9,12,0,AA,1472,SFO,14.08,250,30.0,2971.0,[2971.0]
800,9,12,0,UA,207,ORD,9.0,277,33.0,2971.0,[2971.0]
801,9,13,1,AA,1771,ORD,15.58,125,-16.0,975.0,[975.0]
802,9,13,1,OH,6749,LGA,19.58,150,-45.0,1032.0,[1032.0]
803,9,13,1,OO,5449,SMF,17.3,43,11.0,138.0,[138.0]
804,9,14,2,AA,272,SFO,23.33,315,14.0,4160.0,[4160.0]
805,9,14,2,B6,1053,JFK,14.92,107,4.0,547.0,[547.0]
806,9,14,2,OO,3920,SJC,6.0,114,4.0,941.0,[941.0]
807,9,14,2,UA,472,SMF,6.0,236,0.0,2866.0,[2866.0]
808,9,15,3,OO,5474,SFO,8.98,78,-1.0,402.0,[402.0]
809,9,15,3,OO,5940,ORD,18.17,76,34.0,460.0,[460.0]
810,9,15,3,WN,1352,SJC,21.0,80,37.0,671.0,[671.0]
811,9,16,4,AA,1269,JFK,17.33,170,22.0,1191.0,[1191.0]
812,9,16,4,B6,37,JFK,8.08,175,17.0,1654.0,[1654.0]
813,9,16,4,B6,99,JFK,9.75,382,24.0,4146.0,[4146.0]
814,9,16,4,OO,6018,ORD,12.02,111,6.0,946.0,[946.0]
815,9,16,4,UA,1163,SFO,13.87,92,65.0,542.0,[542.0]
816,9,16,4,UA,1534,ORD,16.97,161,21.0,1617.0,[1617.0]
817,9,17,5,AA,2093,LGA,12.17,190,21.0,1765.0,[1765.0]
818,9,17,5,UA,129,ORD,21.18,268,-19.0,2808.0,[2808.0]
819,9,17,5,WN,1060,SJC,20.08,70,-1.0,536.0,[536.0]
820,9,17,5,WN,1361,SJC,21.67,80,-1.0,671.0,[671.0]
821,9,18,6,US,873,ORD,8.5,232,-11.0,2438.0,[2438.0]
822,9,19,0,OO,5751,SFO,12.08,89,51.0,507.0,[507.0]
823,9,20,1,OO,5815,ORD,18.0,61,25.0,315.0,[315.0]
824,9,20,1,UA,685,LGA,14.98,158,31.0,1180.0,[1180.0]
825,9,21,2,AA,1771,ORD,15.58,125,-27.0,975.0,[975.0]
826,9,21,2,OO,3906,SFO,7.5,107,-2.0,964.0,[964.0]
827,9,22,3,AA,444,ORD,9.75,130,0.0,1395.0,[1395.0]
828,9,22,3,UA,420,ORD,13.2,127,12.0,1228.0,[1228.0]
829,9,22,3,UA,755,ORD,8.0,275,-11.0,2770.0,[2770.0]
830,9,23,4,OO,5761,SFO,20.3,88,94.0,507.0,[507.0]
831,9,23,4,WN,1378,SFO,12.67,90,51.0,719.0,[719.0]
832,9,25,6,AA,690,TUS,5.75,130,0.0,1308.0,[1308.0]
833,9,25,6,US,274,SJC,6.33,111,2.0,999.0,[999.0]
834,9,26,0,B6,37,JFK,8.08,175,-12.0,1654.0,[1654.0]
835,9,26,0,B6,1087,JFK,21.67,132,-31.0,871.0,[871.0]
836,9,26,0,OH,6609,JFK,21.75,104,26.0,484.0,[484.0]
837,9,26,0,OO,5952,ORD,18.08,133,52.0,1188.0,[1188.0]
838,9,26,0,OO,6017,ORD,8.18,116,-9.0,946.0,[946.0]
839,9,26,0,OO,6350,SFO,11.58,80,-12.0,584.0,[584.0]
840,9,27,1,UA,266,ORD,18.85,69,113.0,386.0,[386.0]
841,9,27,1,UA,476,ORD,13.63,59,42.0,220.0,[220.0]
842,9,27,1,WN,1774,SMF,7.0,105,-18.0,974.0,[974.0]
843,9,28,2,AA,1721,JFK,15.5,175,-8.0,1519.0,[1519.0]
844,9,28,2,B6,197,JFK,9.75,341,25.0,3618.0,[3618.0]
845,9,28,2,UA,337,ORD,8.03,92,-12.0,538.0,[538.0]
846,9,29,3,WN,938,SMF,19.25,85,-2.0,650.0,[650.0]
847,9,30,4,UA,346,ORD,21.42,94,,761.0,[761.0]
848,9,30,4,UA,863,ORD,18.85,275,61.0,2971.0,[2971.0]
849,9,31,5,OO,5819,ORD,8.28,101,-10.0,750.0,[750.0]
850,9,31,5,UA,549,ORD,10.88,92,,538.0,[538.0]
851,10,1,6,AA,1544,ORD,18.17,110,-17.0,985.0,[985.0]
852,10,2,0,OO,5452,SFO,19.58,42,55.0,124.0,[124.0]
853,10,2,0,US,1428,ORD,9.92,115,-9.0,1091.0,[1091.0]
854,10,2,0,WN,2700,SMF,16.33,70,31.0,576.0,[576.0]
855,10,3,1,UA,365,ORD,9.8,276,-23.0,2778.0,[2778.0]
856,10,5,3,AA,1242,SJC,6.58,210,-7.0,2314.0,[2314.0]
857,10,5,3,UA,1454,ORD,13.72,159,-11.0,1629.0,[1629.0]
858,10,6,4,AA,2357,ORD,20.83,150,63.0,1291.0,[1291.0]
859,10,6,4,OO,5550,SFO,13.65,79,5.0,422.0,[422.0]
860,10,6,4,OO,5886,ORD,19.3,100,123.0,764.0,[764.0]
861,10,6,4,UA,1226,ORD,8.32,112,16.0,1001.0,[1001.0]
862,10,7,5,OH,6479,JFK,19.42,141,32.0,684.0,[684.0]
863,10,7,5,UA,466,SFO,16.7,148,8.0,1556.0,[1556.0]
864,10,8,6,AA,582,SJC,8.08,210,9.0,2314.0,[2314.0]
865,10,8,6,B6,71,JFK,6.0,163,22.0,1519.0,[1519.0]
866,10,9,0,UA,1691,TUS,16.0,114,-11.0,1028.0,[1028.0]
867,10,10,1,UA,176,SFO,11.73,335,49.0,4352.0,[4352.0]
868,10,10,1,UA,1633,ORD,11.93,235,-25.0,2317.0,[2317.0]
869,10,11,2,AA,454,ORD,13.58,105,17.0,1041.0,[1041.0]
870,10,11,2,UA,14,SFO,15.92,327,22.0,4162.0,[4162.0]
871,10,12,3,AA,177,JFK,18.08,405,-23.0,4162.0,[4162.0]
872,10,12,3,AA,780,ORD,6.0,175,11.0,1926.0,[1926.0]
873,10,12,3,B6,61,JFK,12.5,183,-17.0,1720.0,[1720.0]
874,10,12,3,UA,360,ORD,11.17,107,17.0,948.0,[948.0]
875,10,12,3,WN,2906,SFO,10.08,85,32.0,542.0,[542.0]
876,10,13,4,AA,1869,ORD,21.0,70,13.0,415.0,[415.0]
877,10,13,4,UA,674,ORD,9.07,131,-18.0,1180.0,[1180.0]
878,10,14,5,AA,1145,ORD,10.08,215,-10.0,2010.0,[2010.0]
879,10,14,5,AA,2353,ORD,19.25,155,17.0,1291.0,[1291.0]
880,10,14,5,B6,1053,JFK,15.33,115,-8.0,547.0,[547.0]
881,10,14,5,B6,1065,JFK,13.0,259,-3.0,2449.0,[2449.0]
882,10,15,6,AA,1807,ORD,19.17,120,-24.0,975.0,[975.0]
883,10,15,6,B6,1075,JFK,16.17,109,258.0,463.0,[463.0]
884,10,15,6,UA,1178,SMF,7.78,144,-21.0,1464.0,[1464.0]
885,10,16,0,AA,496,ORD,6.33,100,-7.0,985.0,[985.0]
886,10,16,0,OO,5945,SFO,17.72,72,-5.0,525.0,[525.0]
887,10,16,0,US,817,ORD,7.25,124,57.0,1091.0,[1091.0]
888,10,18,2,UA,677,LGA,11.0,159,-30.0,1180.0,[1180.0]
889,10,19,3,B6,363,LGA,7.58,171,-25.0,1666.0,[1666.0]
890,10,20,4,OO,6356,SFO,21.07,102,52.0,964.0,[964.0]
891,10,21,5,AA,1184,ORD,11.83,130,12.0,1157.0,[1157.0]
892,10,21,5,B6,619,JFK,20.98,171,-23.0,1334.0,[1334.0]
893,10,21,5,UA,515,ORD,20.17,274,17.0,2866.0,[2866.0]
894,10,21,5,UA,1479,ORD,17.35,235,77.0,2317.0,[2317.0]
895,10,21,5,UA,1597,ORD,17.82,246,71.0,2438.0,[2438.0]
896,10,22,6,AA,16,SFO,11.83,330,21.0,4162.0,[4162.0]
897,10,23,0,AA,301,LGA,6.0,150,-12.0,1180.0,[1180.0]
898,10,23,0,AA,360,ORD,15.25,135,-10.0,1180.0,[1180.0]
899,10,23,0,OH,6377,JFK,14.83,105,-32.0,463.0,[463.0]
900,10,23,0,UA,681,LGA,13.0,159,-28.0,1180.0,[1180.0]
901,10,24,1,AA,1503,ORD,12.08,170,-11.0,1802.0,[1802.0]
902,10,24,1,UA,654,ORD,15.92,148,42.0,1157.0,[1157.0]
903,10,25,2,US,408,SFO,17.25,119,-6.0,1048.0,[1048.0]
904,10,25,2,WN,2994,SMF,11.5,70,2.0,576.0,[576.0]
905,10,26,3,AA,1291,JFK,5.75,200,-15.0,1754.0,[1754.0]
906,10,27,4,AA,2450,SFO,12.25,85,43.0,542.0,[542.0]
907,10,27,4,OO,5423,SFO,13.67,97,64.0,529.0,[529.0]
908,10,27,4,UA,1580,SFO,8.58,98,10.0,666.0,[666.0]
909,10,28,5,B6,87,JFK,20.33,338,-42.0,3201.0,[3201.0]
910,10,29,6,OH,6939,JFK,15.08,93,-28.0,367.0,[367.0]
911,10,29,6,WN,199,SFO,14.0,100,-15.0,666.0,[666.0]
912,10,30,0,AA,2321,ORD,11.0,160,-30.0,1291.0,[1291.0]
913,10,30,0,B6,65,JFK,11.0,182,84.0,1617.0,[1617.0]
914,11,1,1,OO,5603,SMF,11.75,50,162.0,138.0,[138.0]
915,11,1,1,OO,6043,ORD,21.15,86,65.0,669.0,[669.0]
916,11,1,1,UA,766,ORD,21.58,114,82.0,1001.0,[1001.0]
917,11,1,1,WN,2761,SJC,8.58,75,230.0,550.0,[550.0]
918,11,2,2,AA,1184,ORD,11.83,130,49.0,1157.0,[1157.0]
919,11,2,2,AA,1210,ORD,12.42,135,-17.0,1395.0,[1395.0]
920,11,2,2,OH,6373,LGA,15.98,148,-20.0,941.0,[941.0]
921,11,2,2,UA,344,SFO,10.83,110,-7.0,885.0,[885.0]
922,11,2,2,UA,1526,ORD,8.32,187,-2.0,1926.0,[1926.0]
923,11,3,3,UA,690,ORD,17.0,141,-12.0,1180.0,[1180.0]
924,11,3,3,US,1881,ORD,18.5,112,22.0,964.0,[964.0]
925,11,4,4,AA,1599,ORD,14.5,245,-11.0,2438.0,[2438.0]
926,11,4,4,UA,1244,ORD,21.6,101,151.0,948.0,[948.0]
927,11,5,5,OO,5954,ORD,8.02,77,0.0,520.0,[520.0]
928,11,5,5,WN,207,SMF,11.67,80,17.0,600.0,[600.0]
929,11,6,6,OO,5524,SFO,8.75,82,40.0,509.0,[509.0]
930,11,6,6,OO,5737,SFO,11.0,59,21.0,246.0,[246.0]
931,11,7,0,UA,836,ORD,18.08,141,181.0,1180.0,[1180.0]
932,11,8,1,AA,257,JFK,16.75,360,-13.0,3618.0,[3618.0]
933,11,8,1,UA,1114,ORD,13.57,131,-12.0,1260.0,[1260.0]
934,11,9,2,AA,2079,ORD,8.17,265,-30.0,2773.0,[2773.0]
935,11,9,2,B6,131,JFK,7.33,195,-4.0,1728.0,[1728.0]
936,11,10,3,UA,1524,SFO,16.2,98,-8.0,666.0,[666.0]
937,11,11,4,HA,105,OGG,6.4,34,,161.0,[161.0]
938,11,12,5,B6,73,JFK,13.82,181,38.0,1654.0,[1654.0]
939,11,12,5,OO,4859,SMF,9.92,99,106.0,856.0,[856.0]
940,11,12,5,UA,1597,ORD,17.82,246,16.0,2438.0,[2438.0]
941,11,15,1,B6,821,JFK,7.17,175,-22.0,1519.0,[1519.0]
942,11,15,1,OO,6476,ORD,15.88,76,-1.0,425.0,[425.0]
943,11,15,1,UA,600,ORD,6.0,106,62.0,985.0,[985.0]
944,11,15,1,UA,691,LGA,18.08,159,152.0,1180.0,[1180.0]
945,11,15,1,UA,907,ORD,17.58,289,58.0,2971.0,[2971.0]
946,11,15,1,WN,2241,SJC,13.0,75,18.0,550.0,[550.0]
947,11,16,2,OH,6651,JFK,19.75,179,89.0,1233.0,[1233.0]
948,11,16,2,UA,65,JFK,17.83,387,35.0,3983.0,[3983.0]
949,11,16,2,UA,405,LGA,10.98,276,65.0,2606.0,[2606.0]
950,11,17,3,B6,174,SJC,21.92,321,57.0,4134.0,[4134.0]
951,11,17,3,UA,463,ORD,21.8,84,-7.0,538.0,[538.0]
952,11,17,3,UA,512,ORD,13.52,105,-13.0,956.0,[956.0]
953,11,17,3,WN,2851,SMF,20.75,115,135.0,974.0,[974.0]
954,11,18,4,B6,1083,JFK,9.5,133,20.0,871.0,[871.0]
955,11,18,4,US,165,SJC,10.08,83,-2.0,621.0,[621.0]
956,11,19,5,AA,1040,SFO,16.67,195,28.0,2356.0,[2356.0]
957,11,19,5,US,29,ORD,10.67,235,128.0,2317.0,[2317.0]
958,11,21,0,AA,1559,LGA,16.17,190,61.0,1765.0,[1765.0]
959,11,21,0,AA,1575,JFK,17.58,260,34.0,2239.0,[2239.0]
960,11,21,0,OO,5737,SFO,10.98,64,53.0,246.0,[246.0]
961,11,21,0,UA,873,SFO,12.95,302,70.0,3893.0,[3893.0]
962,11,21,0,US,704,SFO,11.33,278,30.0,3695.0,[3695.0]
963,11,22,1,AA,557,ORD,16.58,280,17.0,2808.0,[2808.0]
964,11,22,1,UA,183,ORD,9.22,272,54.0,2808.0,[2808.0]
965,11,22,1,UA,770,SFO,12.67,155,36.0,1556.0,[1556.0]
966,11,22,1,US,942,SFO,22.0,307,-14.0,4057.0,[4057.0]
967,11,23,2,AA,731,LGA,11.0,260,15.0,2235.0,[2235.0]
968,11,23,2,B6,4,JFK,9.58,94,-13.0,484.0,[484.0]
969,11,23,2,OO,6352,SFO,18.98,117,69.0,1209.0,[1209.0]
970,11,23,2,WN,1588,SJC,17.5,60,232.0,476.0,[476.0]
971,11,24,3,AA,382,ORD,9.83,129,73.0,1180.0,[1180.0]
972,11,24,3,OO,5451,SFO,18.0,81,35.0,402.0,[402.0]
973,11,24,3,OO,5525,SFO,12.9,43,124.0,138.0,[138.0]
974,11,24,3,OO,6753,ORD,21.5,61,21.0,315.0,[315.0]
975,11,25,4,AA,510,ORD,19.42,75,4.0,378.0,[378.0]
976,11,25,4,AA,2420,ORD,6.58,170,-11.0,1802.0,[1802.0]
977,11,25,4,B6,21,JFK,18.92,200,-34.0,1617.0,[1617.0]
978,11,25,4,HA,555,OGG,20.92,34,11.0,161.0,[161.0]
979,11,25,4,UA,722,ORD,15.73,110,-5.0,948.0,[948.0]
980,11,25,4,UA,1176,SFO,18.75,130,61.0,1093.0,[1093.0]
981,11,26,5,AA,655,JFK,7.5,235,-21.0,2612.0,[2612.0]
982,11,26,5,OO,6459,ORD,11.97,51,,257.0,[257.0]
983,11,26,5,UA,836,ORD,18.08,141,4.0,1180.0,[1180.0]
984,11,27,6,AA,1639,JFK,17.17,250,152.0,2570.0,[2570.0]
985,11,27,6,AA,2331,ORD,14.42,160,53.0,1291.0,[1291.0]
986,11,27,6,HA,132,OGG,9.08,36,21.0,195.0,[195.0]
987,11,27,6,UA,442,ORD,19.3,87,100.0,509.0,[509.0]
988,11,28,0,OO,6085,ORD,19.07,100,104.0,764.0,[764.0]
989,11,29,1,AA,1358,ORD,21.58,125,-19.0,1395.0,[1395.0]
990,11,29,1,OO,6703,ORD,20.92,103,-21.0,790.0,[790.0]
991,11,29,1,WN,294,SJC,7.75,75,-12.0,496.0,[496.0]
992,11,30,2,OO,5796,SFO,19.05,62,-15.0,246.0,[246.0]
993,11,30,2,WN,2031,SMF,18.0,85,,772.0,[772.0]
