,mon,dom,dow,carrier,flight,org,mile,depart,duration,delay,org_idx
28884,7,9,6,OH,5360,JFK,106,14.42,68,7.0,2.0
28885,2,1,6,AA,269,JFK,2421,17.0,375,32.0,2.0
28886,3,10,4,UA,35,SFO,2338,8.92,321,38.0,1.0
28887,10,24,1,OO,5893,ORD,1437,9.67,236,7.0,0.0
28888,10,5,3,WN,2278,SJC,948,14.42,145,0.0,4.0
28889,8,5,5,US,2134,LGA,185,16.0,73,-2.0,3.0
28890,1,2,6,AA,2491,ORD,978,21.5,165,10.0,0.0
28891,10,21,5,UA,831,ORD,1846,7.0,289,-9.0,0.0
28892,6,4,5,B6,37,JFK,1028,7.92,173,1.0,2.0
28893,2,31,1,AA,423,JFK,1090,11.5,190,366.0,2.0
28894,5,15,0,AA,1704,ORD,719,9.25,120,138.0,0.0
28895,3,10,4,AA,1766,ORD,235,7.5,75,,0.0
28896,9,7,2,AA,1554,ORD,258,12.83,65,3.0,0.0
28897,4,7,3,UA,432,ORD,599,13.83,114,18.0,0.0
28898,9,11,6,AA,2329,ORD,802,13.42,145,-14.0,0.0
28899,0,29,2,OO,6040,ORD,584,19.5,111,25.0,0.0
28900,2,6,4,OO,5703,SJC,234,16.9,63,38.0,4.0
28901,7,27,3,B6,931,ORD,1735,7.25,248,-17.0,0.0
28902,10,15,6,B6,43,JFK,944,20.0,192,,2.0
28903,11,7,0,AA,1556,ORD,235,14.67,80,25.0,0.0
28904,5,6,5,WN,2427,SJC,296,8.58,65,-8.0,4.0
28905,0,19,6,UA,53,JFK,2475,11.67,375,25.0,2.0
28906,4,21,3,UA,522,SFO,550,23.0,99,22.0,1.0
28907,3,8,2,AA,1191,LGA,1020,18.48,195,,3.0
28908,0,15,2,UA,59,SFO,2367,8.83,336,23.0,1.0
28909,6,9,3,UA,1454,ORD,1012,13.45,160,99.0,0.0
28910,1,24,0,WN,1840,SJC,308,15.67,70,93.0,4.0
28911,8,20,6,AA,1588,SJC,1438,10.17,200,-4.0,4.0
28912,1,27,3,UA,1448,ORD,1012,17.08,154,47.0,0.0
28913,0,31,4,AA,1718,ORD,867,8.58,135,7.0,0.0
28914,6,24,4,AA,1600,ORD,235,14.58,75,-20.0,0.0
28915,4,14,3,OH,5360,LGA,1011,9.08,180,7.0,3.0
28916,10,23,0,OH,6731,JFK,425,13.98,109,32.0,2.0
28917,2,3,1,AA,1513,ORD,888,18.83,160,40.0,0.0
28918,4,12,1,WN,705,SMF,389,13.83,75,83.0,5.0
28919,5,16,1,OO,5850,ORD,67,18.28,49,63.0,0.0
28920,2,8,6,B6,377,LGA,1076,13.33,182,308.0,3.0
28921,1,20,3,AA,433,TUS,813,5.83,125,-4.0,6.0
28922,4,14,3,AA,394,ORD,733,6.75,125,26.0,0.0
28923,6,25,5,WN,1052,SJC,308,17.33,75,29.0,4.0
28924,7,30,6,HA,11,SFO,2398,8.83,305,-1.0,1.0
28925,0,23,3,OO,5833,ORD,177,11.2,65,3.0,0.0
28926,11,4,4,UA,522,SFO,550,22.5,107,1.0,1.0
28927,6,6,0,OO,3649,ORD,264,13.85,73,3.0,0.0
28928,9,20,1,WN,799,TUS,451,15.5,90,4.0,6.0
28929,1,21,4,US,1953,ORD,599,13.98,118,11.0,0.0
28930,10,12,3,AA,782,ORD,1012,18.83,160,83.0,0.0
28931,2,18,2,AA,2481,ORD,1440,9.92,235,13.0,0.0
28932,4,13,2,B6,703,JFK,1597,15.25,241,-25.0,2.0
28933,7,4,1,B6,611,JFK,829,8.67,155,-15.0,2.0
28934,1,24,0,UA,1512,SFO,651,10.82,117,94.0,1.0
28935,2,8,6,AA,444,ORD,867,10.08,135,29.0,0.0
28936,4,15,4,B6,1402,SFO,1504,8.5,210,4.0,1.0
28937,6,18,5,UA,352,ORD,590,19.93,111,111.0,0.0
28938,2,24,1,UA,398,ORD,783,10.85,122,-8.0,0.0
28939,6,31,4,OO,5548,SFO,329,18.28,93,-10.0,1.0
28940,7,24,0,UA,355,ORD,1721,11.97,267,-10.0,0.0
28941,9,4,6,AA,1178,SFO,1464,15.08,205,5.0,1.0
28942,11,2,2,OO,5572,SFO,329,11.5,97,35.0,1.0
28943,4,20,2,AA,301,ORD,258,8.08,70,0.0,0.0
28944,9,7,2,AA,47,ORD,802,19.25,140,20.0,0.0
28945,7,7,4,WN,2645,SFO,651,20.5,120,127.0,1.0
28946,4,28,3,OO,5496,SFO,191,22.92,63,-9.0,1.0
28947,2,21,5,UA,508,ORD,763,16.7,120,198.0,0.0
28948,3,13,0,AA,2050,ORD,1197,12.5,180,-1.0,0.0
28949,6,2,3,AA,1835,ORD,1846,17.33,270,75.0,0.0
28950,6,26,6,OO,6172,ORD,67,13.93,49,47.0,0.0
28951,8,29,1,UA,172,SFO,2704,8.33,338,22.0,1.0
28952,10,25,2,OO,6220,ORD,1437,20.03,230,-6.0,0.0
28953,7,10,0,UA,528,ORD,867,9.42,135,-8.0,0.0
28954,1,18,1,UA,817,SFO,337,9.57,86,,1.0
28955,2,10,1,UA,581,ORD,1739,11.92,269,-9.0,0.0
28956,4,1,4,UA,847,LGA,229,19.33,90,,3.0
28957,6,5,6,HA,155,OGG,100,8.67,34,-9.0,7.0
28958,10,16,0,B6,1012,JFK,187,16.58,90,4.0,2.0
28959,6,3,4,OH,5436,LGA,834,16.17,163,22.0,3.0
28960,11,20,6,B6,807,JFK,1069,17.5,208,311.0,2.0
28961,8,20,6,OO,6642,TUS,451,12.67,94,-20.0,6.0
28962,4,18,0,OH,5364,JFK,213,18.5,100,5.0,2.0
28963,5,23,1,US,1177,LGA,544,10.0,126,78.0,3.0
28964,5,25,3,WN,1812,SJC,308,13.25,75,-6.0,4.0
28965,11,15,1,UA,1226,ORD,622,8.32,112,86.0,0.0
28966,3,15,2,AA,1651,LGA,1097,9.42,190,31.0,3.0
28967,0,12,6,OO,6336,SFO,192,8.38,57,-11.0,1.0
28968,5,7,6,AA,1637,ORD,1437,9.83,210,66.0,0.0
28969,5,24,2,UA,688,ORD,733,15.92,145,136.0,0.0
28970,11,14,0,OO,6402,SFO,451,15.9,90,5.0,1.0
28971,6,18,5,UA,640,ORD,606,21.5,115,127.0,0.0
28972,9,27,1,OH,6764,ORD,740,9.55,137,1.0,0.0
28973,1,21,4,AA,1120,ORD,258,14.08,70,,0.0
28974,11,25,4,UA,550,SFO,550,7.58,109,-13.0,1.0
28975,0,5,6,AQ,73,OGG,100,11.75,34,-10.0,7.0
28976,6,5,6,OO,6819,ORD,760,16.17,128,37.0,0.0
28977,6,9,3,UA,1248,ORD,264,19.57,82,,0.0
28978,6,19,6,UA,1498,ORD,1182,8.25,182,47.0,0.0
28979,5,28,6,AA,408,ORD,678,20.67,115,73.0,0.0
28980,10,26,3,UA,448,SMF,910,14.63,134,-9.0,5.0
28981,2,3,1,UA,1242,ORD,849,18.65,130,56.0,0.0
28982,7,14,4,AA,350,ORD,733,18.08,160,156.0,0.0
28983,4,13,2,OO,6467,SMF,373,10.65,89,-19.0,5.0
28984,4,4,0,WN,2385,SMF,404,19.0,80,28.0,5.0
28985,6,30,3,UA,536,ORD,867,13.92,144,142.0,0.0
28986,2,19,3,AA,1751,ORD,925,12.0,165,26.0,0.0
28987,5,11,3,OH,5526,JFK,267,22.17,107,-19.0,2.0
28988,6,17,4,UA,730,ORD,622,18.05,114,-8.0,0.0
28989,2,4,2,AA,2341,ORD,802,16.58,155,17.0,0.0
28990,3,10,4,UA,1595,ORD,1005,6.0,151,-6.0,0.0
28991,0,30,3,WN,555,SJC,342,17.33,75,-8.0,4.0
28992,3,24,4,OO,5871,ORD,911,18.0,152,20.0,0.0
28993,8,13,6,AA,851,ORD,334,9.08,85,66.0,0.0
28994,0,6,0,US,165,SJC,386,9.52,90,-11.0,4.0
28995,1,28,4,UA,473,ORD,1726,20.17,266,20.0,0.0
28996,7,23,6,AA,14,OGG,2486,21.33,300,22.0,7.0
28997,8,21,0,AA,2333,ORD,802,15.0,145,40.0,0.0
28998,2,11,2,WN,2882,SFO,447,20.42,90,-14.0,1.0
28999,2,5,3,AA,382,ORD,733,9.75,120,72.0,0.0
29000,6,2,3,AA,568,ORD,1182,6.75,175,-2.0,0.0
29001,9,9,4,AA,1836,SJC,1438,11.33,205,1.0,4.0
29002,6,10,4,US,17,JFK,2153,17.98,339,,2.0
29003,6,7,1,AA,1605,ORD,1723,13.83,245,77.0,0.0
29004,2,31,1,OO,5944,ORD,557,15.67,108,,0.0
29005,10,17,1,UA,463,ORD,334,21.8,84,-12.0,0.0
29006,0,24,4,WN,1947,TUS,365,21.33,75,19.0,6.0
29007,6,13,0,US,2140,LGA,185,19.0,74,-23.0,3.0
29008,6,10,4,UA,687,LGA,733,16.0,169,22.0,3.0
29009,6,2,3,OO,6077,ORD,438,16.4,94,,0.0
29010,6,25,5,OH,5526,JFK,267,22.0,107,41.0,2.0
29011,10,15,6,OH,6809,JFK,340,19.58,133,,2.0
29012,7,13,3,US,782,SFO,2296,13.17,304,-3.0,1.0
29013,9,22,3,WN,140,SFO,414,15.67,90,3.0,1.0
29014,8,12,5,B6,115,JFK,1182,20.08,215,178.0,2.0
29015,5,8,0,WN,469,SMF,480,15.83,85,-5.0,5.0
29016,11,31,3,B6,1016,JFK,187,19.42,99,45.0,2.0
29017,8,29,1,AA,865,TUS,813,8.0,125,12.0,6.0
29018,2,2,0,UA,2,ORD,599,6.5,107,-7.0,0.0
29019,11,11,4,UA,690,ORD,733,17.0,141,138.0,0.0
29020,3,8,2,AA,1521,ORD,1437,19.58,220,,0.0
29021,2,2,0,OO,6037,ORD,462,20.5,101,41.0,0.0
29022,7,7,4,UA,463,ORD,334,22.78,82,163.0,0.0
29023,3,3,4,UA,33,JFK,2475,20.5,389,76.0,2.0
29024,2,28,5,UA,870,SFO,1846,13.57,241,-10.0,1.0
29025,0,4,5,WN,419,SJC,386,10.75,80,26.0,4.0
29026,3,30,3,B6,95,JFK,2576,20.83,407,-12.0,2.0
29027,6,10,4,AA,1869,ORD,258,20.75,65,194.0,0.0
29028,5,6,5,UA,1274,SFO,451,22.48,90,56.0,1.0
29029,11,17,3,AA,791,LGA,1389,21.25,245,-5.0,3.0
29030,2,11,2,OO,5912,ORD,316,10.67,73,-10.0,0.0
29031,0,6,0,B6,381,LGA,1076,16.25,190,-14.0,3.0
29032,3,13,0,AA,520,SFO,1464,6.0,205,-6.0,1.0
29033,5,16,1,AA,2077,ORD,585,10.42,105,51.0,0.0
29034,11,29,1,AA,2423,ORD,403,15.58,90,29.0,0.0
29035,7,28,4,OO,6396,SFO,326,11.38,76,-11.0,1.0
29036,10,4,2,UA,793,ORD,334,12.08,89,-4.0,0.0
29037,2,21,5,OO,6083,ORD,466,17.25,102,32.0,0.0
29038,4,30,5,OO,6350,SFO,363,11.48,81,58.0,1.0
29039,10,1,6,HA,543,OGG,100,17.28,34,-8.0,7.0
29040,10,25,2,OO,6452,TUS,451,14.12,101,-18.0,6.0
29041,2,21,5,AA,1881,JFK,1090,15.92,200,24.0,2.0
29042,1,20,3,B6,181,JFK,2446,9.17,380,35.0,2.0
29043,4,7,3,B6,381,LGA,1076,16.33,189,3.0,3.0
29044,3,4,5,B6,202,JFK,301,17.17,101,61.0,2.0
29045,4,25,0,AA,1709,LGA,1097,20.25,180,-36.0,3.0
29046,11,19,5,AA,2331,ORD,802,14.42,160,10.0,0.0
29047,11,14,0,WN,614,SMF,373,17.83,85,33.0,5.0
29048,10,20,4,UA,667,LGA,733,6.0,146,20.0,3.0
29049,7,23,6,US,26,OGG,2845,21.4,346,-7.0,7.0
29050,8,16,2,UA,562,SFO,550,13.08,107,-19.0,1.0
29051,10,9,0,B6,91,JFK,2576,16.5,415,26.0,2.0
29052,6,22,2,B6,1006,JFK,187,12.17,73,3.0,2.0
29053,8,6,6,OO,5728,SFO,304,17.47,85,-11.0,1.0
29054,1,6,3,B6,165,JFK,2454,19.33,400,40.0,2.0
29055,2,9,0,UA,878,SFO,2586,11.72,327,41.0,1.0
29056,4,8,4,UA,502,ORD,837,20.0,143,-3.0,0.0
29057,4,21,3,WN,2975,SFO,447,13.0,85,12.0,1.0
29058,1,17,0,AA,2325,ORD,802,13.0,150,72.0,0.0
29059,4,1,4,OO,5481,SFO,199,8.17,65,24.0,1.0
29060,2,27,4,AA,1341,ORD,1846,7.5,275,22.0,0.0
29061,7,5,2,UA,137,ORD,1846,8.08,267,25.0,0.0
29062,9,23,4,OO,5451,SFO,250,19.42,76,-12.0,1.0
29063,3,11,5,AA,345,ORD,1041,20.42,165,,0.0
29064,2,19,3,AA,607,ORD,1745,19.83,270,96.0,0.0
29065,5,4,3,OO,5553,SFO,329,12.75,92,40.0,1.0
29066,1,10,0,WN,1231,SMF,479,19.0,90,24.0,5.0
29067,3,2,3,AA,1247,ORD,1745,11.08,265,11.0,0.0
29068,11,16,2,AA,257,JFK,2248,16.75,360,105.0,2.0
29069,2,8,6,WN,742,SMF,373,16.67,80,-12.0,5.0
29070,3,20,0,AA,309,ORD,1440,10.0,225,6.0,0.0
29071,5,20,5,AA,2393,LGA,761,16.0,165,28.0,3.0
29072,7,20,3,WN,1782,SMF,397,6.42,80,-8.0,5.0
29073,7,20,3,OO,5751,SFO,315,11.12,89,100.0,1.0
29074,5,25,3,WN,3506,SJC,697,8.75,125,-14.0,4.0
29075,11,25,4,UA,1675,ORD,843,19.78,131,35.0,0.0
29076,8,1,1,B6,629,JFK,1428,20.08,247,52.0,2.0
29077,11,21,0,OO,5590,SFO,158,7.6,60,20.0,1.0
29078,11,20,6,B6,199,JFK,2248,20.5,368,165.0,2.0
29079,7,14,4,UA,34,SFO,2586,22.32,340,286.0,1.0
29080,7,20,3,OO,5474,SFO,250,9.1,81,33.0,1.0
29081,2,3,1,UA,941,ORD,888,17.33,158,15.0,0.0
29082,9,22,3,B6,383,LGA,1076,21.75,166,46.0,3.0
29083,6,31,4,B6,16,JFK,267,14.48,81,18.0,2.0
29084,2,26,3,B6,644,SFO,2586,12.42,325,25.0,1.0
29085,6,18,5,OH,5251,LGA,544,14.67,136,29.0,3.0
29086,8,11,4,WN,1215,SJC,296,12.33,60,-2.0,4.0
29087,8,13,6,OO,6499,SJC,308,10.22,87,18.0,4.0
29088,4,6,2,OO,6567,ORD,911,20.95,152,16.0,0.0
29089,1,6,3,OO,5724,SFO,78,15.33,42,-5.0,1.0
29090,8,30,2,B6,123,JFK,944,13.42,164,16.0,2.0
29091,4,21,3,OO,5893,ORD,1437,9.75,220,5.0,0.0
29092,1,15,5,B6,53,JFK,1005,13.0,174,-2.0,2.0
29093,2,12,3,B6,193,JFK,2248,10.5,355,-21.0,2.0
29094,11,15,1,B6,359,JFK,2465,17.98,400,,2.0
29095,6,13,0,OH,5229,LGA,431,17.25,116,39.0,3.0
29096,3,1,2,UA,549,ORD,334,11.0,83,-4.0,0.0
29097,5,26,4,OO,5553,SFO,329,12.43,93,-10.0,1.0
29098,0,25,5,OO,5492,SFO,77,17.17,43,,1.0
29099,2,13,4,AA,1362,ORD,740,11.75,135,29.0,0.0
29100,5,1,0,UA,790,SFO,2139,10.67,279,13.0,1.0
29101,1,15,5,OO,6035,ORD,462,8.02,105,80.0,0.0
29102,6,7,1,UA,11,JFK,2586,11.0,382,-16.0,2.0
29103,1,9,6,AA,647,JFK,1597,14.08,225,-16.0,2.0
29104,8,1,1,AA,309,LGA,733,7.83,140,-17.0,3.0
29105,8,12,5,B6,71,JFK,944,6.0,157,-11.0,2.0
29106,7,11,1,B6,701,JFK,1597,23.98,222,18.0,2.0
29107,5,22,0,AA,566,SFO,1464,19.17,200,119.0,1.0
29108,9,17,5,AA,444,ORD,867,9.75,130,-2.0,0.0
29109,1,1,5,AA,1144,SFO,1464,13.5,210,58.0,1.0
29110,10,22,6,UA,1528,ORD,1197,19.25,187,-8.0,0.0
29111,3,1,2,OO,5475,SFO,250,13.97,81,-5.0,1.0
29112,4,15,4,UA,486,ORD,412,9.15,82,92.0,0.0
29113,3,4,5,UA,322,SFO,679,10.7,123,12.0,1.0
29114,1,12,2,UA,1224,ORD,678,9.5,116,66.0,0.0
29115,8,17,3,WN,300,SJC,569,11.42,105,-9.0,4.0
29116,7,16,6,UA,943,ORD,1745,15.08,258,182.0,0.0
29117,9,20,1,UA,1243,ORD,299,20.23,77,-4.0,0.0
29118,4,8,4,AA,2357,ORD,802,20.75,135,46.0,0.0
29119,0,8,2,WN,2005,TUS,365,16.17,75,45.0,6.0
29120,5,16,1,UA,125,ORD,2846,9.62,394,41.0,0.0
29121,6,14,1,AA,2276,ORD,867,11.08,140,-21.0,0.0
29122,6,23,3,WN,3424,TUS,365,20.42,70,7.0,6.0
29123,5,15,0,AA,333,LGA,733,13.42,150,59.0,3.0
29124,4,21,3,OO,6150,SFO,363,18.17,77,-11.0,1.0
29125,11,1,1,WN,2610,SJC,308,20.25,75,23.0,4.0
29126,9,26,0,AA,419,ORD,1236,10.33,195,10.0,0.0
29127,5,15,0,AA,133,JFK,2475,15.92,350,16.0,2.0
29128,1,18,1,WN,615,SJC,308,12.58,70,-1.0,4.0
29129,3,28,1,UA,138,SFO,1846,12.63,254,72.0,1.0
29130,3,14,1,UA,802,SJC,948,6.52,164,8.0,4.0
29131,1,17,0,AA,313,ORD,1726,11.5,265,34.0,0.0
29132,1,25,1,OO,6760,ORD,286,10.8,76,111.0,0.0
29133,4,2,5,AA,14,OGG,2486,21.17,310,19.0,7.0
29134,7,20,3,AA,127,JFK,2446,15.42,330,112.0,2.0
29135,8,14,0,B6,359,JFK,2465,18.25,393,25.0,2.0
29136,1,12,2,WN,367,SFO,414,16.08,85,3.0,1.0
29137,9,7,2,UA,693,LGA,733,18.98,163,30.0,3.0
29138,1,14,4,US,1953,ORD,599,13.98,118,29.0,0.0
29139,4,18,0,AA,1184,ORD,719,11.83,130,32.0,0.0
29140,6,30,3,OO,6104,ORD,177,10.88,63,-9.0,0.0
29141,9,10,5,HA,157,OGG,100,12.18,34,1.0,7.0
29142,11,21,0,AA,358,ORD,733,16.25,134,-13.0,0.0
29143,0,22,2,UA,133,SFO,337,7.75,82,21.0,1.0
29144,0,5,6,UA,914,SFO,2419,7.85,300,,1.0
29145,0,24,4,WN,1523,TUS,365,16.33,75,-2.0,6.0
29146,1,2,6,B6,139,JFK,1028,14.0,175,26.0,2.0
29147,9,22,3,HA,30,OGG,2640,14.5,325,18.0,7.0
29148,8,9,2,OH,6715,LGA,1011,14.5,183,109.0,3.0
29149,11,2,2,UA,714,SFO,1635,10.58,239,-27.0,1.0
29150,7,8,5,UA,1248,ORD,264,19.57,82,23.0,0.0
29151,11,16,2,OO,5906,ORD,316,16.07,80,,0.0
29152,5,14,6,UA,616,ORD,612,14.08,112,36.0,0.0
29153,4,14,3,AA,2242,SFO,337,16.17,85,-13.0,1.0
29154,10,19,3,WN,142,SFO,447,13.75,90,66.0,1.0
29155,10,10,1,OO,5889,ORD,84,13.17,44,-8.0,0.0
29156,10,2,0,US,658,SFO,2521,10.92,311,64.0,1.0
29157,6,5,6,WN,3431,SMF,480,14.33,85,-10.0,5.0
29158,5,9,1,UA,183,ORD,2846,15.53,394,-35.0,0.0
29159,4,27,2,AA,1733,ORD,1440,19.83,225,143.0,0.0
29160,3,4,5,US,570,SFO,651,9.17,117,-15.0,1.0
29161,1,29,5,OO,6752,ORD,607,6.0,104,2.0,0.0
29162,0,21,1,UA,1532,ORD,1005,13.17,153,100.0,0.0
29163,8,3,3,US,1753,ORD,599,13.92,115,-19.0,0.0
29164,3,28,1,B6,57,JFK,1028,10.83,179,32.0,2.0
29165,6,24,4,US,2189,LGA,214,20.0,74,26.0,3.0
29166,3,29,2,AA,2377,LGA,761,6.5,140,9.0,3.0
29167,5,29,0,OO,5855,ORD,462,12.37,98,-3.0,0.0
29168,4,27,2,B6,137,JFK,1074,18.5,203,154.0,2.0
29169,5,10,2,OO,5718,SFO,78,13.57,48,22.0,1.0
29170,6,8,2,OH,5127,JFK,425,8.67,122,-12.0,2.0
29171,6,8,2,UA,266,ORD,240,19.5,71,86.0,0.0
29172,5,8,0,WN,1757,SJC,386,19.92,80,-3.0,4.0
29173,4,20,2,US,2124,LGA,185,11.0,76,-9.0,3.0
29174,1,25,1,AA,759,LGA,1389,16.33,250,28.0,3.0
29175,0,15,2,OO,6387,SFO,421,21.42,78,7.0,1.0
29176,5,5,4,UA,266,ORD,240,19.5,71,109.0,0.0
29177,7,11,1,UA,23,JFK,2475,8.42,370,287.0,2.0
29178,4,15,4,WN,2579,TUS,451,6.08,85,-8.0,6.0
29179,11,19,5,AA,408,ORD,678,18.33,125,,0.0
29180,6,22,2,OO,6035,ORD,409,16.77,95,59.0,0.0
29181,5,20,5,UA,117,ORD,1721,20.75,262,10.0,0.0
29182,5,15,0,B6,1079,JFK,288,21.83,106,,2.0
29183,3,23,3,OH,5543,LGA,585,13.48,139,-30.0,3.0
29184,2,13,4,US,1247,LGA,544,8.25,125,-5.0,3.0
29185,9,6,1,B6,1010,JFK,187,14.92,83,-21.0,2.0
29186,11,5,5,UA,382,ORD,589,8.9,108,-5.0,0.0
29187,3,20,0,UA,620,ORD,612,16.0,108,26.0,0.0
29188,7,28,4,UA,884,ORD,678,17.83,136,19.0,0.0
29189,3,4,5,WN,466,SMF,480,14.58,85,18.0,5.0
29190,10,26,3,OO,4515,ORD,606,12.82,119,-14.0,0.0
29191,8,8,1,AA,2090,SFO,1464,11.0,210,27.0,1.0
29192,11,4,4,AA,2200,SMF,1431,6.08,205,43.0,5.0
29193,1,27,3,B6,145,JFK,1074,20.58,204,13.0,2.0
29194,11,23,2,US,2185,LGA,214,18.0,77,-11.0,3.0
29195,1,20,3,WN,3770,TUS,451,19.58,95,40.0,6.0
29196,0,15,2,OO,5557,SFO,77,9.17,43,79.0,1.0
29197,0,23,3,US,1630,SFO,2296,9.0,290,-20.0,1.0
29198,7,18,1,UA,870,SFO,1846,13.48,246,49.0,1.0
29199,4,27,2,AA,346,ORD,733,19.33,135,159.0,0.0
29200,6,6,0,UA,148,ORD,678,13.08,136,44.0,0.0
29201,3,11,5,UA,574,ORD,235,14.28,79,115.0,0.0
29202,2,20,4,WN,1315,SJC,188,20.67,55,40.0,4.0
29203,7,25,1,UA,839,JFK,2475,17.93,384,12.0,2.0
29204,3,10,4,OO,6215,ORD,654,19.83,111,105.0,0.0
29205,1,5,2,B6,917,JFK,740,16.33,180,17.0,2.0
29206,6,8,2,US,784,SFO,2296,22.42,301,20.0,1.0
29207,5,27,5,OO,6040,ORD,584,20.98,110,46.0,0.0
29208,5,4,3,OO,6150,SFO,363,18.17,77,-9.0,1.0
29209,7,10,0,AA,352,ORD,733,17.58,140,,0.0
29210,8,10,3,B6,1305,JFK,228,8.83,83,-13.0,2.0
29211,11,4,4,UA,1220,SJC,948,7.2,160,33.0,4.0
29212,4,31,6,AA,2250,SJC,1438,8.92,205,-15.0,4.0
29213,8,15,1,B6,8,JFK,301,14.67,91,15.0,2.0
29214,10,8,6,OO,5590,SFO,158,7.83,60,-1.0,1.0
29215,3,16,3,WN,1217,SFO,651,17.42,120,,1.0
29216,8,28,0,UA,74,SFO,2419,22.25,304,23.0,1.0
29217,10,25,2,AA,294,ORD,1197,9.25,185,-3.0,0.0
29218,3,30,3,UA,47,JFK,2475,9.5,373,19.0,2.0
29219,10,2,0,OO,5986,ORD,240,13.17,64,24.0,0.0
29220,6,21,1,OO,3914,SFO,599,16.08,108,68.0,1.0
29221,0,13,0,HA,545,OGG,100,17.67,34,,7.0
29222,9,3,5,OO,5474,SFO,250,8.98,78,54.0,1.0
29223,5,22,0,US,204,SMF,647,9.08,112,-13.0,5.0
29224,2,13,4,UA,594,ORD,606,6.45,114,29.0,0.0
29225,10,28,5,WN,2063,SMF,1790,6.08,235,18.0,5.0
29226,7,6,3,OO,5751,SFO,315,11.12,89,93.0,1.0
29227,5,12,4,B6,52,JFK,267,9.33,81,-1.0,2.0
29228,2,9,0,OH,5545,JFK,589,13.42,139,36.0,2.0
29229,5,15,0,OO,6588,SFO,192,13.77,63,-4.0,1.0
29230,6,4,5,B6,177,JFK,2153,8.42,316,44.0,2.0
29231,7,30,6,UA,562,SFO,550,14.83,100,-17.0,1.0
29232,9,24,5,AA,1031,ORD,1236,18.42,195,44.0,0.0
29233,2,13,4,AA,1472,SFO,1846,13.67,255,55.0,1.0
29234,5,28,6,OO,5966,ORD,174,7.95,56,-8.0,0.0
29235,0,11,5,OH,5161,LGA,866,13.78,177,121.0,3.0
29236,3,1,2,WN,329,SJC,386,20.0,80,-5.0,4.0
29237,1,15,5,WN,3073,SMF,373,12.17,80,-6.0,5.0
29238,3,4,5,WN,3083,TUS,747,8.08,145,-13.0,6.0
29239,11,9,2,UA,691,LGA,733,18.08,159,153.0,3.0
29240,9,7,2,WN,1548,SJC,333,17.58,70,11.0,4.0
29241,4,8,4,AA,2189,LGA,1097,7.5,175,23.0,3.0
29242,11,10,3,UA,896,ORD,606,13.27,121,28.0,0.0
29243,5,16,1,OO,6028,ORD,109,7.83,50,-7.0,0.0
29244,4,9,5,UA,734,ORD,412,13.83,86,23.0,0.0
29245,6,7,1,OO,5851,ORD,522,8.23,103,20.0,0.0
29246,6,30,3,OH,5613,JFK,541,13.98,135,68.0,2.0
29247,3,6,0,UA,1156,TUS,639,15.12,114,25.0,6.0
29248,1,18,1,OO,6529,ORD,109,13.42,54,13.0,0.0
29249,6,22,2,WN,2190,SFO,447,8.33,85,0.0,1.0
29250,10,16,0,OO,5761,SFO,315,20.3,88,-10.0,1.0
29251,5,12,4,OO,6081,ORD,585,20.08,114,55.0,0.0
29252,6,29,2,UA,506,SFO,679,20.77,117,57.0,1.0
29253,1,5,2,OH,5605,JFK,213,7.0,93,51.0,2.0
29254,3,4,5,AA,398,ORD,733,6.0,120,41.0,0.0
29255,9,12,0,WN,1017,SJC,342,21.08,80,-11.0,4.0
29256,9,29,3,WN,1452,SMF,358,20.25,70,0.0,5.0
29257,11,11,4,OO,5577,SMF,86,7.07,46,-10.0,5.0
29258,6,17,4,UA,399,LGA,1619,6.0,240,3.0,3.0
29259,8,7,0,B6,1061,JFK,1522,9.37,243,-20.0,2.0
29260,3,7,1,AA,599,LGA,1097,10.58,190,,3.0
29261,7,20,3,US,1896,ORD,599,7.75,113,-1.0,0.0
29262,0,8,2,UA,608,ORD,612,10.0,105,,0.0
29263,9,30,4,AA,1399,LGA,764,12.92,140,-30.0,3.0
29264,10,26,3,AA,2337,ORD,802,15.75,160,-12.0,0.0
29265,0,21,1,B6,357,JFK,2465,16.67,380,39.0,2.0
29266,5,12,4,AA,2317,ORD,802,10.83,140,30.0,0.0
29267,7,1,5,AA,787,LGA,1389,19.58,225,,3.0
29268,6,24,4,OO,5928,ORD,139,11.95,53,-7.0,0.0
29269,3,4,5,B6,11,JFK,1069,20.92,190,125.0,2.0
29270,7,19,2,OO,6380,SFO,522,10.73,95,30.0,1.0
29271,2,2,0,UA,119,SFO,337,16.0,84,52.0,1.0
29272,6,3,4,UA,314,ORD,412,21.55,86,18.0,0.0
29273,2,21,5,AA,1957,SFO,337,21.42,80,16.0,1.0
29274,0,7,1,OO,5937,ORD,160,14.75,56,95.0,0.0
29275,2,27,4,OO,5491,SFO,77,22.92,43,-12.0,1.0
29276,1,25,1,OO,3926,TUS,601,18.68,109,64.0,6.0
29277,1,16,6,AA,2375,ORD,1007,8.83,170,36.0,0.0
29278,4,15,4,UA,1530,ORD,1005,10.6,152,12.0,0.0
29279,4,28,3,UA,922,ORD,589,6.0,110,-7.0,0.0
29280,1,1,5,OO,6760,ORD,286,10.78,76,77.0,0.0
29281,1,22,5,UA,624,ORD,612,18.0,106,23.0,0.0
29282,11,2,2,WN,714,SFO,337,11.83,85,53.0,1.0
