,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
4391,2014,4,26,1130,-5,1344,-26,B6,N508JB,107,SEA,LGB,115,965,11,30
4392,2014,4,6,1506,-1,1836,-9,UA,N438UA,457,SEA,DEN,133,1024,15,6
4393,2014,11,30,1747,-8,1956,-6,OO,N224AG,3488,PDX,BUR,108,817,17,47
4394,2014,7,2,2304,-1,713,-16,AS,N423AS,24,SEA,BOS,286,2496,23,4
4395,2014,7,5,1157,-3,1256,1,AS,N613AS,684,SEA,GEG,38,224,11,57
4396,2014,8,21,652,-8,748,-6,OO,N815SK,4690,PDX,SEA,32,129,6,52
4397,2014,10,20,1353,3,1622,-13,AS,N625AS,123,SEA,FAI,188,1533,13,53
4398,2014,6,12,1743,0,1949,-10,UA,N814UA,587,SEA,SFO,101,679,17,43
4399,2014,11,10,1735,-10,1926,-24,VX,N622VA,759,SEA,SFO,95,679,17,35
4400,2014,11,8,950,0,1209,3,AS,N323AS,568,PDX,LAX,118,834,9,50
4401,2014,8,17,1014,10,1341,8,F9,N904FR,788,PDX,DEN,129,991,10,14
4402,2014,2,19,712,-3,913,-12,AS,N788AS,380,PDX,SFO,79,550,7,12
4403,2014,11,25,946,-4,1716,-24,AS,N514AS,764,PDX,DCA,259,2350,9,46
4404,2014,5,26,2256,-4,2346,-8,AS,N703AS,698,SEA,GEG,34,224,22,56
4405,2014,7,20,1014,-1,1317,6,DL,N674DL,1857,SEA,SLC,88,689,10,14
4406,2014,10,1,1306,17,2123,16,B6,N746JB,464,SEA,JFK,301,2422,13,6
4407,2014,11,6,811,1,1354,-1,AA,N590AA,1220,PDX,DFW,197,1616,8,11
4408,2014,3,9,1826,1,2109,-1,WN,N611SW,3424,SEA,PHX,150,1107,18,26
4409,2014,4,13,1751,-9,2013,-17,US,N672AW,577,PDX,PHX,120,1009,17,51
4410,2014,9,5,1122,-3,1409,-16,DL,N361NW,1857,SEA,SLC,89,689,11,22
4411,2014,12,11,1521,26,1915,39,AS,N453AS,650,SEA,PHX,157,1107,15,21
4412,2014,12,19,636,16,1228,10,UA,N66814,1237,SEA,ORD,204,1721,6,36
4413,2014,9,1,1016,6,1204,-6,AS,N626AS,382,PDX,SFO,80,550,10,16
4414,2014,4,10,1848,-7,2057,3,AS,N588AS,620,PDX,LAS,109,763,18,48
4415,2014,2,8,1015,0,1517,67,HA,N388HA,25,PDX,HNL,374,2603,10,15
4416,2014,1,31,2225,-5,2326,-12,OO,N568SW,5437,PDX,LMT,49,241,22,25
4417,2014,6,28,1748,-2,1952,-7,AS,N512AS,358,SEA,SFO,102,679,17,48
4418,2014,8,13,1859,-1,2104,2,OO,N611SK,4631,SEA,SJC,101,697,18,59
4419,2014,8,7,2035,0,2245,0,AS,N614AS,624,PDX,LAS,112,763,20,35
4420,2014,12,6,1629,-2,1912,-11,DL,N339NW,1457,SEA,SLC,87,689,16,29
4421,2014,1,4,1551,1,1801,-5,AS,N708AS,588,PDX,PSP,115,873,15,51
4422,2014,9,30,731,1,1521,5,DL,N125DL,1808,SEA,ATL,251,2182,7,31
4423,2014,4,17,823,-7,1101,-13,US,N626AW,471,SEA,PHX,138,1107,8,23
4424,2014,10,5,735,-5,951,-14,WN,N953WN,756,PDX,SAN,123,933,7,35
4425,2014,9,30,1203,23,1412,22,WN,N8615E,571,PDX,LAS,98,763,12,3
4426,2014,1,12,1602,2,1756,1,AS,N407AS,338,SEA,OAK,91,672,16,2
4427,2014,3,19,806,11,1022,8,AS,N613AS,522,SEA,BUR,118,937,8,6
4428,2014,8,28,1957,2,2225,-4,AS,N577AS,484,SEA,SAN,132,1050,19,57
4429,2014,8,18,1016,-4,1245,0,AS,N609AS,580,PDX,SNA,128,859,10,16
4430,2014,5,18,610,0,1147,-26,UA,N54711,1405,PDX,ORD,204,1739,6,10
4431,2014,2,28,810,-10,1348,-42,AA,N3EMAA,1236,SEA,ORD,185,1721,8,10
4432,2014,11,5,1305,-10,2043,-27,UA,N460UA,400,SEA,IAD,247,2306,13,5
4433,2014,9,5,1244,-1,1516,-14,WN,N741SA,156,SEA,SAN,140,1050,12,44
4434,2014,12,22,924,4,1736,-3,AS,N553AS,12,SEA,BOS,288,2496,9,24
4435,2014,12,29,1132,27,1327,22,WN,N205WN,1724,PDX,LAS,90,763,11,32
4436,2014,4,4,828,-2,1121,7,US,N633AW,471,SEA,PHX,147,1107,8,28
4437,2014,8,26,1048,58,1338,59,OO,N225AG,3492,PDX,SLC,93,630,10,48
4438,2014,6,23,2022,42,2159,34,WN,N729SW,205,SEA,SMF,83,605,20,22
4439,2014,4,13,1332,7,1529,-1,WN,N611SW,1716,SEA,SJC,101,697,13,32
4440,2014,8,3,1056,-4,1313,-8,AS,N518AS,564,PDX,LAX,116,834,10,56
4441,2014,12,3,602,2,838,-17,AS,N756AS,81,SEA,ANC,198,1448,6,2
4442,2014,10,29,1509,-1,1744,-7,AS,N431AS,650,SEA,PHX,138,1107,15,9
4443,2014,9,29,1037,-3,1219,-6,WN,N7702A,3129,PDX,SJC,85,569,10,37
4444,2014,7,21,2215,-5,621,-7,DL,N3762Y,1264,PDX,JFK,290,2454,22,15
4445,2014,2,17,949,-6,1313,-18,AS,N614AS,680,SEA,DEN,120,1024,9,49
4446,2014,5,25,1222,-13,1500,-10,AS,N791AS,135,PDX,ANC,201,1542,12,22
4447,2014,4,16,1739,-6,1940,-11,OO,N216AG,3488,PDX,BUR,108,817,17,39
4448,2014,3,4,2138,-2,2316,-5,AS,N530AS,372,SEA,SMF,79,605,21,38
4449,2014,1,30,1731,-7,1821,-5,OO,N586SW,5401,SEA,PDX,33,129,17,31
4450,2014,6,8,811,-4,1046,-7,AS,N319AS,482,SEA,LAX,126,954,8,11
4451,2014,8,9,948,-2,1811,-1,AS,N553AS,12,SEA,BOS,300,2496,9,48
4452,2014,7,12,801,-4,1026,1,WN,N265WN,2259,PDX,SAN,133,933,8,1
4453,2014,12,7,1639,-11,1930,10,AS,N613AS,514,SEA,SNA,144,978,16,39
4454,2014,6,1,804,-6,1006,-9,WN,N651SW,599,SEA,OAK,98,671,8,4
4455,2014,2,2,2301,1,154,-4,AS,N564AS,103,SEA,ANC,209,1448,23,1
4456,2014,11,18,1419,-6,1645,-1,OO,N606SK,4540,SEA,LAS,121,867,14,19
4457,2014,11,5,831,1,1254,-21,AS,N565AS,879,SEA,LIH,367,2701,8,31
4458,2014,6,15,614,-1,849,-6,AS,N546AS,470,SEA,SAN,135,1050,6,14
4459,2014,11,3,643,-7,823,-11,AS,N533AS,805,SEA,SMF,76,605,6,43
4460,2014,1,18,1750,-10,2126,-3,US,N659AW,577,PDX,PHX,125,1009,17,50
4461,2014,9,26,1207,0,2010,16,DL,N394DA,2527,SEA,ATL,269,2182,12,7
4462,2014,1,30,1320,-5,1557,-28,AS,N644AS,123,SEA,FAI,196,1533,13,20
4463,2014,2,25,1947,-8,2127,-11,AS,N518AS,404,PDX,SJC,87,569,19,47
4464,2014,5,30,1730,-5,1954,-1,AS,N795AS,562,PDX,LAX,119,834,17,30
4465,2014,6,24,655,-5,916,-16,OO,N803SK,4597,SEA,LAS,114,867,6,55
4466,2014,9,30,1003,78,1253,68,HA,N399HA,21,SEA,HNL,315,2677,10,3
4467,2014,9,2,1303,1,1511,-18,DL,N3745B,716,SEA,LAS,108,867,13,3
4468,2014,1,31,1817,-3,2024,-1,UA,N38467,1173,SEA,SFO,99,679,18,17
4469,2014,7,28,1928,3,2138,8,VX,N628VA,759,SEA,SFO,114,679,19,28
4470,2014,1,31,827,-3,1335,-10,DL,N586NW,588,SEA,MSP,166,1399,8,27
4471,2014,2,15,556,-4,828,-16,DL,N361NW,1831,PDX,SLC,77,630,5,56
4472,2014,6,14,736,-4,1509,-14,DL,N1613B,128,SEA,ATL,252,2182,7,36
4473,2014,7,1,2213,3,44,6,AS,N431AS,89,SEA,ANC,172,1448,22,13
4474,2014,9,29,1409,-6,1639,-5,B6,N527JB,407,SEA,LGB,124,965,14,9
4475,2014,7,29,1543,-2,1631,-9,AS,N795AS,67,SEA,KTN,91,680,15,43
4476,2014,7,9,1644,19,1823,13,WN,N648SW,1995,SEA,SMF,85,605,16,44
4477,2014,5,15,2152,-3,23,1,AS,N619AS,450,SEA,LAX,123,954,21,52
4478,2014,11,15,849,-6,1207,-15,US,N151UW,519,PDX,PHX,122,1009,8,49
4479,2014,5,1,1543,-7,1804,-3,AS,N614AS,584,PDX,SNA,125,859,15,43
4480,2014,11,5,1042,2,1426,-14,AS,N622AS,794,SEA,ABQ,146,1180,10,42
4481,2014,3,18,924,3,1019,6,OO,N582SW,5428,PDX,SEA,42,129,9,24
4482,2014,9,10,1524,-6,2307,-30,AS,N587AS,14,SEA,EWR,269,2402,15,24
4483,2014,9,11,1210,-5,1401,-14,WN,N613SW,433,SEA,OAK,97,671,12,10
4484,2014,9,25,1509,24,1835,25,WN,N8610A,173,PDX,DEN,130,991,15,9
4485,2014,6,18,1832,-3,1930,2,AS,N618AS,69,SEA,KTN,100,680,18,32
4486,2014,5,19,653,-4,1018,-12,AS,N525AS,676,SEA,DEN,128,1024,6,53
4487,2014,8,6,1026,13,1403,16,F9,N204FR,138,SEA,DEN,130,1024,10,26
4488,2014,4,29,858,-2,1057,-8,WN,N372SW,502,SEA,SJC,105,697,8,58
4489,2014,3,16,1452,37,2228,10,B6,N768JB,598,SEA,BOS,260,2496,14,52
4490,2014,7,2,935,105,1024,97,AS,N767AS,65,SEA,KTN,95,680,9,35
4491,2014,10,6,559,-1,854,-6,DL,N6703D,1634,SEA,SLC,86,689,5,59
4492,2014,5,17,2015,-5,2216,0,AS,N563AS,226,SEA,SJC,104,697,20,15
4493,2014,7,30,1719,14,2001,1,DL,N140LL,2237,SEA,HNL,320,2677,17,19
4494,2014,3,25,555,-5,806,-4,WN,N556WN,3956,PDX,LAS,112,763,5,55
4495,2014,6,1,2006,1,2236,-9,WN,N611SW,380,PDX,PHX,134,1009,20,6
4496,2014,11,28,2249,4,552,-18,DL,N827DN,503,PDX,ATL,221,2172,22,49
4497,2014,4,7,47,-4,555,-4,DL,N124DE,2487,SEA,MSP,164,1399,0,47
4498,2014,3,13,2315,-5,447,-3,AA,N3JXAA,1230,SEA,DFW,190,1660,23,15
4499,2014,9,14,2131,-1,508,-32,UA,N37277,1695,SEA,EWR,262,2402,21,31
4500,2014,8,30,1951,6,2222,14,DL,N808DN,2146,SEA,ANC,195,1448,19,51
4501,2014,6,2,2011,1,2114,13,AS,N708AS,694,SEA,GEG,37,224,20,11
4502,2014,10,21,601,1,1149,-1,AA,N3KBAA,1094,SEA,DFW,204,1660,6,1
4503,2014,8,8,2349,-1,532,2,AS,N570AS,660,SEA,DFW,201,1660,23,49
4504,2014,4,22,702,-8,944,2,AS,N548AS,644,PDX,PHX,141,1009,7,2
4505,2014,11,10,1627,-4,1914,-11,DL,N6713Y,128,SEA,SLC,87,689,16,27
4506,2014,8,13,1315,10,1900,4,AS,N579AS,664,SEA,DFW,201,1660,13,15
4507,2014,5,6,1502,-3,1806,15,AS,N564AS,650,SEA,PHX,160,1107,15,2
4508,2014,11,22,1454,-6,1817,-30,US,N838AW,484,SEA,PHX,127,1107,14,54
4509,2014,2,5,1347,42,1914,21,AS,N320AS,664,SEA,DFW,186,1660,13,47
4510,2014,6,18,2051,28,2318,5,US,N664AW,648,SEA,PHX,128,1107,20,51
4511,2014,6,12,2335,101,757,117,UA,N423UA,754,PDX,EWR,287,2434,23,35
4512,2014,4,17,1141,-4,1833,-25,DL,N816DN,2424,SEA,DTW,212,1927,11,41
4513,2014,6,10,1115,15,1350,23,AS,N559AS,91,SEA,ANC,196,1448,11,15
4514,2014,6,14,1410,19,2022,42,UA,N38451,1553,PDX,ORD,224,1739,14,10
4515,2014,7,31,2201,51,34,35,AS,N614AS,145,PDX,FAI,201,1640,22,1
4516,2014,3,16,1404,0,2014,-5,UA,N57439,1655,SEA,IAH,219,1874,14,4
4517,2014,5,29,1034,36,1237,26,UA,N820UA,814,SEA,SFO,99,679,10,34
4518,2014,4,11,1142,-3,1825,-33,DL,N815DN,2424,SEA,DTW,204,1927,11,42
4519,2014,4,9,558,-2,1254,-16,DL,N678DL,2488,SEA,DTW,212,1927,5,58
4520,2014,6,1,1129,-1,1422,-3,WN,N759GS,785,SEA,SLC,94,689,11,29
4521,2014,10,3,1121,6,1717,-28,WN,N8639B,4196,SEA,BNA,215,1978,11,21
4522,2014,4,1,1506,-4,1734,-6,US,N680AW,444,PDX,PHX,134,1009,15,6
4523,2014,5,9,1111,21,1328,32,AS,N791AS,310,SEA,SFO,103,679,11,11
4524,2014,3,31,820,0,953,-12,WN,N649SW,2618,PDX,OAK,83,543,8,20
4525,2014,8,1,1123,-2,1641,6,DL,N339NW,2200,PDX,MSP,175,1426,11,23
4526,2014,3,24,1832,-13,2110,-6,AS,N612AS,510,SEA,SNA,144,978,18,32
4527,2014,1,25,1844,-1,2112,-8,AS,N557AS,480,SEA,SAN,134,1050,18,44
4528,2014,10,16,1201,1,1435,5,AS,N413AS,460,SEA,LAX,133,954,12,1
4529,2014,7,17,1127,22,1703,13,WN,N8324A,289,SEA,STL,199,1709,11,27
4530,2014,6,30,1101,1,1851,-7,US,N112US,2092,SEA,CLT,269,2279,11,1
4531,2014,6,5,2233,-2,123,5,AS,N407AS,143,PDX,ANC,209,1542,22,33
4532,2014,2,13,2157,-3,22,-34,AS,N423AS,117,SEA,ANC,186,1448,21,57
4533,2014,2,28,656,1,1000,35,AS,N408AS,470,SEA,LAX,157,954,6,56
4534,2014,7,20,1359,-1,1956,6,AA,N3HKAA,2318,SEA,DFW,204,1660,13,59
4535,2014,12,12,1329,4,1706,9,AS,N612AS,682,SEA,DEN,137,1024,13,29
4536,2014,9,15,1027,-10,1400,-13,UA,N562UA,765,SEA,DEN,123,1024,10,27
4537,2014,4,11,2109,-1,2355,5,UA,N69813,1603,SEA,ANC,212,1448,21,9
4538,2014,4,21,2307,-3,123,-27,AS,N408AS,125,SEA,ANC,177,1448,23,7
4539,2014,3,1,700,5,1245,7,AS,N413AS,668,SEA,DFW,196,1660,7,0
4540,2014,11,11,1055,-5,1427,-7,UA,N489UA,235,SEA,DEN,130,1024,10,55
4541,2014,2,12,2227,-3,2345,7,OO,N582SW,5437,PDX,LMT,63,241,22,27
4542,2014,6,4,1203,-4,1251,1,OO,N294SW,5325,PDX,RDM,32,116,12,3
4543,2014,12,31,641,1,815,-5,VX,N851VA,805,PDX,SFO,79,550,6,41
4544,2014,1,27,555,-5,1138,-12,AA,N3BUAA,1094,SEA,DFW,189,1660,5,55
4545,2014,12,12,1127,2,1513,21,US,N669AW,574,PDX,PHX,150,1009,11,27
4546,2014,7,19,1929,-9,2254,-9,F9,N220FR,794,PDX,DEN,127,991,19,29
4547,2014,4,13,1214,-3,1448,-16,AS,N532AS,658,SEA,TUS,142,1216,12,14
4548,2014,10,10,2346,-4,219,-12,AS,N768AS,121,SEA,ANC,199,1448,23,46
4549,2014,9,22,2003,-2,2235,-5,VX,N624VA,798,SEA,LAX,127,954,20,3
4550,2014,12,22,1701,61,1754,54,AS,N644AS,696,SEA,GEG,36,224,17,1
4551,2014,5,28,1433,-7,1719,3,AS,N792AS,494,SEA,SAN,147,1050,14,33
4552,2014,9,10,1507,-3,1726,-16,US,N644AW,628,PDX,PHX,126,1009,15,7
4553,2014,2,27,1313,-7,2049,-21,US,N123UW,1805,SEA,CLT,258,2279,13,13
4554,2014,1,1,817,-3,1158,-7,WN,N379SW,253,SEA,ABQ,138,1180,8,17
4555,2014,11,26,1521,-4,1733,-1,AS,N462AS,308,SEA,SFO,106,679,15,21
4556,2014,10,19,643,-2,728,-9,OO,N187PQ,4603,PDX,SEA,31,129,6,43
4557,2014,12,23,1009,6,1300,4,DL,N6715C,1857,SEA,SLC,84,689,10,9
4558,2014,11,28,927,-3,1639,-30,AS,N467AS,746,SEA,ATL,234,2182,9,27
4559,2014,12,23,2315,45,735,75,US,N536UW,702,SEA,PHL,297,2378,23,15
4560,2014,11,15,1852,7,2223,-2,AS,N440AS,630,SEA,PHX,131,1107,18,52
4561,2014,8,2,1524,9,1742,-4,AS,N408AS,101,SEA,ANC,180,1448,15,24
4562,2014,2,14,1034,-1,1254,-31,AS,N518AS,127,SEA,ANC,187,1448,10,34
4563,2014,8,29,1637,-8,1912,-23,WN,N703SW,573,SEA,PHX,138,1107,16,37
4564,2014,12,24,806,1,1048,3,OO,N632SK,4476,SEA,PSP,133,987,8,6
4565,2014,11,23,1552,-8,1643,-6,OO,N603SK,4611,SEA,PDX,28,129,15,52
4566,2014,6,3,1410,-4,2016,-4,UA,N481UA,998,SEA,ORD,202,1721,14,10
4567,2014,8,17,2117,22,2347,21,AS,N518AS,534,SEA,ONT,129,956,21,17
4568,2014,6,16,1723,53,1942,52,WN,N376SW,1498,PDX,SAN,120,933,17,23
4569,2014,3,13,645,-5,1148,-12,AS,N584AS,36,SEA,MSP,169,1399,6,45
4570,2014,6,21,701,1,1200,-11,DL,N594NW,2314,SEA,MSP,162,1399,7,1
4571,2014,2,3,1237,212,2040,206,AS,N423AS,8,SEA,EWR,281,2402,12,37
4572,2014,10,5,1516,3,1833,-21,UA,N34460,1603,SEA,DEN,122,1024,15,16
4573,2014,6,8,2207,72,29,66,AS,N613AS,534,SEA,ONT,126,956,22,7
4574,2014,9,4,1250,39,1840,23,UA,N14242,1081,PDX,IAH,217,1825,12,50
4575,2014,8,1,1538,-2,1741,1,AS,N713AS,322,SEA,SJC,107,697,15,38
4576,2014,1,19,1908,-2,1955,-7,OO,N294SW,5305,PDX,SEA,38,129,19,8
4577,2014,10,18,541,1,901,-5,UA,N76517,1115,PDX,DEN,122,991,5,41
4578,2014,4,5,921,1,1730,-9,AS,N529AS,30,PDX,BOS,292,2537,9,21
4579,2014,8,1,1444,-6,1737,13,AS,N794AS,538,SEA,ONT,142,956,14,44
4580,2014,4,17,1424,-6,1629,-3,AS,N625AS,316,SEA,SFO,103,679,14,24
4581,2014,7,21,742,-8,1316,-19,AA,N4YLAA,1220,PDX,DFW,193,1616,7,42
4582,2014,2,6,525,-5,746,2,OO,N874AS,5268,SEA,SFO,106,679,5,25
4583,2014,6,27,1754,-6,2012,-23,US,N626AW,496,PDX,PHX,121,1009,17,54
4584,2014,10,1,743,-2,1507,-19,DL,N139DL,108,SEA,ATL,246,2182,7,43
4585,2014,10,3,2342,-3,503,-22,AA,N3GXAA,1230,SEA,DFW,187,1660,23,42
4586,2014,12,12,2342,-8,224,-21,AS,N763AS,121,SEA,ANC,209,1448,23,42
4587,2014,8,14,622,-3,850,-10,WN,N788SA,1927,PDX,PHX,133,1009,6,22
4588,2014,7,26,1313,-2,1411,0,OO,N580SW,5433,SEA,PDX,36,129,13,13
4589,2014,11,22,813,-2,1547,-21,AS,N531AS,4,SEA,DCA,256,2329,8,13
4590,2014,7,6,2001,6,2138,1,AS,N581AS,404,PDX,SJC,83,569,20,1
4591,2014,10,26,1413,-7,1633,-5,OO,N223AG,3482,SEA,SBA,114,908,14,13
4592,2014,7,18,2306,-9,617,-5,DL,N809DN,394,PDX,DTW,229,1953,23,6
4593,2014,7,25,2118,-2,459,-24,B6,N554JB,264,SEA,JFK,265,2422,21,18
4594,2014,10,17,947,-3,1227,-12,OO,N227AG,3492,PDX,SLC,86,630,9,47
4595,2014,6,19,1749,4,2006,1,AS,N546AS,562,PDX,LAX,119,834,17,49
4596,2014,10,5,1807,-3,2103,-7,OO,N225AG,3458,SEA,SLC,95,689,18,7
4597,2014,7,29,709,-6,918,-2,AS,N462AS,338,SEA,SJC,104,697,7,9
4598,2014,6,11,1224,9,1440,-5,DL,N3756,2436,SEA,ANC,179,1448,12,24
4599,2014,7,20,843,13,1419,-6,UA,N492UA,722,PDX,ORD,202,1739,8,43
4600,2014,7,1,556,-4,1129,-16,AA,N202AA,1534,PDX,DFW,195,1616,5,56
4601,2014,10,19,1025,-5,1523,-12,OO,N223AG,3468,SEA,OMA,161,1368,10,25
4602,2014,12,11,1012,-8,1229,13,AS,N584AS,346,SEA,OAK,120,671,10,12
4603,2014,12,3,824,-6,1634,-41,AS,N551AS,774,SEA,TPA,287,2520,8,24
4604,2014,11,2,1105,-5,1232,-19,AS,N526AS,75,SEA,JNU,131,909,11,5
4605,2014,3,16,1619,-11,1824,-21,OO,N224AG,3462,PDX,ONT,110,838,16,19
4606,2014,7,30,1026,-4,1618,-2,AS,N533AS,686,PDX,ORD,211,1739,10,26
4607,2014,2,17,1111,6,1250,5,WN,N479WN,780,PDX,OAK,85,543,11,11
4608,2014,8,14,1609,56,1949,64,UA,N25705,1462,PDX,DEN,133,991,16,9
4609,2014,6,13,600,0,1137,-8,AA,N4YFAA,1534,PDX,DFW,195,1616,6,0
4610,2014,5,27,806,-9,1036,2,AS,N594AS,600,SEA,LAS,129,867,8,6
4611,2014,9,14,2256,-4,116,-15,AS,N302AS,119,SEA,ANC,180,1448,22,56
4612,2014,7,20,927,-8,1210,-15,OO,N224AG,3466,PDX,TUS,146,1119,9,27
4613,2014,3,3,1850,5,1951,7,AS,N713AS,69,SEA,KTN,100,680,18,50
4614,2014,7,14,1758,-2,2024,-11,US,N565UW,549,PDX,PHX,131,1009,17,58
4615,2014,8,6,1453,-2,2039,-16,WN,N8625A,2463,PDX,MDW,217,1751,14,53
4616,2014,5,18,825,-5,1131,-4,AS,N570AS,861,SEA,OGG,343,2640,8,25
4617,2014,10,13,1851,-4,2038,-6,AS,N625AS,386,PDX,SFO,88,550,18,51
4618,2014,12,13,1852,2,2103,-16,AS,N622AS,510,SEA,SNA,118,978,18,52
4619,2014,10,20,1043,23,1659,32,AS,N303AS,730,SEA,IAH,228,1874,10,43
4620,2014,8,20,2331,-4,745,-2,B6,N585JB,96,PDX,BOS,295,2537,23,31
4621,2014,8,29,2319,-6,439,-26,AA,N3AWAA,1230,SEA,DFW,185,1660,23,19
4622,2014,7,2,1659,-1,1904,-1,VX,N838VA,755,SEA,SFO,106,679,16,59
4623,2014,1,14,1547,52,NA,NA,AS,N525AS,67,SEA,KTN,NA,680,15,47
4624,2014,1,28,1204,-2,1752,-13,UA,N444UA,217,PDX,IAH,205,1825,12,4
4625,2014,11,29,1327,-3,1656,-4,WN,N470WN,1033,PDX,PHX,132,1009,13,27
4626,2014,4,3,1855,-10,2101,1,AS,N615AS,386,PDX,SFO,84,550,18,55
4627,2014,7,8,2120,0,511,-12,B6,N703JB,264,SEA,JFK,273,2422,21,20
4628,2014,9,29,1325,-5,1558,-2,AS,N794AS,472,SEA,LAX,124,954,13,25
4629,2014,4,15,554,-6,1130,-30,AA,N3GKAA,2240,SEA,ORD,195,1721,5,54
4630,2014,11,1,1019,-1,1306,4,DL,N319NB,2189,PDX,SLC,90,630,10,19
4631,2014,11,24,1813,2,2036,-19,UA,N26208,1111,SEA,LAX,116,954,18,13
4632,2014,3,12,1217,-2,1354,-6,UA,N804UA,353,PDX,SFO,82,550,12,17
4633,2014,1,8,1851,11,2106,3,OO,N693CA,4745,SEA,LAS,112,867,18,51
4634,2014,9,4,1901,-4,2233,-7,WN,N621SW,124,SEA,DEN,130,1024,19,1
4635,2014,8,30,1955,0,2137,-19,OO,N223AG,3448,SEA,FAT,88,748,19,55
4636,2014,2,10,1716,51,1956,31,AS,N792AS,85,SEA,ANC,197,1448,17,16
4637,2014,8,15,558,-2,1129,-16,AA,N554AA,1534,PDX,DFW,190,1616,5,58
4638,2014,8,13,1259,-1,1439,-6,WN,N372SW,775,PDX,SJC,87,569,12,59
4639,2014,3,27,1146,1,1919,20,DL,N812DN,2424,SEA,DTW,248,1927,11,46
4640,2014,2,6,708,28,1030,22,AS,N618AS,646,PDX,PHX,127,1009,7,8
4641,2014,5,28,749,-1,1038,5,AS,N614AS,634,SEA,PHX,147,1107,7,49
4642,2014,7,15,1141,61,1535,79,UA,N73299,1638,SEA,DEN,146,1024,11,41
4643,2014,1,18,1309,-1,1548,-2,WN,N708SW,3149,PDX,SLC,84,630,13,9
4644,2014,6,14,636,-4,856,-7,AS,N627AS,558,PDX,LAX,116,834,6,36
4645,2014,9,30,1837,-3,2213,-2,OO,N218AG,3498,SEA,COS,135,1068,18,37
4646,2014,6,2,824,-6,1422,-3,AS,N577AS,28,SEA,ORD,208,1721,8,24
4647,2014,8,21,811,-4,857,-6,AS,N778AS,420,SEA,PDX,24,129,8,11
4648,2014,12,14,757,-3,1029,-6,OO,N227AG,3472,SEA,LGB,131,965,7,57
4649,2014,3,31,655,-15,911,-2,AS,N619AS,626,PDX,LAS,109,763,6,55
4650,2014,9,13,1159,16,1759,-2,UA,N68802,1246,SEA,IAH,218,1874,11,59
4651,2014,10,10,731,-4,1545,-14,AS,N464AS,30,PDX,BOS,298,2537,7,31
4652,2014,2,9,2320,0,615,-14,DL,N806DN,2357,SEA,DTW,206,1927,23,20
4653,2014,5,26,1740,-5,2016,-23,US,N565UW,600,SEA,PHX,137,1107,17,40
4654,2014,11,21,746,-4,1606,5,AS,N532AS,30,PDX,BOS,292,2537,7,46
4655,2014,5,29,1101,36,1700,30,AS,N613AS,686,PDX,ORD,214,1739,11,1
4656,2014,4,26,1251,-9,1514,-15,AS,N786AS,552,SEA,PSP,120,987,12,51
4657,2014,4,20,1235,-5,1818,-12,AS,N529AS,692,SEA,SAT,209,1774,12,35
4658,2014,7,10,1115,55,1339,74,VX,N849VA,753,SEA,SFO,109,679,11,15
4659,2014,4,4,1029,-6,1630,0,AS,N307AS,686,PDX,ORD,208,1739,10,29
4660,2014,10,2,600,-5,757,-4,AS,N590AS,342,SEA,OAK,95,671,6,0
4661,2014,3,26,957,7,1810,0,AS,N569AS,12,SEA,BOS,291,2496,9,57
4662,2014,2,12,651,-4,1235,-3,AS,N403AS,668,SEA,DFW,182,1660,6,51
4663,2014,5,11,1443,-2,2024,-16,AA,N438AA,157,PDX,DFW,199,1616,14,43
4664,2014,6,4,1111,-4,1928,-6,DL,N702TW,2596,SEA,JFK,281,2422,11,11
4665,2014,6,15,2127,12,2356,12,AS,N557AS,113,SEA,ANC,193,1448,21,27
4666,2014,9,24,1212,12,1312,16,AS,N713AS,684,SEA,GEG,39,224,12,12
4667,2014,12,1,1425,0,1603,-3,AS,N546AS,362,SEA,SMF,82,605,14,25
4668,2014,11,30,1556,3,2333,-37,UA,N24212,1710,SEA,EWR,256,2402,15,56
4669,2014,1,9,1906,1,2109,-1,VX,N526VA,759,SEA,SFO,97,679,19,6
4670,2014,11,14,2113,18,2326,8,AS,N607AS,534,SEA,ONT,117,956,21,13
4671,2014,4,8,1840,-5,2119,4,AS,N612AS,510,SEA,SNA,141,978,18,40
4672,2014,12,29,954,-6,1356,-9,HA,N396HA,29,SEA,OGG,341,2640,9,54
4673,2014,10,16,1719,-6,1803,-12,OO,N814SK,4546,SEA,PDX,25,129,17,19
4674,2014,6,30,957,-3,1514,-4,AS,N577AS,756,SEA,MCI,181,1489,9,57
4675,2014,11,26,2242,-3,537,-42,DL,N826DN,1135,SEA,ATL,219,2182,22,42
4676,2014,6,15,710,-5,934,-36,AS,N423AS,833,PDX,HNL,311,2603,7,10
4677,2014,7,12,1845,35,2103,32,B6,N662JB,1621,PDX,LGB,122,846,18,45
4678,2014,8,16,35,10,623,-9,UA,N39450,1010,SEA,IAH,214,1874,0,35
4679,2014,3,11,1016,-9,1400,4,AS,N609AS,672,SEA,DEN,138,1024,10,16
4680,2014,1,29,1247,41,1820,15,UA,N490UA,277,PDX,IAH,193,1825,12,47
4681,2014,9,16,652,2,859,4,OO,N632SK,4657,SEA,SJC,108,697,6,52
4682,2014,11,22,606,-4,701,-1,OO,N633SK,4825,PDX,SEA,34,129,6,6
