,tailnum,year,type,manufacturer,model,engines,seats,speed,engine
1278,N586NW,2002,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1279,N586SW,1999,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
1280,N586UW,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1281,N587AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1282,N587HA,2002,Fixed wing multi engine,BOEING,767-33A,2,330,NA,Turbo-fan
1283,N587JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1284,N587NW,2002,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1285,N587UW,2014,Fixed wing multi engine,AIRBUS,A321-231,2,379,NA,Turbo-fan
1286,N588AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1287,N588HA,2002,Fixed wing multi engine,BOEING,767-3CB,2,300,NA,Turbo-jet
1288,N588JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1289,N588NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1290,N589AS,2007,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1291,N589JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1292,N589NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1293,N590AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1294,N590AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1295,N590HA,2002,Fixed wing multi engine,BOEING,767-3CB,2,300,NA,Turbo-jet
1296,N590JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1297,N590NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1298,N591JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1299,N591NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1300,N592AA,1991,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1301,N592AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1302,N592HA,2003,Fixed wing multi engine,BOEING,767-3CB,2,300,NA,Turbo-jet
1303,N592JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1304,N592NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1305,N593AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1306,N593JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1307,N593ML,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1308,N593NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1309,N594AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1310,N594AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1311,N594HA,1986,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
1312,N594JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1313,N594NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1314,N594SW,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1315,N595AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1316,N595JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1317,N595NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1318,N596AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1319,N596AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1320,N596NW,2003,Fixed wing multi engine,BOEING,757-351,2,275,NA,Turbo-jet
1321,N597AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1322,N597AS,2008,Fixed wing multi engine,BOEING,737-890,2,149,NA,Turbo-fan
1323,N597JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1324,N597UA,1998,Fixed wing multi engine,BOEING,757-222,2,178,NA,Turbo-jet
1325,N598AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1326,N598JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1327,N599AA,1992,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
1328,N599JB,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1329,N600WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1330,N601AW,2003,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1331,N601WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1332,N602AW,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1333,N602SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1334,N603DL,1984,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1335,N603JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1336,N603QX,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1337,N603SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1338,N603SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1339,N604AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1340,N604SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1341,N604SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1342,N605JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1343,N605SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1344,N606JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1345,N606SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1346,N606SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1347,N607AS,1999,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1348,N607JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1349,N607SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1350,N607SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1351,N608JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1352,N608SK,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1353,N608SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1354,N609AS,1999,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1355,N609DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1356,N609SK,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1357,N609SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1358,N610DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1359,N610WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1360,N611AS,1999,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1361,N611SK,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1362,N611SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1363,N612AS,1999,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1364,N612DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1365,N612JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1366,N612SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1367,N613AS,1999,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1368,N613DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1369,N613JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1370,N613QX,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1371,N613SK,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1372,N613SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1373,N614AS,1999,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1374,N614DL,1985,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1375,N614SK,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1376,N614SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1377,N615AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1378,N615DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1379,N615JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1380,N615SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1381,N616DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1382,N616QX,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1383,N616SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1384,N617DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1385,N617QX,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1386,N617SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1387,N618AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1388,N618DL,1986,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1389,N618JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1390,N618WN,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1391,N619AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1392,N619SW,1995,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1393,N620SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1394,N621AA,1975,Fixed wing single engine,CESSNA,172M,1,4,108,4 Cycle
1395,N621AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1396,N621JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1397,N621SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1398,N621VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1399,N622AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1400,N622AS,2000,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1401,N622AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1402,N622SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1403,N622VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1404,N623AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1405,N623DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1406,N623JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1407,N623SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1408,N623VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1409,N624AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1410,N624AG,1993,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
1411,N624AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1412,N624JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1413,N624SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1414,N624VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1415,N625AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1416,N625AS,2001,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1417,N625CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1418,N625JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1419,N625SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1420,N625VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1421,N626AS,2001,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1422,N626AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1423,N626SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1424,N626VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1425,N627AS,2001,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1426,N627DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1427,N627JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1428,N627SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1429,N627VA,2006,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1430,N628AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1431,N628SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1432,N628VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1433,N629JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1434,N629SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1435,N629VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1436,N630AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1437,N630JB,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1438,N630SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1439,N630VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1440,N630WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1441,N631AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1442,N631AW,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1443,N631SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1444,N631SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1445,N631VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1446,N632JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1447,N632SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1448,N632SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1449,N632VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1450,N633AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1451,N633AW,1989,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1452,N633DL,1987,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1453,N633JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1454,N633SK,2011,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1455,N633SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1456,N633VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1457,N634AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1458,N634JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1459,N634SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1460,N634VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1461,N635AA,1990,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1462,N635DL,1988,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1463,N635JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1464,N635SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1465,N635VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1466,N636JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1467,N636VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1468,N636WN,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1469,N637AW,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1470,N637JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1471,N637SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1472,N637VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1473,N63820,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1474,N638JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1475,N638SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1476,N638VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1477,N639AA,1991,Fixed wing multi engine,BOEING,757-223,2,178,NA,Turbo-fan
1478,N639JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1479,N639SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1480,N639VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1481,N640AW,1994,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1482,N640JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1483,N640SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1484,N640VA,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1485,N641CA,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
1486,N641JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1487,N641SW,1996,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1488,N641VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1489,N642VA,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
1490,N642WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1491,N643DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1492,N643JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1493,N643SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1494,N644AS,2003,Fixed wing multi engine,BOEING,737-790,2,151,NA,Turbo-jet
1495,N644AW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-231,2,182,NA,Turbo-jet
1496,N644DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1497,N644JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1498,N644SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1499,N645JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1500,N645SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1501,N646DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1502,N646JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1503,N646SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1504,N647AW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1505,N647SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1506,N64809,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1507,N648AW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1508,N648DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1509,N648JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1510,N648SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1511,N649AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1512,N649DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1513,N649JB,2006,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1514,N649SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1515,N650AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1516,N650DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1517,N650SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1518,N651AW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1519,N651DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1520,N651JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1521,N651SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1522,N652AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1523,N652BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
1524,N652DL,1989,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1525,N652JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1526,N652SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1527,N653AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1528,N653JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1529,N653SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1530,N653UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
1531,N654AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1532,N654DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1533,N654SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1534,N655AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1535,N655DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1536,N655JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1537,N655UA,1992,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
1538,N655WN,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1539,N656AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1540,N656JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1541,N656SW,1997,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
1542,N657AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1543,N657JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1544,N657SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,NA,Turbo-fan
1545,N65832,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
1546,N658AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1547,N658DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1548,N658JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1549,N658SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,NA,Turbo-fan
1550,N659AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1551,N659DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1552,N659JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
1553,N659SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,NA,Turbo-fan
1554,N660AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
1555,N660DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
1556,N660SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,NA,Turbo-fan
1557,N660UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
1558,N661AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
