,Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
2219,233,164,203,933,902
2220,258,189,257,882,864
2221,236,166,209,903,871
2222,267,190,248,944,920
2223,203,179,245,971,908
2224,222,182,225,958,919
2225,295,177,220,779,755
2226,221,172,206,833,817
2227,223,165,203,842,799
2228,200,162,209,918,861
2229,282,180,235,832,816
2230,228,170,223,834,802
2231,215,182,237,891,846
2232,230,180,246,785,780
2233,261,175,231,865,834
2234,240,172,242,879,845
2235,236,180,245,916,883
2236,227,176,211,922,870
2237,233,172,214,803,781
2238,214,185,248,962,912
2239,235,179,248,918,877
2240,270,180,240,824,790
2241,225,177,228,954,914
2242,240,175,233,957,924
2243,275,171,208,796,781
2244,185,178,222,952,883
2245,249,185,233,901,893
2246,279,198,240,1039,968
2247,243,178,208,926,848
2248,255,180,225,874,833
2249,252,184,220,752,755
2250,219,190,251,1012,957
2251,195,164,220,816,796
2252,233,189,223,910,862
2253,260,189,245,873,822
2254,265,174,216,903,870
2255,228,162,207,852,813
2256,269,185,247,890,854
2257,239,165,227,836,813
2258,238,165,218,852,836
2259,229,172,235,864,834
2260,263,175,239,863,850
2261,287,178,254,796,797
2262,236,168,241,900,860
2263,232,173,242,859,866
2264,226,170,233,825,798
2265,263,169,223,844,822
2266,287,164,227,921,875
2267,259,175,223,877,858
2268,203,166,238,940,870
2269,247,188,244,916,869
2270,227,162,222,805,785
2271,247,178,234,856,847
2272,256,169,224,884,860
2273,194,167,224,870,826
2274,253,177,247,870,845
2275,248,174,228,877,851
2276,293,177,230,954,891
2277,233,187,227,941,917
2278,250,180,233,865,873
2279,256,179,231,811,806
2280,255,174,243,881,815
2281,240,173,224,861,840
2282,227,177,215,912,890
2283,273,168,215,826,805
2284,240,173,227,869,863
2285,208,171,213,885,829
2286,223,171,218,829,812
2287,244,180,247,863,856
2288,226,196,247,871,846
2289,230,178,235,828,824
2290,190,176,248,933,891
2291,253,175,226,901,914
2292,184,183,260,985,949
2293,225,191,241,1015,973
2294,268,171,207,940,878
2295,232,177,238,865,826
2296,230,170,209,888,821
2297,264,160,206,881,841
2298,248,172,218,858,812
2299,247,168,220,924,861
2300,183,174,232,1056,993
2301,272,180,252,953,890
2302,256,175,213,914,861
2303,228,171,207,915,868
2304,274,169,227,880,847
2305,293,169,207,875,812
2306,250,175,226,938,897
2307,261,175,223,938,889
2308,278,182,240,908,845
2309,259,195,260,893,828
2310,272,184,254,921,885
2311,260,180,252,900,870
2312,325,200,258,922,868
2313,258,170,220,906,877
2314,230,174,215,877,829
2315,218,180,245,873,831
2316,202,180,217,894,844
2317,224,180,217,936,873
2318,233,167,217,941,884
2319,298,179,236,862,819
2320,260,170,228,890,863
2321,315,171,242,777,713
2322,199,169,222,877,858
2323,224,165,217,837,807
2324,285,172,227,808,772
2325,240,187,246,985,911
2326,268,170,242,850,821
2327,190,185,239,968,942
2328,200,181,236,919,876
2329,269,173,235,849,840
2330,185,167,221,966,907
2331,184,179,216,998,966
2332,222,184,216,858,820
2333,241,195,278,936,903
2334,258,165,204,864,830
2335,239,167,223,839,824
2336,275,167,233,843,813
2337,222,184,250,968,932
2338,281,176,220,909,861
2339,227,177,247,815,775
2340,233,158,201,830,802
2341,210,187,220,884,835
2342,233,185,244,946,881
2343,245,183,241,844,801
2344,255,176,233,883,842
2345,232,180,231,965,925
2346,266,173,227,930,858
2347,230,171,213,897,882
2348,199,190,253,917,907
2349,256,168,238,911,848
2350,270,187,253,824,758
2351,216,173,223,836,834
2352,174,167,215,929,853
2353,239,167,215,878,869
2354,278,176,241,893,845
2355,244,168,219,855,789
2356,251,169,212,826,776
2357,206,172,215,1039,960
2358,215,168,217,869,822
2359,212,177,226,896,845
2360,326,186,252,913,858
2361,227,171,218,892,854
2362,253,181,234,871,796
2363,230,182,244,951,866
2364,184,172,222,931,893
2365,274,187,236,915,842
2366,285,194,244,880,832
2367,259,172,231,850,814
2368,179,176,238,914,894
2369,250,182,230,885,854
2370,253,160,213,828,772
2371,226,165,204,883,844
2372,261,177,238,874,831
2373,265,181,239,927,916
2374,276,160,205,779,745
2375,254,173,230,858,825
2376,291,182,244,896,855
2377,224,171,216,902,881
2378,221,163,220,849,820
2379,214,177,222,908,865
2380,256,195,240,993,946
2381,246,182,238,983,930
2382,263,172,235,820,795
2383,252,182,223,902,835
2384,237,181,212,890,856
2385,191,180,215,1002,946
2386,227,174,221,1000,957
2387,224,190,231,1044,1031
2388,328,211,267,907,828
2389,220,168,237,842,816
2390,258,176,211,860,821
2391,263,172,226,872,816
2392,170,163,223,927,899
2393,209,159,205,853,819
2394,238,177,215,859,825
2395,236,170,238,809,811
2396,227,190,224,918,870
2397,260,170,207,842,830
2398,260,180,245,905,851
2399,262,186,227,878,849
2400,278,176,226,868,860
2401,254,198,252,883,842
2402,234,174,215,980,955
2403,302,174,218,889,842
2404,240,162,213,904,876
2405,250,190,231,838,799
2406,270,167,234,889,852
2407,242,175,227,899,906
2408,297,188,252,864,867
2409,240,175,220,848,836
2410,244,180,222,925,900
2411,267,180,246,875,819
2412,252,182,244,857,833
2413,254,184,222,962,933
2414,273,181,254,943,896
2415,216,180,228,1002,947
2416,197,158,202,949,908
2417,225,182,233,938,898
2418,233,181,233,904,851
2419,196,172,217,962,911
2420,300,178,255,861,817
2421,270,178,228,1014,976
2422,256,165,229,849,836
2423,223,176,216,940,883
2424,183,168,207,834,817
2425,225,163,226,848,838
2426,223,178,247,912,860
2427,282,168,224,878,858
2428,272,175,236,841,825
2429,243,167,225,895,877
2430,247,175,214,829,796
2431,267,162,227,885,866
2432,261,174,257,899,858
2433,243,169,224,882,837
2434,230,184,254,859,845
2435,226,172,230,884,875
2436,264,194,253,906,866
2437,256,182,227,837,800
2438,301,157,209,854,810
2439,244,171,231,869,826
2440,197,169,218,979,944
2441,199,165,215,826,782
2442,245,172,221,869,830
2443,240,167,222,960,924
2444,212,178,226,913,887
2445,256,182,255,833,855
2446,212,160,206,836,793
2447,220,170,222,902,886
2448,212,180,236,919,864
2449,240,175,225,880,842
2450,183,169,220,851,840
2451,212,158,210,836,813
2452,237,173,222,779,761
2453,268,183,217,945,917
2454,225,177,218,861,827
2455,233,173,220,934,872
2456,269,176,216,899,874
2457,227,167,207,894,865
2458,255,171,233,859,866
2459,282,178,222,814,800
2460,232,179,227,884,820
2461,227,176,225,934,899
2462,204,174,236,885,858
2463,264,175,228,884,845
2464,276,176,237,890,875
2465,290,160,206,854,810
2466,205,180,231,925,846
2467,170,184,236,888,858
2468,220,178,223,917,929
2469,242,161,213,824,812
2470,290,195,241,924,889
2471,260,159,207,795,756
2472,248,185,242,902,850
2473,259,179,238,879,876
2474,235,160,231,894,880
2475,205,174,227,912,878
2476,242,166,215,859,853
2477,290,179,233,862,846
2478,204,173,217,906,900
2479,258,173,234,816,810
2480,226,170,233,816,805
2481,284,174,235,902,906
2482,230,174,224,822,831
2483,249,174,232,877,870
2484,248,163,227,801,790
2485,232,166,227,899,885
2486,215,186,231,841,858
2487,190,159,217,827,809
2488,216,169,212,790,768
2489,247,166,222,807,774
2490,205,158,193,887,870
2491,245,182,239,844,822
2492,275,186,242,990,963
2493,233,168,227,887,842
2494,216,170,222,864,866
2495,263,189,253,874,841
2496,258,175,247,856,829
2497,276,187,261,885,857
2498,281,173,228,814,817
2499,220,190,247,880,881
2500,211,173,240,914,881
2501,238,167,231,868,810
2502,211,184,234,929,905
2503,173,165,208,850,796
2504,224,171,255,852,873
2505,232,171,232,852,831
2506,228,167,217,857,838
2507,234,174,224,880,847
2508,260,170,252,842,805
2509,222,155,200,851,854
2510,217,176,232,895,858
2511,190,168,216,917,907
2512,219,177,227,860,862
2513,218,180,247,848,825
2514,199,183,232,975,931
2515,264,180,234,844,826
2516,250,165,230,833,819
2517,204,158,217,868,830
2518,232,167,222,835,811
2519,244,174,240,922,890
2520,244,168,225,882,850
2521,210,175,213,894,872
2522,292,177,238,934,915
2523,217,160,198,857,835
2524,199,165,217,863,854
2525,233,178,244,944,919
2526,242,170,230,819,790
2527,220,170,231,841,805
2528,183,169,219,959,906
2529,222,164,218,838,817
2530,185,170,214,859,839
2531,155,173,233,918,874
2532,261,165,223,852,824
2533,253,172,235,804,789
2534,255,165,243,784,784
2535,218,174,215,927,882
2536,242,175,243,837,837
2537,283,190,227,842,792
2538,286,174,216,848,812
2539,227,170,222,789,739
2540,253,179,231,839,813
2541,243,180,227,902,857
2542,235,175,233,814,768
2543,202,163,223,955,895
2544,188,166,216,902,890
2545,202,179,233,867,841
2546,280,175,225,809,784
2547,238,161,227,830,782
2548,277,176,222,914,885
2549,222,172,228,861,829
2550,207,165,207,919,916
2551,210,169,225,873,865
2552,190,157,190,834,794
2553,243,170,227,852,812
2554,234,174,240,833,811
2555,233,192,247,829,786
2556,224,171,237,776,766
2557,298,170,232,868,860
2558,233,186,255,846,828
2559,230,168,224,833,804
2560,169,172,231,940,930
2561,283,179,247,892,858
2562,246,164,222,808,787
2563,185,177,230,926,911
2564,255,180,238,955,894
2565,264,166,215,827,823
2566,201,169,225,968,931
2567,200,174,243,915,863
2568,254,174,246,849,846
2569,258,162,204,898,848
2570,282,176,230,908,896
2571,226,154,214,868,845
2572,258,161,217,888,849
2573,215,179,226,938,915
2574,246,181,230,953,948
2575,251,171,222,864,843
2576,276,185,251,931,910
2577,240,175,229,802,788
2578,233,182,227,989,935
2579,227,169,212,855,815
2580,255,187,253,889,889
2581,223,180,235,896,881
2582,273,172,253,882,864
2583,223,170,242,878,845
2584,177,168,218,850,834
2585,276,173,233,855,840
2586,178,166,225,900,883
2587,220,167,227,903,883
2588,274,169,236,827,806
2589,265,178,234,948,912
2590,229,173,237,887,859
2591,248,170,247,935,884
2592,236,155,211,850,809
2593,246,177,228,839,792
2594,297,181,251,886,820
2595,267,175,226,837,792
2596,268,164,233,882,842
2597,299,174,234,842,782
2598,255,185,236,882,840
2599,269,193,240,1074,1021
2600,243,175,220,921,880
2601,259,167,217,908,855
2602,230,174,208,937,904
2603,277,166,222,853,819
2604,226,166,213,820,791
2605,277,167,231,767,749
2606,236,163,210,823,788
2607,257,168,244,908,852
2608,236,185,233,962,884
2609,224,175,239,854,836
2610,254,164,216,830,812
2611,256,153,208,877,855
2612,248,167,214,893,865
2613,268,170,227,936,905
2614,276,169,225,875,844
2615,211,172,211,939,890
2616,193,172,222,950,919
2617,247,164,235,862,825
2618,245,169,227,872,870
2619,308,172,231,877,823
2620,234,175,218,907,861
2621,227,167,224,807,803
2622,276,171,242,837,819
2623,210,171,227,875,832
2624,222,161,212,826,763
2625,236,168,220,832,826
2626,269,196,256,912,869
2627,193,183,228,891,840
2628,241,175,227,954,916
2629,251,180,246,918,872
2630,214,174,255,950,905
2631,246,167,227,952,896
2632,252,160,206,801,796
2633,238,170,222,940,905
2634,232,172,236,881,836
2635,218,174,224,861,842
2636,240,180,227,877,832
2637,241,192,238,904,862
2638,220,152,205,891,870
2639,275,168,215,889,858
2640,196,161,211,828,811
2641,257,159,213,786,762
2642,230,160,217,901,845
2643,218,173,227,839,811
2644,233,165,222,798,778
2645,222,184,237,877,810
2646,212,159,205,953,909
2647,260,188,260,836,812
2648,224,160,200,997,918
2649,254,157,211,806,784
2650,250,191,218,991,913
2651,229,185,244,962,912
2652,250,164,213,868,834
2653,289,165,207,829,804
2654,233,172,218,891,854
2655,241,177,240,856,822
2656,215,164,203,836,841
2657,251,175,228,869,826
2658,218,178,223,857,818
2659,167,159,190,911,871
2660,224,173,233,942,906
2661,254,194,227,1009,948
2662,220,167,207,876,848
2663,201,173,222,919,910
2664,218,167,227,942,919
2665,282,176,230,866,851
2666,233,164,233,842,831
2667,293,179,223,885,885
2668,286,182,236,858,851
2669,251,166,212,891,851
2670,286,175,235,926,896
2671,265,181,247,878,856
2672,269,171,252,868,842
2673,181,165,224,976,894
2674,244,181,257,876,860
2675,260,172,229,896,838
2676,276,164,215,890,864
2677,266,171,233,919,875
2678,225,182,230,940,911
2679,254,178,228,978,913
2680,275,180,228,918,866
2681,233,186,253,972,925
2682,221,159,238,801,770
2683,248,154,201,798,781
2684,243,173,216,876,886
2685,214,166,218,842,857
2686,276,195,254,909,870
2687,223,174,237,882,825
2688,225,167,224,835,763
2689,236,174,222,886,863
2690,322,168,224,871,830
2691,217,175,218,952,925
2692,253,166,213,851,845
2693,250,180,219,817,819
2694,240,184,277,924,860
2695,257,183,247,841,816
2696,228,170,225,899,866
2697,241,174,216,825,783
2698,248,168,216,915,889
2699,267,167,231,899,853
2700,251,176,232,975,921
2701,258,156,220,752,730
2702,228,170,225,888,868
2703,233,170,220,906,896
2704,252,174,224,867,833
2705,305,159,209,939,910
2706,250,159,225,822,779
2707,262,178,238,917,886
2708,282,175,243,915,890
2709,216,172,233,851,831
2710,225,173,219,898,852
2711,277,159,207,818,780
2712,190,178,221,904,854
2713,255,158,227,811,778
2714,200,166,225,870,846
2715,177,162,219,913,879
2716,238,165,227,865,863
2717,240,184,241,896,852
2718,223,153,206,848,832
2719,195,180,247,887,850
2720,223,163,217,824,819
2721,222,165,220,847,815
2722,246,172,230,952,924
2723,213,162,231,832,821
2724,236,160,208,782,782
2725,194,175,232,942,887
2726,197,157,223,858,834
2727,239,164,217,851,813
2728,228,176,221,967,931
2729,234,197,270,879,875
2730,257,168,226,885,869
2731,238,182,261,846,840
2732,225,178,237,911,853
2733,219,167,226,873,815
2734,233,163,203,859,822
2735,254,184,239,890,863
2736,237,162,211,845,805
2737,256,178,249,914,875
2738,214,168,207,872,822
2739,215,175,202,958,916
2740,177,162,198,873,824
2741,210,173,230,834,838
2742,236,178,232,965,948
2743,227,157,208,791,776
2744,174,171,205,903,850
2745,242,191,256,925,870
2746,200,163,225,821,790
2747,236,181,233,905,851
2748,252,182,229,904,835
2749,272,174,256,838,803
2750,258,171,236,898,859
2751,198,176,227,989,960
2752,228,174,246,909,870
2753,222,171,233,902,871
2754,219,180,238,943,904
2755,270,177,223,887,859
2756,243,170,222,868,841
2757,274,175,233,944,911
2758,272,170,213,876,853
2759,262,154,218,854,796
2760,223,173,226,863,820
2761,229,181,223,941,903
2762,246,179,244,868,840
2763,228,177,235,903,861
2764,206,193,255,935,871
2765,285,164,223,790,803
2766,255,176,234,863,828
2767,310,173,246,910,847
2768,211,165,217,901,868
2769,277,167,222,908,856
2770,217,188,253,905,881
2771,253,170,230,861,858
2772,282,178,239,928,878
2773,255,160,211,809,770
2774,214,167,236,908,887
2775,211,164,218,861,857
2776,219,173,233,855,884
2777,206,165,230,912,885
2778,278,172,222,856,813
2779,266,168,233,919,882
2780,256,170,235,832,806
2781,217,177,227,919,871
2782,251,168,220,840,816
2783,227,172,231,887,875
2784,292,160,210,844,811
2785,245,161,232,879,860
2786,250,174,233,909,864
2787,255,183,257,948,925
2788,198,177,251,950,925
2789,262,185,243,974,918
2790,233,166,214,871,867
2791,268,161,217,891,844
2792,220,183,230,897,889
2793,242,175,223,912,892
2794,239,161,222,826,827
2795,222,152,190,716,702
2796,208,175,233,866,850
2797,270,180,244,849,843
2798,212,173,233,885,880
2799,291,177,223,814,802
2800,257,175,245,864,832
2801,234,162,212,893,860
2802,215,164,214,828,804
2803,289,181,236,958,901
2804,273,165,226,913,876
2805,244,168,224,935,889
2806,193,167,222,857,840
2807,267,162,233,881,862
2808,210,174,222,924,882
2809,183,178,232,903,923
2810,290,174,248,800,819
2811,231,170,225,853,848
2812,298,168,243,885,846
2813,248,170,223,824,817
2814,248,164,234,877,872
2815,229,166,218,869,844
2816,280,164,223,927,890
2817,198,173,246,849,805
2818,191,182,260,848,802
2819,249,153,207,789,766
2820,233,155,217,816,767
2821,239,163,218,904,891
2822,282,192,252,935,894
2823,238,174,223,914,890
2824,205,173,223,890,851
2825,270,162,227,784,794
2826,280,165,198,857,822
2827,266,183,240,870,840
2828,200,171,222,962,899
2829,268,185,248,967,914
2830,232,177,220,987,942
2831,302,202,257,964,901
2832,277,183,249,941,885
2833,264,180,225,881,835
2834,254,166,227,915,865
2835,286,184,237,915,866
2836,253,172,238,909,853
2837,233,155,210,842,806
2838,267,178,226,889,841
2839,247,175,243,943,894
2840,249,168,227,906,858
2841,247,167,232,912,842
2842,238,170,232,914,875
2843,248,173,240,944,910
2844,270,170,215,819,772
2845,261,176,250,906,844
2846,258,181,233,946,885
2847,240,169,258,872,860
2848,206,182,245,1007,912
2849,247,176,238,971,928
2850,235,174,212,950,898
2851,206,172,239,888,849
2852,284,185,238,966,878
2853,247,167,237,906,867
2854,285,170,227,890,832
2855,265,181,245,963,897
2856,217,173,212,851,779
2857,220,173,227,906,863
2858,255,162,215,769,749
2859,251,177,226,804,788
2860,250,167,216,904,861
2861,222,161,212,804,743
2862,178,167,215,934,890
2863,203,170,226,952,913
2864,196,169,226,940,905
2865,244,166,227,803,771
2866,256,181,254,882,794
2867,239,174,237,839,798
2868,243,170,227,895,875
2869,267,184,255,909,912
2870,260,172,229,921,884
2871,235,172,217,904,836
2872,258,166,230,827,804
2873,227,164,207,866,811
2874,173,180,246,981,940
2875,253,177,233,962,919
2876,274,186,233,959,927
2877,225,182,257,929,852
2878,292,178,245,919,842
2879,214,164,224,914,849
2880,255,183,247,929,846
2881,245,177,247,919,877
2882,275,173,226,901,832
2883,254,173,222,850,813
2884,231,170,227,878,832
2885,257,185,230,965,889
2886,245,161,221,891,857
2887,282,185,243,868,860
2888,274,194,256,1033,971
2889,233,171,243,884,842
2890,181,165,219,892,868
2891,274,157,218,822,789
2892,212,177,232,934,867
2893,275,165,223,919,863
2894,285,176,226,874,813
2895,241,177,221,915,846
2896,163,171,228,898,857
2897,245,176,228,912,884
2898,205,158,197,910,847
2899,289,179,248,986,923
2900,244,166,220,921,876
2901,267,184,252,939,880
2902,247,185,249,960,890
2903,198,158,208,834,787
2904,229,173,227,865,810
2905,302,185,251,1029,952
2906,265,175,232,928,873
2907,257,162,213,930,896
2908,271,179,248,922,896
2909,230,164,218,890,849
2910,280,180,246,868,826
2911,239,163,211,859,818
2912,273,173,222,902,843
2913,278,180,247,849,846
2914,256,180,235,877,812
2915,291,167,225,843,815
2916,227,176,220,934,881
2917,221,184,263,868,846
2918,252,177,237,893,872
2919,301,190,246,864,798
2920,255,182,228,919,891
2921,252,164,217,935,894
2922,217,171,224,925,882
2923,255,164,229,927,885
2924,218,164,215,882,851
2925,258,180,242,865,839
2926,234,174,227,839,792
2927,237,172,227,802,765
2928,257,187,234,943,912
2929,238,165,243,887,876
2930,225,175,235,1005,957
2931,223,165,232,928,878
2932,225,163,227,944,899
2933,283,177,230,862,825
2934,258,167,206,925,844
2935,244,176,241,895,821
2936,242,169,222,915,910
2937,279,176,243,884,848
2938,197,168,220,885,851
2939,216,160,200,872,825
2940,244,168,220,929,851
2941,211,170,225,825,781
2942,182,163,213,921,872
2943,268,185,267,876,869
2944,273,180,225,887,818
2945,243,161,207,894,874
2946,256,191,240,959,872
2947,257,183,248,910,913
2948,250,194,264,929,875
2949,217,168,219,870,818
2950,292,179,251,943,880
2951,228,170,236,883,841
2952,241,170,225,932,925
2953,290,179,251,925,905
2954,252,165,225,861,817
2955,258,167,230,912,877
2956,216,172,218,844,822
2957,225,171,229,827,814
2958,225,154,207,828,803
2959,267,180,250,974,909
2960,239,153,212,828,791
2961,239,172,233,984,925
2962,241,190,238,917,900
2963,220,163,213,866,824
2964,298,177,229,851,818
2965,240,153,217,852,826
2966,227,170,213,819,762
2967,275,183,218,922,861
2968,212,156,202,815,785
2969,280,176,242,845,774
2970,232,173,233,968,919
2971,244,173,232,998,944
2972,251,171,228,862,815
2973,253,183,237,844,793
2974,325,216,269,963,934
2975,224,163,218,932,912
2976,285,180,257,889,872
2977,268,179,244,874,858
2978,215,161,213,899,870
2979,217,159,205,864,823
2980,267,184,243,946,914
2981,237,165,224,887,865
2982,280,186,253,999,949
2983,238,166,233,872,830
2984,257,178,243,870,867
2985,245,174,228,966,933
2986,267,174,230,819,791
2987,284,192,227,955,889
2988,300,176,230,930,865
2989,245,177,229,865,805
2990,249,179,260,888,820
2991,190,174,211,857,807
2992,261,170,225,828,780
2993,225,169,228,841,824
2994,257,168,222,840,779
2995,261,174,208,915,872
2996,271,175,239,917,857
2997,233,163,217,876,834
2998,267,174,237,897,846
2999,186,175,237,947,886
3000,246,177,223,827,819
3001,293,190,253,909,865
3002,243,162,225,941,892
3003,193,178,243,976,926
3004,302,182,243,895,824
3005,243,164,228,891,845
3006,299,183,258,896,872
3007,257,176,253,834,819
3008,217,187,247,908,862
3009,228,185,243,875,831
3010,241,178,241,920,881
3011,274,173,218,938,913
3012,301,172,237,811,798
3013,310,175,227,893,850
3014,182,182,220,932,875
3015,281,172,228,874,815
3016,217,177,244,909,902
3017,290,170,200,919,880
3018,257,177,222,919,865
3019,266,181,243,858,830
3020,287,188,235,954,908
3021,258,172,212,833,776
3022,246,194,277,886,812
3023,245,173,220,1004,916
3024,185,175,231,916,885
3025,248,173,224,843,776
3026,239,177,221,959,908
3027,267,181,230,915,871
3028,274,177,228,885,827
3029,245,170,220,815,806
3030,282,172,210,873,797
3031,253,173,220,869,831
3032,255,162,206,945,852
3033,273,163,212,895,813
3034,262,186,238,901,893
3035,252,180,225,882,841
3036,250,178,239,888,856
3037,253,169,234,861,784
3038,255,180,230,873,856
3039,238,171,220,875,827
3040,273,172,228,901,832
3041,268,175,228,907,858
3042,257,165,222,840,802
3043,253,173,234,923,878
3044,263,172,234,970,922
3045,272,163,212,842,821
3046,230,175,227,944,913
3047,248,164,220,880,824
3048,224,170,217,885,848
3049,270,171,238,872,832
3050,304,175,233,890,871
3051,193,172,223,951,876
3052,270,178,225,880,833
3053,265,163,237,971,904
3054,243,164,231,879,843
3055,220,165,221,867,848
3056,290,173,217,812,807
3057,227,178,227,928,882
3058,257,180,245,912,826
3059,247,169,210,828,768
3060,183,173,213,912,872
3061,264,181,242,989,959
3062,138,165,219,916,884
3063,275,175,237,889,866
3064,285,162,218,806,768
3065,244,151,200,778,728
3066,170,167,216,924,889
3067,266,180,230,895,852
3068,212,173,222,932,905
3069,234,170,223,903,910
3070,281,168,233,848,846
3071,245,168,228,858,845
3072,214,180,240,911,880
3073,278,189,245,903,878
3074,275,175,221,913,907
3075,282,177,240,877,828
3076,223,170,218,868,852
3077,225,173,236,815,781
3078,244,171,230,941,892
3079,242,164,226,853,857
3080,239,188,274,934,904
3081,303,180,235,868,807
3082,243,169,224,905,886
3083,242,182,233,912,874
3084,230,165,217,937,891
3085,292,162,230,844,787
3086,259,171,239,958,936
3087,231,172,217,939,890
3088,303,177,250,899,827
3089,247,164,225,834,802
3090,233,186,231,875,853
3091,199,172,217,859,850
3092,217,149,205,806,753
3093,203,164,215,894,851
3094,275,198,270,922,896
3095,239,171,217,946,922
3096,308,180,230,912,883
3097,254,181,258,931,912
3098,267,180,232,964,898
3099,223,189,245,1029,966
3100,294,181,217,913,849
3101,245,179,241,953,886
3102,208,172,217,861,818
3103,226,196,264,1074,1011
3104,282,172,237,959,889
3105,245,173,229,936,858
3106,259,185,244,984,927
3107,223,168,208,902,863
3108,249,176,228,919,857
3109,223,161,190,883,815
3110,238,187,237,905,854
3111,245,164,233,868,832
3112,233,171,244,871,805
3113,265,170,233,902,820
3114,267,174,228,825,793
3115,250,178,225,935,867
3116,247,177,227,918,823
3117,250,165,225,883,819
3118,235,187,238,930,875
3119,270,171,224,853,787
3120,216,166,223,955,879
3121,266,158,211,859,830
3122,227,174,219,836,770
3123,187,159,213,952,868
3124,236,172,248,924,924
3125,289,160,210,882,813
3126,260,168,235,877,846
3127,233,170,219,872,780
3128,225,161,207,793,725
3129,207,171,225,852,820
3130,230,173,210,836,820
3131,230,184,244,961,920
3132,253,165,232,900,881
3133,257,181,231,957,884
3134,293,178,231,848,799
3135,213,184,251,935,892
3136,281,168,232,892,831
3137,277,171,226,801,763
3138,291,198,254,919,871
3139,285,173,227,912,875
3140,274,179,247,826,803
3141,230,170,220,873,837
3142,256,178,254,956,933
3143,284,178,247,992,908
3144,234,180,239,925,875
3145,226,158,208,899,847
3146,281,185,245,910,854
3147,241,177,247,935,880
3148,238,170,215,846,811
3149,280,185,243,874,820
3150,260,178,216,978,918
3151,265,178,239,806,749
3152,243,173,232,959,876
3153,278,178,228,840,825
3154,275,182,225,891,822
3155,273,183,235,934,830
3156,274,173,220,860,829
3157,325,182,240,886,813
3158,277,182,233,844,805
3159,254,176,237,878,841
3160,282,179,247,875,875
3161,200,154,214,828,802
3162,239,165,227,887,841
3163,283,172,229,841,806
3164,246,169,223,912,864
3165,255,179,230,899,849
3166,248,171,231,974,921
3167,253,173,227,948,907
3168,265,178,219,916,898
3169,282,171,226,909,837
3170,292,180,232,923,851
3171,228,174,227,959,917
3172,290,175,233,1019,975
3173,247,177,230,920,872
3174,274,167,215,820,785
3175,261,148,198,856,790
3176,285,181,239,975,929
3177,213,163,213,859,862
3178,247,179,240,904,890
3179,287,180,235,838,789
3180,280,170,223,855,793
3181,216,170,223,965,915
3182,236,181,230,931,898
3183,253,165,213,921,856
3184,230,175,227,823,808
3185,210,165,220,941,877
3186,266,168,251,856,849
3187,180,181,242,944,885
3188,195,162,205,955,873
3189,246,183,241,979,927
3190,225,180,246,1032,943
3191,303,168,222,879,828
3192,256,166,232,877,822
3193,215,187,267,889,891
3194,250,168,215,923,870
3195,255,167,227,833,796
3196,261,162,227,953,884
3197,226,155,208,845,811
3198,283,163,216,830,805
3199,318,166,213,825,770
3200,252,164,215,913,840
3201,263,188,252,947,907
3202,267,167,229,837,804
3203,282,178,241,926,859
3204,277,168,240,867,862
3205,217,155,212,802,769
3206,253,197,247,986,918
3207,277,170,237,973,911
3208,228,158,208,840,828
3209,284,167,230,923,882
3210,224,176,226,928,897
3211,284,196,249,950,885
3212,232,160,226,829,816
3213,249,170,220,897,885
3214,272,173,219,805,795
3215,268,158,233,888,869
3216,222,167,234,898,855
3217,224,160,195,868,846
3218,205,174,219,878,858
3219,251,173,223,802,799
3220,262,187,247,907,884
3221,244,164,225,811,782
3222,262,172,208,952,917
3223,211,165,203,872,836
3224,298,187,238,859,850
3225,225,158,227,850,798
3226,231,185,228,924,912
3227,282,180,247,943,930
3228,212,155,202,908,861
3229,248,165,203,834,771
3230,291,190,273,957,926
3231,249,173,228,968,911
3232,261,185,233,819,789
3233,208,182,220,996,960
3234,242,174,232,939,858
3235,252,178,230,911,861
3236,205,162,207,882,868
3237,230,174,222,845,801
3238,228,163,223,875,852
3239,229,166,217,894,840
3240,240,175,226,955,874
3241,206,180,233,986,939
3242,242,179,223,925,902
3243,201,175,233,964,934
3244,229,183,236,940,903
3245,315,183,220,1031,945
3246,255,200,267,882,822
3247,233,172,223,863,843
3248,233,174,220,855,821
3249,239,172,223,866,821
3250,238,173,220,894,836
3251,258,164,220,889,847
3252,185,174,240,906,822
3253,223,176,223,865,821
3254,248,175,240,781,778
3255,304,167,222,824,813
3256,260,166,206,884,825
3257,227,183,224,909,895
3258,262,178,229,917,861
3259,257,186,247,909,899
3260,234,199,251,940,876
3261,294,165,228,823,812
3262,222,178,218,933,855
3263,207,159,203,865,880
3264,254,152,189,849,791
3265,292,175,227,849,805
3266,228,164,207,881,832
3267,247,194,237,963,927
3268,255,176,236,809,773
3269,265,157,226,855,822
3270,287,173,237,894,866
3271,198,162,225,959,921
3272,244,172,217,876,820
3273,240,166,215,848,805
3274,252,172,215,849,794
3275,194,178,225,938,896
3276,254,177,233,906,876
3277,292,176,238,886,856
3278,285,163,211,803,743
3279,203,186,213,889,829
3280,240,164,219,853,797
3281,227,168,240,842,819
3282,272,175,251,821,795
3283,240,172,242,926,880
3284,221,176,222,861,847
3285,252,173,229,942,886
3286,255,162,226,849,824
3287,237,187,217,825,805
3288,241,181,229,915,887
3289,245,173,237,902,896
3290,261,182,245,888,845
