,acromialheight,axillaheight,bideltoidbreadth,buttockcircumference,buttockkneelength,buttockpopliteallength,cervicaleheight,chestcircumference,chestheight,earprotrusion,footbreadthhorizontal,forearmcircumferenceflexed,handlength,headbreadth,heelbreadth,hipbreadth,iliocristaleheight,interscyeii,lateralfemoralepicondyleheight,lateralmalleolusheight,neckcircumferencebase,radialestylionlength,shouldercircumference,shoulderelbowlength,sleeveoutseam,thighcircumference,thighclearance,verticaltrunkcircumferenceusa,waistcircumference,waistdepth,wristheight,BMI
337,1348,1236,521,1085,598,491,1430,1123,1193,21,99,288,186,157,62,361,966,476,464,70,437,252,1180,338,561,677,188,1699,1060,261,791,31.46639970548905
338,1518,1405,500,1115,678,556,1589,1106,1346,26,111,305,198,155,70,390,1127,439,515,82,419,286,1137,399,638,699,199,1729,1045,260,861,28.94687826573897
339,1561,1453,450,967,647,539,1613,937,1381,26,97,277,194,148,66,338,1140,354,509,82,388,280,1066,389,636,579,168,1711,823,197,925,21.104665205112962
340,1484,1376,460,967,639,523,1570,962,1329,32,102,297,199,155,67,340,1111,427,523,72,439,278,1100,383,605,597,172,1644,884,226,864,24.44520288584184
341,1399,1307,507,1001,619,502,1482,992,1266,28,102,295,188,161,68,349,1053,430,486,75,409,261,1119,361,581,622,174,1629,865,212,812,25.74741986543549
342,1461,1366,502,956,621,501,1550,998,1323,23,102,302,204,152,68,333,1083,445,511,67,420,291,1146,385,606,560,163,1649,817,204,826,23.61436222971633
343,1430,1313,508,1026,599,477,1501,1056,1294,26,100,302,181,146,66,346,1020,459,482,75,440,252,1185,346,555,642,192,1696,952,227,863,27.909096864354968
344,1453,1334,535,1066,621,502,1528,1131,1330,25,112,307,190,163,67,367,1068,454,494,78,436,263,1225,371,603,625,191,1656,958,224,858,27.897069082154474
345,1355,1254,485,992,585,463,1423,969,1220,29,95,312,194,150,64,336,1007,423,475,72,401,270,1117,369,599,609,181,1518,747,194,767,25.570465342114115
346,1449,1338,483,1014,613,486,1528,1000,1313,27,103,306,195,161,74,350,1067,434,491,75,410,266,1145,365,603,626,190,1665,884,223,839,26.3015097832679
347,1603,1474,510,1045,673,540,1690,1145,1442,30,101,302,214,162,70,357,1144,450,536,77,452,295,1186,410,652,628,174,1827,953,245,950,26.875182934178127
348,1471,1350,541,977,614,493,1535,1118,1309,23,102,314,196,154,70,322,1073,477,509,71,440,272,1221,380,619,611,174,1625,929,230,854,28.277877274012642
349,1329,1226,480,968,577,459,1388,1020,1198,28,102,307,183,149,70,322,956,406,442,68,430,247,1057,354,559,593,174,1616,913,227,751,28.426813111151986
350,1501,1398,505,932,610,483,1588,953,1360,25,102,286,191,147,61,329,1113,455,527,85,413,282,1178,361,608,562,168,1624,852,205,863,21.978021978021975
351,1455,1358,466,942,631,511,1576,946,1321,26,97,294,202,153,67,326,1106,414,499,68,401,277,1112,377,616,558,168,1602,803,222,824,21.561856442667626
352,1507,1364,573,1217,669,530,1592,1324,1326,20,110,342,190,156,80,405,1068,530,522,71,480,280,1277,405,640,768,222,1906,1251,346,864,38.75911211818549
353,1516,1395,535,1083,632,514,1596,1088,1360,21,111,303,195,157,70,378,1120,455,527,80,439,289,1228,390,650,689,198,1799,977,247,864,28.821849181051594
354,1399,1267,537,1117,600,468,1456,1200,1236,24,108,334,188,164,70,375,977,467,460,76,464,252,1246,349,569,658,198,1719,1149,302,841,36.284250389841844
355,1410,1291,524,1042,622,498,1498,1124,1268,21,109,297,195,146,70,355,1014,484,490,73,439,262,1221,371,587,623,193,1659,976,266,804,29.30579330681311
356,1406,1284,522,989,623,494,1498,1067,1260,27,101,317,191,156,64,341,1021,442,490,80,441,262,1190,346,555,632,183,1671,913,227,827,28.459873611056533
357,1410,1314,519,1060,615,504,1494,1053,1283,27,103,307,197,153,67,356,1029,408,471,64,409,281,1169,356,585,658,181,1657,958,241,815,27.995257589937285
358,1425,1325,476,988,600,490,1519,999,1282,31,94,277,196,145,63,333,1027,448,481,66,474,272,1108,352,585,579,168,1622,917,229,831,23.476366217220765
359,1353,1250,499,992,585,466,1451,987,1232,24,100,281,187,150,60,343,1003,463,475,70,419,264,1143,353,570,587,177,1566,930,223,768,25.40263171264543
360,1448,1326,497,953,619,501,1512,998,1273,23,103,288,197,154,71,330,1041,437,475,73,418,262,1133,363,588,602,171,1674,896,219,850,25.184643548522853
361,1337,1240,493,1011,614,489,1448,1027,1245,27,110,343,205,148,78,327,1003,415,480,70,448,264,1195,342,575,661,190,1557,847,219,776,30.399659863945583
362,1290,1191,455,864,533,423,1347,915,1155,25,92,261,176,150,63,302,948,402,440,71,404,248,1055,323,542,512,160,1430,776,192,746,22.403934130833374
363,1415,1300,498,973,581,472,1489,1043,1253,27,86,279,177,160,64,333,1000,399,449,67,404,251,1109,345,565,579,166,1687,917,235,858,25.16385709198591
364,1505,1396,532,1056,637,519,1577,1105,1357,25,101,322,196,165,61,355,1117,430,498,81,462,264,1228,369,590,655,192,1761,996,238,924,28.25295552636517
365,1336,1222,540,1084,581,437,1399,1209,1221,26,96,323,181,160,68,356,932,465,460,72,438,238,1210,322,525,684,198,1657,1046,263,812,34.415359724677124
366,1424,1305,518,1075,609,488,1497,1098,1268,24,102,321,184,147,69,353,1007,432,473,73,449,253,1123,350,556,664,200,1732,989,260,835,30.02957166217164
367,1395,1275,527,1107,627,498,1462,1156,1223,23,109,313,192,155,70,377,983,441,474,76,435,255,1192,340,553,697,203,1781,1105,308,837,35.6635872329248
368,1344,1244,468,908,571,463,1432,933,1220,26,98,284,181,150,66,313,975,401,452,68,438,246,1082,330,537,534,161,1575,785,200,778,23.44687029371714
369,1556,1439,526,1094,651,514,1625,1109,1399,24,108,324,204,165,70,388,1154,444,539,77,466,279,1218,386,617,648,188,1744,955,223,926,28.36211541319857
370,1578,1453,539,1180,701,577,1651,1202,1417,25,104,329,205,154,76,395,1153,442,549,79,445,292,1233,414,650,768,214,1831,1043,265,929,32.176534706806265
371,1378,1263,509,1036,584,453,1445,1121,1221,32,110,322,198,166,70,356,984,475,471,75,460,247,1192,332,534,616,188,1720,978,245,834,31.97900689086789
372,1475,1364,489,985,640,517,1549,990,1350,20,100,290,182,158,69,335,1073,411,486,72,434,260,1140,363,580,609,178,1670,803,189,894,23.36728378142065
373,1564,1424,585,1157,674,538,1636,1256,1413,22,115,362,207,160,78,386,1135,550,550,85,493,297,1300,390,652,758,205,1860,1157,306,918,34.6680582311636
374,1470,1356,516,1050,626,494,1556,1042,1319,26,99,322,200,150,64,348,1090,471,512,74,451,274,1209,381,614,647,187,1710,900,221,846,27.187870981758365
375,1494,1393,491,926,647,528,1568,925,1361,23,100,286,210,145,70,315,1139,452,533,73,387,304,1150,396,659,542,176,1543,757,201,822,21.312767492245122
376,1422,1315,473,963,596,475,1489,929,1279,28,100,297,184,159,66,317,1031,426,476,73,416,261,1083,358,587,587,177,1606,810,198,837,24.84940953953977
377,1375,1272,490,944,593,473,1465,1026,1250,25,105,318,191,156,70,325,991,460,465,71,435,252,1158,350,565,576,176,1615,809,205,795,26.669299630459786
378,1410,1319,476,924,591,481,1505,996,1304,25,100,271,190,155,65,319,1045,391,486,67,402,262,1104,368,593,563,162,1596,788,198,825,23.053997914631253
379,1488,1369,499,1149,673,544,1600,1146,1339,26,109,321,193,150,73,396,1100,476,509,68,452,269,1178,391,625,664,197,1738,1067,279,874,30.199685780872503
380,1447,1328,513,1052,589,458,1516,1071,1276,24,104,320,203,162,69,358,1056,414,471,70,459,273,1180,370,600,640,196,1697,999,248,857,28.93019278206368
381,1531,1420,559,1261,722,585,1627,1219,1354,24,110,372,221,155,76,411,1124,477,516,69,466,298,1327,404,668,840,220,1852,1196,307,871,36.751727853745535
382,1414,1304,509,998,587,469,1492,1099,1285,27,106,302,197,160,70,340,1011,440,458,73,433,244,1179,347,555,608,186,1686,952,248,875,29.06651606391043
383,1379,1281,489,937,580,467,1477,998,1240,27,94,298,187,156,67,320,1002,425,440,74,455,255,1135,334,532,566,170,1564,799,193,849,23.71027468980753
384,1427,1324,483,935,574,453,1518,957,1300,25,99,304,199,156,72,341,1057,430,480,72,411,268,1135,375,579,549,169,1594,789,185,832,23.043999171320987
385,1498,1362,548,1147,648,515,1543,1202,1302,26,101,338,191,157,66,384,1060,502,485,71,488,273,1272,379,594,725,221,1848,1095,275,869,34.33815931843597
386,1523,1392,555,1070,658,536,1597,1164,1354,27,106,341,199,153,67,342,1107,441,505,73,466,281,1288,380,603,691,200,1819,1029,261,885,30.844426867923087
387,1302,1208,460,927,591,490,1416,922,1190,27,102,284,184,162,72,317,981,432,443,75,408,241,1091,326,544,579,168,1495,772,183,769,23.5638257676577
388,1382,1263,505,1057,612,486,1440,1096,1254,17,110,304,187,161,76,351,997,439,466,68,426,276,1147,340,571,668,186,1637,1017,268,808,32.866141664846715
389,1437,1308,529,1067,590,463,1512,1137,1276,23,90,319,191,158,66,366,1015,503,454,75,483,251,1249,348,549,654,203,1840,1023,277,869,31.36263249070205
390,1324,1235,518,952,578,468,1426,994,1208,23,100,300,187,154,63,322,984,447,447,67,428,248,1204,365,567,575,175,1562,817,200,779,25.66753697356208
391,1361,1262,475,989,598,482,1428,1016,1215,26,99,303,176,151,68,331,1005,440,452,71,435,252,1127,341,564,635,176,1605,877,233,794,27.584720420115648
392,1366,1255,482,1033,601,488,1445,1005,1226,25,100,302,186,152,69,350,1007,410,451,66,441,259,1159,352,568,624,185,1612,926,238,789,27.409817838772717
393,1435,1306,522,1133,620,488,1505,1150,1269,24,101,309,194,154,73,374,1021,445,472,78,429,261,1210,353,570,704,202,1751,1149,294,853,33.43705285750357
394,1448,1330,546,1091,621,491,1530,1124,1314,30,106,352,194,157,72,352,1028,431,460,71,482,243,1269,352,550,702,214,1842,1030,271,903,32.702100091966706
395,1494,1411,515,1004,667,549,1609,1093,1377,21,109,330,214,156,71,329,1131,467,541,79,425,309,1247,383,643,670,200,1678,870,214,858,27.02522106482341
396,1422,1328,510,986,617,500,1507,1018,1286,23,97,302,194,153,77,329,1058,444,483,68,390,270,1169,364,590,621,175,1617,884,231,842,26.11411369959014
397,1352,1252,495,988,575,461,1437,1020,1211,24,97,321,186,152,64,332,981,452,456,73,428,256,1154,344,565,626,183,1637,955,244,808,28.07106832519596
398,1486,1368,548,1049,621,502,1558,1138,1336,27,97,310,188,155,70,360,1075,497,498,85,459,271,1242,378,605,636,179,1721,1042,266,886,29.02408313046092
399,1473,1363,498,972,623,501,1552,1012,1335,28,97,302,194,149,74,335,1100,432,499,73,424,276,1135,380,618,604,174,1683,924,230,860,24.045925595295852
400,1432,1330,482,1026,605,490,1523,1023,1304,24,100,306,191,155,66,349,1066,412,485,75,418,263,1122,346,572,643,181,1683,944,243,872,25.59930591832624
401,1446,1340,462,865,611,500,1517,911,1297,20,99,271,194,150,65,311,1061,410,461,70,418,258,1088,360,592,497,160,1593,759,181,868,20.0705799234086
402,1369,1254,480,937,602,481,1451,1037,1236,21,102,296,177,149,69,310,1005,405,450,71,414,246,1132,340,553,588,168,1569,897,218,805,27.08178735509189
403,1411,1306,515,944,611,497,1500,1006,1274,25,100,295,196,147,70,325,1057,467,474,70,429,274,1162,375,621,564,157,1580,852,219,804,24.77753432603111
404,1360,1252,521,989,578,464,1415,1092,1175,21,92,295,174,154,63,338,945,434,430,67,435,238,1147,336,541,629,190,1698,1001,261,833,30.450624628197517
405,1321,1233,485,968,566,456,1432,972,1203,19,95,279,176,152,68,342,971,427,437,67,414,243,1125,345,567,582,178,1620,897,231,765,25.8174719198834
406,1335,1241,534,1099,606,475,1422,1095,1215,25,100,311,201,147,83,362,977,465,448,72,470,257,1244,354,569,676,194,1594,951,235,782,31.92687748494454
407,1470,1355,529,1120,643,506,1584,1233,1323,22,105,342,205,157,72,366,1093,510,511,74,482,287,1290,377,622,687,213,1834,1093,278,838,33.30179176459815
408,1404,1285,471,981,619,505,1486,1033,1250,21,99,298,185,155,67,343,1063,424,453,68,412,262,1122,347,571,614,179,1637,931,233,847,26.95789487872577
409,1520,1409,519,1042,655,530,1609,1078,1355,25,108,315,203,155,74,361,1127,473,512,74,431,287,1227,383,633,637,185,1763,938,230,907,27.52373995617239
410,1460,1338,515,989,608,497,1521,1071,1296,26,103,320,199,163,68,340,1052,435,473,66,447,266,1164,360,584,601,166,1687,884,232,861,26.737830430736164
411,1543,1441,518,1044,667,550,1629,1029,1382,24,99,281,200,147,63,355,1165,470,523,78,446,288,1199,395,628,603,176,1732,948,231,884,24.14450515145203
412,1443,1341,540,1097,630,507,1523,1145,1281,29,105,311,194,162,77,373,1062,494,486,72,445,284,1245,382,612,679,198,1742,1078,270,821,31.719036821077644
413,1503,1373,516,1069,645,523,1584,1132,1339,25,101,312,211,161,72,365,1115,483,509,82,447,272,1200,382,620,646,190,1742,1034,258,896,29.20980168739963
414,1474,1350,503,1100,626,495,1549,1035,1310,26,106,324,202,159,74,373,1091,447,499,77,439,268,1176,378,610,687,203,1690,969,231,868,29.856999868095368
415,1285,1195,444,878,570,462,1372,872,1148,21,93,260,180,153,62,304,970,435,433,60,409,244,1045,327,545,531,159,1423,747,180,747,21.748768600684233
416,1425,1331,472,1005,626,506,1533,1003,1288,32,98,288,185,148,67,361,1083,489,482,67,417,273,1158,376,605,583,173,1592,878,208,816,24.857445588747158
417,1560,1451,518,964,655,536,1643,1077,1399,32,111,299,190,150,70,338,1175,439,535,80,442,290,1221,396,633,581,166,1665,872,206,902,23.025046977843104
418,1362,1245,522,1090,582,454,1440,1110,1230,25,107,300,186,157,73,365,977,427,449,75,428,256,1170,327,535,662,198,1688,1054,270,832,31.318996900304022
419,1380,1277,504,988,589,471,1474,1031,1250,29,92,302,185,153,65,344,1014,446,465,70,431,242,1150,352,551,619,177,1659,914,228,826,27.434756611047987
420,1391,1275,513,1035,589,466,1482,1117,1222,25,103,311,191,150,72,348,1007,463,456,70,451,251,1183,353,570,638,194,1758,1012,268,821,29.75390639996929
421,1349,1228,529,1027,586,463,1422,1153,1199,27,101,315,191,157,75,351,974,430,456,72,442,257,1201,346,559,612,184,1587,1059,264,798,31.67463106843649
422,1447,1340,548,1122,623,493,1536,1097,1279,24,102,335,186,161,72,368,1050,475,476,72,472,263,1256,360,580,714,205,1827,1046,257,864,31.49487224111325
423,1372,1255,496,1017,585,470,1446,1078,1233,21,95,288,181,158,66,343,986,464,438,70,426,244,1166,334,537,603,178,1693,1042,286,835,29.14518999630177
424,1535,1418,542,1054,659,540,1628,1142,1372,24,99,331,203,154,75,357,1145,509,533,86,460,291,1289,378,625,655,199,1779,1047,278,905,28.887505658669077
425,1450,1334,508,1005,624,512,1513,1143,1270,20,95,299,184,154,80,343,1024,460,471,67,443,257,1186,362,586,611,175,1719,1030,273,861,30.45316422248645
426,1399,1292,482,918,597,483,1476,946,1239,21,94,282,205,150,70,335,1064,435,489,66,401,274,1135,361,608,558,164,1493,835,186,802,22.434253274511814
427,1407,1300,517,1033,595,467,1496,1046,1284,27,99,294,186,157,65,342,1040,413,473,77,428,267,1184,361,582,645,193,1691,975,241,826,28.603172038810268
428,1437,1338,507,1018,608,490,1522,1027,1288,19,95,322,189,150,66,348,1051,457,478,67,416,259,1177,341,567,679,177,1634,911,214,886,25.714682925608876
429,1317,1216,486,961,552,437,1393,1006,1182,27,102,287,194,158,74,325,952,387,440,69,431,252,1102,338,544,573,163,1586,945,240,750,27.250689819119224
430,1342,1236,523,1033,596,481,1417,1139,1200,32,98,302,170,159,68,349,934,465,444,67,448,247,1211,330,546,646,194,1675,1036,258,802,31.994692558586145
431,1449,1354,500,979,631,508,1551,976,1313,25,103,316,204,153,77,331,1081,463,493,68,424,267,1188,364,597,615,195,1613,780,200,848,24.452974422188753
432,1418,1318,481,961,608,494,1497,1004,1257,22,95,295,198,149,67,334,1067,436,487,65,412,269,1142,369,603,575,168,1585,909,231,850,24.52470847672825
433,1449,1328,514,1026,636,519,1523,1033,1272,22,101,285,186,154,67,346,1081,473,480,65,431,279,1194,366,577,631,184,1679,929,240,842,26.34991855333478
434,1426,1345,458,885,616,506,1520,902,1304,19,103,264,189,152,70,321,1072,443,475,70,395,275,1077,356,595,493,172,1569,723,180,840,19.77078683892631
435,1502,1399,487,943,642,529,1585,967,1342,22,100,283,186,152,65,337,1119,455,490,70,423,285,1145,375,610,550,168,1626,809,203,880,21.762682113810506
436,1440,1344,473,914,616,498,1533,968,1309,25,98,305,197,144,72,319,1083,464,502,72,410,274,1142,368,614,540,164,1563,769,196,825,21.842949195285893
437,1500,1407,495,1014,645,519,1606,1021,1373,21,105,305,206,161,65,337,1145,467,529,78,432,269,1193,377,603,660,186,1665,955,246,901,26.762061161014675
438,1515,1420,504,986,619,498,1589,990,1353,20,108,288,204,144,74,339,1109,455,500,80,421,268,1158,379,625,566,170,1665,799,198,892,23.00426432507369
439,1416,1305,510,1033,612,486,1513,1061,1279,23,105,322,203,155,67,348,1032,468,459,72,471,255,1204,362,572,628,182,1690,933,240,846,28.372308098824163
440,1386,1284,459,942,584,466,1457,941,1238,24,104,289,196,149,67,330,1016,410,451,65,406,260,1072,354,564,559,159,1587,808,195,816,23.90123211884768
441,1486,1354,553,1093,654,519,1566,1240,1352,29,107,325,193,161,75,361,1087,490,509,78,450,279,1284,379,600,680,201,1787,1070,272,872,32.92245093712608
442,1388,1297,465,952,595,483,1479,942,1264,26,99,292,190,148,68,330,1028,414,462,63,398,273,1088,348,572,553,163,1539,753,178,814,22.25968686007636
443,1450,1339,484,941,599,491,1513,958,1291,26,101,282,188,151,64,331,1053,448,472,79,415,265,1135,370,594,567,166,1655,803,188,842,22.530612244897966
444,1388,1302,479,930,596,489,1489,998,1255,24,96,292,189,160,70,321,1032,437,463,71,440,263,1146,346,566,556,175,1610,863,215,828,23.77187691873007
445,1447,1338,495,993,610,490,1533,1093,1287,23,109,317,197,152,74,342,1081,455,496,77,449,268,1173,377,604,612,178,1664,878,224,850,26.87605732707715
446,1554,1451,516,1003,677,531,1637,1073,1403,22,113,340,212,152,82,339,1180,430,531,78,413,298,1211,403,662,674,197,1702,850,206,898,27.284031366573462
447,1427,1331,452,968,607,499,1515,915,1265,28,104,285,197,141,66,330,1065,409,495,74,408,281,1063,369,597,572,167,1613,815,194,839,23.108638720188647
448,1602,1499,541,1089,687,562,1689,1115,1457,23,117,329,210,163,82,356,1179,483,549,82,445,311,1267,411,670,686,193,1767,884,217,923,27.22756529493654
449,1379,1296,482,958,603,487,1485,934,1275,25,98,290,197,150,65,334,1055,435,475,75,412,261,1128,372,600,571,164,1556,826,195,780,24.079600278635372
450,1452,1336,516,987,654,540,1551,1016,1293,23,115,288,204,163,76,352,1109,420,497,71,427,285,1194,387,618,578,148,1591,975,232,812,26.009147022929984
451,1430,1313,506,1003,630,517,1512,1018,1279,32,99,297,200,145,70,349,1053,447,459,71,416,250,1169,355,577,613,185,1640,865,205,852,25.97189392180729
452,1478,1382,518,986,628,503,1552,1029,1331,25,100,291,197,148,69,329,1095,425,484,66,423,274,1174,383,615,612,182,1703,895,226,859,24.524432655968702
453,1502,1387,498,1002,609,489,1582,986,1341,24,95,300,198,155,71,345,1097,472,502,81,456,279,1135,369,617,627,187,1717,848,206,914,24.455791453910237
454,1400,1305,479,958,600,483,1493,933,1269,24,101,288,203,150,68,327,1050,447,464,71,409,268,1120,360,575,553,167,1601,804,207,803,22.64417786405813
455,1511,1406,511,1047,636,514,1602,1010,1363,23,101,295,203,158,66,347,1123,471,515,82,454,278,1196,378,621,654,191,1800,918,230,887,25.906854541036
456,1359,1252,518,1097,583,447,1431,1086,1234,20,106,292,188,147,74,368,965,438,446,68,427,252,1183,342,545,697,195,1775,1060,274,812,32.56387695598917
457,1542,1442,541,1175,695,569,1631,1144,1389,22,97,335,205,149,82,388,1144,443,542,73,459,303,1293,389,646,707,194,1777,1075,275,885,31.861519468291235
458,1292,1184,516,1068,556,438,1365,1067,1166,24,98,280,172,154,69,360,925,452,437,71,402,242,1143,330,526,664,191,1618,1009,248,753,31.36090526859157
459,1397,1290,520,1081,625,501,1493,1098,1225,22,104,306,196,161,75,371,1048,460,466,65,459,261,1208,359,570,683,210,1690,1022,254,829,30.45074171472034
460,1489,1370,560,1063,626,500,1574,1163,1356,20,106,349,193,162,80,366,1090,494,502,77,479,271,1300,378,600,637,190,1747,999,252,883,29.65406677725163
461,1390,1299,493,1004,605,490,1477,1057,1264,22,99,297,178,145,67,338,1039,451,460,70,433,268,1162,353,578,610,182,1628,932,234,799,27.01278257386971
462,1384,1294,463,887,587,485,1459,917,1256,21,93,270,188,141,67,306,1030,458,464,67,407,261,1126,354,581,529,159,1566,741,187,797,21.055956203611093
463,1453,1354,502,1008,616,502,1534,996,1325,26,102,295,209,163,73,355,1091,445,487,72,438,282,1171,376,618,616,180,1617,879,207,838,24.82561652111825
464,1406,1306,460,936,595,478,1483,942,1275,26,99,279,192,162,65,321,1046,400,471,68,423,270,1088,357,581,570,181,1566,801,191,824,22.96056747978985
465,1472,1376,522,1022,624,504,1585,1034,1353,22,105,297,204,150,74,363,1097,463,507,77,432,285,1223,376,630,611,168,1697,973,245,846,25.499225181953715
466,1447,1351,494,972,611,488,1516,1021,1291,21,98,291,197,163,68,339,1080,449,478,75,440,265,1165,383,610,572,174,1670,880,212,845,24.458723356552127
467,1394,1280,521,1057,630,516,1486,1093,1242,22,104,308,204,159,76,366,1052,464,484,76,454,264,1201,370,590,615,180,1606,1029,258,800,29.137489464891363
468,1457,1348,552,1018,641,520,1535,1191,1331,26,100,312,197,147,72,343,1095,476,501,75,430,283,1231,373,617,657,193,1670,1004,251,838,30.00015286702098
469,1421,1306,507,979,599,470,1499,1007,1260,22,99,321,188,157,67,333,1036,424,463,67,451,263,1165,363,587,594,182,1647,865,209,828,26.17947719027041
470,1428,1314,495,1037,611,489,1505,1034,1270,23,99,321,198,157,70,347,1083,465,509,81,447,276,1169,359,586,653,190,1654,990,260,844,28.175977411819225
471,1455,1341,504,1062,614,487,1534,1068,1292,32,111,321,194,157,70,358,1067,423,487,71,445,273,1171,358,604,650,186,1748,988,235,850,28.82559584654907
472,1470,1361,611,1156,657,529,1563,1327,1316,25,101,345,190,160,76,402,1057,544,487,74,509,277,1388,374,605,742,204,1866,1183,286,856,37.160493827160494
473,1471,1363,501,936,608,494,1533,1000,1304,21,104,296,192,165,70,310,1059,426,483,72,439,278,1158,376,616,574,172,1663,820,193,842,23.376701723340503
474,1472,1353,508,961,609,495,1538,1119,1301,29,106,317,193,151,75,327,1074,444,487,68,423,259,1234,364,590,592,173,1657,806,191,878,25.735407562646948
475,1385,1285,494,944,607,490,1485,1002,1266,20,97,293,192,155,66,324,1041,435,471,72,434,255,1145,357,576,578,169,1555,844,207,808,24.54292984242567
476,1397,1291,487,1021,584,465,1487,992,1255,25,97,295,190,147,69,355,1040,450,470,65,421,258,1137,347,577,628,171,1621,917,223,833,26.32860467532397
477,1470,1364,437,867,598,485,1534,875,1295,22,100,269,190,140,76,307,1065,409,468,63,406,267,1028,357,579,507,162,1617,725,183,865,18.590449318519767
478,1431,1336,489,944,611,512,1515,993,1286,22,99,280,188,147,67,329,1075,427,500,74,432,280,1134,361,592,568,174,1593,839,203,838,22.82499690254704
479,1411,1292,507,1027,622,496,1487,1051,1257,22,99,296,194,149,74,350,1050,443,461,67,434,252,1138,361,575,633,184,1667,986,267,835,28.285467846750013
480,1422,1312,496,966,595,473,1508,987,1273,19,99,312,190,156,68,323,1042,415,477,77,438,255,1158,363,580,589,175,1672,855,216,843,25.629282239528518
481,1310,1221,481,911,588,485,1401,1018,1199,20,97,275,171,150,72,313,988,378,428,69,418,248,1139,331,545,533,164,1509,877,238,783,25.294134927232623
482,1346,1243,507,953,576,465,1436,1070,1197,23,96,300,185,152,68,331,979,448,434,67,435,255,1151,334,560,580,173,1669,969,265,809,27.646778931990386
483,1515,1408,526,1057,657,535,1574,1044,1376,20,111,319,210,151,79,341,1142,439,536,78,420,299,1236,390,643,684,206,1695,930,239,860,28.225578097192386
484,1424,1321,470,1051,603,467,1499,1052,1284,23,100,334,186,160,70,349,1015,415,455,80,429,257,1165,322,550,691,197,1738,996,244,864,31.10695312238965
485,1389,1272,494,963,591,479,1441,1067,1220,23,98,287,168,144,70,317,968,439,440,71,429,239,1144,336,537,610,184,1655,923,226,843,27.402016947929997
486,1514,1397,501,1008,662,535,1597,1048,1383,22,104,309,200,156,72,340,1160,455,521,89,443,266,1185,370,578,591,173,1655,872,206,913,24.129792211494014
487,1435,1328,481,964,608,494,1533,1007,1297,19,98,306,186,156,68,342,1083,455,490,68,446,274,1182,366,583,564,176,1600,858,207,830,24.300010432633282
488,1617,1490,530,1058,668,537,1689,1122,1453,23,115,319,205,160,80,349,1192,454,539,84,433,288,1231,389,635,668,192,1799,947,227,990,26.454582101585594
489,1479,1359,567,1104,635,512,1566,1213,1339,21,104,342,190,154,78,372,1107,485,501,77,462,266,1311,356,570,673,200,1739,1081,267,905,32.16049382716049
490,1405,1299,468,943,570,457,1470,946,1246,21,96,273,173,151,63,322,1010,436,455,76,394,252,1103,345,556,570,171,1619,793,194,847,23.7208562543534
491,1441,1326,538,1028,616,502,1516,1144,1294,25,100,313,187,155,72,338,1037,487,480,75,442,256,1248,352,578,623,185,1737,1002,267,875,29.748274028024177
492,1351,1225,514,1049,605,482,1432,1113,1194,27,97,303,180,168,78,364,985,450,462,66,462,259,1181,340,555,646,193,1653,1012,256,787,31.66371298039387
493,1418,1306,529,1021,610,492,1485,1097,1250,22,102,323,195,157,72,343,1045,472,461,65,439,270,1179,361,581,630,184,1692,970,237,829,28.723523189515053
494,1510,1401,522,1096,656,516,1602,1114,1334,26,101,330,198,156,70,378,1121,493,521,78,455,278,1242,384,617,682,189,1734,999,244,910,29.487708905881405
495,1495,1397,459,899,610,498,1577,942,1350,26,96,270,197,153,70,323,1121,409,513,68,382,281,1103,387,643,520,154,1628,779,177,860,19.365734659410773
496,1351,1267,472,877,581,468,1428,964,1231,21,95,285,189,151,60,288,1010,406,451,66,411,256,1080,337,548,528,159,1547,715,172,801,22.434415931143548
497,1418,1310,484,946,601,486,1490,983,1283,22,98,283,179,154,70,332,1048,423,470,71,414,260,1130,369,589,573,167,1566,865,211,819,23.931855056787448
498,1406,1286,514,1102,607,480,1476,1124,1256,22,96,303,187,153,74,356,1006,446,456,67,421,267,1220,357,577,689,197,1726,1026,247,807,30.47375897416209
499,1405,1295,511,1026,591,463,1497,1057,1273,25,98,300,175,161,70,348,1028,471,460,72,448,250,1202,351,550,631,186,1674,990,246,845,28.094938038227266
500,1497,1366,572,1120,642,506,1602,1254,1329,27,115,335,199,170,80,365,1101,551,507,76,501,281,1363,382,610,703,199,1882,1130,299,874,35.04369324889189
501,1422,1297,500,1082,616,489,1509,1034,1274,23,96,292,187,161,68,351,1045,430,470,75,436,279,1149,369,612,676,196,1701,975,244,815,28.767736196845004
502,1468,1344,526,1060,648,527,1521,1100,1291,22,105,304,185,148,80,361,1060,475,470,63,433,281,1220,382,624,656,183,1733,953,240,833,29.193219841963877
503,1496,1381,489,954,633,520,1562,978,1331,21,104,288,207,155,68,327,1113,425,508,71,422,275,1161,384,609,553,164,1581,830,221,893,23.050774625731844
504,1426,1318,490,963,613,487,1506,1071,1280,23,99,307,191,156,71,324,1052,403,474,72,439,264,1163,346,568,571,180,1628,917,243,868,25.845244126269627
505,1368,1249,502,1022,590,477,1441,1064,1227,23,104,295,187,155,72,347,1002,453,456,69,440,250,1166,355,566,607,182,1656,950,241,797,29.199193666550823
506,1396,1300,491,986,614,495,1468,1005,1254,25,100,310,191,159,80,339,1042,430,464,63,414,265,1155,350,577,603,173,1584,880,230,823,25.61471905885572
507,1446,1363,462,881,618,508,1537,894,1323,22,100,296,200,145,73,298,1093,424,500,68,411,304,1093,375,615,534,162,1537,715,182,807,19.75047934099861
