,headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
3212,156,544,184,132,100005.65174709096,0.1
3213,143,537,187,132,100009.97977237756,0.1
3214,158,557,187,137,100011.7657100264,0.1
3215,145,545,192,120,99990.03915273119,0.1
3216,161,568,190,140,99991.26510891248,0.1
3217,146,537,189,125,100009.04619523713,0.1
3218,150,565,199,130,100009.39172671892,0.1
3219,146,553,194,129,99979.50006771494,0.1
3220,160,587,203,133,99991.83438534824,0.1
3221,153,542,189,126,99978.05107352963,0.1
3222,159,551,189,132,99998.08816410675,0.1
3223,153,568,199,131,100001.4168904276,0.1
3224,144,585,215,141,100003.49133952492,0.1
3225,141,545,193,130,100004.5206921998,0.1
3226,154,584,202,126,100006.57262312305,0.1
3227,150,582,208,141,99998.99272391356,0.1
3228,154,571,198,130,99984.88118195249,0.1
3229,154,563,197,118,100002.13768804207,0.1
3230,153,581,203,136,100007.51167078778,0.1
3231,157,545,182,130,99985.87541154864,0.1
3232,159,581,202,133,99990.32216147594,0.1
3233,156,570,196,125,100012.01208743184,0.1
3234,149,559,196,131,100016.3015193342,0.1
3235,159,600,211,128,99995.349414073,0.1
3236,153,563,196,134,99986.95692486508,0.1
3237,160,580,196,135,99994.01642542004,0.1
3238,160,573,204,136,99991.71044682557,0.1
3239,152,553,195,130,99995.42772319533,0.1
3240,151,578,203,127,100008.22761038797,0.1
3241,162,545,181,142,99980.77912775306,0.1
3242,152,547,193,129,99979.56450874184,0.1
3243,157,564,194,142,100019.42953893557,0.1
3244,158,578,206,133,99991.95563835336,0.1
3245,155,585,207,141,100011.83657783436,0.1
3246,164,579,195,135,99981.54749067394,0.1
3247,153,568,202,134,100008.5860393538,0.1
3248,152,563,197,128,99985.86059857962,0.1
3249,157,557,188,126,99990.1264911973,0.1
3250,158,594,210,136,99986.03339806203,0.1
3251,142,538,190,124,100005.44725830463,0.1
3252,155,568,194,130,99989.58806439165,0.1
3253,155,568,199,131,99990.01577345158,0.1
3254,151,561,195,130,100006.73653360216,0.1
3255,148,573,200,140,100015.6789529761,0.1
3256,148,579,201,140,100004.29321184568,0.1
3257,163,587,200,142,100002.61041336431,0.1
3258,153,564,201,133,100007.79849404086,0.1
3259,150,572,203,138,100016.6777823266,0.1
3260,158,585,209,133,99997.51681006206,0.1
3261,156,555,191,129,99990.22153014742,0.1
3262,151,575,205,128,100018.43094504975,0.1
3263,146,543,190,131,100014.14901153519,0.1
3264,158,565,194,129,99987.85870787481,0.1
3265,161,565,191,137,100008.13261460725,0.1
3266,153,576,199,135,100004.07516006607,0.1
3267,157,572,200,137,99999.28989136082,0.1
3268,140,546,193,127,99988.4762513037,0.1
3269,153,575,207,129,99985.89168069916,0.1
3270,170,567,187,138,99994.52436422351,0.1
3271,150,562,199,133,99999.2796038285,0.1
3272,141,548,193,126,100016.41049198725,0.1
3273,151,555,189,133,99986.01075013347,0.1
3274,164,581,198,138,100010.1822315874,0.1
3275,148,557,198,127,100002.12908786787,0.1
3276,163,590,201,133,100008.15925507981,0.1
3277,153,555,193,131,100020.22575774207,0.1
3278,151,548,188,127,99995.5642811908,0.1
3279,152,563,196,132,100001.37907689146,0.1
3280,150,563,198,127,99983.18300824233,0.1
3281,151,547,190,125,99993.30164649023,0.1
3282,158,577,199,132,100015.61720071244,0.1
3283,159,594,208,129,100020.24665903435,0.1
3284,157,583,203,132,100001.67179114916,0.1
3285,150,563,200,134,99999.47800130144,0.1
3286,149,554,192,123,100004.6082898441,0.1
3287,154,580,201,150,100002.9702659917,0.1
3288,155,598,209,141,100022.5255306076,0.1
3289,163,605,210,126,99989.895900513,0.1
3290,160,580,194,140,99983.15045884514,0.1
3291,155,564,199,133,99992.55013499975,0.1
3292,167,598,205,142,99986.22244903183,0.1
3293,153,565,198,136,100001.13555004649,0.1
3294,153,570,197,126,100000.56343727812,0.1
3295,141,581,210,128,99985.06725689003,0.1
3296,148,569,203,132,99999.67058111516,0.1
3297,147,570,200,117,99997.06223053666,0.1
3298,144,554,195,127,100002.39871498961,0.1
3299,150,564,200,134,99993.59062544722,0.1
3300,153,577,204,131,99995.99492635776,0.1
3301,157,574,200,126,99997.12121872717,0.1
3302,152,552,192,124,100013.28912319867,0.1
3303,143,557,198,129,99988.64941798369,0.1
3304,148,573,203,138,99994.17506434332,0.1
3305,160,577,201,134,100000.64841247642,0.1
3306,153,566,194,138,99999.27379909973,0.1
3307,156,596,208,142,100011.5632914342,0.1
3308,157,588,206,143,99996.96666280123,0.1
3309,153,566,198,123,100003.46481989382,0.1
3310,143,547,194,124,100000.32758303916,0.1
3311,150,565,200,123,99991.46118925896,0.1
3312,151,585,210,141,99996.92606596046,0.1
3313,153,562,200,133,99999.71255894317,0.1
3314,155,567,201,128,99992.00964133923,0.1
3315,143,548,194,114,100025.96253592278,0.1
3316,148,573,205,128,100002.23446461208,0.1
3317,151,570,200,125,100010.45567378672,0.1
3318,155,557,190,132,100016.65770094276,0.1
3319,161,571,196,123,100020.04376603784,0.1
3320,152,567,200,116,99981.96895601136,0.1
3321,163,585,203,138,99993.58985628664,0.1
3322,167,585,201,139,99985.98726085172,0.1
3323,153,565,197,128,99995.09355982076,0.1
3324,156,572,199,130,99996.43439395932,0.1
3325,152,583,205,136,99985.28213302168,0.1
3326,145,563,199,138,100011.10337876617,0.1
3327,160,583,198,127,100012.74758380585,0.1
3328,156,571,197,121,99992.92782242334,0.1
3329,158,566,196,128,100006.80508054854,0.1
3330,151,579,200,137,100008.54050840596,0.1
3331,148,555,193,133,100006.61555776307,0.1
3332,152,575,201,115,99986.41898539037,0.1
3333,153,557,189,126,100024.45378042881,0.1
3334,155,557,192,125,100020.87213742422,0.1
3335,156,563,194,131,99995.10764611259,0.1
3336,154,588,206,135,99995.36815864623,0.1
3337,147,557,196,131,99986.692307845,0.1
3338,158,580,206,127,100006.148357724,0.1
3339,157,578,198,131,99999.96807429171,0.1
3340,153,547,191,127,100004.82006189883,0.1
3341,155,575,204,133,99995.78898771225,0.1
3342,150,558,193,126,99987.37653116304,0.1
3343,158,576,198,135,99990.39079632131,0.1
3344,166,600,207,131,99993.82725128527,0.1
3345,152,554,195,131,100001.49227382039,0.1
3346,158,567,194,127,99997.72439705725,0.1
3347,160,582,200,126,100007.78925828502,0.1
3348,160,593,200,140,100006.78163231873,0.1
3349,155,570,202,115,100009.34021942486,0.1
3350,148,562,196,124,100002.96614116467,0.1
3351,157,563,190,133,100018.55970927083,0.1
3352,155,583,204,137,100021.43985913349,0.1
3353,150,560,196,130,99995.08608993773,0.1
3354,150,563,193,134,99989.42390729934,0.1
3355,146,553,195,125,100007.66948467268,0.1
3356,159,571,200,129,100005.8734304578,0.1
3357,155,586,204,133,100008.02526680764,0.1
3358,150,566,199,130,99995.02236351238,0.1
3359,153,600,212,131,99989.75699587619,0.1
3360,150,570,198,137,99998.4335151592,0.1
3361,153,564,198,135,100017.36556624457,0.1
3362,152,575,201,135,99997.97812359518,0.1
3363,154,565,197,127,100006.96082369481,0.1
3364,155,565,197,131,99994.37095939707,0.1
3365,158,568,191,131,99991.20253795732,0.1
3366,155,562,194,132,99991.99476159716,0.1
3367,152,568,201,128,99977.48419560796,0.1
3368,163,593,207,134,99993.44518366027,0.1
3369,160,600,206,130,100008.8344217872,0.1
3370,145,559,193,134,100000.43320446806,0.1
3371,160,580,204,139,99991.53992445195,0.1
3372,149,555,199,135,99999.46411333076,0.1
3373,160,581,199,129,100002.59813548008,0.1
3374,160,595,205,134,100008.32332345477,0.1
3375,155,574,200,130,99992.68666786412,0.1
3376,160,610,208,131,99999.92412915255,0.1
3377,146,566,200,129,100003.32887255897,0.1
3378,151,567,199,141,100010.53475953119,0.1
3379,148,548,192,133,99987.49321936938,0.1
3380,159,587,204,133,99996.94185704977,0.1
3381,147,557,197,122,99982.01161539584,0.1
3382,148,568,202,136,99991.60350304576,0.1
3383,156,587,204,140,100003.37134242381,0.1
3384,155,574,198,127,100017.09207697301,0.1
3385,157,562,194,131,99997.61814980453,0.1
3386,155,607,210,134,99995.98405554693,0.1
3387,151,557,191,133,99990.00537714774,0.1
3388,157,567,197,130,99986.33210298797,0.1
3389,145,532,186,125,99991.3828408308,0.1
3390,145,570,202,130,100006.20717508056,0.1
3391,153,565,199,137,99979.04133296221,0.1
3392,158,598,206,131,99997.93941605721,0.1
3393,161,580,196,117,99993.1684195642,0.1
3394,159,591,205,131,99989.54490919824,0.1
3395,148,572,204,126,100002.37883678393,0.1
3396,147,561,200,120,99992.07733693588,0.1
3397,158,581,200,136,99989.12397214648,0.1
3398,158,573,196,141,99994.16423854449,0.1
3399,150,584,210,131,99984.55512868847,0.1
3400,148,572,204,131,99983.55381190439,0.1
3401,160,595,209,134,99992.03337583666,0.1
3402,153,557,199,125,99988.54829889393,0.1
3403,152,573,202,129,100008.91121190676,0.1
3404,167,576,195,139,99999.18087185599,0.1
3405,168,608,204,123,99988.35943435405,0.1
3406,163,565,191,121,99998.93971126172,0.1
3407,164,594,210,138,100007.01132927176,0.1
3408,157,570,195,132,100005.76401890867,0.1
3409,149,550,194,130,100017.14655093274,0.1
3410,156,585,202,130,99991.97348280836,0.1
3411,146,566,201,117,100012.82932454837,0.1
3412,156,571,197,127,99996.30896694053,0.1
3413,150,564,199,123,100000.76340637653,0.1
3414,146,561,198,128,99991.41551118893,0.1
3415,159,568,196,135,99989.61829690367,0.1
3416,160,558,194,125,100018.16777919467,0.1
3417,149,557,193,128,100018.91287341596,0.1
3418,155,583,204,111,100002.95873652509,0.1
3419,153,550,192,119,100008.34356342256,0.1
3420,153,568,194,133,100002.14781982133,0.1
3421,158,558,189,130,100015.81979815123,0.1
3422,151,584,202,128,99982.19212080867,0.1
3423,150,569,196,132,100016.30152135047,0.1
3424,155,573,195,127,99983.19878986236,0.1
3425,149,565,196,125,100015.99050762413,0.1
3426,168,560,181,130,100021.39918438166,0.1
3427,150,577,202,124,99987.46880752851,0.1
3428,153,563,195,135,99992.91172503015,0.1
3429,157,577,196,130,99999.8769230399,0.1
3430,152,560,195,122,100008.3464590518,0.1
3431,158,576,199,126,99978.30821563027,0.1
3432,148,560,194,129,99998.42964522676,0.1
3433,153,576,204,129,100006.66211144703,0.1
3434,163,566,197,135,100007.85648912273,0.1
3435,152,575,198,131,100006.50194709773,0.1
3436,155,570,198,138,99995.47475190894,0.1
3437,150,583,210,131,99995.89043152504,0.1
3438,147,559,198,122,99994.3606472589,0.1
3439,156,575,199,144,100025.29127892254,0.1
3440,153,565,195,130,99989.69275988136,0.1
3441,150,558,191,137,100002.42574183347,0.1
3442,160,595,204,131,99996.82988547336,0.1
3443,147,546,190,126,99998.36264539027,0.1
3444,153,580,206,133,100003.21072871916,0.1
3445,163,593,204,136,99994.18324387829,0.1
3446,158,581,204,132,100000.37592125717,0.1
3447,163,595,206,133,99995.50985810846,0.1
3448,155,576,204,130,100007.33294450428,0.1
3449,160,579,198,132,99995.99347641628,0.1
3450,157,570,200,142,100000.57598794212,0.1
3451,161,570,192,136,100000.05213942012,0.1
3452,158,581,199,116,100018.84965331976,0.1
3453,155,556,189,129,100018.53945106099,0.1
3454,155,587,202,132,99988.00604200158,0.1
3455,140,540,194,110,99992.01484683064,0.1
3456,159,573,195,132,99985.38880511552,0.1
3457,161,581,202,132,99996.11026418225,0.1
3458,159,593,208,139,99998.72246977764,0.1
3459,153,578,203,132,99992.68541840679,0.1
3460,158,574,195,139,100003.11874897039,0.1
3461,162,588,210,132,99994.49855770876,0.1
3462,147,554,192,127,99999.0903526414,0.1
3463,150,557,192,117,99980.97283197989,0.1
3464,152,575,202,136,100006.00032238949,0.1
3465,158,583,202,136,99989.89861354805,0.1
3466,148,543,186,123,99995.10915624056,0.1
3467,150,598,214,142,100005.78704673196,0.1
3468,153,575,199,131,99985.31681340057,0.1
3469,152,581,210,134,100009.90631257133,0.1
3470,156,586,200,133,100002.32233481244,0.1
3471,165,598,203,140,100002.21348582958,0.1
3472,151,558,195,136,99985.59734883852,0.1
3473,167,599,205,127,99986.28248643683,0.1
3474,138,558,198,127,100000.34474483092,0.1
3475,153,588,206,140,99996.64519417404,0.1
3476,143,561,200,126,99993.83957540344,0.1
3477,154,574,199,124,99998.40881966984,0.1
3478,155,581,204,130,99990.69331347822,0.1
3479,155,585,205,124,99998.16545524004,0.1
3480,152,592,210,139,100005.02018972783,0.1
3481,158,581,203,133,99990.72362643424,0.1
3482,166,578,197,128,99991.2162092711,0.1
3483,153,568,197,125,99998.41474899113,0.1
3484,153,546,180,120,99994.98543853707,0.1
3485,153,556,192,125,99998.81047530573,0.1
3486,168,600,208,139,100000.23769135687,0.1
3487,162,573,195,133,99982.32777899498,0.1
3488,160,590,206,132,100015.41429505454,0.1
3489,145,553,192,121,99997.5601548834,0.1
3490,152,563,196,133,100000.36712328576,0.1
3491,153,587,207,132,99987.58120061092,0.1
3492,153,550,190,126,99996.99346562572,0.1
3493,149,560,197,123,99996.53040632684,0.1
3494,173,622,213,134,99989.14646554654,0.1
3495,144,553,198,128,99997.2385899859,0.1
3496,154,560,193,128,99984.02689503641,0.1
3497,154,570,199,135,100022.23820815382,0.1
3498,153,566,200,124,100001.67005808918,0.1
3499,153,567,198,134,100004.34323075863,0.1
3500,151,556,195,135,100002.30640502664,0.1
3501,155,580,205,125,99991.45419088467,0.1
3502,156,573,200,133,100000.21499684092,0.1
3503,159,600,210,131,99972.89606259533,0.1
3504,160,593,205,130,99989.33199113149,0.1
3505,152,568,200,132,100005.28867520708,0.1
3506,144,544,195,136,99996.89436340428,0.1
3507,150,573,206,138,99977.76604018072,0.1
3508,151,555,189,132,99985.03173255608,0.1
3509,156,580,203,125,100008.01193452957,0.1
3510,160,572,193,139,99981.95353114567,0.1
3511,149,572,199,130,100000.22601128877,0.1
3512,157,574,198,132,99981.3013946024,0.1
3513,161,564,190,129,100008.58274176145,0.1
3514,157,578,201,133,100004.87140023448,0.1
3515,160,585,204,126,100008.88690139783,0.1
3516,155,587,201,133,99996.23410971915,0.1
3517,152,572,201,129,100003.44320792348,0.1
3518,151,573,200,131,100001.80605169949,0.1
3519,157,577,202,133,99986.6519670666,0.1
3520,155,583,200,133,100000.61679136482,0.1
3521,158,583,204,134,99992.8918471325,0.1
3522,160,607,215,137,99987.48789420527,0.1
3523,154,570,198,132,99988.31060406569,0.1
3524,162,576,195,135,100010.94731756595,0.1
3525,157,575,194,129,100008.1016760276,0.1
3526,156,583,199,121,99996.12949333244,0.1
3527,161,601,208,132,99979.27151908232,0.1
3528,154,585,204,127,100005.68697428863,0.1
3529,149,564,199,134,100011.46830729222,0.1
3530,154,565,196,127,100006.2039141451,0.1
3531,150,566,201,136,99997.35936839633,0.1
3532,153,585,204,135,99985.6779490861,0.1
3533,153,562,193,130,99998.99891163304,0.1
3534,147,554,194,123,99990.88036209132,0.1
3535,142,554,196,124,99991.95307673993,0.1
3536,153,581,203,129,99999.07978900283,0.1
3537,153,566,197,116,99993.49444712076,0.1
3538,153,551,192,125,100000.58193768523,0.1
3539,153,572,202,130,100009.1407301363,0.1
3540,155,557,189,128,99984.82758265767,0.1
3541,149,567,199,134,100002.52631352744,0.1
3542,158,575,198,119,100003.97866016602,0.1
3543,148,556,190,127,99996.96454728028,0.1
3544,150,580,202,125,99979.4435670972,0.1
3545,155,574,199,120,99991.09081831438,0.1
3546,158,583,201,133,100022.66333320767,0.1
3547,149,562,194,128,100007.09205200721,0.1
3548,146,561,195,122,99987.87885018524,0.1
3549,161,569,186,133,99996.01246700404,0.1
3550,156,578,203,139,99995.49229158502,0.1
3551,152,566,198,121,100000.82363140097,0.1
3552,158,598,209,134,100002.88171762222,0.1
3553,155,568,197,132,100007.86182474233,0.1
3554,161,560,186,123,100001.1289115336,0.1
3555,152,586,204,134,99991.09053461881,0.1
3556,159,595,209,123,100008.83382433525,0.1
3557,157,580,200,119,99992.12234909981,0.1
3558,153,551,186,129,100005.34903052844,0.1
3559,155,563,193,124,100018.01616714598,0.1
3560,151,565,199,126,100001.22837124918,0.1
3561,158,570,194,128,99983.17328869694,0.1
3562,158,605,212,131,100006.06601643722,0.1
3563,175,615,209,133,100003.81722533167,0.1
3564,160,570,192,133,99989.2733489508,0.1
3565,157,582,204,130,100006.13456309355,0.1
3566,160,572,192,130,100000.44225337364,0.1
3567,156,569,193,131,99989.09048870575,0.1
3568,168,595,200,122,100001.60346789623,0.1
3569,152,570,193,130,99998.17995406363,0.1
3570,150,569,200,123,99981.48614931034,0.1
3571,156,570,199,132,100002.09875833393,0.1
3572,159,590,204,133,99983.93264120472,0.1
3573,153,567,195,134,100004.573047671,0.1
3574,154,557,190,124,99985.51518301158,0.1
3575,151,557,193,127,100004.56751732982,0.1
3576,155,575,200,126,100000.99618046767,0.1
3577,160,580,200,125,99984.87660088926,0.1
3578,165,585,201,133,100004.43989232244,0.1
3579,152,567,200,137,100010.28667566038,0.1
3580,150,570,197,134,99984.13377279614,0.1
3581,149,547,193,127,99990.35379661203,0.1
3582,148,543,188,127,99988.36371487648,0.1
3583,151,565,195,129,99995.98560480693,0.1
3584,166,585,198,130,100013.56019770936,0.1
3585,152,592,210,134,99999.03841769684,0.1
3586,146,556,196,120,100012.95251013582,0.1
3587,157,568,200,136,99997.03384465208,0.1
3588,146,552,193,129,100011.68288087564,0.1
3589,155,581,203,133,99992.839374625,0.1
3590,155,552,188,121,99994.98617981344,0.1
3591,154,567,194,131,99982.46586531537,0.1
3592,158,561,186,131,100007.00128912387,0.1
3593,151,542,191,126,99997.29964214556,0.1
3594,165,600,206,133,99994.20809898713,0.1
3595,156,575,200,129,99988.59511999057,0.1
3596,143,534,182,132,100005.01016282717,0.1
3597,159,600,208,137,100002.25767203126,0.1
3598,147,553,195,124,99989.10912853607,0.1
3599,157,580,202,130,100012.80058096503,0.1
3600,155,574,203,126,99999.01181163863,0.1
3601,164,615,213,140,99997.29851032436,0.1
3602,142,538,193,121,100017.45068442392,0.1
3603,140,540,191,124,99998.1944202274,0.1
3604,162,580,200,134,99997.97622224863,0.1
3605,158,584,206,125,99996.07443507199,0.1
3606,150,562,200,125,100021.46402181016,0.1
3607,151,567,198,128,100021.36405485438,0.1
3608,154,575,205,127,100009.74229631627,0.1
3609,164,582,199,130,99998.10210032693,0.1
3610,168,572,190,137,99993.37152154562,0.1
3611,141,555,197,130,100004.1396653549,0.1
3612,148,568,195,132,100000.31924826026,0.1
3613,146,568,202,125,99984.06340678578,0.1
3614,156,573,200,131,100011.43814459113,0.1
3615,150,567,201,129,99994.90463213387,0.1
3616,144,530,185,123,100006.48794693321,0.1
3617,153,567,194,132,99998.81370993213,0.1
3618,159,576,194,134,99999.27179076578,0.1
3619,144,560,198,130,99986.56570528376,0.1
3620,165,608,211,128,99991.19954527996,0.1
3621,160,587,202,135,99993.46337559073,0.1
3622,154,572,200,132,99999.77987195797,0.1
3623,158,567,198,134,100003.3829981482,0.1
3624,149,555,193,132,99997.11244936084,0.1
3625,160,603,209,143,99992.37912887147,0.1
3626,155,588,207,125,100010.53166157844,0.1
3627,151,588,213,138,99999.90814947749,0.1
3628,153,600,214,133,100004.75760379537,0.1
3629,146,563,199,131,100003.73943372801,0.1
3630,155,581,200,131,99991.20736441565,0.1
3631,152,566,201,136,99993.61152263373,0.1
3632,156,577,198,129,100008.55586819178,0.1
3633,158,578,202,133,100019.55753598524,0.1
3634,157,575,196,128,100004.7329157348,0.1
3635,145,548,193,115,99993.24917336166,0.1
3636,158,559,188,131,100012.28505264263,0.1
3637,159,576,197,130,99983.5797967216,0.1
3638,155,574,199,123,99991.59667940764,0.1
3639,148,550,195,131,100012.71048234061,0.1
3640,152,579,205,138,99995.73692429687,0.1
3641,156,585,205,139,100015.13822407078,0.1
3642,153,558,190,130,99982.83305428839,0.1
3643,160,586,198,123,99993.4291663991,0.1
3644,162,581,200,138,100003.34034407287,0.1
3645,157,577,198,131,100001.9305896724,0.1
3646,154,581,203,125,100002.78079786988,0.1
3647,160,591,207,136,99999.67509457572,0.1
3648,154,567,200,134,99993.73365028524,0.1
3649,155,572,200,125,100009.94197744172,0.1
3650,153,555,193,125,99993.36142606901,0.1
3651,153,550,188,128,99987.43974181569,0.1
3652,148,582,205,127,99998.893544285,0.1
3653,141,534,186,122,99974.28408528099,0.1
3654,155,574,195,122,100008.30995272617,0.1
3655,155,575,203,124,100004.91127287387,0.1
3656,159,574,197,129,99999.26646575822,0.1
3657,163,570,198,142,99993.10785914821,0.1
3658,151,548,191,124,99981.91694784512,0.1
3659,156,582,199,137,99982.75566332524,0.1
3660,154,560,192,123,100006.79675727246,0.1
3661,143,560,199,124,100000.98407442847,0.1
3662,159,570,195,123,100003.78364453511,0.1
3663,166,625,218,146,99998.57004676622,0.1
3664,153,580,206,132,100003.03802504922,0.1
3665,153,569,196,132,99984.0510371292,0.1
3666,153,543,189,114,100006.43661703335,0.1
3667,158,585,201,130,100003.60877866534,0.1
3668,150,565,201,128,100008.91323813832,0.1
3669,142,553,195,128,100001.12437355821,0.1
3670,150,560,191,126,99989.85095668658,0.1
3671,149,556,199,129,100004.74303965355,0.1
3672,157,581,203,126,99988.20175111512,0.1
3673,160,569,194,133,100009.89957068897,0.1
3674,162,591,197,133,100003.17621900314,0.1
3675,154,578,200,120,99993.39503822307,0.1
3676,148,560,197,126,100003.72110544759,0.1
3677,166,588,201,130,100015.92668333196,0.1
3678,146,571,202,127,99990.15051092513,0.1
3679,148,535,188,117,100016.9639385386,0.1
3680,154,610,220,140,100000.97829830539,0.1
3681,153,583,205,144,100011.05335285154,0.1
3682,154,585,205,126,100002.92173652817,0.1
3683,151,555,198,127,100004.8125579224,0.1
3684,150,560,199,125,100017.98162549113,0.1
3685,160,580,203,127,100001.87479910803,0.1
3686,153,575,204,126,99998.5116359191,0.1
3687,156,582,201,135,100001.8842557686,0.1
3688,152,588,210,133,100010.95687518502,0.1
3689,141,559,199,127,99997.85970466844,0.1
3690,150,575,200,125,99990.77222363293,0.1
3691,146,547,192,125,99997.7467867964,0.1
3692,143,557,197,130,100005.74357645703,0.1
3693,154,574,202,129,99999.86356407992,0.1
3694,153,574,197,126,100004.14233865867,0.1
3695,150,565,194,133,99992.47285030957,0.1
3696,146,565,202,142,100013.60376795154,0.1
3697,162,612,215,142,100003.86374907057,0.1
3698,150,536,192,125,100003.88515481306,0.1
3699,159,590,204,134,100000.30521965824,0.1
3700,158,585,207,130,100006.1371850654,0.1
3701,159,580,201,131,99999.17747104717,0.1
3702,150,592,207,139,99998.55780373109,0.1
3703,152,575,200,126,100007.92377685811,0.1
3704,162,595,200,130,99996.97728164488,0.1
3705,150,568,199,128,99999.43658905613,0.1
3706,161,575,195,124,99986.1394024512,0.1
3707,157,585,205,128,99997.62499617529,0.1
3708,166,585,195,128,99987.55860189037,0.1
3709,160,573,190,135,99990.61396443195,0.1
3710,153,560,193,131,99993.30359394748,0.1
3711,158,571,196,119,100019.05035587824,0.1
3712,162,592,202,133,100011.10404229908,0.1
3713,154,557,191,121,100003.24049385908,0.1
3714,160,565,190,126,100003.05028783856,0.1
3715,154,587,207,144,100011.86397762649,0.1
3716,154,592,201,122,99979.2433607053,0.1
3717,152,569,196,133,99987.60651963127,0.1
3718,155,577,198,135,99999.41147255096,0.1
3719,152,600,213,132,99992.26183998377,0.1
3720,156,568,194,132,99987.01816774183,0.1
3721,151,567,199,135,99995.78287657967,0.1
3722,150,560,197,134,100006.22981126134,0.1
3723,154,563,195,130,100009.51773213725,0.1
3724,153,573,199,125,99999.30157352178,0.1
3725,158,550,180,129,100002.90029258301,0.1
3726,151,568,198,134,100006.14553694619,0.1
3727,149,550,196,129,99974.13090033953,0.1
3728,151,567,198,127,100006.4046439325,0.1
3729,163,580,195,124,99979.23308717877,0.1
3730,152,563,198,128,100003.20535590463,0.1
3731,165,570,190,122,100005.41948175828,0.1
3732,159,592,203,130,100005.97945640674,0.1
3733,149,545,186,124,99994.15331612146,0.1
3734,154,576,200,127,100005.92992910344,0.1
3735,155,583,208,136,100005.85492746136,0.1
3736,150,557,193,127,100009.63700696852,0.1
3737,156,573,196,139,99984.36962965141,0.1
3738,155,600,214,135,99991.68851811253,0.1
3739,152,572,205,127,100003.33293068556,0.1
3740,150,558,192,135,99997.83187304508,0.1
3741,151,565,200,126,100006.88390783957,0.1
3742,161,602,209,140,100004.71355967221,0.1
3743,161,590,207,146,100002.07295206426,0.1
3744,149,572,207,134,100004.45453047132,0.1
3745,155,589,207,132,100001.77654163436,0.1
3746,158,573,195,132,99991.23749157897,0.1
3747,157,560,193,126,100005.30069685057,0.1
3748,165,585,200,130,99993.61399326354,0.1
3749,140,548,196,122,100015.50481975687,0.1
3750,158,565,185,129,100010.66142559897,0.1
3751,151,576,205,129,99993.10781031684,0.1
3752,160,581,200,138,100001.5707628304,0.1
3753,149,570,203,135,99985.72677015873,0.1
3754,155,550,189,114,100000.93412677707,0.1
3755,158,546,178,131,100015.54828526588,0.1
3756,148,545,187,130,100001.86818130485,0.1
3757,157,580,205,134,100009.42816425038,0.1
3758,146,555,195,130,100012.24442640196,0.1
3759,159,578,201,130,100001.37031263633,0.1
3760,144,557,199,132,100011.17245918703,0.1
3761,157,595,214,140,99997.8891135757,0.1
3762,153,563,198,134,100002.2425926118,0.1
3763,149,555,193,132,99984.81206343755,0.1
3764,156,577,205,130,99992.63876210645,0.1
3765,151,567,202,131,99996.42259173156,0.1
3766,153,564,195,122,100005.48157899515,0.1
3767,155,560,195,130,99988.84716390168,0.1
3768,160,550,190,137,100001.56172589287,0.1
3769,148,555,190,122,99984.00360905807,0.1
3770,148,562,193,122,99996.01181970652,0.1
3771,150,552,192,132,99993.00057108098,0.1
3772,150,558,195,120,100015.90844343726,0.1
3773,147,561,200,137,99992.34319105539,0.1
3774,159,565,189,125,99998.41292078352,0.1
3775,150,585,204,138,100008.91212823613,0.1
3776,152,553,191,135,99992.79052547803,0.1
3777,158,570,195,122,100004.27122805383,0.1
3778,152,573,205,133,99998.80190962793,0.1
3779,153,570,198,135,99990.77773405368,0.1
3780,150,563,199,127,99992.26779491812,0.1
3781,143,549,196,130,100007.50522478683,0.1
3782,160,578,196,127,99993.96444832603,0.1
3783,160,590,206,134,100007.535724655,0.1
3784,155,560,191,125,100000.26708925236,0.1
3785,144,548,195,125,99991.44946393462,0.1
3786,153,569,195,131,99999.25051479724,0.1
3787,159,596,206,129,100021.14536800227,0.1
3788,152,574,201,132,100000.6334523252,0.1
3789,153,572,199,127,99992.12453455104,0.1
3790,148,560,196,135,100003.2777988551,0.1
3791,163,588,196,128,99996.11755438568,0.1
3792,154,567,199,124,99986.04871123722,0.1
3793,155,587,210,133,100003.70054785754,0.1
3794,156,562,190,132,99990.02564447864,0.1
3795,159,580,202,137,100012.36734611733,0.1
3796,158,573,190,134,100011.16299142703,0.1
3797,157,593,208,132,100006.75240403123,0.1
3798,157,569,197,136,100000.22451964224,0.1
3799,171,633,222,140,99991.28962530472,0.1
3800,153,578,200,136,100002.8743356761,0.1
3801,155,573,197,131,99992.37815172038,0.1
3802,150,565,199,132,100010.7072559214,0.1
3803,156,571,198,113,99986.23348430633,0.1
3804,150,557,195,129,100014.51719773104,0.1
3805,145,575,203,128,99998.91990131307,0.1
3806,157,559,187,136,99993.07825095172,0.1
3807,158,609,214,131,99988.53424744624,0.1
3808,154,585,208,131,100005.67930596574,0.1
3809,156,594,208,139,100004.23871352091,0.1
3810,148,564,198,134,100007.39115434967,0.1
3811,151,565,196,125,99998.92007365603,0.1
3812,151,565,199,144,99994.15717993554,0.1
3813,153,567,198,130,100001.03164653896,0.1
3814,153,585,204,133,99987.83175066886,0.1
3815,155,580,200,123,99998.31096857732,0.1
3816,155,579,203,133,99991.6088410174,0.1
3817,155,580,206,130,100012.79856596683,0.1
3818,148,567,203,132,100004.64322117234,0.1
