,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
2342,290000,50,0,0,0,0,0,0,88713,79214,81301,84033,86513,90056,3459,4000,5000,4000,5000,5000,0,0,1,0,0,0,0,1,0,0
6438,110000,54,-1,-1,-1,-1,-1,2,316,316,632,150,632,166,316,632,150,632,0,0,1,0,1,0,0,0,0,0,0,1
28272,20000,31,-2,-2,-1,0,0,-1,-885,-885,18354,19064,19422,4390,20,21431,2300,558,4403,0,1,0,0,1,0,0,0,0,1,0
2276,210000,40,-1,-1,-1,-1,-1,-1,6223,8143,3712,3091,90817,308,8146,3719,3091,90817,308,3369,0,1,0,0,0,0,0,1,0,0
3931,120000,34,0,0,0,2,2,2,105356,107588,115372,112027,119702,121650,3931,9600,0,9500,4100,0,1,1,0,0,0,0,0,0,1,0
11008,70000,40,1,2,2,2,2,2,12026,13531,13017,14299,13927,15692,2000,0,1500,0,2000,0,0,1,0,0,0,0,0,1,0,0
2518,200000,38,-2,-2,-2,-2,-2,-2,-3,687,2740,2044,1614,2066,690,2753,2054,1622,2076,578,1,1,0,0,0,0,0,1,0,0
24419,260000,34,-2,-2,-2,-2,-2,-2,-40,-40,-40,8117,-8,-8,0,0,8157,0,0,1673,0,1,0,0,0,0,0,1,0,0
18078,450000,34,0,0,0,0,0,0,260733,228515,232762,208005,194608,201044,20255,50171,7096,6604,10012,10000,0,1,0,0,0,0,0,0,1,0
25038,500000,58,0,0,0,0,0,0,201013,197982,137786,129575,135483,118851,8366,12063,8031,16114,10091,15123,0,1,0,0,0,0,0,0,1,0
3834,50000,25,2,2,0,0,0,0,31097,30322,31142,29391,30099,28041,0,1833,1000,1000,10000,10000,1,0,0,1,0,0,0,1,0,0
1433,20000,52,0,0,0,0,0,0,17420,19130,20340,19940,19940,0,2000,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15693,360000,29,0,0,0,0,0,0,109997,205119,209680,213527,174907,126309,100000,8270,8423,6753,5139,5000,0,1,0,0,0,0,0,0,1,0
3901,50000,27,1,2,2,2,2,2,8951,8862,10061,9751,11585,11250,200,1500,0,2000,0,1600,1,0,1,0,0,0,0,0,1,0
3949,130000,42,-1,-1,-1,-1,-1,-1,1048,1048,1048,1048,390,390,1048,1048,1048,390,390,390,0,0,1,0,0,0,0,1,0,0
18673,50000,22,0,0,0,0,0,0,28544,28681,23306,16282,9451,9408,1450,1400,1300,400,400,400,1,0,1,0,0,0,0,0,1,0
9303,500000,32,-2,-2,-2,-2,-2,-2,71731,75357,62407,63706,59452,47868,25487,80389,50132,22208,30167,25036,0,0,1,0,0,0,0,0,1,0
21663,60000,24,0,0,0,0,0,0,22504,23547,24877,21465,21218,21300,1420,1750,1338,761,925,887,1,1,0,0,0,0,0,0,1,0
15162,300000,26,0,0,0,-1,0,0,29300,18988,6893,49379,49161,50646,1214,2000,49379,1500,2000,15000,1,0,1,0,0,0,0,0,1,0
28982,240000,33,0,0,0,0,0,0,99938,92104,85194,83021,78556,78495,3500,4200,3600,3000,3000,3000,1,1,0,0,0,0,0,0,1,0
16333,60000,36,0,0,0,0,0,0,60299,44659,44291,41241,29534,29297,2000,3042,1433,1012,1029,1074,1,0,1,0,0,0,0,1,0,0
12606,100000,27,-1,-1,-1,-1,-1,-2,2927,831,1226,330,0,0,831,1226,330,0,0,0,0,1,0,0,0,0,0,0,1,0
14470,220000,48,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13235,50000,55,0,0,2,0,0,0,37984,41234,37701,28181,28711,29368,3900,0,1300,1100,1100,1000,1,0,1,0,0,0,0,1,0,0
12315,250000,39,-1,-1,2,-1,-1,-1,1000,4070,3629,1570,248,1247,3629,3,1575,248,1247,621,1,1,0,0,0,0,0,1,0,0
8020,30000,45,0,0,0,0,0,0,30488,30900,30480,31124,29333,30177,1600,1500,1100,1053,1320,967,1,0,1,0,0,0,0,1,0,0
4845,170000,34,-1,-1,-1,-1,-1,-1,2806,326,676,326,326,326,652,676,326,326,326,1722,0,0,1,0,0,0,0,0,1,0
7277,150000,44,1,2,2,-1,-1,2,27270,24600,0,10195,24232,22000,0,0,10195,24232,0,0,1,1,0,0,0,0,0,1,0,0
20568,20000,28,2,2,0,0,0,0,17429,16849,17187,8585,8760,12000,0,1202,1000,175,3240,0,0,0,1,0,0,0,0,0,1,0
14659,130000,32,-1,-1,-1,-1,-1,-1,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,0,0,1,0,0,0,0,0,1,0
17636,360000,33,0,0,0,-2,-2,-2,11596,11775,0,0,0,0,1058,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
27093,190000,48,0,0,0,0,-2,-2,189158,150621,153900,0,0,0,6561,6900,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6332,170000,60,0,0,0,0,0,0,170359,178514,98196,100108,95629,89472,11700,3600,3500,3500,3300,3500,0,1,0,0,0,0,0,1,0,0
2383,60000,35,0,0,0,0,-1,-1,22226,18597,13801,8038,7340,-153,1292,2245,161,7340,0,20341,0,0,1,0,0,0,0,1,0,0
25273,30000,22,0,0,0,0,0,0,29449,30308,26186,27698,28987,29568,1402,2000,2000,2000,2500,2000,1,0,1,0,0,0,0,0,1,0
15948,120000,30,0,0,0,0,0,0,110612,114323,116835,118053,119047,119641,5555,5847,5800,4445,4700,4500,1,0,1,0,0,0,0,0,1,0
3096,50000,34,0,0,0,0,0,0,20613,28018,22744,18484,16378,13352,10000,10000,1500,3000,2803,5000,0,1,0,0,0,0,0,0,1,0
14740,160000,58,1,-2,-2,-2,-1,-1,0,0,0,0,4816,0,0,0,0,4816,0,0,0,1,0,0,0,0,0,1,0,0
