,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
3979,260000,31,0,0,0,0,0,0,181679,187642,190152,186696,188632,190948,8900,7200,6800,7100,7200,6500,1,1,0,0,0,0,0,0,1,0
29516,70000,33,-1,-1,0,0,0,0,390,4924,5566,6139,5868,6399,4924,1113,1076,195,1000,235,0,0,1,0,0,0,0,1,0,0
20235,200000,54,-1,2,-1,-1,-1,-1,2841,1709,1312,2404,3786,1916,0,1312,2404,3786,1916,2299,1,0,0,1,0,0,0,1,0,0
3843,50000,33,0,0,0,0,0,0,12498,16264,17918,16072,17041,19028,4000,2000,1000,2000,2396,1000,1,0,1,0,0,0,0,0,1,0
11635,160000,27,-1,-1,-1,-1,-1,0,2431,5026,3720,3465,4218,2913,5030,3722,4300,5000,2500,5400,1,1,0,0,0,0,0,0,1,0
14563,20000,24,0,0,2,0,0,-1,12549,11552,6622,6232,390,930,2319,0,0,0,930,0,0,0,1,0,0,0,0,0,1,0
23229,300000,32,0,0,0,0,0,0,114690,117682,120777,123835,127830,130931,4682,4777,4835,5830,4931,5079,1,0,1,0,0,0,0,0,1,0
20927,50000,33,0,0,2,0,0,0,40505,46745,45727,45515,45470,4220,6930,0,1200,155,3000,0,0,1,0,0,0,0,0,1,0,0
10455,90000,25,0,0,0,0,0,0,80603,73487,70581,67336,67069,67890,2827,2370,2300,2300,2700,2700,1,0,0,1,0,0,0,1,0,0
345,160000,29,-1,-1,-2,-1,0,0,3097,-707,-2697,2303,6182,1654,0,0,5000,5000,1500,13000,1,1,0,0,0,0,0,0,1,0
323,230000,28,0,0,0,-2,-1,-1,26361,18826,1100,2100,767,6173,1710,1100,1000,767,6173,1000,1,0,1,0,0,0,0,1,0,0
4149,130000,44,0,0,-2,-2,-2,-2,15722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3096,50000,34,0,0,0,0,0,0,20613,28018,22744,18484,16378,13352,10000,10000,1500,3000,2803,5000,0,1,0,0,0,0,0,0,1,0
13544,20000,28,1,-2,-2,-2,-1,0,0,0,0,0,12723,30000,0,0,0,12723,18000,32200,0,1,0,0,0,0,0,0,1,0
18636,20000,24,0,0,0,0,0,0,22515,24146,25374,19075,18907,18507,2000,2024,2000,1005,1188,2002,1,1,0,0,0,0,0,0,1,0
9303,500000,32,-2,-2,-2,-2,-2,-2,71731,75357,62407,63706,59452,47868,25487,80389,50132,22208,30167,25036,0,0,1,0,0,0,0,0,1,0
17734,290000,58,1,2,2,2,0,0,68445,66757,76983,74891,78100,83325,0,12000,0,5000,6000,0,1,0,0,1,0,0,0,1,0,0
12463,360000,40,0,0,2,-1,-1,-1,76584,85400,17295,8331,2643,6008,21358,86,8372,2656,6038,3325,0,1,0,0,0,0,0,1,0,0
12971,240000,29,-1,-1,-1,-1,-1,-1,59,548,208,0,44,19,548,208,0,44,0,643,1,1,0,0,0,0,0,0,1,0
2904,110000,49,0,0,0,0,0,0,75565,64833,48586,48430,48150,48271,4009,5000,2000,2000,2000,1800,0,0,1,0,0,0,0,1,0,0
8362,50000,52,0,0,2,-1,0,0,22916,13238,346,14580,11231,10804,1656,0,14580,500,458,873,1,0,0,1,0,0,0,1,0,0
505,160000,35,-1,-1,-1,-1,-1,-1,396,396,396,0,792,1220,396,396,0,793,1220,0,0,1,0,0,0,0,0,0,1,0
21910,300000,24,0,0,0,0,0,0,16463,11537,9265,7263,14145,11535,1500,1500,1500,9433,2000,3000,1,0,1,0,0,0,0,0,1,0
17306,20000,40,-1,-1,-1,-1,-1,-2,295,748,-2,221,0,0,748,0,223,0,0,2016,1,0,1,0,0,0,0,0,1,0
423,200000,38,2,2,2,0,0,0,104978,105924,102663,97090,98045,105253,4500,0,3500,3500,9000,0,0,0,1,0,0,0,0,1,0,0
27922,30000,28,1,2,2,2,2,0,24307,23618,26733,27016,24972,25425,0,3500,1028,0,1000,3300,1,1,0,0,0,0,0,0,1,0
23796,360000,47,0,0,0,0,0,0,366484,365469,364081,365927,363629,303097,14463,15861,13600,12057,9340,9515,1,0,0,1,0,0,0,1,0,0
8649,20000,22,0,0,0,0,2,0,3978,5249,6362,7256,6995,7228,1500,1362,1000,0,350,300,1,1,0,0,0,0,0,0,1,0
20027,180000,39,-1,-1,-1,0,-1,0,547,547,759,1042,796,547,547,759,1000,796,0,249,1,1,0,0,0,0,0,1,0,0
22964,200000,33,0,0,0,0,0,0,19572,28858,52512,71923,19923,-77,10000,25000,20400,0,0,77,1,1,0,0,0,0,0,0,1,0
26859,500000,39,0,0,0,0,0,0,41597,50849,54927,57972,60224,71198,10000,4927,3972,3224,11980,5765,0,0,0,1,0,0,0,1,0,0
25484,70000,31,2,0,0,0,0,0,68174,68973,69835,66216,30000,30096,3200,3013,2141,1200,1300,1300,1,0,0,1,0,0,0,0,1,0
3694,80000,27,2,0,0,0,0,0,62824,63883,57722,116742,72204,79105,2178,2674,2200,14710,8000,3005,0,0,1,0,0,0,0,0,1,0
16601,80000,29,0,0,0,0,0,0,79048,80676,78311,80777,79306,79195,3000,3100,7000,3200,3500,3200,0,1,0,0,0,0,0,0,1,0
10862,50000,42,1,-2,-2,-2,-2,-2,-4,-4,0,0,0,0,0,4,700,0,0,2300,0,0,1,0,0,0,0,0,1,0
8299,80000,27,0,0,0,0,-1,0,26144,26625,3600,0,68424,42601,1075,1200,0,68424,1264,0,1,0,1,0,0,0,0,0,1,0
10863,150000,24,-2,-2,-2,-2,-2,-2,1563,5689,490,0,2893,0,5689,494,0,2893,0,499,1,0,1,0,0,0,0,0,1,0
6111,120000,36,2,2,0,0,2,2,117922,114621,115581,118481,116444,117283,0,4400,9000,0,9000,4400,1,0,1,0,0,0,0,1,0,0
19677,230000,41,0,0,0,0,0,0,54598,48568,43140,34039,26622,11891,1528,1538,1777,1160,1500,1000,1,1,0,0,0,0,0,1,0,0
10114,50000,29,0,0,0,0,0,0,23236,19132,15138,14036,14752,15445,1660,1065,5000,5000,5000,2000,0,0,1,0,0,0,0,0,1,0
18294,150000,55,0,-1,-1,-1,0,0,1540,780,0,580,780,0,780,0,580,200,0,0,0,0,1,0,0,0,0,1,0,0
23791,70000,62,2,2,2,0,0,0,70457,73562,71818,70579,33946,34701,6454,0,3075,1214,1301,1626,1,0,1,0,0,0,0,1,0,0
25046,370000,52,0,0,0,0,0,0,242132,130404,65225,41922,37565,28830,5600,3000,2000,3000,500,4019,0,1,0,0,0,0,0,0,1,0
7755,60000,29,-1,2,2,-1,2,2,4603,4186,0,1887,1543,3972,0,0,1887,0,3557,0,1,0,1,0,0,0,0,0,1,0
26725,210000,27,0,0,0,0,0,0,36017,32205,29104,29447,12411,5555,3015,3004,3058,1000,5000,4002,0,1,0,0,0,0,0,0,1,0
10353,20000,43,2,0,0,2,2,2,9286,10176,12298,11809,12333,11986,1200,2300,0,1015,0,1900,0,0,1,0,0,0,0,0,1,0
28053,270000,32,0,0,0,0,0,0,59710,49986,104390,94856,86461,83650,1808,69563,2891,2689,3012,2771,1,0,1,0,0,0,0,0,1,0
14886,230000,37,1,-2,-2,-2,-1,-1,0,0,0,0,2533,0,0,0,0,2533,0,500,1,0,0,1,0,0,0,1,0,0
28267,230000,43,0,0,0,0,0,0,7075,7806,8392,8967,8729,10816,1279,1295,1300,468,2816,5893,1,0,1,0,0,0,0,1,0,0
26501,180000,61,0,0,0,0,0,0,20554,21560,22587,23599,24069,24573,1353,1380,1392,862,892,1000,1,0,0,1,0,0,0,1,0,0
6580,20000,25,0,0,0,0,0,0,20052,5328,18428,19709,19833,19376,1500,15000,2000,1000,900,1000,0,1,0,0,0,0,0,0,1,0
5824,50000,70,2,2,0,0,0,0,54084,51564,50733,30363,30444,30482,0,2504,1200,1500,1100,1301,1,0,0,1,0,0,0,1,0,0
2715,50000,31,1,2,0,0,0,0,34644,33669,19124,18117,18496,18880,0,1597,649,671,691,700,1,0,1,0,0,0,0,1,0,0
25045,130000,54,0,0,0,0,0,0,129049,63099,57700,53308,48722,48831,3000,2100,2500,2100,2100,1500,0,0,1,0,0,0,0,1,0,0
12927,20000,33,0,0,0,0,0,-2,13864,14534,9662,8091,0,0,1242,1020,2000,0,0,0,1,0,1,0,0,0,0,1,0,0
14443,140000,28,-1,-1,-1,-1,-1,-1,639,8358,2620,2073,4732,1131,8358,2620,2077,4732,1131,2114,0,1,0,0,0,0,0,0,1,0
7563,340000,48,0,0,0,0,0,0,73627,75052,76022,76402,75356,76237,3870,3819,2823,2876,2853,2863,0,0,1,0,0,0,0,1,0,0
29720,150000,39,0,0,0,0,0,0,42029,42678,11413,12418,12415,13211,2100,1500,1500,500,1000,2300,0,0,0,1,0,0,0,0,1,0
17346,420000,35,0,0,0,0,0,0,67877,68979,57706,55628,54797,52759,3527,3000,4000,2500,2000,2100,1,0,1,0,0,0,0,1,0,0
18067,30000,44,2,2,0,0,0,0,44072,39489,36794,33991,30820,29323,0,1820,1600,1012,2586,2656,0,0,1,0,0,0,0,0,1,0
26826,20000,27,1,2,3,2,3,2,4473,7216,6958,7496,7231,7269,3000,0,800,0,300,0,0,1,0,0,0,0,0,0,1,0
25435,200000,23,0,0,-2,-2,-2,-2,61650,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
10784,80000,33,2,2,2,2,2,2,53843,55933,56575,57303,58593,59738,3500,2100,2200,2300,2200,2100,1,0,1,0,0,0,0,1,0,0
24378,180000,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3706,110000,30,0,0,0,0,0,0,107372,109156,111795,54358,58499,61445,5000,5000,3000,5000,6000,3000,0,0,1,0,0,0,0,1,0,0
20552,200000,28,-2,-2,-2,-2,-2,-2,2626,15912,1677,315,3042,374,15954,1677,315,3042,374,4500,0,1,0,0,0,0,0,0,1,0
5654,460000,43,-2,-2,-2,-2,-2,-2,7677,21748,4032,23724,12972,11111,21958,4052,23862,13036,11167,45034,1,1,0,0,0,0,0,1,0,0
344,180000,26,0,0,0,0,0,0,145403,138232,130553,105894,108248,106517,5440,5051,3835,4106,4250,4028,1,1,0,0,0,0,0,0,1,0
16785,60000,29,1,2,2,0,0,2,43434,44522,43222,43588,46564,47369,2100,0,1708,4000,2000,1903,0,1,0,0,0,0,0,0,1,0
21321,300000,50,2,2,2,2,2,2,245193,250672,256178,260434,264114,269733,11000,11000,10000,9500,10000,1300,0,1,0,0,0,0,0,1,0,0
14770,160000,40,-2,-2,-2,-2,-2,-2,766,766,766,766,0,27547,766,766,766,0,27547,20238,1,0,1,0,0,0,0,1,0,0
17354,30000,41,-1,-1,-1,-1,-1,-1,1688,0,850,2158,0,1935,0,850,2158,0,1935,0,1,0,0,1,0,0,0,1,0,0
5500,180000,44,0,0,0,0,0,0,161186,167080,170788,174764,162667,166953,10000,8000,7000,6000,7000,10000,1,0,1,0,0,0,0,1,0,0
17410,30000,36,0,0,0,0,0,0,11896,12990,14073,15131,15579,16175,1600,1600,1600,1000,1000,1000,1,0,1,0,0,0,0,0,1,0
351,200000,36,1,-2,-1,-1,-2,-1,-14386,-13543,3432,-3684,0,1386,10118,47015,0,4000,100000,10000,0,1,0,0,0,0,0,1,0,0
20070,200000,31,0,0,0,0,0,0,68244,65243,61590,47301,47232,25231,6018,2507,2011,4140,5072,500,1,1,0,0,0,0,0,0,1,0
24937,450000,37,1,2,0,0,0,0,387192,379442,387398,395655,403568,418182,0,14062,14700,14500,21077,12575,0,1,0,0,0,0,0,1,0,0
5787,160000,40,0,0,2,0,0,2,137695,146193,139323,140719,143638,144482,12121,0,5100,10251,5205,0,1,0,1,0,0,0,0,1,0,0
2111,320000,41,1,-2,-2,-2,-2,-2,0,0,0,0,700,860,0,0,0,700,860,2420,0,0,1,0,0,0,0,1,0,0
22798,360000,37,-2,-2,-2,-2,-2,-2,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
3580,300000,54,-1,-1,-1,-1,-1,-1,206,555,0,718,468,366,555,0,718,468,366,0,0,1,0,0,0,0,0,1,0,0
5198,20000,51,0,0,2,0,0,0,16849,18686,18877,19252,19415,19954,2116,800,682,701,858,394,0,0,1,0,0,0,0,1,0,0
16011,80000,37,-2,-2,-2,-2,-2,-2,5583,3946,0,0,0,0,3946,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4985,150000,26,2,2,2,2,2,2,75373,76865,78214,76363,79893,48052,3300,3200,0,5137,0,2200,1,1,0,0,0,0,0,0,1,0
20639,260000,37,0,0,3,2,2,2,163553,192724,188441,191134,193673,197104,32000,0,7100,7000,6500,7000,0,1,0,0,0,0,0,1,0,0
25631,120000,30,-1,2,2,-1,-1,-2,5713,1492,0,6407,0,0,0,0,6407,0,0,3000,1,0,1,0,0,0,0,0,1,0
579,30000,35,-2,-1,-1,-1,-1,-2,7797,2687,8762,3377,2000,0,2687,8765,3390,2040,0,0,0,0,1,0,0,0,0,1,0,0
1288,20000,48,1,2,2,3,2,2,14589,16743,17522,17055,10400,0,2700,1400,0,0,0,0,1,0,0,1,0,0,0,1,0,0
22046,210000,25,0,0,0,0,0,0,66517,63828,60713,61949,61908,59914,3000,2500,6259,5000,3000,5000,1,1,0,0,0,0,0,0,1,0
12749,30000,41,0,0,0,0,0,0,5413,13938,8448,8620,8000,0,9200,1000,172,160,0,0,0,0,1,0,0,0,0,1,0,0
896,110000,55,1,2,2,2,3,2,92610,94755,92351,101140,99260,101577,4500,0,11300,0,4100,0,0,1,0,0,0,0,0,0,0,1
2885,230000,37,0,0,0,0,0,0,228342,189966,142377,143828,143698,143342,6100,7000,5356,5400,5200,5500,1,0,0,1,0,0,0,1,0,0
278,50000,33,0,0,0,0,0,0,50859,50462,50654,20046,20067,19703,2007,2199,691,707,703,697,0,0,0,1,0,0,0,1,0,0
4469,160000,26,-2,-1,-1,0,0,0,2810,16175,8632,25234,21234,567,16261,8641,20012,62,1,0,0,0,0,0,1,0,0,0,1,0
25767,90000,33,0,0,0,2,0,0,27180,26772,70398,56266,47804,44230,1405,56388,112,1779,1786,5414,1,0,1,0,0,0,0,1,0,0
2541,100000,35,2,0,0,2,2,2,47253,49489,53034,53568,54563,56013,3000,5000,2000,2000,2500,2300,1,1,0,0,0,0,0,1,0,0
6646,140000,29,0,0,0,0,0,0,130767,134946,130470,132038,131961,124256,6696,5000,4866,5300,5055,5000,0,0,1,0,0,0,0,1,0,0
26662,30000,24,0,0,0,0,0,0,14857,16302,17333,18735,18952,19195,2000,1598,2000,825,698,701,0,1,0,0,0,0,0,0,1,0
216,240000,36,1,-2,-2,-2,-2,-2,-946,-946,-946,-946,-946,-946,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4461,130000,46,0,0,0,0,0,0,110766,114977,120976,40177,41529,43734,6000,9000,2000,2000,3000,4000,0,1,0,0,0,0,0,0,1,0
10990,360000,26,0,0,0,0,-1,0,89635,80129,75246,72996,73177,67271,3122,2007,1500,73177,2452,2256,0,0,1,0,0,0,0,0,1,0
28269,20000,49,0,0,2,2,0,0,9589,11627,12145,12648,13438,14222,2200,1000,1000,1000,1000,1000,1,0,1,0,0,0,0,1,0,0
15414,110000,63,-1,-1,-1,-1,-1,-1,390,390,390,390,780,0,390,390,390,780,0,390,1,0,0,1,0,0,0,1,0,0
14459,140000,35,0,0,0,0,0,0,140387,129846,87849,84455,87287,81423,5509,7124,2866,4033,5954,3120,1,0,1,0,0,0,0,0,1,0
29157,360000,56,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,253,1,0,0,1,0,0,0,1,0,0
11846,120000,42,0,0,0,0,0,0,94218,95129,172957,85332,87103,71237,3415,3002,3177,3271,2702,2620,1,0,1,0,0,0,0,1,0,0
6484,210000,25,0,0,0,0,-2,-2,179248,21612,5259,-243,-243,-243,3151,2000,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17816,50000,23,0,0,0,0,0,0,49283,48570,49362,47907,18145,17495,1781,3264,1400,3000,350,133,0,0,1,0,0,0,0,0,1,0
21934,70000,27,-1,-1,-1,-1,-1,-1,157,157,157,157,157,307,157,157,157,157,307,507,1,1,0,0,0,0,0,0,1,0
12455,170000,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3383,110000,36,1,2,0,0,2,2,10448,10144,14516,19396,9298,14116,0,5000,5000,0,5000,0,1,0,1,0,0,0,0,1,0,0
13420,420000,36,0,0,0,0,0,0,185882,172613,134188,121983,111256,103481,10000,10000,10000,11256,13841,15059,1,0,1,0,0,0,0,1,0,0
18842,70000,34,0,0,0,0,0,0,50488,47018,46871,41821,41344,41376,2200,2015,2000,1500,1700,2000,1,0,1,0,0,0,0,1,0,0
27235,100000,31,1,2,2,0,0,2,20505,22553,21904,23531,24636,25592,2700,0,2000,1500,1500,0,0,1,0,0,0,0,0,0,1,0
27830,200000,26,-2,-2,-2,-2,-2,-2,2364,442,33442,2140,964,2075,442,33448,2140,964,2075,7511,1,1,0,0,0,0,0,0,1,0
8345,30000,35,2,0,0,0,0,0,27703,28743,27048,26592,23874,23293,1500,1356,900,1000,1100,664,1,1,0,0,0,0,0,1,0,0
22674,150000,31,0,0,0,0,0,0,138363,138979,37713,35592,35808,36730,6000,2000,2000,1300,1500,1500,1,0,1,0,0,0,0,0,1,0
17919,240000,25,0,0,-2,-2,-2,-2,24640,0,0,0,0,0,1700,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18834,20000,24,-1,-1,-2,-1,-1,-2,4983,-74,-74,749,0,0,0,0,823,0,0,519,1,0,0,1,0,0,0,1,0,0
10951,10000,45,2,-1,-1,-1,-1,-2,390,390,0,780,5018,5275,390,0,780,5018,375,0,1,0,0,1,0,0,0,1,0,0
17588,20000,43,0,0,0,0,0,0,6459,7470,8492,9547,20766,12197,1123,1145,1200,2000,3000,1000,1,0,1,0,0,0,0,1,0,0
14928,210000,33,1,0,0,0,0,0,21854,17376,18796,117846,118877,121476,2269,3000,100004,4000,3687,3500,1,0,1,0,0,0,0,0,1,0
2540,210000,37,-1,-1,-1,-1,-1,-1,2359,1519,1939,1939,1939,1520,1519,1939,1939,1939,1520,2358,0,0,0,1,0,0,0,1,0,0
8274,60000,46,1,2,0,0,0,0,62063,60513,60398,31194,30343,30427,0,1744,1100,1074,1200,1000,0,1,0,0,0,0,0,1,0,0
20303,80000,54,0,0,0,0,0,0,12158,13956,14382,15631,16080,17327,2000,1500,1500,1000,1500,2005,1,0,0,1,0,0,0,1,0,0
3483,50000,29,0,0,0,0,0,0,48310,49690,40697,16751,17093,13191,2300,1400,335,342,4000,200,0,1,0,0,0,0,0,1,0,0
19376,500000,38,-2,-2,-2,-2,-2,-2,2252,2265,24667,40626,9255,8659,2265,24905,40827,30844,8695,3532,1,0,0,0,1,0,0,0,1,0
23104,130000,31,0,0,0,0,0,0,133845,126804,130264,133603,132215,131848,7000,7000,7000,5500,5100,5500,1,1,0,0,0,0,0,0,1,0
7484,30000,28,2,2,2,2,0,0,35991,35751,34639,32493,32001,33064,2000,1200,0,1500,3100,0,0,0,1,0,0,0,0,0,1,0
8413,180000,29,-2,-2,-2,-2,-2,-2,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
18217,50000,52,0,0,0,0,0,0,49854,51215,50144,10683,9953,9567,2500,1500,1300,800,1000,1500,0,0,1,0,0,0,0,0,0,1
16497,20000,26,1,3,2,2,2,2,17077,17504,16940,19621,18646,19022,1000,0,3300,0,1200,700,0,0,1,0,0,0,0,0,1,0
4534,70000,27,0,0,0,0,0,2,57879,54856,55972,56543,60179,59058,2600,2618,2100,4550,0,2340,1,0,0,1,0,0,0,0,1,0
15230,20000,36,0,0,0,0,0,2,12530,13518,14596,15550,16790,17175,1500,1600,1500,1500,800,0,1,0,1,0,0,0,0,0,1,0
12367,90000,34,2,0,0,0,0,0,54933,55460,56599,58155,60058,61250,2009,2057,2500,3000,2189,2282,0,1,0,0,0,0,0,1,0,0
8739,260000,39,-1,-1,2,-1,-1,-1,1550,978,588,390,390,540,978,0,390,390,540,390,1,1,0,0,0,0,0,0,1,0
17335,500000,36,-2,-2,-2,-2,-2,-2,27866,1062,27610,18133,2506,169233,1062,27648,25012,2506,169233,11952,1,0,0,1,0,0,0,1,0,0
19587,40000,30,2,2,2,2,2,2,14408,15370,16320,16456,16492,16086,1500,1500,700,600,0,1600,1,0,1,0,0,0,0,1,0,0
21914,130000,23,0,0,0,0,0,0,102087,101079,93977,94427,89041,89833,4500,4363,3300,3178,3178,3424,1,1,0,0,0,0,0,0,1,0
28417,160000,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
19367,110000,39,0,0,0,0,0,0,93111,91198,85136,80491,78967,80628,3226,3050,2765,2304,2400,1885,1,0,1,0,0,0,0,1,0,0
7337,230000,36,-1,-1,2,-1,-1,-1,878,9567,3074,3660,3790,6006,9574,0,3660,3790,6006,5647,1,1,0,0,0,0,0,1,0,0
13494,100000,46,0,0,0,0,0,0,98200,74247,71635,72809,74100,75316,3228,3000,2743,3000,3000,3000,1,0,1,0,0,0,0,1,0,0
11444,20000,27,0,0,-1,2,2,2,17304,0,26373,26644,26079,27941,0,26373,1000,0,2300,1200,1,0,1,0,0,0,0,0,1,0
2153,150000,25,0,0,0,0,0,-1,52952,95134,31578,26089,16624,5107,60086,2000,2000,5000,6000,9000,0,1,0,0,0,0,0,0,1,0
12163,50000,42,1,2,2,2,2,2,44350,43360,45892,46886,48037,47551,0,3300,2000,2000,396,1600,0,1,0,0,0,0,0,0,1,0
22743,150000,40,0,0,0,2,0,0,16986,18693,20885,21738,22080,23558,2000,2500,1500,1000,2000,2000,1,1,0,0,0,0,0,0,1,0
18655,90000,26,1,2,2,2,2,2,50200,49092,53295,53826,54548,55525,0,5000,2000,2200,2000,2500,1,0,1,0,0,0,0,0,1,0
20044,20000,35,0,0,0,0,0,0,19792,19995,20269,18268,19478,19885,1339,1500,1290,1500,704,882,1,0,0,1,0,0,0,1,0,0
963,30000,30,-1,0,0,0,0,0,27826,28672,29622,30271,24536,22913,1600,1500,1000,1000,1000,1000,0,0,1,0,0,0,0,0,1,0
19321,150000,36,0,0,0,0,0,0,289463,296846,301634,314201,84135,90500,8245,7143,13700,15000,7500,0,1,0,1,0,0,0,0,1,0,0
16180,400000,31,-1,-1,-1,-1,0,0,72551,8572,2190,12881,7497,11563,8657,2190,12881,0,4590,0,1,1,0,0,0,0,0,0,1,0
8786,290000,36,0,0,0,-2,-2,-2,49885,51400,0,0,0,0,2400,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
20163,50000,42,5,4,3,2,0,0,20235,19635,19045,18300,17900,17900,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
15643,310000,34,0,0,0,0,0,0,86769,87842,42594,26198,26766,27341,2800,3021,1600,1000,1000,2000,1,0,1,0,0,0,0,1,0,0
26767,20000,25,0,0,0,0,0,0,18069,17905,18712,19682,18384,18768,2180,1400,1300,1000,680,1100,0,1,0,0,0,0,0,0,1,0
19670,60000,44,1,2,0,0,0,0,61049,57244,47551,36795,30596,28354,0,2400,2100,1300,1300,1300,1,0,1,0,0,0,0,1,0,0
27742,30000,23,2,2,2,2,2,2,34048,33053,33506,41931,38638,35343,0,1800,9851,0,1183,5132,1,0,1,0,0,0,0,0,1,0
9402,80000,24,-1,-1,-1,-1,-1,-1,329,49,317,827,390,120,500,320,900,400,120,400,1,1,0,0,0,0,0,0,1,0
22336,120000,28,0,0,0,0,0,0,20578,21742,23384,24268,24665,21833,2000,2000,1312,1009,1000,1000,1,1,0,0,0,0,0,0,1,0
1246,170000,39,2,2,2,2,4,3,74298,80073,81959,89991,88018,86299,7000,3800,10000,0,0,3100,0,1,0,0,0,0,0,1,0,0
15948,120000,30,0,0,0,0,0,0,110612,114323,116835,118053,119047,119641,5555,5847,5800,4445,4700,4500,1,0,1,0,0,0,0,0,1,0
14687,50000,57,0,0,0,0,0,0,50698,51030,49984,20155,19959,20194,2100,1320,704,716,733,702,0,1,0,0,0,0,0,0,1,0
3698,360000,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1972,200000,41,0,0,0,0,0,0,96910,92934,99528,100341,102585,108567,10000,7004,5000,5003,7345,7000,0,0,1,0,0,0,0,1,0,0
27748,130000,26,2,0,0,0,0,0,130535,127155,126264,128318,96428,98156,6000,5200,5000,3500,3622,3920,1,0,1,0,0,0,0,0,1,0
10189,500000,38,0,0,0,0,0,0,238708,313903,323841,319331,316208,304388,90012,28000,15000,9494,108914,18200,1,1,0,0,0,0,0,1,0,0
16258,110000,33,0,0,0,2,2,2,105440,105852,111966,106068,109293,105804,5300,11000,0,8077,0,3947,1,0,1,0,0,0,0,1,0,0
12214,10000,46,0,0,0,0,0,-2,7170,8240,8050,10400,0,0,1200,1000,150,0,0,0,0,0,0,1,0,0,0,1,0,0
15677,30000,26,1,2,2,0,0,0,24599,23397,22721,22403,21972,22512,1700,0,1700,900,1000,900,0,1,0,0,0,0,0,0,1,0
2508,60000,25,0,0,0,0,0,0,13123,14403,16150,17870,19571,21235,1500,2000,2000,2000,2000,1000,0,1,0,0,0,0,0,0,1,0
13961,330000,34,0,0,-1,-1,0,0,21576,24226,15577,89851,86005,121319,5002,15579,89851,5000,50000,100000,1,1,0,0,0,0,0,1,0,0
12315,250000,39,-1,-1,2,-1,-1,-1,1000,4070,3629,1570,248,1247,3629,3,1575,248,1247,621,1,1,0,0,0,0,0,1,0,0
24274,360000,29,0,0,0,-1,0,0,18454,16419,12932,91329,82929,70047,6028,6032,99578,2507,5376,2000,0,0,1,0,0,0,0,1,0,0
15306,60000,34,-1,2,2,2,2,-1,2084,145,145,145,145,1195,0,0,0,0,1200,0,1,0,1,0,0,0,0,1,0,0
8589,160000,42,-2,-2,-2,-2,-2,-2,0,0,0,0,741,0,0,0,0,741,0,0,1,1,0,0,0,0,0,0,1,0
6909,30000,29,2,0,0,2,2,2,23136,24205,28318,28755,29442,30003,1744,4857,1200,1300,1200,1100,1,0,0,1,0,0,0,0,1,0
12617,80000,24,0,0,0,0,0,0,80235,81960,79121,59165,60084,59920,3626,3862,2056,2200,2130,2213,1,0,0,1,0,0,0,0,1,0
21830,110000,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
14573,60000,33,-1,0,0,0,0,0,4843,8790,12420,14731,21508,7695,5000,5000,4000,4000,3500,3000,0,0,1,0,0,0,0,1,0,0
29508,240000,34,0,0,-2,-1,0,0,102650,0,0,4557,7557,9275,0,0,4557,3000,4000,2282,0,1,0,0,0,0,0,1,0,0
25785,200000,35,-2,-2,-2,-2,-2,-2,3023,3965,6843,1320,5983,1922,3965,6880,1320,5983,1922,12652,1,0,1,0,0,0,0,1,0,0
16810,140000,38,0,0,0,0,0,0,138329,138072,136377,106241,96986,94665,6806,4744,4546,3672,3602,4006,0,0,0,1,0,0,0,1,0,0
3031,20000,22,0,0,2,0,0,0,8134,9992,10526,11049,11865,12665,2000,1000,1000,1000,1000,8100,0,0,1,0,0,0,0,0,1,0
