,id,tagline
2240,241239,The result is never in question. Just the path you take to get there.
2242,14914,"Corporations have time, money, and power on their side. All Bob Kearns had was the truth."
2243,3902,All I Can Do Is Be Me Whoever That Is
2244,77948,Be careful who you trust.
2245,21755,They'd never let the truth come between them.
2247,128,The Fate Of The World Rests On The Courage Of One Warrior.
2249,40932,The Musical Comedy Smash of the 80's!
2250,16608,This land will be civilized.
2251,334531,Hope never quits
2252,32316,Uptown Gets Down.
2253,7299,"In a future where freedom is outlawed, outlaws will become heroes."
2254,13405,"War made them orphans, one man made them legends"
2255,19457,He's the target of the most merciless family in New York. His own.
2258,8953,He will save the future.
2260,46503,The perfect love story. Until it became the perfect crime.
2262,13688,It's out of this world.
2263,10353,They come back!
2264,43935,No pulse? No problem
2267,241257,Fear always finds its victim
2269,13250,Lives will be broken
2270,133931,Airborne to be wild.
2273,184341,No más. No surrender.
2274,334074,His Next Target is Now Hunting Him
2275,199373,The hunter becomes the hunted
2276,14202,Sometimes the greatest journey is the distance between two people.
2278,581,Inside everyone is a frontier waiting to be discovered.
2279,52449,She doesn't give an F.
2280,12150,Deception is dangerous. Desire is deadly.
2281,11247,Once upon a time... can happen any time.
2282,4232,Someone has taken their love of scary movies one step too far.
2283,9378,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions..."
2284,694,A masterpiece of modern horror.
2285,105,He's the only kid ever to get into trouble before he was born.
2286,11377,Evil loves to party.
2288,385383,One way in. No way out.
2289,41210,The most unexpected comedy ever conceived.
2290,12090,Welcome to the honeymoon from hell.
2291,62630,"The 80's were brilliant, if you were in charge."
2292,16110,Little Engines CAN Do Big Things...
2293,29427,Fear Thy Neighbor
2294,129,The tunnel led Chihiro to a mysterious town...
2296,2669,"After 200 years, the truth behind the legend."
2297,203833,Courage beyond words.
2298,13523,He's leaving virgin territory
2299,25195,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.
2300,17277,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .
2301,50725,Best. Night. Ever.
2302,82631,If you can't beat the system... change it
2303,73191,The joy of the New York City Ballet in an exciting family holiday motion picture.
2304,22479,"Kansas City, 1934. Anything could happen here. One night it did."
2305,340611,Based on the novel by Philip Roth.
2306,10065,What happened over the next 28 days has never been explained.
2307,2757,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich."
2308,11683,The dead shall inherit the Earth.
2310,1878,"Buy the ticket, take the ride."
2311,23082,In a world where everyone can only tell the truth... This guy can lie.
2312,195589,Family vs. Frat
2313,854,From zero to hero.
2314,2280,You're Only Young Once But For Josh It Might Just Last A Lifetime.
2315,496,"Come to Kazakhstan, it's nice!"
2316,8835,Don't judge a book by its hair color!
2317,157,A dying planet. A fight for life.
2318,8643,What happened to Emily?
2319,10402,He charges $10 but he’s willing to negotiate.
2320,218043,The End Begins
2321,9043,Feel The Love
2322,21301,Let your hair down
2323,10147,He doesn't care if you're naughty or nice.
2324,816,"If he were any cooler, he'd still be frozen, baby!"
2325,302688,People change. Greeks don't.
2326,60307,Welcome to the next grade
2327,106,"If it bleeds, we can kill it..."
2328,279,...Everything you've heard is true
2329,8617,A Night To Die For.
2330,10625,Welcome to girl world.
2331,10934,Life offers you a thousand chances ... all you have to do is take one.
2332,5279,Tea at four. Dinner at eight. Murder at midnight.
2333,10013,"Knowing what you know now, what would you do differently?"
2334,194662,or (The Unexpected Virtue of Ignorance)
2335,160588,Blue Moon. I used to know the words. Now they're all a jumble.
2336,9829,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth."
2337,10028,Her dream. Her terms
2338,10535,All the action. All the women. Half the intelligence.
2339,790,Lock your doors. Bolt your windows. There's something in THE FOG!
2340,43959,"When you come back from a loss, beat the odds, and never say never, you find a champion."
2342,16991,"Right now, the world needs a hero."
2343,9610,The most powerful legend of all is back in a new adventure.
2345,25643,Sometimes when you least expect it...
2346,11904,"Before a lifetime of adventure, they lived the adventure of a lifetime."
2348,44115,There is no force more powerful than the will to live.
2349,10569,They took a bite out of crime
2350,10560,Life doesn't hold tryouts.
2351,333348,"Christmas means comfort, joy and chaos."
2352,20483,They're on a mission without permission.
2353,11457,"Seen from a distance, it's perfect."
2354,321697,Can a great man be a good man?
2355,19840,Popularity is nice. Popular girls are not.
2356,22327,"Every ""Revolution"" Needs A Leader"
2357,38665,"The untold story of the man behind the mask, and the legend behind the man."
2358,2575,"In a place this treacherous, what a good spy needs is a spy of his own."
2359,11644,Murder has a sound all of its own!
2360,146227,Get in. Get out. Getaway.
2361,68924,"It was 1973, and the climate was changing."
2363,22102,"When the going gets tough, the tough go shopping!"
2364,18701,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.
2365,10068,They Broke Every Rule
2366,848,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real."
2367,36811,Intoxicating. Infuriating. Impossible. Love.
2368,522,"When it came to making bad movies, Ed Wood was the best."
2370,12246,Greatness comes to those who take it.
2371,13809,"A story of sex, thugs and rock 'n roll."
2372,27380,Deeds not Words
2374,33870,最后的舞者
2375,245703,He's not like us.
2376,10739,In any relationship one person always does the heavy lifting.
2377,127560,Revenge is never a straight line.
2380,10017,He's not from around here...
2381,11468,"If you're looking for the truth, you've come to the wrong place."
2382,193613,Experience Metallica like never before
2383,17436,Greed is good. Sex is easy. Youth is forever.
2384,43434,The man who hijacked the world
2386,69848,One man's hero is another man's traitor.
2387,8408,The darkest day of horror the world has ever known.
2388,332411,I lay my vengeance upon them.
2389,9389,Paris 2054. Live forever or die trying
2390,9626,A woman and a warrior that became a legend.
2391,75638,How much do you want to believe?
2392,8363,Come and Get Some!
2394,290555,Unleash the beast
2395,8328,It's not where you're from. It's where you're at.
2396,10982,Armed And Dangerously Dumb.
2397,205,"When the world closed its eyes, he opened his arms."
2398,1620,Assassin 47
2399,175541,The Musical Event of the Holiday Season
2400,241254,Mercy is for the Weak
2402,1933,"Sooner or later she'll see them, then everything will be different."
2403,679,This Time It's War
2404,11113,The loverliest motion picture of them all!
2405,3597,"If you're going to bury the truth, make sure it stays buried."
2406,193893,Fake Cops. Real Trouble.
2407,9675,In search of wine. In search of women. In search of themselves.
2408,9988,Prepare for the ultimate chug of war.
2409,948,The Night He Came Home
2410,21765,Rover is about to take over.
2411,146304,Times change. Friendship doesn't.
2412,7516,Nobody gets away clean.
2413,41439,The Traps Come Alive
2414,2752,Easier said than done.
2415,9429,Score!
2416,38117,Love is never ugly.
2417,9792,The lucky ones die first.
2418,13778,50 million people used to watch him on TV. Now he washes their cars.
2419,228203,Champions Can Come From Anywhere.
2420,41382,Winning is Just the Beginning Surviving is Another Story
2421,13960,A New American Story
2422,114150,Get pitch slapped.
2423,26602,Are you game?
2424,10223,Sometimes good people do evil things.
2425,16028,Are you afraid of the dark? You should be.
2427,16112,"The Good, The Bad and The Stinky."
2428,26390,This is War. This is Brooklyn.
2429,27759,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!
2430,109428,The most terrifying film you will ever experience.
2431,23049,The most fun you can have without a passport.
2432,9310,Imagine a country where more people vote for a pop idol than they do for their next President.
2433,11411,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us."
2435,7304,Every bullet leaves a trail.
2437,58048,A romantic adventure for the dangerous at heart.
2438,1491,Nothing Is What It Seems.
2439,2989,No animals were harmed in the making of this movie. 70 members of the cast and crew were.
2440,10629,Why would anyone want to kill Veronica Guerin?
2441,255343,Welcome to the family
2442,4723,Have a nice apocalypse.
2443,10800,Dragon hunting isn't a fairy tale
2445,79694,Once You Believe You Die
2446,4032,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy."
2447,18615,A love story.
2448,10673,Every dream has a price.
2449,4584,Lose your heart and come to your senses.
2450,2977,Her own life is her greatest inspiration.
2451,10760,Freshman year is no fairytale
2452,11093,Some dreams can't be shared.
2453,207,He was their inspiration. He made their lives extraordinary.
2454,8467,"What the one doesn't have, the other is missing."
2455,639,Can two friends sleep together and still love each other in the morning?
2456,24226,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case."
2457,9285,The greatest college tradition of all.
2458,14709,It takes a hero to know what's worth winning.
2459,74643,A Breath Of Fresh Vintage Air
2460,13788,Evil will do anything to live.
2461,83666,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.
2462,10781,What you know about fear... doesn't even come close.
2463,318850,"Before he was the savior, he was a child."
2464,13908,He can get into any disguise... getting out is another story.
2465,1417,What happens when make-believe believes it's real?
2466,39180,The Smart One Isn't Wearing Any Pants.
2467,16161,Just a Baby Boy.
2468,49950,"2,000 colleges. 8 million roommates. Which one will you get?"
2469,10956,He Came. He Cleaned. He Conquered.
2470,9594,Two brothers separated by the violence. Now together in a mission of revenge.
2471,4638,Big cops. Small town. Moderate violence.
2473,5038,Life is the ultimate work of art
2474,13491,A Knight in the Holy Land. A Woman in the Frozen North. A War that Kept Them Apart.
2475,10571,Warning: Sex Changes Everything
2477,19994,She's evil... and not just high school evil.
2478,25166,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't."
2480,23169,Live in the moments.
2481,17403,Rule #1 There are no rules.
2482,12120,Man's closest encounter.
2483,9800,No one would take on his case... until one man was willing to take on the system.
2484,1090,Question reality. You can go there even though it doesn't exist.
2485,18475,"This summer, get your grill on!"
2486,40160,There's No Place On Earth To Hide!
2487,18074,Six littles souls in search of a little harmony.
2488,9689,It's going to be a shot in the dark!
2489,9781,Kiss The Rules Goodbye.
2490,8009,There can be only one.
2491,3877,Hope comes with letting go.
2492,8854,Heroes don't come any bigger.
2495,68727,Don't be a hero.
2496,12657,Announcing the arrival of the first airline with soul.
2498,12410,Anything that makes people happy can't be bad can it?
2500,73935,Dating Sucks
2501,28178,"A true story of faith, devotion and undying love."
2506,38717,A town's future is riding with one man.
2507,18777,The truth is just a trick of light.
2508,2110,For those who take their action raw.
2509,9035,Horror Has A New Face
2510,90,The Heat Is On!
2511,771,A Family Comedy Without the Family.
2512,12154,They changed her diapers. She changed their lives.
2513,9576,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.
2514,744,Up there with the best of the best.
2515,146,"A timeless story of strength, secrets and two warriors who would never surrender."
2516,14,Look closer.
2517,45269,Find your voice.
2518,9493,Only their mother can tell them apart.
2520,873,It's about life. It's about love. It's about us.
2522,205596,The true enigma was the man who cracked the code.
2524,16769,She was married at 13. She had four kids by the time she was 20. She's been hungry and poor. She's been loved and cheated on. She became a singer because it was the only thing she could do. She became a star because it was the only way she could do it.
2525,33217,"It's not a diary, it's a movie."
2526,132232,A Mother's Love is Forever
2527,11153,Every summer Chevy Chase takes his family on a little trip. This year he went too far.
2528,208134,Real people. Real reactions. Real messed up.
2529,1165,Our Leaders. Ourselves.
2530,4011,He's guaranteed to put some life in your afterlife.
2531,17202,Because we complete each other's sentences.
2532,9587,"The story that has lived in our hearts for generations, now comes to the screen for the holidays."
2533,65086,What did they see?
2534,10053,"Whatever You Do, Don't Answer The Phone."
2535,11870,The truth is never overrated
2536,11778,One of the most important and powerful films of all time!
2537,586,"A comedy about truth, justice and other special effects."
2538,18736,The only risk in taking an adventure is not taking it at all.
2539,134411,How far would you go to save your son?
2540,287903,You don't want to be on his list.
2541,9276,Take me to your teacher.
2542,15765,Who needs a heart when a heart can be broken?
2543,2142,No One Is Above The Law.
2544,11397,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.
2545,77016,Every moment of your life they stand watch
2546,11478,Getting in is easy. Getting out is a killer.
2547,266856,His Mind Changed Our World. Her Love Changed His.
2549,10564,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.
2551,24150,Family Is Forever
2553,18405,"If someone hurt someone you love, how far would you go to get revenge?"
2554,6961,Love doesn't come cheap.
2555,11442,Evil finds its way home
2556,2493,It's as real as the feelings you feel.
2557,14047,"When the nation was in need, he inspired them to give us hope."
2558,64690,There are no clean getaways.
2559,11132,She's making a scene over everything.
2560,17127,Sometimes The Most Desirable Relationship Is The One You Can't Have
2561,1562,When days turn to weeks... the horror returns.
2562,232679,"Its Not How Hard You Fall, Its How You Get Back Up"
2563,17880,Discover what happens when you go looking for a miracle and a miracle comes looking for you.
2564,14736,All's fair in love and basketball.
2565,9434,Even a hit man deserves a second shot.
2566,23706,A Comedy That Clings
2567,11531,Evil Doesn't Die.
2568,9100,Welcome to the witching hour.
2569,116,Passion Temptation Obsession
2570,38843,A Little Sister Goes A Long Way.
2571,1245,Diamond in the Rough
2572,4995,"The life of a dreamer, the days of a business, and the nights in between."
2573,10413,"When the law can't protect the innocent,  the only hero left is an outlaw."
2575,9793,Help isn't coming.
2576,12212,Legends Never Die.
2577,13768,"If you could choose to live forever, would you?"
2578,8975,War is Fine But The Fight Continues
2579,342521,"Kitten, please."
2580,45272,It doesn't matter where you've been as long as you come back strong.
2581,9424,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.
2582,97367,If you ride like lightning you're gonna crash like thunder
2583,254904,A spy is never out of the game.
2584,18681,Obsession is in the eye of the beholder.
2585,12162,You'll know when you're in it.
2586,11495,Will she have the power... to survive?
2587,64689,In America you're on your own.
2589,13166,A touching story of a young man who desperately wants to make his daddy proud.
2591,37003,Hear See Experience
2592,12211,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one."
2594,51828,Twenty years. Two people.
2595,22798,Be Your Own Hero
2596,7501,"If they don't finish the job, their fathers will finish them."
2597,10743,It's not about the money. It's about the money.
2598,37718,In Goddess we trust.
2600,9686,"One city, three stories tall."
2602,97430,You can't spell Kung Fu without F and U!
2603,12257,A long shot romance in a short order world.
2605,68,It's only a state of mind.
2606,14024,Don't Hold Back ...Don't Give Up.
2607,115,Times like these call for a Big Lebowski.
2608,7874,To save his soul he must save hers.
2609,4911,"1992, L.A is at boiling point. One cop's turning up the heat"
2610,1988,One woman dared to keep hope alive
2611,16222,How low will they go to get the girls of their dreams?
2612,9557,"... once you're on, you'll want to get off..."
2613,9026,Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.
2614,57943,A letter from the past would change their future forever.
2615,18276,It's time to stand up for the little guys.
2616,8321,Shoot first. Sightsee later.
2618,10186,Opportunity rocks.
2619,25704,A Pre-Life Crisis.
2620,133694,What's your price?
2621,19265,A new comedy
2622,36047,What would you do to get in?
2623,8053,Nobody is beyond redemption.
2624,2290,"When all hope was lost, he invented it."
2625,5236,SeX. MurdEr. MyStery. Welcome to the party.
2626,6552,The touching story of a boy and his right hand.
2627,1018,An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.
2628,10075,The hunt never tasted so sweet.
2630,42188,These students have everything they need. Except time.
2632,6687,You can't escape your lies.
2633,13853,"At The Dawn Of Mankind, A Woman Led The Way."
2635,8461,Let the games begin...
2636,331592,Hide your thoughts.
2638,19,There can be no understanding between the hands and the brain unless the heart acts as mediator.
2639,10045,Welcome to District B13. Welcome to the future
2640,400,Protect. Love. Honor. Avenge.
2642,9104,War is hell... but peace is f*#!%!! boring.
2644,16353,Warrior. Conqueror. Legend.
2645,23759,History is written in blood
2646,24206,The Terms are Clear. Kill or be Killed.
2647,10185,The most terrifying ride you'll ever take
2648,75033,Her courage inspired a nation.
2649,74536,Serve. Protect. Lie.
2651,13501,Dreaming is believing.
2653,172391,"Half a zebra, a whole lot of adventure!"
2654,262543,Your time is coming to an end – Ours is now beginning
2657,20083,They destroyed his life... Now he'll destroy them all.
2659,137,"He's having the worst day of his life... over, and over..."
2660,264999,Back to the grind.
2661,454,My only love sprung from my only hate.
2663,288980,John Newton's Amazing Grace
2664,33,Some legends will never be forgotten. Some wrongs can never be forgiven.
2665,1951,Liberation. Whether They Want It Or Not.
2666,12405,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny"
2667,10998,A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.
2668,114,Who knew it was so much fun to be a hooker?
2669,9396,The world's favourite adventurer is back for more! much more!
2671,2604,A story of innocence lost and courage found.
2672,864,One dream. Four Jamaicans. Twenty below zero.
2673,14435,He's gonna break your heart.
2674,1931,He will challenge their traditions. Their traditions will change his life.
2675,691,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.
2676,9877,It Happened To Someone Who Knows Someone You Know... You're Next.
2677,62008,Wesley Deeds is About to Discover the Person He Was Meant to Be.
2678,12227,"Where civilization ends, their journey begins."
2679,13824,Dare to dream.
2680,71688,Never Compromise
2681,15173,Fresh Fish. Mixed Vegetables.
2682,8291,A Street Romance.
2683,13950,Money can make people do funny things.
2684,12158,A comic tale of horror and seduction.
2685,11586,It's four years later... what does she remember?
2686,10008,Possession Knows No Bounds
2688,12403,Welcome to paradise. Enter at your own risk.
2689,34563,To have and to hold... 'Til dads do us part.
2692,10280,Let the curse fit the crime.
2695,14434,In marriage no one can hear you scream.
2696,11470,Evil has an upgrade.
2697,10741,He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.
2698,24940,Unleash your inner model.
2699,82679,Some people just can't handle Halloween.
2700,2013,Let your imagination set you free
2702,18041,"It can turn you on, or turn on you."
2703,28029,It was the summer of Woodstock... when she became the woman she always wanted to be.
2704,1123,"The spark that ignites us, unites us."
2706,87729,A powerful man torn between his love for one woman and his secret desire for another.
2707,16899,Let's Misbehave!
2711,9045,Two Men   Two Worlds   One Cause
2715,23988,The most feared monsters in cinematic history have met their match...
2716,43949,You never forget your first love.
2717,142,Love is a force of nature.
2718,9603,Sex. Clothes. Popularity. Is there a problem here?
2719,10712,It's time to stop hiding from the truth.
2720,243938,The Laws of Space and Time are About to be Violated.
2721,10876,There are no bad words... only bad deeds.
2722,86838,They Won't Take Any Shih Tzu.
2724,613,"April 1945, a nation awaits its...Downfall"
2725,1913,Sensitive Drama About a Polemic Theme
2726,97370,A mysterious seductress preys upon the population of Scotland
2727,801,Time to rock it from the Delta to the DMZ!
2729,54518,Find out what's possible if you never give up.
2730,44214,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are."
2731,240,"I don't feel I have to wipe everybody out, Tom. Just my enemies."
2732,9816,The Only Person You Need To Be Is Yourself.
2733,10131,Terror beyond your wildest dreams.
2734,339984,How do we explain the impossible?
2735,8859,"After a night they can't remember, comes a day they'll never forget."
2736,11967,Six reasons why the west was wild.
2737,239563,Love Thy Neighbor
2738,222899,It's about compromise. It's about love. It's about a good wingman.
2739,4951,How do I loathe thee? Let me count the ways.
2740,10985,A zero will rise.
2741,9644,See it before they make the sequel!
2742,332567,What was once in the deep is now in the shallows.
2743,1954,"Such minor changes, such huge consequences."
2744,15489,Roads closed. Schools shut. Rules were made to be frozen!
2745,15250,You can't exchange family.
2746,22345,Think innocent. Think helpless. Think again. Naps are history.
2747,9448,Nothing's more dangerous than some nice guys... with a little time to kill.
2748,38223,On your case!
2749,11186,Look out Jack! Chucky's back!
2750,136835,First he gets into your house. Then he gets into your head.
2751,5876,"Belief divides them, mystery surrounds them, but fear changes everything."
2752,264660,There is nothing more human than the will to survive
2753,492,Ever wanted to be someone else? Now you can.
2755,238603,No one will ever believe our story.
2756,10691,When it's real. When it's right. Don't let anything stand in your way.
2757,1251,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.
2759,58680,It's Woo's world.. we're just living in it.
2760,264644,Love knows no boundaries
2761,14577,Revenge is a dish best served DIRTY.
2762,11592,"Every Mom Wants to Be Wanted, But Not For Murder One!"
2763,16406,The unmaking of the president
2765,3682,You've never been anywhere until you've been here
2766,9683,Life is an adventure. Don't blow it.
2768,107811,Finally.
2769,2266,Fall in love with Paris 18 times.
2771,144340,Let someone in.
2773,28211,"If the one you love was lying to you, how far would you go to find out the truth?"
2774,47502,"A comedy about a wife, her husband and his hit man."
2776,84892,We are infinite.
2777,24227,You have the right to remain silent... permanently.
2778,9672,There's more to the story than you know
2779,44853,Everything has a price.
2780,157544,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls."
2781,59678,Inner City vs. Outer Space
2782,79777,Love can change what we want… war can change who we are
2783,158011,There are 188 million 911 calls a year. This one made it personal.
2784,407887,The Odds Were 5000 to 1 … One was all They Needed.
2785,17043,His First Big-Screen Adventure!
2786,8952,The Conman who wouldn't go straight.
2788,13435,Antwone Fisher is at war... with himself.
2789,17187,In everyone's life there's that one person who makes all the difference.
2790,319,"Stealing, Cheating, Killing. Who said romance was dead?"
2791,59457,What are the consequences of giving birth to your dead boyfriend?
2792,9504,Lie. Cheat. Steal. All in a day’s work.
2793,37414,Nobody See's It Coming
2794,6217,They are something more than lovers who are about to become something less than human.
2795,26688,The Sisters of Theta Pi Are Dying To Keep a Secret.
2796,43867,The most thrilling swordfight ever filmed...
2797,6615,The search for true love begins outside the box.
2798,14574,"Lines may divide us, but hope will unite us."
2799,16,You don't need eyes to see.
2800,39780,"They dared to play the game of love, faith, and chance."
2801,21612,"One family, one murder, too many lies."
2802,36691,Ben loves his family almost as much as he loves himself
2803,23631,He was given an offer he couldn't refuse...
2804,45324,Honor. Integrity. Principles. Everything is negotiable.
2805,12144,A new adventure is born.
2807,56601,Dream for the fences.
2808,9552,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist."
2809,578,Don't go in the water.
2810,2105,There's nothing like your first piece.
2811,126319,"Bonnie and Clyde, Sid and Nancy..."
2812,10136,Eddie Murphy is the chosen one.
2813,67660,Let the mind games begin.
2814,10611,Everyone's gettin' lined up.
2815,154,At the end of the universe lies the beginning of vengeance.
2816,3049,"He's the best there is! (Actually, he's the only one there is.)"
2817,860,"Is it a game, or is it real?"
2818,9281,A big city cop. A small country boy. They have nothing in common... but a murder.
2819,75674,The only easy day was yesterday
2820,9762,Every Second Chance Begins With a First Step
2821,3179,Coming to a screen bigger than your TV.
2822,184,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?
2823,13335,This time they're running from the joint.
2824,76726,What are you capable of?
2826,36819,All the dreams you've ever had and not just the good ones.
2827,17130,Dreams change. Friends are forever
2828,57214,Witness it
2829,11202,The Rebel Warrior
2830,9357,The things that we fear the most have already happened to us...
2831,13812,Contain The Truth.
2832,9030,How can you believe your eyes when they're not yours?
2833,19084,Take the ride.
2834,8386,They've got their degrees all rolled up.
2836,1360,Prepare to be seduced
2837,101267,Be yourself and you can be anything
2838,222935,One Sick Love Story
2839,10220,Trust everyone... But always cut the cards.
2842,11601,In every mind there is a door that should never be opened.
2843,205220,These two unlikely companions are on a journey to find her long lost son.
2844,11354,Sometimes what tears us apart helps us put it back together.
2845,16241,If they survive...will we?
2846,14191,A Fish-Out-Of-Water Comedy.
2847,286565,Get Lost. Get Found.
2849,129670,Life's not about winning or losing. It's about how you get there in the end.
2850,9059,Ready for your deadtime story?
2851,34549,His World. His Rules.
2852,57157,Everyone gets old. Not everyone grows up.
2853,1948,"There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one."
2856,38093,In this game every shot counts.
2858,11027,You Will Feel The Heat
2859,3635,Discover the mystery behind the legend.
2860,387,When the hunters become the hunted
2862,122906,What if every moment in life came with a second chance?
2864,60599,Power is the best alibi.
2865,227719,Today is better the second time around
2868,12088,The high-tech prison thirty stories below ground. Built to withstand anything... Execpt an innocent man.
2870,9466,A funny look at people who will do anything to get famous... or stay famous.
2871,7510,Ever have one of those lives?
2872,31246,The tale of two American Idols.
2873,61752,"A fresh, sassy and sexy comedy!"
2874,10944,Everything you know about desire is dead wrong.
2877,1255,Monsters are real.
2878,45226,Who says you can't take it with you?
2879,10212,You Are Who You Eat
2880,8669,Popularity is a state of mind.
2883,86825,Innocence Ends.
2884,844,Are you still in the mood for love?
2886,15907,Some friendships are wilder than others
2887,38448,The truth is not what you know. It's what you believe.
2888,327,Are You Japanese?
2889,9260,Five guys. One safe. No brains.
2891,13079,Your life can change in an instant. That instant can last forever.
2893,4170,"Each year, more than 1,000,000 people are trafficked across international borders... against their will."
2894,41508,You can close your eyes. You can turn away. But you will never forget.
2897,10133,Never forget who you are
2899,173931,From zero to hero.
2901,50601,Their only weapon is the truth.
2902,26466,A Passage to Hell
2904,236751,Unlock the mystery
2905,107,Stealin' Stones and Breakin' Bones.
2906,357837,Dancin' Like You've Never Seen Before
2907,8913,Sometimes dead is better.
2909,18530,What would you do if someone was watching you?
2911,927,"Don't get him wet, keep him out of bright light, and never feed him after midnight."
2912,11,"A long time ago in a galaxy far, far away..."
2913,291870,This is Jason. He's a little worried about his grandpa.
2914,907,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara."
2915,206563,You never know what you might find
2917,45317,Every dream deserves a fighting chance.
2918,12094,Guess who just made number two?
2919,10377,"Truth, Justice and the Gambini Way"
2920,249164,Live for Love.
2921,256092,One Hell of A Ride
2922,9942,A comedy with bats and balls.
2923,10748,Taking higher education to a new low.
2924,1817,No options. No lies. No fear. No deals. Just keep talking.
2925,10229,She didn't belong. She was misunderstood. And she would change him forever.
2927,796,"In the game of seduction, There is only one rule: Never fall in love."
2928,22804,The Game Has Come Full Circle
2929,10156,"Ten million years in the making. The truth, the whole truth, and everything, but the truth!"
2930,12837,"Bring Your Girlfriends, Sisters, Mothers and Daughters."
2931,17708,Undercover and Out The Way!
2932,13937,Demented. Deranged. Deceptive. De Palma.
2934,31909,Their conquest has already begun... He know they're here.
2935,167073,"Two countries, two loves, one heart"
2936,3175,At long last Redmond Barry became a gentleman - and that was his tragedy.
2937,14369,"They haven't quite figured it all out, but they're getting a little warmer."
2938,16888,He's cool. He's clean. He's a love machine.
2939,121826,Four Friends Looking For A Little Harmony
2940,10646,The Last Man Standing Gets The Kitty.
2941,12149,No Soul Is Safe.
2942,304357,Justice is priceless.
2943,11184,Let's talk about sex
2944,766,Trapped in time. Surrounded by evil. Low on gas.
2945,20009,When all else fails... cheat.
2946,1587,A film about the love you find...In the last place you look.
2947,30973,For God loved the world So much...
2948,11109,Wife. Mother. Criminal.
2949,9027,"When he talks, women listen."
2950,63020,"On the way to finding a family, she found love."
2952,11065,Trust. Seduction. Betrayal.
2953,13888,"Return to the Romance, Return to the Adventure..."
2957,62728,Love. Murder. Revenge.
2958,11917,You Won't Believe How It Ends
2959,45138,Even the Mafia Calls Him Mister!
2960,80271,"You can change your status, but not your heart."
2961,4657,Under the surface of every life lies a mystery
2962,14395,A Love.... That Broke All Relationships
2963,24137,He just doesn't know it yet.
2964,190847,The search for life is about to end.
2965,11056,A house. A past. A secret. Will you dare enter?
2966,62,An epic drama of adventure and exploration
2967,601,He is afraid. He is alone. He is three million light years from home.
2968,13067,Get ready to fall
2971,58051,"He found the girl of his dreams, he fell in love and he got married... to all three."
2973,96399,The True Story of Cristiada
2975,489,"Some people can never believe in themselves, until someone believes in them."
2976,373314,Ambition can be deadly
2977,214,Suffering? You Haven't Seen Anything Yet...
2978,10890,The story of a man who wanted to keep the world safe for democracy...and meet girls.
2979,1588,May the best moves win.
2980,316727,Keep America great
2981,10314,These two opposites attract... but EVERYONE'S trying to keep them apart!
2982,663,You think it is over...but the games have just begun
2983,11804,The line separating the living from the dead has been crossed.
2985,11873,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.
2986,9289,This is the day that changed the world... When history held its breath.
2987,10414,They can't skate. They can't win. They can't be serious.
2988,1970,It never forgives. It never forgets.
2989,9614,He doesn't play golf... he destroys it.
2990,8922,What’s eating you?
2991,1648,History is about to be rewritten by two guys who can't spell.
2992,17917,Much Much More Than a Musical!
2993,74534,Share the journey. Share the laughter.
2994,19405,Saving The World One Playground At A Time
2995,9355,Two men enter. One man leaves.
