,account,ward,aid,business,address,zip
4044,294244,44,,DIAMOND CLEANERS IN CHICAGO,3323 N HALSTED ST,60657
4045,294268,20,763,FARMERS FOOD BASKET,832 E 63RD ST,60637
4046,294319,5,,ABBEY'S SEAL COATING & PAVING,7801 S SOUTH CHICAGO AVE,60619
4047,294328,47,,NEW CLARK WILSON CURRENCY EXCHANGE,4556 N CLARK ST,60640
4048,294351,40,464,CHICAGO VNA INCORPORATED,5875 N LINCOLN AVE 1ST 102,60659
4049,294357,22,763,FAMILY FOODS INC,2301 S HOMAN AVE,60623
4050,294410,12,,PROMOTIONS FURIA DIGITAL,2706 W CERMAK RD,60608
4051,294417,48,894,ALICIA HAIR SALON,1549 W ELMDALE AVE 1,60660
4052,29442,20,,"JEF FINGER SPECIALTY WOODWORKING, INC.",1237 W 47TH ST Q,60609
4053,294420,42,638,The Chopping Block,222 W MERCHANDISE MART PLZ  107,60654
4054,29443,1,,BROKEN ART RESTORATION,1841 W CHICAGO AVE,60622
4055,294443,45,,COMSETS SYSTEMS,5732 N MILWAUKEE AVE 1 1,60646
4056,294469,14,,AMERICAN DREAM PAINTING,5012 S SPAULDING AVE,60632
4057,294480,22,,ANGEL'S CLEANING SERVICE,3136 S PULASKI RD,60623
4058,294494,14,775,LA IGUANA RESTAURANT,4117 W 47TH ST,60632
4059,294504,1,638,WYNWOOD,1560 N MILWAUKEE AVE 1,60622
4060,294533,5,,BEST LAUNDROMAT,6808 S STONY ISLAND AVE,60649
4061,29455,12,,SMILE KIDS INC,4606 S DAMEN AVE,60609
4062,29459,35,,A. K. AUTO SERVICE INC.,4747 N PULASKI RD 1ST,60630
4063,294620,31,,JOAQUIN URIZAR,4950 W NEWPORT AVE,60641
4064,29466,45,,HEATCOOL SERVICE CO,4001 N ELSTON AVE 1ST,60618
4065,294698,11,,UNIVERSAL GLASS CORP,2555-59 S ARCHER AVE,60608
4066,29470,11,,GRANDSTAND LTD,600 W 35TH ST,60616
4067,294721,22,,MARI'S BRIDAL,3643 W 26TH ST,60623
4068,294725,40,,DESIGN AG LLC,6549 N ASHLAND AVE,60626
4069,294738,10,775,BIRRIERIA OCOTLAN INC,4007 E 106TH ST,60617
4070,294763,13,,NANCY REYES,6149 S MASON AVE,60638
4071,294769,18,,STITCH BY STITCH,7601 S CICERO AVE,60652
4072,29479,47,,FELTEN'S RECORD EMPORIUM,3346 N PAULINA ST 1ST,60657
4073,294792,5,,DIANE T. RUFF,6022 S STONY ISLAND AVE,60637
4074,294798,16,,OLYMPIC AUTOMOTIVE CORP.,5335 S WESTERN BLVD,60609
4075,294874,34,,TIMOTHY A. DICKERSON,616 W 116TH PL,60628
4076,294894,28,775,LUIGI CAFE INC,4212 W MADISON ST,60624
4077,294897,50,,RITECH ELECTRONIC SYSTEMS INC,6221 N TROY ST,60659
4078,294906,22,775,JALISCO RESTAURANT,4224 W 31ST ST,60623
4079,29492,14,,AAA CROSSTOWN GARAGE DOOR INC.,5212 S ARCHER AVE  1,60632
4080,294963,22,197,LA VILLITA TRAVEL,3851 W 26TH ST 1,60623
4081,294968,21,,DOLLAR GIANT PLUS,8160 S RACINE AVE,60620
4082,295051,12,,CAMPOS APPLIANCES,3871 S ARCHER AVE,60632
4083,295074,5,,SLOMIAK CORPORATION,5120 S HYDE PARK BLVD  12,60615
4084,295117,11,775,Express Grill Inc.,1730 S HALSTED ST 1,60608
4085,295121,12,769,ALFONZA B. ALVAREZ,3400 W 38TH ST,60632
4086,295131,3,606,ROYAL 3 CCC CHICAGO TAXI ASSOCIATION,2617 S WABASH AVE 1,60616
4087,295143,42,697,THE RICHARD H. DRIEHAUS MUSEUM,40 E ERIE ST 1ST - 3RD,60611
4088,295174,1,,MEGATEL WIRELESS,2601 W NORTH AVE 1ST,60647
4089,295236,42,775,DUNKIN DONUTS,27 E LAKE ST 1ST FLOOR 1,60601
4090,29524,27,,PAPYRUS PRESS INC,3441 W GRAND AVE  1,60651
4091,295254,15,,TRANSPORTES EL BAJIO,2714 W 47TH ST,60632
4092,295283,47,724,LAURA BANICK PHOTOGRAPHY,1601 W SCHOOL ST  408,60657
4093,295332,45,,PASSION BARBER SHOP CORP,5538 N MILWAUKEE AVE,60630
4094,295334,33,763,EAGLE 99 PLUS,3201 W LAWRENCE AVE,60625
4095,29535,2,829,THE COPA,1637 N CLYBOURN AVE,60614
4096,295366,32,,YOUR BACK BONE,2535 W LOGAN BLVD,60647
4097,295369,14,,"CHICAGO AMERICAN MANUFACTURING, LLC",4500 W 47TH ST,60632
4098,295443,38,,TRADE PRINT INC,7748 W ADDISON ST,60634
4099,295466,46,,FARZAD SINAEI,1025 W SUNNYSIDE AVE,60640
4100,29547,43,,DORN'S CANINE GROOMING,2527 N LINCOLN AVE 1ST,60614
4101,295484,28,,LILLIAN'S,3-5 N CICERO AVE,60644
4102,295494,2,775,EDIBLE ARRANGEMENTS,2223 N CLYBOURN AVE,60614
4103,295501,12,775,HONG KONG EXPRESS,2703 W CERMAK RD,60608
4104,295507,6,,"DUNIGAN CONSTRUCTION, INC",400 W 76TH ST,60620
4105,295508,22,,MICKEYS AUTO,3059 S LAWNDALE AVE,60623
4106,29555,50,,A 1 TRAVEL & TOURS CARGO,2546 W DEVON AVE  1,60659
4107,295616,17,,ALBERT D. COLLINS,7335 S SANGAMON ST,60621
4108,295638,40,819,ROB MENDELL,4842 N TALMAN AVE  2,60625
4109,295657,1,143,METAMORPH STUDIOS,1456 N MILWAUKEE AVE,60622
4110,295686,42,,SULLIVAN INTERNATIONAL GROUP,125 S WACKER DR 11 1180,60606
4111,295698,43,,"RWF MORTGAGE, LLC",2663 N HALSTED ST,60614
4112,29576,36,829,3 MUSKIES INC,5314 W GRAND AVE,60639
4113,295762,47,,CARING TREE LLC,4633 N WESTERN AVE  205,60625
4114,295766,36,775,DUNKIN DONUTS BASKIN ROBBINS,2640 N NARRAGANSETT AVE 1ST,60639
4115,2958,39,775,SUPERDAWG DRIVE-IN INC,6363 N MILWAUKEE AVE,60646
4116,295810,5,,"THE COLETTE STEWARD GROUP , INC",5539 S HYDE PARK BLVD 3 3 SOUTH,60637
4117,295819,42,,WACKER DRIVE NEWSSTAND,150 N WACKER DR  LL150C,60606
4118,295832,39,,HERBERT HOFFMAN SR.,3817 W GRANVILLE AVE,60659
4119,29585,41,,NORTHWEST HWY & NAGLE AMOCO,5737 N NORTHWEST HWY,60631
4120,29588,18,,VAN'S TAP,8406 S KEDZIE AVE 1ST,60652
4121,295915,26,763,TIANGUIS FRESH FOODS,3552 W ARMITAGE AVE,60647
4122,29594,29,,HALLAGAN BUSINESS MACHINES,6850 W NORTH AVE  1,60707
4123,29599,42,,Kenpaul Corporation DBA Chicago City Graphics,500 N MICHIGAN AVE  105,60611
4124,29600,40,829,FARRAGUTS,5240 N CLARK ST 1ST,60640
4125,296006,42,775,MERCADITO CHICAGO,108-110 W KINZIE ST,60610
4126,29601,47,,OLYMPIA TRADING INC,4532 N CLARK ST  1,60640
4127,296035,22,,ARCHER CELL KOMUNIKACJA INC,5042 S CICERO AVE,60638
4128,296038,17,775,ABC FOOD MARKET INC,7550 S MAY ST,60620
4129,296046,24,,HAROLDS WING HOUSE 2,1521 S PULASKI RD,60623
4130,29605,40,,SPEEDLINE AUTO SERVICE,5242 N DAMEN AVE,60625
4131,29611,13,,EXPERIENCE,6118 W 63RD ST  1,60638
4132,29614,19,,MURPHY'S WINDOWS & SUNROOMS,10359 S PULASKI RD,60655
4133,296156,48,,LINDA LU GREENS INC,1055 W BRYN MAWR AVE  F198,60660
4134,296185,42,,JOHN ANGILERI BARBER SALON,69 W WASHINGTON ST  LL12,60602
4135,296194,28,,CHECK POINTING CORP.,37 S ASHLAND AVE  6,60607
4136,2962,44,775,ANN SATHER'S CAFE,3415 N BROADWAY  1,60657
4137,29621,35,763,DOLLARMANIA,4344  -04346 W ARMITAGE AVE 1ST,60639
4138,296219,4,775,GATEWAY NEWS STAND,312 S STATE ST,60604
4139,296227,22,,GLORIA'S ENTERPRISES INC,2859 S TRUMBULL AVE 1ST,60623
4140,296252,14,775,LAS MARAVILLAS RESTAURANT,4316 S PULASKI RD,60632
4141,296266,42,,"INTELIQUENT, INC.",550 W ADAMS ST 9TH 900,60661
4142,29628,42,,"SCHNEIDER, BLUHM, LOEB",230 W SUPERIOR ST  1,60610
4143,296316,44,,A & J HEATING AND PLUMBING CO.,510 W BELMONT AVE,60657
4144,296317,43,,FOXY FRENCHMEN ENTERTAINMENT,2742 N HAMPDEN CT  1E,60614
4145,296330,31,,SAY IF WITH FLOWERS,5159 W DIVERSEY AVE,60639
4146,296357,40,,"PRINCE AUTO REPAIR, INC.",5510 N WESTERN AVE,60625
4147,29638,5,,COMPUTER RESOURCE CENTER INC.,1525 E 53RD ST  902,60615
4148,296402,39,775,ASIAN MARKET AND VIDEO,4705 W LAWRENCE AVE,60630
4149,296403,42,,"Geneva Advisors, LLC",181 W MADISON ST  3575,60602
4150,296406,25,829,THIRD RAIL TAVERN,1133 W MADISON ST,60607
4151,296410,2,,"3156 W.  WARREN, LLC",742 N LA SALLE DR  6,60610
4152,296411,15,775,SU CASA OF ILLINOIS INC,4243 S KEDZIE AVE,60632
4153,296468,46,,ISLAND NAILS,4132 N BROADWAY,60613
4154,29648,15,774,CONTINENTAL LIQUORS,1628-1630 W 47TH ST,60609
4155,296590,22,,CONTINENTAL KITCHEN & BATH INC,4343 S KILPATRICK AVE,60632
4156,296638,45,,"MONTROSE PROPERTIES, LLC",6160 W HIGGINS AVE,60630
4157,296649,27,785,THE LIQUOR BOX,873 N ORLEANS ST BSMT & 1,60610
4158,29665,32,894,MARTHA'S UNISEX BEAUTY SALON,2117 N WESTERN AVE 1ST,60647
4159,296656,4,,"600 S. WABASH, LP",600-618 S WABASH AVE,60605
4160,296662,17,763,PETE'S MEAT & GROCERY #2,2001 W 71ST ST,60636
4161,296674,41,,FIRST CHOICE DIGITAL,6400 N MILWAUKEE AVE,60631
4162,296724,43,,TOWER CLEANERS,444 W FULLERTON PKWY LOWER LEVEL,60614
4163,296741,11,638,KOHAN JAPANESE RESTAURANT,730-732 W MAXWELL ST 1,60607
4164,296758,18,775,SUBWAY,7949 S CICERO AVE,60652
4165,296764,2,,DELISI FILM AND VIDEO,921 N LEAVITT ST  2F,60622
4166,296816,9,,BERNARD PLACE TWO -PBI,1000 E 111TH ST  10,60628
4167,296819,28,763,NIKKOS SUB,611 N CICERO AVE,60644
4168,29682,43,,ST VINCENT DE PAUL CENTER,2145 N HALSTED ST 1ST,60614
4169,296861,10,,"SUNSET BAY MARINA, LLC",13501 S BENSLEY AVE,60633
4170,296871,9,775,NESREEN'S FOOD MART,11625 1/2 S MICHIGAN AVE,60628
4171,29693,25,925,SUPERIOR FRESH INC,1800 S CANAL ST  1,60616
4172,296938,42,775,THE INDIAN GARDEN RESTAURANT,247 E ONTARIO ST 2,60611
4173,296942,15,775,TAQUERIA EL CAMPEON,4348 S CALIFORNIA AVE,60632
4174,29699,1,,T & L BODY SHOP,2478 N LEAVITT ST  1,60647
4175,296998,15,775,"DON FROGG'S, INC.",4304 S WESTERN AVE,60609
4176,297003,45,769,MAHER ABDALLA HAMAD,8119 W THOMAS,60458
4177,297005,39,,CAR FIX AUTO CENTER,3555 W FOSTER AVE,60625
4178,297097,37,708,LBP Manufacturing,1401 N CICERO AVE  B,60651
4179,297125,33,,MICHACAN DOLLAR INC,3135 W LAWRENCE AVE,60625
4180,297153,42,850,"SEE ANZ, INC",215 W SUPERIOR ST  200,60610
4181,297164,29,763,RAJ FOOD MART INC.,5652 W DIVISION ST,60651
4182,297181,47,775,JIM'S GRILL,1429 W IRVING PARK RD,60613
4183,297191,27,703,"THE JUNIPER GROUP, INC.",1015 W LAKE ST 2,60607
4184,297208,35,,FANTASY HAIR DESIGN,2785 N MILWAUKEE AVE,60647
4185,297296,25,,FAT LEE GROCERY STORE,2243 S WENTWORTH AVE,60616
4186,29730,12,,FILTER TECHNOLOGY INC,3150 W 36TH PL 1ST,60632
4187,297313,4,775,5 STAR INDIA,420 S CLARK ST 1ST,60605
4188,297325,42,775,THE CLARE AT WATER TOWER,55 E PEARSON ST 1-54,60611
4189,297339,42,746,RIVER ROAST & REID BAR,315 N LA SALLE DR,60610
4190,297353,16,775,MC INTOSH'S,748 W 61ST ST,60621
4191,297357,8,,NO LIMIT,809 E 79TH ST,60619
4192,297387,45,712,CITY SUBURBAN AUTO SERVICES,5674 N NORTHWEST HWY,60646
4193,297426,43,775,STATE RESTAURANT & CAFE,935 W WEBSTER AVE,60614
4194,29752,10,,GEORGE J BEEMSTERBOER INC,2900 E 106TH ST # 1,60617
4195,297534,33,,AYYAD BEAUTY SHOP INC.,4409 N KIMBALL AVE,60625
4196,297548,24,775,BON BON PIZZA,3938 W ROOSEVELT RD,60624
4197,297558,21,,GROW INTO BOOKS INC,9301 S LAFLIN ST,60620
4198,297569,16,763,"SUPERMERCADO SANCHEZ, INC.",2824 W 59TH ST,60629
4199,29757,19,699,WASHINGTON AND JANE SMITH HOME (SMITH VILLAGE),2315 W 112TH PL,60643
4200,297574,42,602,"FAITHFUL+GOULD, INC.",230 W MONROE ST 23 2300,60606
4201,29763,36,,ROMANS TIRE SHOP,5811 W GRAND AVE,60639
4202,29768,2,704,ELIZABETH ADAM SALON/DAY SPA,845 N MICHIGAN AVE,60611
4203,29771,17,,ROYAL HOUSE OF BEAUTY,1815 W 69TH ST  1,60636
4204,29793,11,864,GOOD WORLD NOODLE INC,2522 S HALSTED ST  1ST,60608
4205,297941,40,775,OVER EASY CAFE,4943 N DAMEN AVE,60625
4206,29795,27,,LINDO SYSTEM INC,1415 N DAYTON ST,60622
4207,297967,17,774,EXPRESS FOOD MARKET,6914 S WESTERN AVE,60636
4208,298020,42,,Hard Rock Hotel,230 N MICHIGAN AVE,60601
4209,298041,42,,WINDY CITY HABITAT FOR HUMANITY,515 N STATE ST  2300,60610
4210,298060,45,,X- PRESS CLEANERS INC.,4450 N MILWAUKEE AVE,60630
4211,298114,26,775,PAPA'S CACHE SABROSO INC,2517 W DIVISION ST,60622
4212,298133,4,720,"HALES FRANCISCAN HIGH SCHOOL, INC.",4930 S COTTAGE GROVE AVE,60615
4213,298136,17,,"SAEED MARKET, INC",3257 W 63RD ST,60629
4214,298155,32,197,"AK TAX SERVICES, INC.",1835 N MILWAUKEE AVE,60647
4215,298174,25,,TAQUERIA MLS,1850 S BLUE ISLAND AVE,60608
4216,298177,47,775,7-ELEVEN,3801 N WESTERN AVE,60618
4217,298197,29,,RPB CONSULTING,342 S LARAMIE AVE,60644
4218,298208,37,724,"SIGNATURE AFFAIRS, INC.",1513 N LATROBE AVE,60651
4219,298247,12,767,J & B JEWELRY,4100 S ASHLAND AVE 1ST 164,60609
4220,29825,43,,DORBY MAGOO & CO,2744 N LINCOLN AVE,60614
4221,298253,47,,RAVENSWOOD FITNESS CENTER,1958 W MONTROSE AVE 1ST,60613
4222,298263,12,,CRISTIS,2306 S CALIFORNIA AVE,60608
4223,298283,14,,RICHART TAX SERVICE,5217 S KEDZIE AVE,60632
4224,298295,17,712,DE LUNA MUFFLER & AUTO,1830 W 69TH ST,60636
4225,298342,12,,ALAMO'S JEWELRY,4100 S ASHLAND AVE  375,60609
4226,298413,39,,RINELLA EDITORIAL SERVICES,4205 N AVERS AVE,60618
4227,298446,28,816,HHM1 LLC,1500 S WESTERN AVE 1ST 1AN1,60608
4228,29846,45,,WPR AUTO & TIRE CENTER INC,5940 N ELSTON AVE 1ST,60646
4229,29851,31,,LANE AUTOMOTIVE,4921 W BELMONT AVE,60641
4230,29867,28,,INDUSTRIAL STORAGE WHSE CORP,4343 W OHIO ST  1ST,60624
4231,298727,42,775,CORNER BAKERY CAFE,360 N MICHIGAN AVE,60601
4232,298732,42,775,EMERALD LOOP BAR & GRILL,216 N WABASH AVE 1,60601
4233,298747,29,,TIP TOP NAILS # 5,5604 W MADISON ST,60644
4234,29875,48,,NORTH SHORE VISION CENTER,5257 N BROADWAY,60640
4235,298754,16,,EL VIAJERO INC.,2818 W 59TH ST,60629
4236,298777,4,670,L A Fitness and Pro Results,5224 S LAKE PARK AVE 1,60615
4237,298778,42,775,WEST LOOP CAFE,601 - 03 W ADAMS ST,60661
4238,298781,25,,"CREATIVE POINTS OF YOU, INTERIOR DESIGN",1019 W JACKSON BLVD,60607
4239,298848,24,775,MAMA'S,1901 S PULASKI RD,60623
4240,298871,47,,10/3/11 - 10/31/11 Don Arneson Pumpkins - Seasonal Sale,1622 W IRVING PARK RD,60613
4241,298920,31,,"MERCURY MAINTENANCE, INC.",2940 N CICERO AVE,60641
4242,298924,50,775,PANDA EXPRESS #1345,6201 N LINCOLN AVE 1ST,60659
4243,298927,44,,"FALCON LIVING, LLC",2821 N HALSTED ST,60657
4244,29893,42,,STREETVILLE PET SPA & BOUTIQUE,401 E ONTARIO ST 1,60611
4245,298959,45,,35TH & MORGAN DEVELOPMENT CORP.,4252 N CICERO AVE,60641
4246,298965,39,,KKM TRANSPORTATION,4708 N LOWELL AVE 1 1,60630
4247,298966,12,,LA MORENITA,4100 S ASHLAND AVE  238-39,60609
4248,299008,38,,MARIO LUNA,5956 W BYRON ST,60634
4249,299066,19,775,MARATHON,10301 S KEDZIE AVE,60655
4250,299082,1,,"LUCITE GROUP, INC.",900 N ASHLAND AVE 1,60622
4251,29909,42,,KING COOPER & ASSOCIATES,311 W SUPERIOR ST  313,60610
4252,299093,36,,"PRIDE MANAGEMENT GROUP, LLC",4888 W ARMITAGE AVE,60639
4253,299126,42,,QUIKORDER INC.,351 W HUBBARD ST  501,60610
4254,299172,29,,FOTO TOMCZYNSKI COMPANY,7149 W BELMONT AVE,60634
4255,299177,30,,LOS POTRILLOS,3624 W BELMONT AVE,60618
4256,299208,11,775,JOY YEE NOODLE,1335 S HALSTED ST,60607
4257,29925,42,,MERCHANDISE MART PROPERTIES IN,350 N ORLEANS ST 1ST #,60654
4258,299294,45,,SCHNIZER AUTO BODY,4036 N TRIPP AVE,60641
4259,29934,42,,FOGAL OF SWITZERLAND INC,900 N MICHIGAN AVE  1,60611
4260,299360,39,894,HERNANDEZ HAIR SALON,4479 N ELSTON AVE,60630
4261,29944,47,763,PELLY'S LIQUORS,3444 N LINCOLN AVE,60657
4262,299441,42,,THE DIAMOND SOURCE INC,5 S WABASH AVE  1306,60603
4263,29947,23,,CAPITOL CIGAR STORE,6258 S PULASKI RD 1ST,60629
4264,299473,25,,ZHM ENTERPRISE INC,2146 S ARCHER AVE  A,60616
4265,299483,45,775,PAPANICHOLAS CAFE,4431 N MILWAUKEE AVE,60630
4266,299487,8,767 | 903 | 725,EXTRA SPACE STORAGE #1709,1000 - 1020 E 95TH ST,60619
4267,299489,45,763,EDYTA ROMAN,5326 W LAWRENCE AVE,60630
4268,299495,42,775,LAI LAI ORIENTAL EXPRESS & KOREAN EXPRESS,330 S WELLS ST  A,60606
4269,299508,42,676,INN OF CHICAGO MAGNIFICENT MILE,162 E OHIO ST,60611
4270,299511,22,,CITGO,4520 S CICERO AVE,60638
4271,299629,1,,CHICAGO CHILDREN'S THEATRE,1464 N MILWAUKEE AVE 2,60622
4272,299655,14,,CHICAGO TECHNICAL CENTERS LTD.,4440 S PULASKI RD 1ST,60632
4273,299710,36,763,CVS/PHARMACY #1676,6355 W BELMONT AVE 1,60634
4274,299748,7,775,OWEN'S SMOOTHIES & SWEETS,2411 E 75TH ST,60649
4275,299772,7,,CSC REMODELING SERVICE,7934 S CRANDON AVE,60617
4276,299778,40,,INTELLIGENT MARKETING,5040 N LEAVITT ST,60625
4277,29978,42,,A PERFECT SIGN INC,220 S STATE ST  2200,60604
4278,299788,28,763,MARATHON,5107 W MADISON ST,60644
4279,2998,4,775,THE NEW VALOIS REST INC,1518 E 53RD ST  1,60615
4280,29980,23,,JET INDUSTRIES INC,6025 S OAK PARK AVE  1,60638
4281,299819,25,,"EPOCHTIMES, INC",232 W CERMAK RD 2ND 2,60616
4282,299824,30,,"ONE STOP DISTRIBUTORS, LLC.",5433 W DIVERSEY AVE,60639
4283,299835,36,,JOSEPH A. PEREZ,2159 N NATCHEZ AVE 1,60707
4284,299853,3,763,BIG DADDY,2441 S STATE ST,60616
4285,299855,25,,RELIABLE OGDEN,2424 S LAFLIN ST,60608
4286,299957,1,,SUPER DESIGN FURNITURE,1335 N MILWAUKEE AVE,60622
4287,299958,20,,TENORIO TIRE SHOP,4921 S ASHLAND AVE,60609
4288,299960,40,,"CHILDREN'S WORLD, INC.",5911 N LINCOLN AVE 1,60659
4289,299962,40,,LINCOLN KARAOKE,5524-5528 N LINCOLN AVE 1,60625
4290,299963,6,,QUICK COMM,403 E 75TH ST,60619
4291,299988,3,929,JERNBERG PERSHING PLANT,329 W PERSHING RD,60609
4292,299995,11,775,AMELIA'S AUTHENTIC MEXICAN CUISINE,4559 S HALSTED ST 1,60609
4293,300000,45,661,THE CHICAGO BALLET,4041 N MILWAUKEE AVE 4,60641
4294,300028,39,793,TAB AUTO BROKERS,4916 N ELSTON AVE,60630
4295,300030,46,,ZONE FITNESS,909 W MONTROSE AVE  101,60613
4296,30004,1,,"ITALIAN COURT FLOWERS, INC.",1637 W FERDINAND ST  B,60622
4297,300069,12,894,ELIZABETH SALON DE BELLEZA,4100 S ASHLAND AVE  11,60609
4298,300094,25,,LEON GRAPHICS,2222 S DAMEN AVE 1ST,60608
4299,300104,26,,LIZANDRO'S BEAUTY SALON,3553 W NORTH AVE,60647
4300,300115,42,,CORN FED ADVERTSING,165 N CANAL ST  705,60606
4301,300130,42,638,TAVERN AT THE PARK,"130 E RANDOLPH ST 1, 2, ROOF",60601
4302,300138,42,,LAKE POINT CLEANERS II,180 N JEFFERSON ST,60661
4303,300141,3,,THE HAIR EXPERTS,5401 S WENTWORTH AVE,60609
4304,300153,22,775,SUBWAY,4032 W 26TH ST 1,60623
4305,300209,32,,x y zanne,2211 N ELSTON AVE  102,60614
4306,30025,8,,VERA PALMER,740 E 83RD ST  1,60619
4307,300255,26,894,BRENDA'S BEAUTY SALON,1607 N KEELER AVE,60639
4308,300273,39,775,DOMINO'S PIZZA,5008 N PULASKI RD,60630
4309,300274,12,769,MARIA M CASTELLANOS,3707 S WINCHESTER AVE,60609
4310,300338,3,775,PIONEER GARDENS,3800 S DR MARTIN LUTHER KING JR DR 2,60653
4311,300387,37,638,EL SITIO,1255 N PULASKI RD,60651
4312,3004,43,,SHERWYNS HEALTH FOOD SHOP,645 W DIVERSEY PKWY,60614
4313,300400,42,,VERIZON BUSINESS SERVICES,"205 N MICHIGAN AVE 5,6,7,8,11",60601
4314,300403,41,,"ASA SALES SYSTEMS, LLC",5440 N CUMBERLAND AVE  105,60656
4315,300410,42,704,"TYLER WELLNESS,CO.",71 S WACKER DR 2,60606
4316,30042,12,,BALDERAS USED APPLIANCES,4226 S ASHLAND AVE 1ST,60609
4317,300446,4,763,AMERICANA SUBMARINE,400 S CLARK ST,60605
4318,300454,42,,BACKSTOP SOLUTIONS,233 S WACKER DR 39 3960,60606
4319,300471,25,921,JAZZY FLOWERS LLC,35 S RACINE AVE,60607
4320,300524,12,,MODERN IMAGE CONSTRUCTION L.L.C.,3533 S ARCHER AVE 2,60609
4321,300553,1,,A TOUCH OF VINTAGE,2506 N CALIFORNIA AVE,60647
4322,300558,42,,RESOLUTION MEDIA INC,225 N MICHIGAN AVE 8 820,60601
4323,300579,10,763,JOHN'S CORNER STORE,3425 E 106TH ST 1ST,60617
4324,30058,11,,ACCORD INTERIOR COMPANY,3312 S HALSTED ST 1ST,60608
4325,300604,3,,"SUCCESS FOR HIM, INC.",122 E GARFIELD BLVD,60615
4326,300612,20,,BEST APPEARANCE,6648 S COTTAGE GROVE AVE,60637
4327,300615,46,,CHICAGO GHOST INVESTIGATIONS,4250 N MARINE DR  2928,60613
4328,300632,33,763,DAILY PANTRY,2903 W BELMONT AVE,60618
4329,300635,3,,RANDY'S,237 E 51ST ST,60615
4330,30066,8,,HEAD OF THE CLASS DAYCARE AND LEARNING CENTER,1900 E 87TH ST,60617
4331,300668,47,602,"VINTECH SYSTEMS, INC.",3725 N WESTERN AVE,60618
4332,30067,2,,LINDA FIELDS,200 E CHESTNUT ST,60611
4333,30069,28,,WHISPER A PRAYER,4750 W MADISON ST,60644
4334,30070,28,,G K TOPS & BOTTOMS INC,3940 W MADISON ST,60624
4335,300751,19,775,THE WEST END TATA CHICAGO PIZZARIA AND BIG SKY CAFE,3019 W 111TH ST 1 1,60655
4336,300752,6,763,ROUTE 69 PALACE,808 W 69TH ST 1ST,60621
4337,300775,39,763,MAYFAIR FOOD AND LIQUOR,5014 N PULASKI RD,60630
4338,300822,45,,ALLSTATES CREDIT REPAIR,5648 W GOODMAN ST 1ST,60630
4339,300834,30,895 | 894,JULIA'S HAIR DESIGN,3149 N LONG AVE,60641
4340,300838,28,,WLASNY KAT,924 S BELL AVE,60612
4341,300845,16,700 | 767,"LUIS MARTINEZ & SON IRON WORK,INC.",5801-17 S ASHLAND AVE,60636
4342,300853,19,775,TACO BELL,1644 W 95TH ST,60643
4343,300855,17,693,WASH & RELAX,1364 W 79TH ST,60620
4344,300895,6,,MARTIN L. DUMAS III,8005 S STATE ST,60619
4345,300955,19,,PEARSON RESOURCE CENTER PRC TRANSPORTATION SERVICE,10325 S WESTERN AVE 1,60643
4346,30098,42,,I SIDELSKY JEWELRY & SERVICE,55 E WASHINGTON ST  703,60602
4347,300999,12,,THE LITTLE CROWNS,3115 W 26TH ST  308/312/,60623
4348,301102,31,775,CHAYITO GROCERY DOLLAR STORE,2659 N LARAMIE AVE,60639
4349,30112,44,624,CLARK STREET MIDWEST STERE0,2806 - 2810 N CLARK ST 1,60657
4350,30118,31,,R.C. TRAVEL AGENCY INC.,5006 W DIVERSEY AVE  1,60639
4351,301200,40,,"KANJI INSURANCE SERVICES, INC.",1742 W DEVON AVE GROUND,60660
4352,301226,18,,DEAD SEA BEAUTY,7601 S CICERO AVE  SPC5532,60652
4353,301243,3,,"2100 SOUTH PRAIRIE, LLC",2100 S PRAIRIE AVE,60616
4354,301251,32,829,VINTNER'S CELLAR WINERY OF CHICAGO,2048 W BELMONT AVE,60618
4355,301254,9,763,GAS SHOP AND MINI MART,13547 S INDIANA AVE,60827
4356,301266,46,,Y.S. APPAREL INC,4625 N CLARK ST,60640
4357,30128,12,,PROGRESS CONSTRUCTION,2321 W 41ST ST 1ST,60609
4358,301309,12,,CARMEN VINAS SERVICES,4100 S ASHLAND AVE  45,60609
4359,301321,20,,"55TH & HALSTED CURRENCY EXCHANGE, INC.",756 W GARFIELD BLVD 1ST,60609
4360,301348,17,,KOMEH'S THOUGHTFUL TREASURES,1430 W 77TH ST  001,60620
4361,301402,25,,PROSPECTUS ART GALLERY,1210 W 18TH ST 1,60608
4362,301442,14,,HOT SALES COPORATIONS,4729 S CICERO AVE,60632
4363,30145,25,864,THE BOHEA ASSOCIATES LTD,1857 S NORMAL AVE 1ST,60616
4364,301478,22,,MIDWAY IMPORT COMPANY,3250 S KEDZIE AVE,60623
4365,30148,48,,MENA TOURS & TRAVEL AGENCY,5209 N CLARK ST 1ST,60640
4366,301484,48,,M&M DISTRIBUTIONS,4911 N WINTHROP AVE  414,60640
4367,301487,50,,MIDWEST ASIAN AMERICAN CENTER,2534 W DEVON AVE 2,60659
4368,301521,38,774,7 ELEVEN,5600 W IRVING PARK RD,60634
4369,301530,3,,DAMON'S FINER ARTS LTD.,4101 S MICHIGAN AVE 2ND 215,60653
4370,301535,42,743,HOTEL CHICAGO,333 N DEARBORN ST,60610
4371,301564,42,,CHICAGO FUNDAMENTAL INVESTMENT PARTNERS,71 S WACKER DR  3495,60606
4372,301593,43,,LULULEMON ATHLETICA,2104 N HALSTED ST,60614
