,vid,make,model,year,fuel_type,owner
1777,3791,TOYOTA,PRIUS,2014,HYBRID,MACCAN INC
1778,5943,TOYOTA,CAMRY,2013,HYBRID,DUZO CAB CORPORATION
1779,978,TOYOTA,CAMRY,2014,HYBRID,CASABLANCA CORPORATION
1780,4248,TOYOTA,PRIUS,2013,HYBRID,IMC CAB CORP
1781,5177,DODGE,CARAVAN,2016,FLEX FUEL,N D Z 2 CORP.
1782,2976,TOYOTA,CAMRY,2013,HYBRID,BELL CAB CO
1783,2650,TOYOTA,CAMRY,2015,HYBRID,CRYSTAL EXPRESS INC.
1784,5343,TOYOTA,CAMRY,2013,HYBRID,RAMEESHA INC
1785,3905,VPG,MV-1,2016,GASOLINE,"KWAME, INCORPORATED"
1786,4569,TOYOTA,CAMRY,2014,HYBRID,NITA CORP
1787,3752,TOYOTA,PRIUS,2014,HYBRID,HARVIN CAB CO
1788,5510,TOYOTA,CAMRY,2018,GASOLINE,MIRACLE EXPRESS INC.
1789,2113,FORD,ESCAPE,2012,HYBRID,BROWN EYES CAB CORP.
1790,3549,TOYOTA,CAMRY,2016,HYBRID,GEORGE ATTO
1791,5427,TOYOTA,CAMRY,2013,HYBRID,MIRACLE EXPRESS INC.
1792,5472,TOYOTA,PRIUS,2014,HYBRID,AIRPORT EXPRESS CAB COMPANY
1793,917,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
1794,5993,DODGE,GRAND CARAVAN,2017,FLEX FUEL,FANTASTIC TAXI INC
1795,3764,TOYOTA,CAMRY,2019,HYBRID,"MUGHAL BROTHERS, INC."
1796,5134,TOYOTA,CAMRY,2013,HYBRID,"REMEMBER TAXI, INC."
1797,135,DODGE,CARAVAN,2016,FLEX FUEL,MCCAB XXIII CORP.
1798,3598,TOYOTA,PRIUS,2014,HYBRID,BELICAGO TAXI LLC
1799,17,TOYOTA,CAMRY,2017,HYBRID,F & F  1 TRANS INC
1800,5526,CHEVROLET,EQUINOX,2014,GASOLINE,BALD EAGLE LIMITED
1801,2456,FORD,ESCAPE,2012,HYBRID,"I & B MIDWEST ENTERPRISE, INC."
1802,5771,TOYOTA,CAMRY,2014,HYBRID,P NINO TRANS INC
1803,4264,TOYOTA,CAMRY,2017,HYBRID,T20 INC
1804,5536,TOYOTA,CAMRY,2013,HYBRID,SWAT EXPRESS INC
1805,1953,FORD,ESCAPE,2012,HYBRID,TAXALE TAXI INC
1806,590,TOYOTA,PRIUS,2012,HYBRID,"CHICAGO POLO XIII, INC."
1807,1448,TOYOTA,CAMRY,2014,HYBRID,S & R TAXI CO
1808,4760,TOYOTA,CAMRY,2016,HYBRID,"ELANNANI TRANS, INC"
1809,3416,TOYOTA,PRIUS,2013,HYBRID,KINGSLEY COFIE
1810,2291,TOYOTA,CAMRY,2016,HYBRID,AMADOR CAB CO
1811,2298,TOYOTA,PRIUS,2012,HYBRID,ONKAR CAB CO
1812,4112,TOYOTA,PRIUS,2012,HYBRID,WESMOLAND INC
1813,1390,TOYOTA,CAMRY,2013,HYBRID,MOON EXPRESS INC
1814,4104,TOYOTA,CAMRY,2010,HYBRID,SHAMILEE CAB CO
1815,3846,FORD,ESCAPE,2012,HYBRID,VIOLET ZONE CAB CO.
1816,1436,TOYOTA,SIENNA,2019,GASOLINE,LINCOLN PARK EXPRESS INC
1817,6334,TOYOTA,SIENNA,2019,GASOLINE,SAMTEX INC.
1818,5673,TOYOTA,CAMRY,2012,HYBRID,WON TAXI CAB CORP
1819,238,VPG,MV-1,2012,COMPRESSED NATURAL GAS,DAMMA CAB CORP
1820,4861,FORD,FUSION,2013,HYBRID,N'KAI TRANS INC
1821,2246,TOYOTA,PRIUS,2012,HYBRID,ORREGO CORPORATION
1822,6730,TOYOTA,COROLLA,2018,GASOLINE,ANTIPAROS CAB CORP
1823,3197,TOYOTA,CAMRY,2015,HYBRID,JUJU TAXI INC
1824,2466,TOYOTA,COROLLA,2018,GASOLINE,ARES CAB CORP.
1825,3938,FORD,ESCAPE,2012,HYBRID,VIOLET ZONE CAB CO.
1826,2653,TOYOTA,CAMRY,2016,HYBRID,MOONLIGHT TAXI SERVICE INC
1827,2357,TOYOTA,CAMRY,2012,HYBRID,SHEZAN INC
1828,5910,TOYOTA,COROLLA,2016,GASOLINE,SODHI CAB INC
1829,4057,TOYOTA,PRIUS,2012,HYBRID,BLUE STAR TAXICAB INC
1830,4859,TOYOTA,CAMRY,2015,HYBRID,HAMIT ZANI CORP
1831,3052,TOYOTA,CAMRY,2014,HYBRID,ACCURATE TAXI INC
1832,6960,TOYOTA,SIENNA,2019,GASOLINE,DWEBAN INC
1833,3818,TOYOTA,RAV4,2016,HYBRID,OKABS INC
1834,2639,TOYOTA,CAMRY,2015,HYBRID,CRYSTAL EXPRESS INC.
1835,2664,TOYOTA,CAMRY,2011,HYBRID,"GREENLINE TAXICAB, INC."
1836,236,TOYOTA,PRIUS,2012,HYBRID,IL 9 CORP
1837,5733,TOYOTA,SIENNA,2019,GASOLINE,TRUEDREAM MALAK TRANS INC
1838,1439,TOYOTA,CAMRY,2012,HYBRID,J.M. CAB CO.
1839,5284,TOYOTA,PRIUS,2014,HYBRID,"CORTANY 1 TRANS, INC."
1840,5736,KIA,SORENTO,2014,GASOLINE,DADA'S EXPRESS INC
1841,78,TOYOTA,SIENNA,2019,GASOLINE,ALBIE'S CORP.
1842,5765,TOYOTA,SCION,2015,GASOLINE,BRIGHT TAXICAB INC.
1843,1705,FORD,ESCAPE,2011,HYBRID,SNOWFALL II HACKING CORP
1844,1965,TOYOTA,CAMRY,2017,HYBRID,1965 TAXI LLC
1845,4870,TOYOTA,CAMRY,2016,HYBRID,HASAN ZANI CORP.
1846,4097,TOYOTA,PRIUS,2013,HYBRID,CHITOWN CAB INC. #IV
1847,1682,TOYOTA,SIENNA,2020,GASOLINE,CASA BLANCA EXPRESS INC
1848,4304,TOYOTA,CAMRY,2014,HYBRID,SEKHON CAB CO INC
1849,6469,TOYOTA,PRIUS,2012,HYBRID,TEDLA INC
1850,4315,TOYOTA,RAV4,2016,GASOLINE,SASIM INC.
1851,579,TOYOTA,CAMRY,2015,HYBRID,MPA CAB CO
1852,1332,FORD,ESCAPE,2012,HYBRID,KILLER DOG CAB CORP
1853,2469,TOYOTA,CAMRY,2014,HYBRID,BHATTI TAXI INC
1854,1944,TOYOTA,PRIUS,2014,HYBRID,LIGHT BREEZE CAB CORP.
1855,703,TOYOTA,CAMRY,2012,HYBRID,SAPNA CORPORATION
1856,870,TOYOTA,CAMRY,2015,HYBRID,"J WESLEY, CORPORATION"
1857,2293,TOYOTA,CAMRY,2012,HYBRID,"U-KEY, INC."
1858,3981,TOYOTA,PRIUS,2013,HYBRID,BOULEVARD CORP
1859,709,TOYOTA,COROLLA,2018,GASOLINE,NEMESIS CAB CORP.
1860,1614,FORD,C-MAX,2013,HYBRID,OIA CAB CORP.
1861,228,FORD,ESCAPE,2012,HYBRID,D & G CAB CORP
1862,5860,FORD,ESCAPE,2012,HYBRID,LUCKY SEVEN CHICAGO THREE INC.
1863,2681,TOYOTA,CAMRY,2016,HYBRID,MCCAB X CORP.
1864,2076,TOYOTA,PRIUS,2014,HYBRID,GOLEMI TRANS INC
1865,285,TOYOTA,CAMRY,2013,HYBRID,DANKUR INC.
1866,6034,TOYOTA,PRIUS,2012,HYBRID,ADIL & ZAINAB CORP
1867,6829,NISSAN,ALTIMA,2011,HYBRID,ALFA TAXI LLC
1868,4018,TOYOTA,PRIUS,2016,HYBRID,JIBICHO INC
1869,1340,TOYOTA,RAV4,2016,GASOLINE,SAMSOL INTERNATIONAL INC.
1870,4623,TOYOTA,CAMRY,2014,HYBRID,LEON CAB INC
1871,5843,TOYOTA,RAV4,2018,HYBRID,KHYBER EXPRESS INC
1872,5877,TOYOTA,CAMRY,2015,HYBRID,CHATHA ENTERPRISES INC
1873,1321,FORD,ESCAPE,2012,HYBRID,KILLER DOG CAB CORP
1874,3429,TOYOTA,SCION,2014,GASOLINE,ORANGE CAB CO
1875,6426,TOYOTA,CAMRY,2016,HYBRID,ALI BABBA EXPRESS INC.
1876,4387,TOYOTA,CAMRY,2012,HYBRID,LM CAB INC.
1877,3908,FORD,ESCAPE,2012,HYBRID,SLSJETS I CAB CORP.
1878,989,TOYOTA,CAMRY,2019,GASOLINE,SHAHID TAXI INC
1879,4749,TOYOTA,CAMRY,2014,HYBRID,SOS TWO INC.
1880,5905,TOYOTA,COROLLA,2020,HYBRID,OLYMPIA CAB CO
1881,2890,TOYOTA,CAMRY,2013,HYBRID,DHILLON CAB CORP
1882,5844,TOYOTA,PRIUS,2015,HYBRID,EDGAR INC
1883,6439,TOYOTA,CAMRY,2012,HYBRID,DANKUR INC.
1884,396,TOYOTA,PRIUS,2015,HYBRID,MCCAB XI CORP.
1885,2902,TOYOTA,CAMRY,2013,HYBRID,PJ CAB CO
1886,5973,TOYOTA,PRIUS,2014,HYBRID,AKS CAB CO
1887,5988,TOYOTA,CAMRY,2016,HYBRID,CHATHA ENTERPRISES INC
1888,3595,FORD,ESCAPE,2011,HYBRID,JULY CAB CORP.
1889,329,TOYOTA,CAMRY,2019,HYBRID,REHMAT CORP.
1890,2070,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO, INC."
1891,4349,TOYOTA,SCION,2013,GASOLINE,BIRA GILL INC.
1892,4940,NISSAN,SENTRA,2019,GASOLINE,KALAVRITA CAB CORP
1893,2857,TOYOTA,CAMRY,2014,HYBRID,FAMILY EXPRESS INC.
1894,4319,NISSAN,SENTRA,2019,GASOLINE,METRO GLOBAL INC
1895,3946,FORD,ESCAPE,2012,HYBRID,J & I CAB CORP
1896,4574,TOYOTA,CAMRY,2013,HYBRID,NORTH KING CAB COMPANY
1897,2228,TOYOTA,CAMRY,2013,HYBRID,WINNEMAC TAXI CORP
1898,1858,TOYOTA,PRIUS,2014,HYBRID,AUGUST CAB CORP.
1899,4720,TOYOTA,SIENNA,2019,GASOLINE,"NAXOS TRANS, INC."
1900,3873,TOYOTA,CAMRY,2014,HYBRID,CHITOWN CAB INC # II
1901,2508,TOYOTA,CAMRY,2015,HYBRID,A1 CAB SERVICE LLC
1902,4341,TOYOTA,CAMRY,2016,HYBRID,SYED T FATEMI
1903,3614,TOYOTA,CAMRY,2014,HYBRID,HOLLY BULL CAB CORP
1904,3475,TOYOTA,CAMRY,2014,HYBRID,CIVIC CORP
1905,2773,TOYOTA,CAMRY,2014,HYBRID,JOZI CAB CO
1906,6674,TOYOTA,SIENNA,2016,GASOLINE,WARSAN CAB COMPANY
1907,1753,FORD,ESCAPE,2011,HYBRID,SLSJETS IV CAB CORP.
1908,3447,FORD,ESCAPE,2012,HYBRID,TIPTOM INC.
1909,4135,TOYOTA,PRIUS,2011,HYBRID,SARAH AND SAMIR CO.
1910,3333,TOYOTA,CAMRY,2013,HYBRID,KNOWTICA CAB CO
1911,4523,TOYOTA,SIENNA,2019,GASOLINE,HAZAL TRANSIT INC.
1912,4745,TOYOTA,RAV4,2017,HYBRID,FRONT LINE TAXI INCORPORATED
1913,5130,TOYOTA,PRIUS,2013,HYBRID,BAZZI CAB COMPANY
1914,6015,TOYOTA,PRIUS,2014,HYBRID,ZYLON EXPRESS INC
1915,2197,TOYOTA,CAMRY,2011,HYBRID,BERHANE HABTEMARIAM TAXI CO.
1916,3345,TOYOTA,CAMRY,2014,HYBRID,GS CAB CO.
1917,38,TOYOTA,SIENNA,2019,HYBRID,CAPITAL CROWN CAB LLC
1918,392,TOYOTA,CAMRY,2014,HYBRID,MCCAB XI CORP.
1919,6483,TOYOTA,PRIUS,2015,HYBRID,"FELEGA, INC."
1920,764,FORD,ESCAPE,2012,HYBRID,JZG TRANSIT CO.
1921,2953,TOYOTA,PRIUS,2013,HYBRID,ROADWAY INC
1922,6169,TOYOTA,CAMRY,2017,GASOLINE,MIGHTY CONCEPTS INC
1923,1902,TOYOTA,PRIUS,2018,HYBRID,"ARSLAN TRANS, INC."
1924,1537,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO V, INC."
1925,1190,TOYOTA,CAMRY,2013,HYBRID,CHICAGO DOWNTOWN CORP
1926,3497,TOYOTA,SCION,2013,GASOLINE,EDWARD Y MOHN
1927,4321,TOYOTA,CAMRY,2014,HYBRID,WESTERN CAB CO
1928,3802,TOYOTA,COROLLA,2015,GASOLINE,ITHAKA CAB CORP
1929,3589,TOYOTA,PRIUS,2014,HYBRID,CASBAH CAB COMPANY
1930,1195,TOYOTA,PRIUS,2014,HYBRID,JERRY & SEBLE CAB COMPANY
1931,374,FORD,ESCAPE,2012,HYBRID,GALA CAB CORP.
1932,4335,TOYOTA,PRIUS,2014,HYBRID,PARIKH ENTERPRISES II INC
1933,6098,TOYOTA,CAMRY,2017,HYBRID,NUMIDIA CO.
1934,4240,TOYOTA,CAMRY,2020,HYBRID,SHRESTHA TRANS INC
1935,888,TOYOTA,CAMRY,2015,HYBRID,MEDALLION FUNDING CHICAGO CORP IV
1936,667,FORD,ESCAPE,2012,HYBRID,SUSAN CAB CORP.
1937,2476,TOYOTA,PRIUS,2015,HYBRID,ANIS INC
1938,4985,TOYOTA,CAMRY,2018,GASOLINE,MIR HUSSAIN CAB CORP
1939,602,TOYOTA,CAMRY,2013,HYBRID,KWANG CAB INC
1940,4143,NISSAN,SENTRA,2019,GASOLINE,KALAVRITA CAB CORP
1941,1847,TOYOTA,CAMRY,2016,HYBRID,KASSEM CAB CO.
1942,1578,TOYOTA,PRIUS,2012,HYBRID,ONE CHATHA INC
1943,3264,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO VI, INC."
1944,3462,FORD,ESCAPE,2012,HYBRID,TIPTOM INC.
1945,6150,TOYOTA,PRIUS,2013,HYBRID,HOLY LAND CAB CO
1946,3895,TOYOTA,SIENNA,2015,GASOLINE,GILMART ENTERPRISES INC.
1947,6270,TOYOTA,CAMRY,2016,HYBRID,KE ASSOCIATES INC
1948,4545,TOYOTA,SIENNA,2019,GASOLINE,ALMOHAJEER INC
1949,1296,NISSAN,SENTRA,2019,GASOLINE,CHARLES TAXI LLC
1950,2868,TOYOTA,PRIUS,2013,HYBRID,"CIOCIU, INC."
1951,6124,TOYOTA,CAMRY,2015,HYBRID,OHARE-MIDWAY INC.
1952,6391,TOYOTA,COROLLA,2017,GASOLINE,ATHINA CAB CORP.
1953,6347,TOYOTA,CAMRY,2010,HYBRID,S.S.M.J. KHAN INC.
1954,3054,TOYOTA,PRIUS,2012,HYBRID,CHATHA CAB CO
1955,6337,TOYOTA,CAMRY,2014,HYBRID,NEXT GEN TAXI II INC
1956,1900,TOYOTA,SIENNA,2012,GASOLINE,TKL CAB INC.
1957,4366,TOYOTA,CAMRY,2015,HYBRID,CHICAGO MEDALLION THREE LLC.
1958,6586,TOYOTA,PRIUS,2013,HYBRID,AMRIT CAB CO.
1959,4343,TOYOTA,CAMRY,2015,HYBRID,SEKHON TRANSIT INC
1960,6129,TOYOTA,PRIUS,2015,HYBRID,NEPAL CAB CORP
1961,6158,TOYOTA,PRIUS,2015,HYBRID,ADULIS EXPRESS INC.
1962,3240,TOYOTA,CAMRY,2010,HYBRID,"TEDROS FAMILY, INC."
1963,6596,TOYOTA,CAMRY,2014,HYBRID,GAUHER INC
1964,6328,TOYOTA,PRIUS,2014,HYBRID,NANEFFE INC.
1965,620,FORD,ESCAPE,2012,HYBRID,DANIELLA CAB CORP.
1966,6543,TOYOTA,COROLLA,2020,GASOLINE,TRIPLE Z ENTERPRISES LLC
1967,2673,TOYOTA,CAMRY,2012,HYBRID,U S TAXI COMPANY
1968,94,TOYOTA,CAMRY,2019,HYBRID,RO. TAXI CORP.
1969,2601,TOYOTA,PRIUS,2017,HYBRID,"LUBNA, INC."
1970,6165,TOYOTA,PRIUS,2012,HYBRID,PEACE INC.
1971,5954,VPG,MV-1,2012,COMPRESSED NATURAL GAS,AUGUST CAB CORP.
1972,3576,TOYOTA,CAMRY,2014,HYBRID,CHICAGO CITY CAB CO
1973,6339,TOYOTA,PRIUS,2012,HYBRID,T & M TAXI CO
1974,6378,TOYOTA,CAMRY,2013,HYBRID,POTALA CAB COMPANY
1975,2877,TOYOTA,PRIUS,2015,HYBRID,EDEN CAB CO INC
1976,783,TOYOTA,CAMRY,2016,HYBRID,VJOSA CAB CO.
1977,811,FORD,ESCAPE,2012,HYBRID,"SHAUN LOVES CHICAGO, INC."
1978,5924,TOYOTA,PRIUS,2012,HYBRID,3860 TAXI CORP
1979,5028,HONDA,CRV,2013,GASOLINE,KPAAYAIN INC
1980,3721,TOYOTA,PRIUS,2014,HYBRID,SANTAMARIA EXPRESS INC.
1981,2889,TOYOTA,SIENNA,2020,GASOLINE,FIRST CHOICE TAXI LLC
1982,2728,TOYOTA,CAMRY,2014,HYBRID,SRS CAB INC
1983,1021,TOYOTA,PRIUS,2014,HYBRID,CHICAGO SEVEN INC
1984,6569,TOYOTA,PRIUS,2013,HYBRID,BURNEY INC
1985,4563,TOYOTA,PRIUS,2013,HYBRID,MALWA EXPRESS INC
1986,1777,TOYOTA,CAMRY,2014,HYBRID,"WADOOD, INC"
1987,4350,TOYOTA,PRIUS,2014,HYBRID,DEVINDER S. RANGI INC
1988,3531,NISSAN,ALTIMA,2011,HYBRID,DIANA MANAGEMENT LLC
1989,289,TOYOTA,PRIUS,2014,HYBRID,JOHNS CABS CORP.
1990,1738,TOYOTA,PRIUS,2016,HYBRID,KIRUBEL CORP
1991,6463,VPG,MV-1,2014,GASOLINE,SAPEX INC
1992,307,FORD,ESCAPE,2012,HYBRID,GYPSY CAB CORP.
1993,4738,DODGE,CARAVAN,2016,FLEX FUEL,CHICAGO MEDALLION FOUR LLC.
1994,844,FORD,ESCAPE,2012,HYBRID,"SHAUN LOVES CHICAGO, INC."
1995,5465,HYUNDAI,ELANTRA,2018,GASOLINE,ATHINA CAB CORP.
1996,3011,TOYOTA,PRIUS,2014,HYBRID,JBL CAB INC
1997,1987,TOYOTA,CAMRY,2012,HYBRID,BIBI CAB CO
1998,4905,TOYOTA,CAMRY,2016,HYBRID,FOMEAK INC
1999,110,TOYOTA,CAMRY,2011,HYBRID,CHAUDHRY STARS INC
2000,4680,FORD,ESCAPE,2012,HYBRID,BAROMETER II HACKING CORP.
2001,2939,HYUNDAI,SONATA,2014,HYBRID,MAYFAIR CAB LLC
2002,5255,TOYOTA,RAV4,2017,HYBRID,SIDISIE INC
2003,6648,TOYOTA,CAMRY,2014,HYBRID,R & J CAB CO
2004,5104,TOYOTA,CAMRY,2015,HYBRID,YESRAB CORP.
2005,4828,TOYOTA,CAMRY,2016,HYBRID,BOKE TRANS INC
2006,4277,TOYOTA,CAMRY,2012,HYBRID,TEJ CAB CO. INC.
2007,1495,TOYOTA,SIENNA,2015,GASOLINE,"FUNRIDE, INC."
2008,247,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
2009,742,TOYOTA,PRIUS,2015,HYBRID,HAAEK CORP
2010,303,TOYOTA,COROLLA,2018,GASOLINE,MALTA CAB CORP
2011,2180,TOYOTA,PRIUS,2011,HYBRID,OZENA INC
2012,3518,TOYOTA,CAMRY,2016,HYBRID,QUETZAL TAXI CORPORATION
2013,6227,TOYOTA,CAMRY,2014,HYBRID,R & J CAB CO
2014,4845,TOYOTA,CAMRY,2016,HYBRID,AZMEER INC.
2015,4842,TOYOTA,PRIUS,2011,HYBRID,INACIO CORP.
2016,1452,TOYOTA,SIENNA,2018,GASOLINE,MILOS CAB CORP
2017,671,FORD,ESCAPE,2012,HYBRID,"TYLER CRAZY ABOUT CHICAGO, INC."
2018,5914,TOYOTA,CAMRY,2013,HYBRID,MAHAL CAB CO.
2019,181,TOYOTA,CAMRY,2014,HYBRID,MAVANI'S CAB CORP.
2020,5995,TOYOTA,CAMRY,2016,GASOLINE,THAM CAB CORP
2021,6317,TOYOTA,CAMRY,2013,HYBRID,MAHLEAT INC
2022,4352,TOYOTA,PRIUS,2012,HYBRID,PEACH CAPITAL CORP
2023,3504,TOYOTA,CAMRY,2014,HYBRID,J C PETERS INC
2024,3089,TOYOTA,CAMRY,2015,HYBRID,PETRUS CAB INC
2025,6544,TOYOTA,PRIUS,2013,HYBRID,ERI TRANS INC.
2026,1846,TOYOTA,CAMRY,2014,HYBRID,J K T CAB CO
2027,308,TOYOTA,COROLLA,2018,GASOLINE,MALTA CAB CORP
2028,1192,TOYOTA,CAMRY,2011,HYBRID,IFYDA CAB CO
2029,2619,FORD,FUSION,2012,HYBRID,WIL-MAR CAB CO
2030,318,FORD,ESCAPE,2012,HYBRID,YAHYA EXPRESS INC
2031,5630,TOYOTA,PRIUS,2013,HYBRID,PATHFINDER CORP
2032,6757,TOYOTA,CAMRY,2016,HYBRID,PRACHA CORP.
2033,4362,TOYOTA,CAMRY,2012,HYBRID,TAHIR'S CORP
2034,5797,TOYOTA,CAMRY,2010,HYBRID,H W FABER INC
2035,5429,TOYOTA,COROLLA,2017,GASOLINE,ESMERALDA CAB CO
2036,4007,HYUNDAI,SONATA,2015,GASOLINE,ROCAR CAB COMPANY INC
2037,2073,FORD,ESCAPE,2012,HYBRID,LULU FOUR INC
2038,2749,TOYOTA,CAMRY,2012,HYBRID,TRAVELERS CAB COMPANY
2039,1744,TOYOTA,CAMRY,2013,HYBRID,TRIPLE SA INC.
2040,2069,TOYOTA,CAMRY,2017,GASOLINE,ABDELHAFED AL-KHALAYLEH
2041,4314,TOYOTA,CAMRY,2014,HYBRID,SANGHA 1 CORPORATION
2042,5181,TOYOTA,CAMRY,2016,HYBRID,MCCAB X CORP.
2043,6296,FORD,ESCAPE,2012,HYBRID,CHICAGO POLO VII INC.
2044,3443,TOYOTA,CAMRY,2016,HYBRID,J J CHICAGO INC
2045,3558,TOYOTA,CAMRY,2014,HYBRID,K & I ENTERPRISES INC
2046,2416,TOYOTA,PRIUS,2013,HYBRID,AVENUE TRANSPORTATION INC
2047,2239,TOYOTA,CAMRY,2014,HYBRID,T.K. BLAGOEV & CO INC
2048,1690,TOYOTA,PRIUS,2016,HYBRID,GRACE TRANS INC.
2049,4958,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO TWO, INC."
2050,910,TOYOTA,PRIUS,2013,HYBRID,CHICAGO SEVEN INC
2051,1060,TOYOTA,CAMRY,2016,HYBRID,HORIZON CAB CO.
2052,5100,TOYOTA,CAMRY,2012,HYBRID,KHAN CAB CO
2053,2193,FORD,FUSION,2018,HYBRID,MAYFAIR CAB LLC
2054,2114,TOYOTA,PRIUS,2011,HYBRID,FIRST CIVIC CORP
2055,4378,TOYOTA,CAMRY,2013,HYBRID,D.H. CAB CO
2056,3400,TOYOTA,CAMRY,2015,HYBRID,3400 CAB CORP.
2057,86,TOYOTA,CAMRY,2014,HYBRID,MCCAB XX CORP.
2058,2979,TOYOTA,CAMRY,2013,HYBRID,ASSYA CAB CO
2059,5298,TOYOTA,CAMRY,2015,HYBRID,KAALA JUTT CAB COMPANY
2060,2330,TOYOTA,PRIUS,2016,HYBRID,MR. TAXI INC.
2061,5149,TOYOTA,CAMRY,2013,HYBRID,GILL TAXI COMPANY
2062,1706,TOYOTA,CAMRY,2014,HYBRID,AL-QAMAR ENTERPRISES INC.
2063,2355,TOYOTA,PRIUS,2017,HYBRID,AL-MEDINA TAXI INC
2064,3995,TOYOTA,CAMRY,2013,HYBRID,ELIAS TAXI I LLC
2065,2195,TOYOTA,CAMRY,2013,HYBRID,RAHMAN CAB INC
2066,1956,DODGE,GRAND CARAVAN,2012,GASOLINE,BOULEVARD 2 CORP
2067,2869,CHEVROLET,IMPALA,2014,GASOLINE,M.R.M. CORP
2068,1248,TOYOTA,PRIUS,2013,HYBRID,BIG APPLE CAB ONE CO.
2069,2594,TOYOTA,COROLLA,2020,HYBRID,ABAZA TRANS INC
2070,4394,TOYOTA,PRIUS,2012,HYBRID,KELLY CAB CO
2071,3503,TOYOTA,SIENNA,2017,GASOLINE,HANIFA A. GODER
2072,5812,TOYOTA,CAMRY,2013,HYBRID,ADRIAN CAB CO.
2073,4381,TOYOTA,COROLLA,2017,COMPRESSED NATURAL GAS,SAMI CAB CORP
2074,2543,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
2075,3911,FORD,ESCAPE,2012,HYBRID,VIOLET ZONE CAB CO.
2076,1726,TOYOTA,SIENNA,2019,GASOLINE,ALBERT B ABRAHIM
2077,1562,FORD,FUSION,2014,HYBRID,CASTAWAYS CAB LTD
2078,349,DODGE,GRAND CARAVAN,2013,GASOLINE,STARLIGHT TAXI CORP
2079,280,TOYOTA,COROLLA,2016,GASOLINE,GARBACZ INC
2080,4375,TOYOTA,CAMRY,2016,GASOLINE,ALEXANDER THE GREAT EXPRESS INC
2081,1480,TOYOTA,PRIUS,2014,HYBRID,"FIERI, CORP"
2082,4811,TOYOTA,CAMRY,2014,HYBRID,MATA CAB CO
2083,1153,TOYOTA,CAMRY,2014,HYBRID,ROYA CAB CO
2084,5635,TOYOTA,CAMRY,2014,HYBRID,HYUN DAI TAXI CAB INC
2085,1418,TOYOTA,CAMRY,2016,HYBRID,SUSU TAXI INC
2086,991,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION SEVEN LLC.
2087,5610,TOYOTA,SIENNA,2017,GASOLINE,AMONICUS UNIVERSAL INC
2088,2829,TOYOTA,PRIUS,2016,HYBRID,JULY CAB CORP.
2089,3016,TOYOTA,SIENNA,2019,GASOLINE,DRAKE GLOBAL ENTERPRISES INC.
2090,4588,TOYOTA,CAMRY,2012,HYBRID,JBL Express Inc.
2091,6239,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVII, INC"
2092,2833,TOYOTA,PRIUS,2013,HYBRID,CHIEFY CAB CO
2093,2286,TOYOTA,PRIUS,2014,HYBRID,SOPHIA CORP
2094,4846,TOYOTA,PRIUS,2014,HYBRID,"JAZZY GILL, INC."
2095,6340,TOYOTA,RAV4,2016,HYBRID,KINGDOM TRANSPORT INC.
2096,2364,VPG,MV-1,2012,COMPRESSED NATURAL GAS,"LUCKY SEVEN CHICAGO ONE, INC."
2097,1841,TOYOTA,RAV4,2016,HYBRID,AGARTHA M. BAFFOUR
2098,2737,TOYOTA,PRIUS,2013,HYBRID,AUGUST CAB CORP.
2099,3489,TOYOTA,CAMRY,2015,HYBRID,ULTRA INVESTMENT CORP
2100,3048,FORD,ESCAPE,2012,HYBRID,BROWN EYES CAB CORP.
2101,4402,TOYOTA,CAMRY,2017,HYBRID,TOUFIK CAB CO.
2102,346,TOYOTA,CAMRY,2014,HYBRID,JIN CAB CORP I
2103,1218,TOYOTA,SIENNA,2020,GASOLINE,KYEREMAACHAKUS INC
2104,4427,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION THREE LLC.
2105,5422,TOYOTA,PRIUS,2016,HYBRID,"LUCKY SEVEN CHICAGO TWO, INC."
2106,5319,VPG,MV-1,2012,COMPRESSED NATURAL GAS,"CHICAGO POLO VIII, INC."
2107,450,TOYOTA,PRIUS,2012,HYBRID,MUDI CAB CO.
2108,4401,DODGE,CARAVAN,2013,FLEX FUEL,FEMDOT INC
2109,2089,TOYOTA,COROLLA,2017,HYBRID,HANZILA KHAN INC.
2110,3747,TOYOTA,PRIUS,2014,HYBRID,COHEN CAB CORP.
2111,176,TOYOTA,CAMRY,2014,HYBRID,POLO TAXI CAB INC
2112,1112,TOYOTA,COROLLA,2017,COMPRESSED NATURAL GAS,PETANI CAB CORP
2113,1370,TOYOTA,PRIUS,2015,HYBRID,KARAM CORP
2114,1240,TOYOTA,PRIUS,2012,HYBRID,CHITOWN CAB INC. #IV
2115,2609,TOYOTA,CAMRY,2015,HYBRID,SPARTAN CAB CO
2116,2958,TOYOTA,PRIUS,2014,HYBRID,"RSN 3, CORP"
