,Unnamed: 0,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
616,616,0,60,2,4,9157,4,0,2,3,2,2,1,27,1,0,1,0,1,0,1
617,617,1,6,1,3,3676,2,0,1,3,2,3,2,37,1,2,3,3,2,0,1
618,618,0,30,3,2,3441,0,0,2,0,0,4,3,21,1,2,1,3,1,0,1
619,619,3,12,3,3,640,2,0,4,1,2,2,2,49,1,1,1,2,1,0,1
620,620,0,21,1,0,3652,2,1,2,3,2,3,0,27,1,1,2,3,1,0,1
621,621,3,18,1,3,1530,2,0,3,3,2,2,0,32,0,1,2,3,1,0,1
622,622,3,48,3,0,3914,4,0,4,1,2,2,2,38,0,1,1,3,1,0,1
623,623,1,12,3,2,1858,2,2,4,0,2,1,3,22,1,2,1,3,1,0,1
624,624,1,18,3,4,2600,2,0,4,3,2,4,1,65,1,0,2,3,1,0,1
625,625,3,15,3,4,1979,4,3,4,3,2,2,3,35,1,1,1,3,1,0,1
626,626,2,6,3,2,2116,2,0,2,3,2,2,2,41,1,1,1,3,1,1,1
627,627,0,9,0,3,1437,0,1,2,3,2,3,1,29,1,1,1,3,1,0,1
628,628,3,42,1,2,4042,1,0,4,3,2,4,2,36,1,1,2,3,1,1,1
629,629,3,9,3,6,3832,4,3,1,3,2,4,2,64,1,1,1,2,1,0,1
630,630,1,24,3,4,3660,2,0,2,0,2,4,3,28,1,1,1,3,1,0,1
631,631,1,18,0,2,1553,2,0,4,3,2,3,3,44,0,1,1,3,1,0,1
632,632,0,15,3,4,1444,4,2,4,3,2,1,0,23,1,1,1,3,1,0,1
633,633,3,9,3,2,1980,2,2,2,0,0,2,3,19,1,2,2,3,1,0,1
634,634,0,24,3,3,1355,2,2,3,0,2,4,3,25,1,1,1,2,1,1,1
635,635,3,12,3,6,1393,2,3,4,3,2,4,0,47,0,1,3,3,2,1,1
636,636,3,24,3,4,1376,1,1,4,0,2,1,3,28,1,1,1,3,1,0,1
637,637,3,60,2,4,15653,2,1,2,3,2,4,3,21,1,1,2,3,1,1,1
638,638,3,12,3,4,1493,2,2,4,0,2,3,3,34,1,1,1,3,2,0,1
639,639,1,42,2,4,4370,2,1,3,3,2,2,0,26,0,1,2,3,2,1,1
640,640,1,18,3,6,750,2,4,4,0,2,1,2,27,1,1,1,1,1,0,1
641,641,0,15,3,8,1308,2,3,4,3,2,4,3,38,1,1,2,2,1,0,1
642,642,3,15,3,6,4623,0,0,3,3,2,2,0,40,1,1,1,0,1,1,1
643,643,3,24,1,4,1851,2,1,4,2,1,2,3,33,1,1,2,3,1,1,1
644,644,1,18,1,4,1880,2,1,4,2,2,1,0,32,1,1,2,0,1,1,1
645,645,3,36,2,0,7980,4,2,4,3,2,4,3,27,1,2,2,3,1,1,1
646,646,1,30,4,2,4583,2,0,2,1,1,2,2,32,1,1,2,3,1,0,1
647,647,3,12,3,3,1386,1,0,2,0,2,2,0,26,1,1,1,3,1,0,1
648,648,2,24,3,3,947,2,1,4,3,2,3,1,38,0,0,1,3,2,0,1
649,649,1,12,3,6,684,2,0,4,3,2,4,3,40,1,2,1,2,2,0,1
650,650,1,48,3,6,7476,2,1,4,3,2,1,1,50,1,0,1,0,1,1,1
651,651,0,12,3,2,1922,2,0,4,3,2,2,0,37,1,1,1,2,1,0,1
652,652,1,24,3,3,2303,2,3,4,3,0,1,2,45,1,1,1,3,1,0,1
653,653,0,36,2,3,8086,0,3,2,3,2,4,3,42,1,1,4,0,1,1,1
654,654,3,24,1,5,2346,2,1,4,3,2,3,3,35,1,1,2,3,1,1,1
655,655,1,14,3,3,3973,2,4,1,3,2,4,1,22,1,0,1,3,1,0,1
656,656,0,12,3,3,888,2,3,4,3,2,4,3,41,0,1,1,2,2,0,1
657,657,3,48,3,4,10222,4,1,4,3,2,3,3,37,2,1,1,3,1,1,1
658,658,0,30,4,0,4221,2,0,2,0,2,1,3,28,1,1,2,3,1,0,1
659,659,0,18,1,2,6361,2,3,2,3,2,1,1,41,1,1,1,3,1,1,1
660,660,2,12,3,4,1297,2,0,3,2,2,4,2,23,1,2,1,3,1,0,1
661,661,1,12,3,3,900,4,0,4,2,2,2,3,23,1,1,1,3,1,0,1
662,662,3,21,3,2,2241,2,3,4,3,2,2,2,50,1,1,2,3,1,0,1
663,663,0,6,2,2,1050,2,4,4,3,2,1,0,35,2,1,2,0,1,1,1
664,664,2,6,1,6,1047,2,0,2,0,2,4,0,50,1,1,1,2,1,0,1
665,665,3,24,1,7,6314,2,4,4,3,0,2,1,27,0,1,2,0,1,1,1
666,666,0,30,0,2,3496,3,0,4,3,2,2,3,34,2,1,1,3,2,1,1
667,667,3,48,0,0,3609,2,0,1,0,2,1,2,27,2,1,1,3,1,0,1
668,668,1,12,1,3,4843,2,3,3,3,0,4,0,43,1,2,2,3,1,1,1
669,669,2,30,1,4,3017,2,3,4,3,2,4,0,47,1,1,1,3,1,0,1
670,670,3,24,1,0,4139,0,0,3,3,2,3,0,27,1,1,2,2,1,1,1
671,671,3,36,3,0,5742,0,1,2,3,2,2,3,31,1,1,2,3,1,1,1
672,672,3,60,3,3,10366,2,3,2,3,2,4,0,42,1,1,1,0,1,1,1
673,673,3,6,1,3,2080,1,0,1,2,2,2,3,24,1,1,1,3,1,0,1
674,674,3,21,2,0,2580,1,2,4,3,2,2,2,41,0,1,1,2,2,0,1
675,675,3,30,1,4,4530,2,1,4,0,2,4,3,26,1,2,1,0,1,1,1
676,676,3,24,1,2,5150,2,3,4,3,2,4,3,33,1,1,1,3,1,1,1
677,677,0,72,3,4,5595,0,0,2,2,2,2,3,24,1,1,1,3,1,0,1
678,678,1,24,3,4,2384,2,3,4,3,2,4,2,64,0,2,1,2,1,0,1
679,679,3,18,3,4,1453,2,2,3,0,2,1,2,26,1,1,1,3,1,0,1
680,680,3,6,3,6,1538,2,2,1,0,2,2,1,56,1,1,1,3,1,0,1
681,681,3,12,3,4,2279,4,0,4,3,2,4,1,37,1,0,1,3,1,1,1
682,682,3,15,2,4,1478,2,0,4,2,2,3,2,33,0,1,2,3,1,0,1
683,683,3,24,1,4,5103,2,2,3,2,2,3,1,47,1,0,3,3,1,1,1
684,684,0,36,2,0,9857,0,1,1,3,2,3,0,31,1,1,2,2,2,1,1
685,685,3,60,3,3,6527,4,0,4,3,2,4,1,34,1,0,1,3,2,1,1
686,686,2,10,1,4,1347,4,1,4,3,2,2,0,27,1,1,2,3,1,1,1
687,687,0,36,2,3,2862,0,3,4,3,2,3,1,30,1,0,1,3,1,0,1
688,688,3,9,3,4,2753,0,3,3,3,0,4,3,35,1,1,1,3,1,1,1
689,689,1,12,3,3,3651,3,0,1,3,2,3,0,31,1,1,1,3,2,0,1
690,690,1,15,1,2,975,2,0,2,1,2,3,0,25,1,1,2,3,1,0,1
691,691,0,15,3,8,2631,0,0,3,0,2,2,2,25,1,1,1,2,1,0,1
692,692,0,24,3,4,2896,0,2,2,3,2,1,3,29,1,1,1,3,1,0,1
693,693,1,6,1,3,4716,4,2,1,3,2,3,2,44,1,1,2,2,2,0,1
694,694,3,24,3,4,2284,2,1,4,3,2,2,3,28,1,1,1,3,1,1,1
695,695,3,6,3,5,1236,1,0,2,3,2,4,0,50,1,2,1,3,1,0,1
696,696,0,12,3,4,1103,2,1,4,3,1,3,2,29,1,1,2,3,1,0,0
697,697,3,12,1,3,926,2,4,1,0,2,2,0,38,1,1,1,1,1,0,1
698,698,3,18,1,4,1800,2,0,4,3,2,2,3,24,1,1,2,3,1,0,1
699,699,2,15,3,6,1905,2,3,4,3,2,4,3,40,1,2,1,0,1,1,1
700,700,3,12,3,2,1123,1,0,4,0,2,4,3,29,1,2,1,2,1,0,1
701,701,1,48,1,5,6331,2,3,4,3,2,4,1,46,1,0,2,3,1,1,1
702,702,2,24,3,4,1377,0,3,4,0,2,2,1,47,1,0,1,3,1,1,1
703,703,0,30,2,0,2503,0,3,4,3,2,2,0,41,2,1,2,3,1,0,1
704,704,0,27,3,0,2528,2,2,4,0,2,1,0,32,1,1,1,3,2,1,1
705,705,3,15,3,3,5324,1,3,1,0,2,4,1,35,1,0,1,3,1,0,1
706,706,0,48,3,3,6560,0,1,3,3,2,2,0,24,1,1,1,3,1,0,1
707,707,0,12,4,2,2969,2,2,4,0,2,3,0,25,1,2,2,3,1,0,1
708,708,0,9,3,4,1206,2,3,4,0,2,4,2,25,1,1,1,3,1,0,1
709,709,0,9,3,4,2118,2,0,2,3,2,2,2,37,1,1,1,2,2,0,1
710,710,3,18,1,4,629,1,3,4,3,2,3,0,32,0,1,2,0,1,1,1
711,711,1,6,0,6,1198,2,3,4,0,2,4,1,35,1,0,1,3,1,0,1
712,712,3,21,3,5,2476,4,3,4,3,2,4,2,46,1,1,1,0,1,1,1
713,713,1,9,1,4,1138,2,0,4,3,2,4,2,25,1,1,2,2,1,0,1
714,714,0,60,3,3,14027,2,1,4,3,2,2,1,27,1,1,1,0,1,1,1
715,715,3,30,1,5,7596,4,3,1,3,2,4,3,63,1,1,2,3,1,0,1
716,716,3,30,1,4,3077,4,3,3,3,2,2,3,40,1,1,2,3,2,1,1
717,717,3,18,3,4,1505,2,0,4,3,2,2,1,32,1,0,1,0,1,1,1
718,718,2,24,1,4,3148,4,0,3,3,2,2,3,31,1,1,2,3,1,1,1
719,719,0,20,4,5,6148,0,3,3,2,2,4,3,31,0,1,2,3,1,1,1
720,720,2,9,4,4,1337,2,2,4,3,2,2,3,34,1,1,2,0,1,1,1
721,721,0,6,0,6,433,3,2,4,0,2,2,0,24,0,2,1,3,2,0,1
722,722,1,12,3,3,1228,2,0,4,0,2,2,2,24,1,1,1,2,1,0,1
723,723,0,9,3,4,790,1,0,4,0,2,3,2,66,1,1,1,2,1,0,1
724,724,3,27,3,3,2570,2,0,3,0,2,3,2,21,1,2,1,3,1,0,1
725,725,3,6,1,3,250,3,0,2,0,2,2,2,41,0,1,2,2,1,0,1
726,726,3,15,1,4,1316,1,0,2,2,2,2,0,47,1,1,2,2,1,0,1
727,727,1,18,3,4,1882,2,0,4,0,2,4,3,25,0,2,2,3,1,0,1
728,728,0,48,0,0,6416,2,3,4,0,2,3,1,59,1,2,1,3,1,0,1
729,729,2,24,1,0,1275,3,0,2,1,2,4,2,36,1,1,2,3,1,1,1
730,730,0,24,2,4,6403,2,2,1,3,2,2,3,33,1,1,1,3,1,0,1
731,731,1,24,3,4,1987,2,0,2,3,2,4,2,21,1,2,1,2,2,0,1
732,732,0,8,3,4,760,2,1,4,0,1,2,2,44,1,1,1,2,1,0,1
733,733,3,24,3,5,2603,3,0,2,0,2,4,3,28,1,2,1,3,1,1,1
734,734,3,4,1,3,3380,2,1,1,0,2,1,2,37,1,1,1,3,2,0,1
735,735,0,36,0,1,3990,4,2,3,0,2,2,1,29,0,1,1,1,1,0,1
736,736,0,24,3,5,11560,2,0,1,0,2,4,3,23,1,2,2,0,1,0,1
737,737,1,18,3,3,4380,0,0,3,3,2,4,3,35,1,1,1,2,2,1,1
738,738,3,6,1,3,6761,2,1,1,3,2,3,1,45,1,1,2,0,2,1,1
739,739,0,30,4,0,4280,0,0,4,0,2,4,3,26,1,2,2,2,1,0,1
740,740,1,24,0,3,2325,0,1,2,3,2,3,3,32,0,1,1,3,1,0,1
741,741,0,10,0,4,1048,2,0,4,3,2,4,2,23,2,1,1,2,1,0,1
742,742,3,21,3,4,3160,4,3,4,3,2,3,0,41,1,1,1,3,1,1,1
743,743,1,24,0,2,2483,1,0,4,3,2,4,2,22,2,1,1,3,1,1,1
744,744,1,39,1,2,14179,4,1,4,3,2,4,0,30,1,1,2,0,1,1,1
745,745,1,13,1,0,1797,2,2,3,3,2,1,0,28,0,1,2,2,1,0,1
746,746,1,15,3,3,2511,2,4,1,0,2,4,3,23,1,2,1,3,1,0,1
747,747,1,12,3,3,1274,2,2,3,0,2,1,2,37,1,1,1,2,1,0,1
748,748,3,21,3,5,5248,4,0,1,3,2,3,3,26,1,1,1,3,1,0,1
749,749,3,15,3,5,3029,2,1,2,3,2,2,3,33,1,1,1,3,1,0,1
750,750,1,6,3,2,428,2,3,2,0,2,1,0,49,0,1,1,3,1,1,1
751,751,1,18,3,3,976,2,2,1,0,2,2,3,23,1,1,1,2,1,0,1
752,752,0,12,3,0,841,0,1,2,0,2,4,2,23,1,2,1,2,1,0,1
753,753,3,30,1,4,5771,2,1,4,0,2,2,3,25,1,1,2,3,1,0,1
754,754,3,12,2,8,1555,3,3,4,3,2,4,1,55,1,0,2,3,2,0,1
755,755,1,24,3,3,1285,4,1,4,0,2,4,1,32,1,2,1,3,1,0,1
756,756,2,6,1,3,1299,2,0,1,3,2,1,2,74,1,1,3,1,2,0,0
757,757,2,15,1,4,1271,4,0,3,3,2,4,1,39,1,0,2,3,1,1,1
758,758,3,24,3,3,1393,2,0,2,3,1,2,2,31,1,1,1,3,1,1,1
759,759,1,12,1,3,691,2,3,4,3,2,3,0,35,1,1,2,3,1,0,1
760,760,3,15,1,3,5045,4,3,1,0,2,4,3,59,1,1,1,3,1,1,1
761,761,1,18,1,2,2124,2,0,4,0,2,4,2,24,1,2,2,3,1,0,1
762,762,1,12,3,4,2214,2,0,4,3,2,3,0,24,1,1,1,2,1,0,1
763,763,3,21,1,3,12680,4,3,4,3,2,4,1,30,1,0,1,0,1,1,1
764,764,3,24,1,3,2463,0,1,4,2,2,3,0,27,1,1,2,3,1,1,1
765,765,0,12,3,4,1155,2,3,3,2,1,3,2,40,0,1,2,2,1,0,1
766,766,1,30,3,2,3108,2,2,2,1,2,4,0,31,1,1,1,2,1,0,1
767,767,3,10,3,5,2901,4,2,1,0,2,4,2,31,1,2,1,3,1,0,1
768,768,0,12,1,2,3617,2,3,1,3,2,4,3,28,1,2,3,3,1,1,1
769,769,3,12,1,4,1655,2,3,2,3,2,4,2,63,1,1,2,2,1,1,1
770,770,1,24,3,5,2812,4,3,2,0,2,4,2,26,1,2,1,3,1,0,1
771,771,1,36,1,6,8065,2,0,3,0,2,2,1,25,1,1,2,0,1,1,1
772,772,3,21,1,5,3275,2,3,1,3,2,4,3,36,1,1,1,0,1,1,1
773,773,3,24,1,4,2223,0,3,4,3,2,4,0,52,0,1,2,3,1,0,1
774,774,2,12,1,3,1480,1,4,2,3,2,4,1,66,0,0,3,1,1,0,1
775,775,1,24,3,3,1371,4,0,4,0,2,4,2,25,1,2,1,3,1,0,1
776,776,3,36,1,3,3535,2,1,4,3,2,4,3,37,1,1,2,3,1,1,1
777,777,1,18,3,4,3509,2,1,4,0,1,1,2,25,1,1,1,3,1,0,1
778,778,3,36,1,5,5711,3,3,4,3,2,2,3,38,1,1,2,0,1,1,1
779,779,0,18,3,8,3872,2,4,2,0,2,4,3,67,1,1,1,3,1,1,1
780,780,0,39,1,4,4933,2,1,2,3,1,2,2,25,1,1,2,3,1,0,1
781,781,3,24,1,3,1940,3,3,4,3,2,4,2,60,1,1,1,3,1,1,1
782,782,0,12,4,9,1410,2,0,2,3,2,2,2,31,1,1,1,2,1,1,1
783,783,0,12,3,3,836,0,2,4,0,2,2,0,23,0,1,1,2,1,0,1
784,784,0,20,3,5,6468,4,4,1,1,2,4,2,60,1,1,1,0,1,1,1
785,785,0,18,3,0,1941,3,0,4,3,2,2,0,35,1,1,1,2,1,1,1
786,786,3,22,3,4,2675,1,3,3,3,2,4,3,40,1,1,1,3,1,0,1
787,787,3,48,1,5,2751,4,3,4,3,2,3,3,38,1,1,2,3,2,1,1
788,788,0,48,2,6,6224,2,3,4,3,2,4,1,50,1,0,1,3,1,0,1
789,789,1,40,1,6,5998,2,0,4,3,2,3,1,27,0,1,1,3,1,1,1
790,790,0,21,3,0,1188,2,3,2,0,2,4,0,39,1,1,1,3,2,0,1
791,791,3,24,3,5,6313,4,3,3,3,2,4,3,41,1,1,1,0,2,1,1
792,792,3,6,1,2,1221,4,0,1,2,2,2,0,27,1,1,2,3,1,0,1
793,793,2,24,3,2,2892,2,3,3,1,2,4,1,51,1,0,1,3,1,0,1
794,794,3,24,3,2,3062,1,3,4,3,2,3,1,32,1,2,1,3,1,1,1
795,795,3,9,3,2,2301,0,2,2,0,2,4,0,22,1,2,1,3,1,0,1
796,796,1,18,3,5,7511,4,3,1,3,2,4,0,51,1,0,1,3,2,1,1
797,797,3,12,1,2,1258,2,2,2,0,2,4,0,22,1,2,2,2,1,0,1
798,798,3,24,2,3,717,4,3,4,2,2,4,3,54,1,1,2,3,1,1,1
799,799,0,9,3,3,1549,4,2,4,3,2,2,2,35,1,1,1,1,1,0,1
800,800,3,24,1,6,1597,2,3,4,3,2,4,1,54,1,0,2,3,2,0,1
801,801,0,18,1,4,1795,2,3,3,0,1,4,2,48,0,2,2,2,1,1,1
802,802,1,20,1,2,4272,2,3,1,0,2,4,0,24,1,1,2,3,1,0,1
803,803,3,12,1,4,976,4,3,4,3,2,4,3,35,1,1,2,3,1,0,1
804,804,0,12,3,3,7472,4,4,1,0,2,2,2,24,1,2,1,1,1,0,1
805,805,1,36,3,3,9271,2,1,2,3,2,1,3,24,1,1,1,3,1,1,1
806,806,0,6,3,4,590,2,2,3,2,2,3,2,26,1,1,1,2,1,0,0
807,807,3,12,1,4,930,4,3,4,3,2,4,2,65,1,1,4,3,1,0,1
808,808,0,42,0,5,9283,2,4,1,3,2,2,1,55,0,0,1,0,1,1,1
809,809,0,15,4,3,1778,2,2,2,0,2,1,2,26,1,2,2,1,1,0,1
810,810,0,8,3,0,907,2,2,3,2,2,2,2,26,1,1,1,3,1,1,1
811,811,0,6,3,4,484,2,1,3,2,1,3,2,28,0,1,1,2,1,0,1
812,812,1,36,1,5,9629,2,1,4,3,2,4,3,24,1,1,2,3,1,1,1
813,813,1,48,3,1,3051,2,0,3,3,2,4,3,54,1,1,1,3,1,0,1
814,814,1,48,3,3,3931,2,1,4,3,2,4,1,46,1,0,1,3,2,0,1
815,815,0,36,2,3,7432,2,0,2,0,2,2,0,54,1,2,1,3,1,0,1
816,816,3,6,3,1,1338,1,0,1,1,2,4,2,62,1,1,1,3,1,0,1
817,817,3,6,1,4,1554,2,1,1,0,2,2,3,24,1,2,2,3,1,1,1
818,818,1,36,3,7,15857,2,4,2,1,0,3,3,43,1,1,1,0,1,0,1
819,819,1,18,3,4,1345,2,0,4,2,2,3,2,26,0,1,1,3,1,0,1
820,820,3,12,3,3,1101,2,0,3,2,2,2,2,27,1,1,2,3,1,1,1
821,821,2,12,3,4,3016,2,0,3,2,2,1,3,24,1,1,1,3,1,0,1
822,822,1,36,3,2,2712,2,3,2,3,2,2,0,41,0,1,1,3,2,0,1
823,823,1,8,1,3,731,2,3,4,3,2,4,2,47,1,1,2,2,1,0,1
824,824,3,18,1,2,3780,2,2,3,1,2,2,3,35,1,1,2,0,1,1,1
825,825,1,21,1,3,1602,2,3,4,2,2,3,3,30,1,1,2,3,1,1,1
826,826,1,18,1,3,3966,2,3,1,0,2,4,2,33,0,2,3,3,1,1,1
827,827,3,18,4,0,4165,2,0,2,3,2,2,3,36,2,1,2,3,2,0,1
828,828,1,36,3,5,8335,4,3,3,3,2,4,1,47,1,0,1,3,1,0,1
829,829,0,48,2,0,6681,4,0,4,3,2,4,1,38,1,0,1,3,2,1,1
830,830,3,24,2,0,2375,1,0,4,3,2,2,3,44,1,1,2,3,2,1,1
831,831,1,18,3,3,1216,2,2,4,0,2,3,3,23,1,2,1,3,1,1,1
832,832,1,45,4,0,11816,2,3,2,3,2,4,3,29,1,2,2,3,1,0,1
833,833,0,24,3,4,5084,4,3,2,0,2,4,3,42,1,1,1,3,1,1,1
834,834,2,15,3,4,2327,2,2,2,0,2,3,2,25,1,1,1,2,1,0,1
835,835,1,12,4,3,1082,2,0,4,3,2,4,3,48,0,1,2,3,1,0,1
836,836,3,12,3,4,886,4,0,4,0,2,2,3,21,1,1,1,3,1,0,1
837,837,3,4,3,2,601,2,2,1,0,2,3,2,23,1,2,1,2,2,0,1
838,838,1,24,1,5,2957,2,3,4,3,2,4,0,63,1,1,2,3,1,1,1
839,839,3,24,1,4,2611,2,3,4,2,0,3,2,46,1,1,2,3,1,0,1
840,840,1,36,3,2,5179,2,1,4,3,2,2,0,29,1,1,1,3,1,0,1
841,841,3,21,2,5,2993,2,0,3,3,2,2,2,28,2,1,2,2,1,0,1
842,842,3,18,3,8,1943,2,2,4,0,2,4,2,23,1,1,1,3,1,0,1
843,843,3,24,0,0,1559,2,1,4,3,2,4,3,50,0,1,1,3,1,1,1
844,844,3,18,3,2,3422,2,3,4,3,2,4,0,47,0,1,3,3,2,1,1
845,845,0,21,3,2,3976,4,1,2,3,2,3,3,35,1,1,1,3,1,1,1
846,846,3,18,3,3,6761,4,0,2,3,2,4,3,68,1,2,2,3,1,0,1
847,847,3,24,3,3,1249,2,2,4,2,2,2,2,28,1,1,1,3,1,0,1
848,848,1,9,3,4,1364,2,1,3,3,2,4,2,59,1,1,1,3,1,0,1
849,849,1,12,3,4,709,2,3,4,3,2,4,2,57,2,1,1,2,1,0,1
850,850,1,20,1,3,2235,2,0,4,2,1,2,0,33,0,2,2,3,1,0,0
851,851,3,24,1,5,4042,4,1,3,3,2,4,0,43,1,1,2,3,1,1,1
852,852,3,15,1,4,1471,2,0,4,3,2,4,1,35,1,0,2,3,1,1,1
853,853,1,18,0,3,1442,2,1,4,3,2,4,1,32,1,0,2,2,2,0,1
854,854,3,36,2,3,10875,2,3,2,3,2,2,3,45,1,1,2,3,2,1,1
855,855,3,24,3,3,1474,0,2,4,2,2,3,2,33,1,1,1,3,1,1,1
856,856,3,10,3,9,894,4,1,4,0,2,3,0,40,1,1,1,3,1,1,1
857,857,3,15,1,2,3343,2,0,4,3,2,2,1,28,1,0,1,3,1,1,1
858,858,1,15,3,3,3959,2,0,3,0,2,2,0,29,1,1,1,3,1,1,1
859,859,3,9,3,3,3577,0,0,1,3,1,2,2,26,1,2,1,3,2,0,0
860,860,3,24,1,5,5804,3,0,4,3,2,2,2,27,1,1,2,3,1,0,1
861,861,3,18,2,0,2169,2,0,4,2,2,2,3,28,1,1,1,3,1,1,1
862,862,1,24,3,4,2439,2,2,4,0,2,4,2,35,1,1,1,3,1,1,1
863,863,3,27,1,2,4526,3,2,4,3,2,2,2,32,2,1,2,2,2,1,1
864,864,3,10,3,2,2210,2,0,2,3,2,2,2,25,0,2,1,2,1,0,1
865,865,3,15,3,2,2221,1,0,2,0,2,4,3,20,1,2,1,3,1,0,1
866,866,1,18,3,4,2389,2,2,4,0,2,1,3,27,2,1,1,3,1,0,1
867,867,3,12,1,2,3331,2,3,2,3,2,4,0,42,2,1,1,3,1,0,1
868,868,3,36,3,0,7409,4,3,3,3,2,2,0,37,1,1,2,3,1,0,1
869,869,1,12,3,2,652,2,3,4,0,2,4,0,24,1,2,1,3,1,0,1
870,870,3,36,2,2,7678,1,1,2,0,2,4,3,40,1,1,2,3,1,1,1
871,871,2,6,1,3,1343,2,3,1,3,2,4,2,46,1,1,2,3,2,0,0
872,872,1,24,1,0,1382,0,1,4,3,2,1,2,26,1,1,2,3,1,1,1
873,873,3,15,3,1,874,4,2,4,0,2,1,2,24,1,1,1,3,1,0,1
874,874,1,12,3,2,3590,2,0,2,3,0,2,0,29,1,1,1,2,2,0,1
875,875,0,11,1,3,1322,3,0,4,0,2,4,3,40,1,1,2,3,1,0,1
876,876,1,18,0,4,1940,2,2,3,3,0,4,1,36,0,0,1,0,1,1,1
877,877,3,36,3,4,3595,2,3,4,3,2,2,3,28,1,1,1,3,1,0,1
878,878,1,9,3,3,1422,2,2,3,3,2,2,1,27,1,0,1,0,1,1,1
879,879,3,30,1,4,6742,4,1,2,3,2,3,0,36,1,1,2,3,1,0,1
880,880,3,24,3,5,7814,2,1,3,3,2,3,3,38,1,1,1,0,1,1,1
881,881,3,24,3,5,9277,4,0,2,1,2,4,1,48,1,0,1,3,1,1,1
882,882,0,30,1,3,2181,4,3,4,3,2,4,2,36,1,1,2,3,1,0,1
883,883,3,18,1,4,1098,2,4,4,0,2,4,3,65,1,1,2,1,1,0,1
884,884,0,24,3,2,4057,2,1,3,1,2,3,3,43,1,1,1,3,1,1,1
885,885,1,12,3,6,795,2,2,4,0,2,4,0,53,1,1,1,3,1,0,1
886,886,0,24,1,0,2825,4,1,4,3,2,3,1,34,1,1,2,3,2,1,1
887,887,0,48,3,0,15672,2,0,2,3,2,2,3,23,1,1,1,3,1,1,1
888,888,3,36,1,3,6614,2,3,4,3,2,4,3,34,1,1,2,0,1,1,1
889,889,3,28,0,5,7824,4,2,3,3,1,4,2,40,0,2,2,3,2,1,1
890,890,1,27,1,0,2442,2,3,4,3,2,4,3,43,2,1,4,0,2,1,1
891,891,3,15,1,4,1829,2,3,4,3,2,4,3,46,1,1,2,3,1,1,1
892,892,1,12,1,3,2171,2,0,4,3,2,4,0,38,0,1,2,2,1,0,0
893,893,0,36,1,5,5800,2,0,3,3,2,4,3,34,1,1,2,3,1,1,1
894,894,3,18,1,4,1169,4,0,4,3,2,3,0,29,1,1,2,3,1,1,1
895,895,3,36,2,5,8947,4,1,3,3,2,2,3,31,2,1,1,0,2,1,1
896,896,1,21,3,4,2606,2,2,4,0,2,4,0,28,1,2,1,0,1,1,1
897,897,3,12,1,2,1592,3,1,3,0,2,2,0,35,1,1,1,3,1,0,0
898,898,3,15,3,2,2186,4,1,1,0,2,4,2,33,0,2,1,2,1,0,1
899,899,1,18,3,2,4153,2,0,2,3,0,3,3,42,1,1,1,3,1,0,1
900,900,1,16,1,3,2625,2,3,2,3,1,4,0,43,0,2,1,3,1,1,1
901,901,3,20,1,3,3485,4,2,2,1,2,4,2,44,1,1,2,3,1,1,1
902,902,3,36,1,5,10477,4,3,2,3,2,4,1,42,1,0,2,3,1,0,1
903,903,3,15,3,4,1386,4,0,4,2,2,2,2,40,1,2,1,3,1,1,1
904,904,3,24,3,4,1278,2,3,4,3,2,1,2,36,1,1,1,0,1,1,1
905,905,1,12,3,4,1107,2,0,2,3,2,2,2,20,1,2,1,0,2,1,1
906,906,1,21,3,3,3763,4,1,2,3,0,2,2,24,1,1,1,2,1,0,0
907,907,0,36,3,6,3711,4,0,2,2,2,2,3,27,1,1,1,3,1,0,1
908,908,3,15,2,5,3594,2,2,1,0,2,2,0,46,1,1,2,2,1,0,1
909,909,0,9,3,3,3195,4,0,1,0,2,2,2,33,1,1,1,2,1,0,1
910,910,3,36,2,4,4454,2,0,4,0,2,4,2,34,1,1,2,3,1,0,1
911,911,0,24,1,2,4736,2,2,2,0,2,4,3,25,0,1,1,2,1,0,1
912,912,0,30,3,4,2991,4,3,2,0,2,4,3,25,1,1,1,3,1,0,1
913,913,3,11,3,0,2142,3,3,1,1,2,2,2,28,1,1,1,3,1,1,1
914,914,1,24,0,0,3161,2,0,4,3,2,2,0,31,1,2,1,3,1,1,1
915,915,0,48,4,7,18424,2,0,1,0,2,2,0,32,0,1,1,0,1,1,0
916,916,3,10,3,5,2848,0,0,1,3,0,2,2,32,1,1,1,3,2,0,1
917,917,1,6,3,3,14896,2,3,1,3,2,4,1,68,0,1,1,0,1,1,1
918,918,1,24,3,2,2359,0,4,1,1,2,1,0,33,1,1,1,3,1,0,1
919,919,1,24,3,2,3345,2,3,4,3,2,2,0,39,1,2,1,0,1,1,1
920,920,3,18,1,2,1817,2,0,4,0,2,2,1,28,1,1,2,3,1,0,1
921,921,3,48,2,4,12749,1,1,4,3,2,1,3,37,1,1,1,0,1,1,1
922,922,1,9,3,4,1366,2,2,3,0,2,4,0,22,1,2,1,3,1,0,1
923,923,0,12,3,3,2002,2,1,3,3,2,4,0,30,1,2,1,3,2,1,1
924,924,1,24,0,2,6872,2,2,2,1,2,1,0,55,0,1,1,3,1,1,1
