,Unnamed: 0,country,food_category,consumption,co2_emission
1273,1274,Nigeria,rice,28.23,36.13
1274,1275,Nigeria,soybeans,2.6,1.17
1275,1276,Nigeria,nuts,6.93,12.27
1276,1277,Rwanda,pork,0.76,2.69
1277,1278,Rwanda,poultry,1.34,1.44
1278,1279,Rwanda,beef,2.53,78.07
1279,1280,Rwanda,lamb_goat,1.93,67.59
1280,1281,Rwanda,fish,3.88,6.2
1281,1282,Rwanda,eggs,0.16,0.15
1282,1283,Rwanda,dairy,7.23,10.3
1283,1284,Rwanda,wheat,11.34,2.16
1284,1285,Rwanda,rice,8.7,11.13
1285,1286,Rwanda,soybeans,1.93,0.87
1286,1287,Rwanda,nuts,0.58,1.03
1287,1288,Philippines,pork,18.4,65.13
1288,1289,Philippines,poultry,11.91,12.79
1289,1290,Philippines,beef,4.06,125.28
1290,1291,Philippines,lamb_goat,0.56,19.61
1291,1292,Philippines,fish,28.51,45.52
1292,1293,Philippines,eggs,4.02,3.69
1293,1294,Philippines,dairy,15.66,22.31
1294,1295,Philippines,wheat,23.12,4.41
1295,1296,Philippines,rice,119.44,152.85
1296,1297,Philippines,soybeans,0.03,0.01
1297,1298,Philippines,nuts,2.08,3.68
1298,1299,Ghana,pork,1.36,4.81
1299,1300,Ghana,poultry,8.63,9.27
1300,1301,Ghana,beef,1.09,33.64
1301,1302,Ghana,lamb_goat,1.74,60.93
1302,1303,Ghana,fish,26.05,41.59
1303,1304,Ghana,eggs,1.21,1.11
1304,1305,Ghana,dairy,9.08,12.93
1305,1306,Ghana,wheat,14.45,2.76
1306,1307,Ghana,rice,32.03,40.99
1307,1308,Ghana,soybeans,0.01,0.0
1308,1309,Ghana,nuts,5.56,9.84
1309,1310,Togo,pork,1.57,5.56
1310,1311,Togo,poultry,6.63,7.12
1311,1312,Togo,beef,1.53,47.21
1312,1313,Togo,lamb_goat,1.58,55.33
1313,1314,Togo,fish,11.69,18.67
1314,1315,Togo,eggs,0.86,0.79
1315,1316,Togo,dairy,7.96,11.34
1316,1317,Togo,wheat,12.91,2.46
1317,1318,Togo,rice,25.99,33.26
1318,1319,Togo,soybeans,0.01,0.0
1319,1320,Togo,nuts,3.59,6.35
1320,1321,Gambia,pork,0.18,0.64
1321,1322,Gambia,poultry,2.66,2.86
1322,1323,Gambia,beef,2.16,66.65
1323,1324,Gambia,lamb_goat,0.71,24.86
1324,1325,Gambia,fish,23.13,36.93
1325,1326,Gambia,eggs,0.99,0.91
1326,1327,Gambia,dairy,45.71,65.11
1327,1328,Gambia,wheat,37.91,7.23
1328,1329,Gambia,rice,61.84,79.14
1329,1330,Gambia,soybeans,0.0,0.0
1330,1331,Gambia,nuts,5.27,9.33
1331,1332,India,pork,0.28,0.99
1332,1333,India,poultry,1.88,2.02
1333,1334,India,beef,0.81,24.99
1334,1335,India,lamb_goat,0.58,20.31
1335,1336,India,fish,4.71,7.52
1336,1337,India,eggs,2.58,2.37
1337,1338,India,dairy,84.5,120.36
1338,1339,India,wheat,60.56,11.55
1339,1340,India,rice,69.49,88.93
1340,1341,India,soybeans,0.39,0.18
1341,1342,India,nuts,1.92,3.4
1342,1343,Thailand,pork,13.0,46.01
1343,1344,Thailand,poultry,13.69,14.71
1344,1345,Thailand,beef,2.56,79.0
1345,1346,Thailand,lamb_goat,0.05,1.75
1346,1347,Thailand,fish,19.45,31.06
1347,1348,Thailand,eggs,12.35,11.34
1348,1349,Thailand,dairy,29.35,41.81
1349,1350,Thailand,wheat,10.93,2.08
1350,1351,Thailand,rice,114.57,146.62
1351,1352,Thailand,soybeans,2.13,0.96
1352,1353,Thailand,nuts,1.5,2.66
1353,1354,Mozambique,pork,5.13,18.16
1354,1355,Mozambique,poultry,1.41,1.51
1355,1356,Mozambique,beef,1.04,32.09
1356,1357,Mozambique,lamb_goat,0.9,31.52
1357,1358,Mozambique,fish,7.74,12.36
1358,1359,Mozambique,eggs,1.7,1.56
1359,1360,Mozambique,dairy,4.79,6.82
1360,1361,Mozambique,wheat,14.65,2.79
1361,1362,Mozambique,rice,23.41,29.96
1362,1363,Mozambique,soybeans,0.03,0.01
1363,1364,Mozambique,nuts,2.61,4.62
1364,1365,Cambodia,pork,6.52,23.08
1365,1366,Cambodia,poultry,1.84,1.98
1366,1367,Cambodia,beef,4.85,149.66
1367,1368,Cambodia,lamb_goat,0.0,0.0
1368,1369,Cambodia,fish,39.59,63.21
1369,1370,Cambodia,eggs,1.37,1.26
1370,1371,Cambodia,dairy,3.47,4.94
1371,1372,Cambodia,wheat,2.74,0.52
1372,1373,Cambodia,rice,159.1,203.6
1373,1374,Cambodia,soybeans,4.33,1.95
1374,1375,Cambodia,nuts,1.25,2.21
1375,1376,Sierra Leone,pork,1.22,4.32
1376,1377,Sierra Leone,poultry,4.97,5.34
1377,1378,Sierra Leone,beef,1.99,61.41
1378,1379,Sierra Leone,lamb_goat,0.65,22.76
1379,1380,Sierra Leone,fish,32.03,51.14
1380,1381,Sierra Leone,eggs,1.92,1.76
1381,1382,Sierra Leone,dairy,7.0,9.97
1382,1383,Sierra Leone,wheat,8.72,1.66
1383,1384,Sierra Leone,rice,103.3,132.19
1384,1385,Sierra Leone,soybeans,0.0,0.0
1385,1386,Sierra Leone,nuts,5.57,9.86
1386,1387,Sri Lanka,pork,0.05,0.18
1387,1388,Sri Lanka,poultry,4.96,5.33
1388,1389,Sri Lanka,beef,1.38,42.58
1389,1390,Sri Lanka,lamb_goat,0.09,3.15
1390,1391,Sri Lanka,fish,24.92,39.79
1391,1392,Sri Lanka,eggs,4.57,4.2
1392,1393,Sri Lanka,dairy,34.98,49.83
1393,1394,Sri Lanka,wheat,37.01,7.06
1394,1395,Sri Lanka,rice,109.72,140.41
1395,1396,Sri Lanka,soybeans,0.0,0.0
1396,1397,Sri Lanka,nuts,1.09,1.93
1397,1398,Indonesia,pork,2.98,10.55
1398,1399,Indonesia,poultry,7.5,8.06
1399,1400,Indonesia,beef,2.59,79.92
1400,1401,Indonesia,lamb_goat,0.46,16.11
1401,1402,Indonesia,fish,25.65,40.95
1402,1403,Indonesia,eggs,4.88,4.48
1403,1404,Indonesia,dairy,14.82,21.11
1404,1405,Indonesia,wheat,25.45,4.85
1405,1406,Indonesia,rice,134.62,172.27
1406,1407,Indonesia,soybeans,1.12,0.5
1407,1408,Indonesia,nuts,4.92,8.71
1408,1409,Liberia,pork,4.01,14.19
1409,1410,Liberia,poultry,8.91,9.57
1410,1411,Liberia,beef,0.78,24.07
1411,1412,Liberia,lamb_goat,0.48,16.81
1412,1413,Liberia,fish,4.13,6.59
1413,1414,Liberia,eggs,2.05,1.88
1414,1415,Liberia,dairy,3.04,4.33
1415,1416,Liberia,wheat,10.95,2.09
1416,1417,Liberia,rice,94.75,121.25
1417,1418,Liberia,soybeans,0.63,0.28
1418,1419,Liberia,nuts,1.31,2.32
1419,1420,Bangladesh,pork,0.0,0.0
1420,1421,Bangladesh,poultry,1.4,1.5
1421,1422,Bangladesh,beef,1.28,39.5
1422,1423,Bangladesh,lamb_goat,1.33,46.58
1423,1424,Bangladesh,fish,18.07,28.85
1424,1425,Bangladesh,eggs,2.08,1.91
1425,1426,Bangladesh,dairy,21.91,31.21
1426,1427,Bangladesh,wheat,17.47,3.33
1427,1428,Bangladesh,rice,171.73,219.76
1428,1429,Bangladesh,soybeans,0.61,0.27
1429,1430,Bangladesh,nuts,0.72,1.27
