,season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won
1164,1994,7210,2349,0,1,-9,60,69,0
1165,1994,9244,2349,0,-13,-12,70,82,0
1166,1994,773,2788,0,-6,-8,66,74,0
1167,1994,1788,2788,0,1,-9,60,69,0
1168,1994,2349,2788,0,1,5,70,65,1
1169,1994,4124,2788,0,-11,-2,62,64,0
1170,1994,6907,2788,0,-8,-12,58,70,0
1171,1994,1788,3023,0,8,12,75,63,1
1172,1994,9278,3023,0,3,-5,46,51,0
1173,1994,419,3141,0,8,12,85,73,1
1174,1994,3754,3141,0,1,-7,77,84,0
1175,1994,8671,3447,0,9,14,92,78,1
1176,1994,3141,3754,0,-1,7,84,77,1
1177,1994,773,3827,0,-4,9,77,68,1
1178,1994,6604,3827,0,-7,-12,72,84,0
1179,1994,8755,3827,0,1,-9,58,67,0
1180,1994,2788,4124,0,11,2,64,62,1
1181,1994,1389,4158,0,-9,-29,73,102,0
1182,1994,7210,4158,0,3,5,83,78,1
1183,1994,10341,4158,0,-1,-11,58,69,0
1184,1994,4882,4273,0,-3,12,75,63,1
1185,1994,8823,4273,0,-11,-13,70,83,0
1186,1994,6290,4439,0,15,20,71,51,1
1187,1994,297,4605,0,1,12,82,70,1
1188,1994,739,4605,0,-11,-9,58,67,0
1189,1994,5289,4605,0,-3,-5,55,60,0
1190,1994,297,4673,0,13,26,81,55,1
1191,1994,2349,4882,0,4,10,59,49,1
1192,1994,4273,4882,0,3,-12,63,75,0
1193,1994,9445,4882,0,-5,-22,59,81,0
1194,1994,4984,4950,0,8,-8,87,95,0
1195,1994,5221,4950,0,7,7,78,71,1
1196,1994,8482,4950,0,3,-8,66,74,0
1197,1994,4950,4984,0,-8,8,95,87,1
1198,1994,8959,4984,0,-13,-18,60,78,0
1199,1994,419,5221,0,2,8,76,68,1
1200,1994,4950,5221,0,-7,-7,71,78,0
1201,1994,6975,5221,0,-11,-4,74,78,0
1202,1994,8891,5221,0,-3,-5,79,84,0
1203,1994,2349,5255,0,5,11,85,74,1
1204,1994,7968,5255,0,-3,-11,73,84,0
1205,1994,4605,5289,0,3,5,60,55,1
1206,1994,7549,5289,0,-5,-14,60,74,0
1207,1994,297,5391,0,-1,20,92,72,1
1208,1994,5859,5391,0,-15,-23,53,76,0
1209,1994,8671,5391,0,-3,-10,88,98,0
1210,1994,10673,5391,0,-8,-13,96,109,0
1211,1994,5391,5859,0,15,23,76,53,1
1212,1994,419,5893,0,15,15,94,79,1
1213,1994,6907,5987,0,-5,10,90,80,1
1214,1994,10063,6089,0,3,3,57,54,1
1215,1994,6707,6123,0,9,10,65,55,1
1216,1994,773,6290,0,-8,3,75,72,1
1217,1994,4439,6290,0,-15,-20,51,71,0
1218,1994,3827,6604,0,7,12,84,72,1
1219,1994,6123,6707,0,-9,-10,55,65,0
1220,1994,9176,6707,0,-8,2,82,80,1
1221,1994,2788,6907,0,8,12,70,58,1
1222,1994,5987,6907,0,5,-10,80,90,0
1223,1994,5221,6975,0,11,4,78,74,1
1224,1994,82,7176,0,-1,6,76,70,1
1225,1994,82,7210,0,-8,-10,73,83,0
1226,1994,2349,7210,0,-1,9,69,60,1
1227,1994,4158,7210,0,-3,-5,78,83,0
1228,1994,9377,7210,0,-15,-31,67,98,0
1229,1994,1788,7400,0,13,18,64,46,1
1230,1994,5289,7549,0,5,14,74,60,1
1231,1994,5255,7968,0,3,11,84,73,1
1232,1994,4950,8482,0,-3,8,74,66,1
1233,1994,3447,8671,0,-9,-14,78,92,0
1234,1994,5391,8671,0,3,10,98,88,1
1235,1994,10511,8671,0,-8,-5,59,64,0
1236,1994,2315,8755,0,-9,-22,39,61,0
1237,1994,3827,8755,0,-1,9,67,58,1
1238,1994,4273,8823,0,11,13,83,70,1
1239,1994,5221,8891,0,3,5,84,79,1
1240,1994,10233,8891,0,-5,-14,77,91,0
1241,1994,4984,8959,0,13,18,78,60,1
1242,1994,419,9176,0,11,19,103,84,1
1243,1994,6707,9176,0,8,-2,80,82,0
1244,1994,9411,9176,0,7,-10,102,112,0
1245,1994,2349,9244,0,13,12,82,70,1
1246,1994,3023,9278,0,-3,5,51,46,1
1247,1994,7210,9377,0,15,31,98,67,1
1248,1994,9176,9411,0,-7,10,112,102,1
1249,1994,4882,9445,0,5,22,81,59,1
1250,1994,297,10063,0,5,13,71,58,1
1251,1994,6089,10063,0,-3,-3,54,57,0
1252,1994,8891,10233,0,5,14,91,77,1
1253,1994,1618,10341,0,-7,-10,58,68,0
1254,1994,4158,10341,0,1,11,69,58,1
1255,1994,773,10409,0,-1,3,67,64,1
1256,1994,1148,10511,0,7,-4,57,61,0
1257,1994,8671,10511,0,8,5,64,59,1
1258,1994,1457,10673,0,1,-8,72,80,0
1259,1994,5391,10673,0,8,13,109,96,1
1260,1995,6708,83,0,1,14,66,52,1
1261,1995,6908,83,0,-7,-6,85,91,0
1262,1995,5188,298,0,-7,9,71,62,1
1263,1995,598,332,0,-7,-15,66,81,0
1264,1995,4274,332,0,4,24,97,73,1
1265,1995,4815,332,0,-8,-10,54,64,0
1266,1995,5087,420,0,-4,-5,91,96,0
1267,1995,6291,420,0,0,-7,68,75,0
1268,1995,8672,420,0,-5,-2,94,96,0
1269,1995,9245,420,0,-13,-1,78,79,0
1270,1995,9412,420,0,1,11,89,78,1
1271,1995,10064,420,0,-2,-7,61,68,0
1272,1995,332,598,0,7,15,81,66,1
1273,1995,9143,1057,0,-1,6,76,70,1
1274,1995,8585,1356,0,-3,2,70,68,1
1275,1995,1789,1390,0,13,29,100,71,1
1276,1995,1789,1458,0,5,5,96,91,1
1277,1995,8756,1458,0,-3,-6,71,77,0
1278,1995,4159,1653,0,15,14,82,68,1
1279,1995,1390,1789,0,-13,-29,71,100,0
1280,1995,1458,1789,0,-5,-5,91,96,0
1281,1995,4951,1789,0,-1,-10,89,99,0
1282,1995,9412,1789,0,1,6,102,96,1
1283,1995,6708,2316,0,9,24,73,49,1
1284,1995,3964,2789,0,3,3,64,61,1
1285,1995,9412,2854,0,15,36,92,56,1
1286,1995,6291,3142,0,4,10,74,64,1
1287,1995,10444,3142,0,-8,-2,51,53,0
1288,1995,10796,3142,0,-5,-5,63,68,0
1289,1995,4951,3278,0,11,24,87,63,1
1290,1995,9177,3755,0,5,6,68,62,1
1291,1995,5392,3828,0,1,5,65,60,1
1292,1995,2789,3964,0,-3,-3,61,64,0
1293,1995,6291,3964,0,5,22,73,51,1
1294,1995,1653,4159,0,-15,-14,68,82,0
1295,1995,10064,4159,0,-3,9,67,58,1
1296,1995,10234,4159,0,-7,-5,70,75,0
1297,1995,332,4274,0,-4,-24,73,97,0
1298,1995,5691,4274,0,-15,-46,67,113,0
1299,1995,6291,4274,0,-1,13,74,61,1
1300,1995,9143,4274,0,-8,-22,60,82,0
1301,1995,9775,4490,0,9,12,76,64,1
1302,1995,5087,4606,0,5,21,77,56,1
1303,1995,332,4815,0,8,10,64,54,1
1304,1995,6674,4815,0,9,-10,67,77,0
1305,1995,1789,4951,0,1,10,99,89,1
1306,1995,3278,4951,0,-11,-24,63,87,0
1307,1995,8892,4951,0,-8,-14,68,82,0
1308,1995,6708,4985,0,-2,14,68,54,1
1309,1995,8551,4985,0,-13,-17,51,68,0
1310,1995,8585,4985,0,-8,-22,53,75,0
1311,1995,9177,4985,0,-4,-25,51,76,0
1312,1995,420,5087,0,4,5,96,91,1
1313,1995,4606,5087,0,-5,-21,56,77,0
1314,1995,7211,5087,0,3,-2,73,75,0
1315,1995,298,5188,0,7,-9,62,71,0
1316,1995,10064,5188,0,8,6,60,54,1
1317,1995,10234,5222,0,1,6,82,76,1
1318,1995,10444,5256,0,-11,7,79,72,1
1319,1995,8483,5290,0,-1,3,64,61,1
1320,1995,7838,5358,0,-7,-8,67,75,0
1321,1995,9412,5358,0,4,19,86,67,1
1322,1995,9775,5358,0,1,-14,64,78,0
1323,1995,3828,5392,0,-1,-5,60,65,0
1324,1995,9412,5392,0,7,1,75,74,1
1325,1995,4274,5691,0,15,46,113,67,1
1326,1995,6291,5759,0,13,10,80,70,1
1327,1995,10342,5894,0,15,32,79,47,1
1328,1995,10064,6224,0,9,24,96,72,1
1329,1995,420,6291,0,0,7,75,68,1
1330,1995,3142,6291,0,-4,-10,64,74,0
1331,1995,3964,6291,0,-5,-22,51,73,0
1332,1995,4274,6291,0,1,-13,61,74,0
1333,1995,5759,6291,0,-13,-10,70,80,0
1334,1995,4815,6674,0,-9,10,77,67,1
1335,1995,83,6708,0,-1,-14,52,66,0
1336,1995,2316,6708,0,-9,-24,49,73,0
1337,1995,4985,6708,0,2,-14,54,68,0
1338,1995,9412,6708,0,3,13,74,61,1
1339,1995,10342,6708,0,3,-5,66,71,0
1340,1995,9177,6742,0,8,12,64,52,1
1341,1995,10030,6742,0,11,-8,81,89,0
1342,1995,8892,6806,0,-5,17,90,73,1
1343,1995,83,6908,0,7,6,91,85,1
1344,1995,5087,7211,0,-3,2,75,73,1
1345,1995,10512,7211,0,-11,-1,48,49,0
1346,1995,8672,7550,0,3,4,96,92,1
1347,1995,5358,7838,0,7,8,75,67,1
1348,1995,5290,8483,0,1,-3,61,64,0
1349,1995,10342,8483,0,8,5,64,59,1
1350,1995,4985,8551,0,13,17,68,51,1
1351,1995,1356,8585,0,3,-2,68,70,0
1352,1995,4985,8585,0,8,22,75,53,1
1353,1995,420,8672,0,5,2,96,94,1
1354,1995,7550,8672,0,-3,-4,92,96,0
1355,1995,1458,8756,0,3,6,77,71,1
1356,1995,4951,8892,0,8,14,82,68,1
1357,1995,6806,8892,0,5,-17,73,90,0
1358,1995,1057,9143,0,1,-6,70,76,0
1359,1995,4274,9143,0,8,22,82,60,1
1360,1995,3755,9177,0,-5,-6,62,68,0
1361,1995,4985,9177,0,4,25,76,51,1
1362,1995,6742,9177,0,-8,-12,52,64,0
1363,1995,420,9245,0,13,1,79,78,1
1364,1995,420,9412,0,-1,-11,78,89,0
1365,1995,1789,9412,0,-1,-6,96,102,0
1366,1995,2854,9412,0,-15,-36,56,92,0
1367,1995,5358,9412,0,-4,-19,67,86,0
1368,1995,5392,9412,0,-7,-1,74,75,0
1369,1995,6708,9412,0,-3,-13,61,74,0
1370,1995,4490,9775,0,-9,-12,64,76,0
1371,1995,5358,9775,0,-1,14,78,64,1
1372,1995,6742,10030,0,-11,8,89,81,1
1373,1995,420,10064,0,2,7,68,61,1
1374,1995,4159,10064,0,3,-9,58,67,0
1375,1995,5188,10064,0,-8,-6,54,60,0
1376,1995,6224,10064,0,-9,-24,72,96,0
1377,1995,4159,10234,0,7,5,75,70,1
1378,1995,5222,10234,0,-1,-6,76,82,0
1379,1995,5894,10342,0,-15,-32,47,79,0
1380,1995,6708,10342,0,-3,5,71,66,1
1381,1995,8483,10342,0,-8,-5,59,64,0
1382,1995,3142,10444,0,8,2,53,51,1
1383,1995,5256,10444,0,11,-7,72,79,0
1384,1995,7211,10512,0,11,1,49,48,1
1385,1995,3142,10796,0,5,5,68,63,1
1386,1996,3931,299,0,-3,-14,73,87,0
1387,1996,4160,299,0,1,3,83,80,1
1388,1996,9929,299,0,-11,-39,51,90,0
1389,1996,4884,421,0,8,-9,56,65,0
1390,1996,4986,421,0,11,16,79,63,1
1391,1996,6943,421,0,7,-6,80,86,0
1392,1996,3245,565,0,11,11,90,79,1
1393,1996,3245,775,0,8,14,103,89,1
1394,1996,3829,775,0,5,-13,51,64,0
1395,1996,8586,877,0,-1,8,66,58,1
1396,1996,3965,1150,0,7,10,74,64,1
1397,1996,9776,1218,0,9,29,72,43,1
1398,1996,3245,1459,0,-1,-17,70,87,0
1399,1996,5359,1459,0,-3,10,73,63,1
1400,1996,8757,1459,0,-5,-13,65,78,0
1401,1996,9572,1459,0,-13,-5,61,66,0
1402,1996,3177,1527,0,1,7,81,74,1
1403,1996,1790,1654,0,15,9,68,59,1
1404,1996,1654,1790,0,-15,-9,59,68,0
1405,1996,2487,1790,0,-8,-14,81,95,0
1406,1996,5359,1790,0,-4,5,60,55,1
1407,1996,5088,2317,0,7,-12,63,75,0
1408,1996,8673,2317,0,8,11,69,58,1
1409,1996,2487,2351,0,-1,15,75,60,1
1410,1996,1790,2487,0,8,14,95,81,1
1411,1996,2351,2487,0,1,-15,60,75,0
1412,1996,3931,3025,0,5,2,81,79,1
1413,1996,4986,3143,0,1,24,86,62,1
1414,1996,5662,3143,0,-13,-37,56,93,0
1415,1996,6091,3143,0,-5,-11,62,73,0
1416,1996,8995,3143,0,-1,-8,90,98,0
1417,1996,1527,3177,0,-1,-7,74,81,0
1418,1996,7212,3177,0,7,-7,69,76,0
1419,1996,8673,3177,0,4,2,83,81,1
1420,1996,565,3245,0,-11,-11,79,90,0
1421,1996,775,3245,0,-8,-14,89,103,0
1422,1996,1459,3245,0,1,17,87,70,1
1423,1996,775,3829,0,-5,13,64,51,1
1424,1996,299,3931,0,3,14,87,73,1
1425,1996,3025,3931,0,-5,-2,79,81,0
1426,1996,1150,3965,0,-7,-10,64,74,0
1427,1996,9776,3965,0,1,6,73,67,1
1428,1996,299,4160,0,-1,-3,80,83,0
1429,1996,7504,4160,0,-13,-38,54,92,0
1430,1996,7839,4160,0,-8,-25,51,76,0
1431,1996,8673,4160,0,-2,3,60,57,1
1432,1996,6091,4194,0,3,21,69,48,1
1433,1996,4986,4275,0,0,-7,74,81,0
1434,1996,7771,4275,0,-15,-38,72,110,0
1435,1996,8673,4275,0,-3,-9,67,76,0
1436,1996,9776,4275,0,-3,-31,70,101,0
1437,1996,10099,4275,0,-8,-24,60,84,0
1438,1996,10343,4275,0,-1,-20,63,83,0
1439,1996,9178,4607,0,-5,-2,80,82,0
1440,1996,10031,4607,0,3,-4,64,68,0
1441,1996,10343,4607,0,4,1,60,59,1
1442,1996,421,4884,0,-8,9,65,56,1
1443,1996,5490,4884,0,-9,-24,44,68,0
1444,1996,7839,4952,0,-3,12,91,79,1
1445,1996,421,4986,0,-11,-16,63,79,0
1446,1996,3143,4986,0,-1,-24,62,86,0
1447,1996,4275,4986,0,0,7,81,74,1
1448,1996,8586,4986,0,-8,-5,74,79,0
1449,1996,9379,4986,0,-15,-22,70,92,0
1450,1996,2317,5088,0,-7,12,75,63,1
1451,1996,8893,5223,0,-3,4,80,76,1
1452,1996,1459,5359,0,3,-10,63,73,0
1453,1996,1790,5359,0,4,-5,55,60,0
1454,1996,7144,5359,0,-8,-22,41,63,0
1455,1996,8673,5359,0,1,8,77,69,1
1456,1996,9895,5359,0,-7,-7,51,58,0
1457,1996,4884,5490,0,9,24,68,44,1
1458,1996,8673,5558,0,9,33,88,55,1
1459,1996,3143,5662,0,13,37,93,56,1
1460,1996,8995,5821,0,11,1,74,73,1
1461,1996,3143,6091,0,5,11,73,62,1
1462,1996,4194,6091,0,-3,-21,48,69,0
1463,1996,6292,6159,0,5,21,83,62,1
1464,1996,6159,6292,0,-5,-21,62,83,0
1465,1996,8995,6292,0,3,19,92,73,1
1466,1996,8757,6675,0,3,18,61,43,1
1467,1996,421,6943,0,-7,6,86,80,1
1468,1996,10031,7045,0,11,34,92,58,1
1469,1996,5359,7144,0,8,22,63,41,1
1470,1996,9413,7144,0,9,-2,41,43,0
1471,1996,3177,7212,0,-7,7,76,69,1
1472,1996,10167,7212,0,-15,-2,71,73,0
1473,1996,4160,7504,0,13,38,92,54,1
1474,1996,4275,7771,0,15,38,110,72,1
1475,1996,4160,7839,0,8,25,76,51,1
1476,1996,4952,7839,0,3,-12,79,91,0
1477,1996,877,8586,0,1,-8,58,66,0
1478,1996,4986,8586,0,8,5,79,74,1
1479,1996,2317,8673,0,-8,-11,58,69,0
1480,1996,3177,8673,0,-4,-2,81,83,0
1481,1996,4160,8673,0,2,-3,57,60,0
1482,1996,4275,8673,0,3,9,76,67,1
1483,1996,5359,8673,0,-1,-8,69,77,0
1484,1996,5558,8673,0,-9,-33,55,88,0
1485,1996,1459,8757,0,5,13,78,65,1
1486,1996,6675,8757,0,-3,-18,43,61,0
1487,1996,5223,8893,0,3,-4,76,80,0
1488,1996,10343,8893,0,8,3,65,62,1
1489,1996,3143,8995,0,1,8,98,90,1
1490,1996,5821,8995,0,-11,-1,73,74,0
1491,1996,6292,8995,0,-3,-19,73,92,0
1492,1996,4607,9178,0,5,2,82,80,1
1493,1996,4986,9379,0,15,22,92,70,1
1494,1996,7144,9413,0,-9,2,43,41,1
1495,1996,10343,9481,0,13,12,62,50,1
1496,1996,1459,9572,0,13,5,66,61,1
1497,1996,1218,9776,0,-9,-29,43,72,0
1498,1996,3965,9776,0,-1,-6,67,73,0
1499,1996,4275,9776,0,3,31,101,70,1
1500,1996,5359,9895,0,7,7,58,51,1
1501,1996,299,9929,0,11,39,90,51,1
1502,1996,4607,10031,0,-3,4,68,64,1
1503,1996,7045,10031,0,-11,-34,58,92,0
1504,1996,4275,10099,0,8,24,84,60,1
1505,1996,10513,10099,0,1,-13,48,61,0
1506,1996,7212,10167,0,15,2,73,71,1
1507,1996,4275,10343,0,1,20,83,63,1
1508,1996,4607,10343,0,-4,-1,59,60,0
1509,1996,8893,10343,0,-8,-3,62,65,0
1510,1996,9481,10343,0,-13,-12,50,62,0
1511,1996,10099,10513,0,-1,13,61,48,1
1512,1997,1621,300,0,-8,-4,69,73,0
1513,1997,4161,300,0,3,-3,82,85,0
1514,1997,4276,300,0,3,-5,79,84,0
1515,1997,6293,300,0,3,-8,58,66,0
1516,1997,7179,300,0,-6,-4,92,96,0
1517,1997,8105,300,0,-9,-8,57,65,0
1518,1997,8451,776,0,1,4,81,77,1
1519,1997,9930,776,0,-7,-7,66,73,0
1520,1997,9179,810,0,7,29,81,52,1
1521,1997,1460,1025,0,11,17,86,69,1
1522,1997,6293,1151,0,4,6,63,57,1
1523,1997,7145,1151,0,-7,-3,52,55,0
1524,1997,10032,1151,0,1,-7,68,75,0
1525,1997,9414,1324,0,13,34,109,75,1
1526,1997,3144,1358,0,-3,-12,67,79,0
1527,1997,9777,1358,0,5,19,77,58,1
1528,1997,3178,1392,0,11,-3,70,73,0
1529,1997,3757,1392,0,8,-12,63,75,0
1530,1997,7179,1392,0,4,6,71,65,1
1531,1997,1025,1460,0,-11,-17,69,86,0
1532,1997,3966,1460,0,-3,1,67,66,1
1533,1997,5190,1528,0,-9,-12,56,68,0
1534,1997,5292,1528,0,3,6,90,84,1
1535,1997,9179,1528,0,-1,-6,59,65,0
1536,1997,300,1621,0,8,4,73,69,1
1537,1997,4953,1621,0,7,-9,66,75,0
1538,1997,3830,1689,0,1,-18,62,80,0
1539,1997,6293,1689,0,8,17,73,56,1
1540,1997,8139,1824,0,13,-13,65,78,0
1541,1997,8894,1824,0,5,1,82,81,1
1542,1997,5761,2352,0,-13,-3,68,71,0
1543,1997,7179,2352,0,-8,11,98,87,1
1544,1997,6293,2721,0,15,8,82,74,1
1545,1997,1358,3144,0,3,12,79,67,1
1546,1997,1392,3178,0,-11,3,73,70,1
1547,1997,1392,3757,0,-8,12,75,63,1
1548,1997,9675,3757,0,-5,-13,77,90,0
1549,1997,3966,3791,0,5,12,69,57,1
1550,1997,1689,3830,0,-1,18,80,62,1
1551,1997,4276,3932,0,7,6,75,69,1
1552,1997,10066,3932,0,-1,-13,60,73,0
1553,1997,1460,3966,0,3,-1,66,67,0
1554,1997,3791,3966,0,-5,-12,57,69,0
1555,1997,9414,3966,0,4,1,74,73,1
1556,1997,4161,4036,0,15,14,78,64,1
1557,1997,300,4161,0,-3,3,85,82,1
1558,1997,4036,4161,0,-15,-14,64,78,0
1559,1997,7213,4161,0,-7,-14,61,75,0
1560,1997,300,4276,0,-3,5,84,79,1
1561,1997,3932,4276,0,-7,-6,69,75,0
1562,1997,5292,4276,0,0,-9,69,78,0
1563,1997,5525,4276,0,-15,-38,54,92,0
1564,1997,8451,4276,0,-3,-15,68,83,0
1565,1997,9777,4276,0,-1,-13,59,72,0
1566,1997,10032,4526,0,9,10,101,91,1
1567,1997,4987,4608,0,-5,-8,57,65,0
1568,1997,6092,4608,0,3,-1,63,64,0
1569,1997,6293,4608,0,5,23,97,74,1
1570,1997,8894,4608,0,-4,-15,63,78,0
1571,1997,7179,4885,0,-3,22,81,59,1
1572,1997,1621,4953,0,-7,9,75,66,1
1573,1997,4608,4987,0,5,8,65,57,1
1574,1997,1528,5190,0,9,12,68,56,1
1575,1997,1528,5292,0,-3,-6,84,90,0
1576,1997,4276,5292,0,0,9,78,69,1
1577,1997,8758,5292,0,-8,-19,57,76,0
1578,1997,8962,5292,0,-15,-32,46,78,0
1579,1997,9414,5292,0,-1,-8,72,80,0
1580,1997,8758,5326,0,-1,22,62,40,1
1581,1997,4276,5525,0,15,38,92,54,1
1582,1997,2352,5761,0,13,3,71,68,1
1583,1997,9777,5862,0,13,14,75,61,1
1584,1997,4608,6092,0,-3,1,64,63,1
1585,1997,6744,6092,0,-11,-4,55,59,0
1586,1997,300,6293,0,-3,8,66,58,1
1587,1997,1151,6293,0,-4,-6,57,63,0
1588,1997,1689,6293,0,-8,-17,56,73,0
1589,1997,2721,6293,0,-15,-8,74,82,0
1590,1997,4608,6293,0,-5,-23,74,97,0
1591,1997,8587,6676,0,5,13,80,67,1
1592,1997,6092,6744,0,11,4,59,55,1
1593,1997,8451,6876,0,9,10,75,65,1
1594,1997,1151,7145,0,7,3,55,52,1
1595,1997,300,7179,0,6,4,96,92,1
1596,1997,1392,7179,0,-4,-6,65,71,0
1597,1997,2352,7179,0,8,-11,87,98,0
1598,1997,4885,7179,0,3,-22,59,81,0
1599,1997,4161,7213,0,7,14,75,61,1
1600,1997,7301,7213,0,-1,-7,76,83,0
1601,1997,7213,7301,0,1,7,83,76,1
1602,1997,300,8105,0,9,8,65,57,1
1603,1997,1824,8139,0,-13,13,78,65,1
1604,1997,776,8451,0,-1,-4,77,81,0
1605,1997,4276,8451,0,3,15,83,68,1
1606,1997,6876,8451,0,-9,-10,65,75,0
1607,1997,10344,8519,0,11,22,68,46,1
1608,1997,6676,8587,0,-5,-13,67,80,0
1609,1997,9777,8587,0,4,5,82,77,1
1610,1997,10344,8587,0,3,-6,66,72,0
1611,1997,5292,8758,0,8,19,76,57,1
1612,1997,5326,8758,0,1,-22,40,62,0
1613,1997,1824,8894,0,-5,-1,81,82,0
1614,1997,4608,8894,0,4,15,78,63,1
1615,1997,10676,8894,0,3,-13,58,71,0
1616,1997,5292,8962,0,15,32,78,46,1
1617,1997,810,9179,0,-7,-29,52,81,0
1618,1997,1528,9179,0,1,6,65,59,1
1619,1997,1324,9414,0,-13,-34,75,109,0
1620,1997,3966,9414,0,-4,-1,73,74,0
1621,1997,5292,9414,0,1,8,80,72,1
1622,1997,10798,9414,0,-5,-13,83,96,0
1623,1997,3757,9675,0,5,13,90,77,1
1624,1997,1358,9777,0,-5,-19,58,77,0
1625,1997,4276,9777,0,1,13,72,59,1
1626,1997,5862,9777,0,-13,-14,61,75,0
1627,1997,8587,9777,0,-4,-5,77,82,0
1628,1997,776,9930,0,7,7,73,66,1
1629,1997,10798,9964,0,3,12,80,68,1
1630,1997,1151,10032,0,-1,7,75,68,1
1631,1997,4526,10032,0,-9,-10,91,101,0
1632,1997,3932,10066,0,1,13,73,60,1
1633,1997,8519,10344,0,-11,-22,46,68,0
1634,1997,8587,10344,0,-3,6,72,66,1
1635,1997,8894,10676,0,-3,13,71,58,1
1636,1997,9414,10798,0,5,13,96,83,1
1637,1997,9964,10798,0,-3,-12,68,80,0
1638,1998,3792,301,0,-8,-33,49,82,0
1639,1998,4954,301,0,-3,-8,79,87,0
1640,1998,6227,301,0,-15,-39,60,99,0
1641,1998,9778,301,0,-2,25,76,51,1
1642,1998,5991,423,0,-5,-9,65,74,0
1643,1998,9778,423,0,3,6,75,69,1
1644,1998,6093,1026,0,9,17,79,62,1
1645,1998,3724,1359,0,-1,-15,62,77,0
1646,1998,6294,1359,0,7,10,93,83,1
1647,1998,6419,1461,0,-13,-3,62,65,0
1648,1998,10481,1461,0,-8,1,75,74,1
1649,1998,10271,1529,0,-5,3,75,72,1
1650,1998,8588,1622,0,11,10,67,57,1
1651,1998,2688,1792,0,-13,-8,85,93,0
1652,1998,3831,1792,0,-5,-10,68,78,0
1653,1998,6294,1792,0,1,11,75,64,1
1654,1998,10379,1792,0,-9,-1,74,75,0
1655,1998,5225,2061,0,11,19,80,61,1
1656,1998,7214,2129,0,13,39,95,56,1
1657,1998,7214,2251,0,8,15,80,65,1
1658,1998,8418,2251,0,3,-2,64,66,0
1659,1998,4277,2353,0,-1,2,86,84,1
1660,1998,6711,2353,0,-7,-6,73,79,0
1661,1998,7268,2353,0,-15,-36,63,99,0
1662,1998,8675,2353,0,-4,-13,67,80,0
1663,1998,5259,2489,0,9,12,83,71,1
1664,1998,1792,2688,0,13,8,93,85,1
1665,1998,8725,2891,0,7,-9,87,96,0
1666,1998,9931,2891,0,-1,6,83,77,1
1667,1998,6711,3027,0,1,15,74,59,1
1668,1998,1359,3724,0,1,15,77,62,1
1669,1998,4954,3758,0,1,6,67,61,1
1670,1998,8106,3758,0,-7,-13,51,64,0
1671,1998,301,3792,0,8,33,82,49,1
1672,1998,8793,3792,0,1,-1,81,82,0
1673,1998,1792,3831,0,5,10,78,68,1
1674,1998,6677,3831,0,-3,-7,87,94,0
1675,1998,8675,3899,0,7,2,63,61,1
1676,1998,7101,4162,0,-15,-58,52,110,0
1677,1998,7302,4162,0,-7,5,80,75,1
1678,1998,2353,4277,0,1,-2,84,86,0
1679,1998,7506,4277,0,-13,-15,67,82,0
1680,1998,8486,4277,0,-8,-27,61,88,0
1681,1998,8588,4277,0,-1,-1,85,86,0
1682,1998,9415,4277,0,-4,-26,68,94,0
1683,1998,9778,4277,0,-1,-9,69,78,0
1684,1998,301,4954,0,3,8,87,79,1
1685,1998,3758,4954,0,-1,-6,61,67,0
1686,1998,9812,4954,0,-9,-14,68,82,0
1687,1998,8486,4988,0,-3,5,51,46,1
1688,1998,9415,5157,0,5,3,65,62,1
1689,1998,2061,5225,0,-11,-19,61,80,0
1690,1998,9415,5225,0,-3,3,85,82,1
1691,1998,2489,5259,0,-9,-12,71,83,0
1692,1998,6294,5259,0,3,15,73,58,1
1693,1998,7146,5259,0,-1,-7,56,63,0
1694,1998,9931,5327,0,-9,1,70,69,1
1695,1998,7302,5762,0,1,23,97,74,1
1696,1998,6294,5863,0,15,36,88,52,1
1697,1998,423,5991,0,5,9,74,65,1
1698,1998,1026,6093,0,-9,-17,62,79,0
1699,1998,8675,6093,0,-1,10,56,46,1
1700,1998,301,6227,0,15,39,99,60,1
1701,1998,1359,6294,0,-7,-10,83,93,0
1702,1998,1792,6294,0,-1,-11,64,75,0
1703,1998,5259,6294,0,-3,-15,58,73,0
1704,1998,5863,6294,0,-15,-36,52,88,0
1705,1998,9778,6294,0,-2,6,65,59,1
1706,1998,1461,6419,0,13,3,65,62,1
1707,1998,3831,6677,0,3,7,94,87,1
1708,1998,2353,6711,0,7,6,79,73,1
1709,1998,3027,6711,0,-1,-15,59,74,0
1710,1998,4162,7101,0,15,58,110,52,1
1711,1998,5259,7146,0,1,7,63,56,1
1712,1998,9642,7146,0,-7,-12,57,69,0
1713,1998,2129,7214,0,-13,-39,56,95,0
1714,1998,2251,7214,0,-8,-15,65,80,0
1715,1998,8588,7214,0,-1,8,67,59,1
1716,1998,2353,7268,0,15,36,99,63,1
1717,1998,4162,7302,0,7,-5,75,80,0
1718,1998,5762,7302,0,-1,-23,74,97,0
1719,1998,8588,7302,0,5,2,79,77,1
1720,1998,9931,7302,0,-5,-6,68,74,0
1721,1998,8140,7370,0,11,-1,61,62,0
1722,1998,10379,7370,0,3,15,81,66,1
1723,1998,4277,7506,0,13,15,82,67,1
1724,1998,9778,7739,0,11,17,85,68,1
1725,1998,3758,8106,0,7,13,64,51,1
