,R1,R2,R3,R4,R5,Class,Explanation
12453,1,4,3,4,9,1,One pair
12454,10,7,3,1,11,0,Nothing in hand
12455,2,8,1,12,12,1,One pair
12456,6,4,9,9,11,1,One pair
12457,6,6,11,8,10,1,One pair
12458,6,5,3,3,5,2,Two pairs
12459,3,12,9,1,10,0,Nothing in hand
12460,9,4,9,7,12,1,One pair
12461,9,7,7,8,7,3,Three of a kind
12462,2,3,5,8,6,0,Nothing in hand
12463,8,11,12,7,13,0,Nothing in hand
12464,9,4,5,1,3,0,Nothing in hand
12465,12,1,1,3,3,2,Two pairs
12466,6,7,5,4,9,0,Nothing in hand
12467,10,2,9,3,8,0,Nothing in hand
12468,2,4,11,8,13,0,Nothing in hand
12469,5,1,5,13,5,3,Three of a kind
12470,10,12,13,4,5,0,Nothing in hand
12471,5,6,3,9,5,1,One pair
12472,9,7,6,8,13,5,Flush
12473,6,9,7,9,3,1,One pair
12474,8,3,13,1,11,0,Nothing in hand
12475,4,12,1,9,8,0,Nothing in hand
12476,5,10,7,9,9,1,One pair
12477,8,10,6,2,9,0,Nothing in hand
12478,3,4,8,9,10,0,Nothing in hand
12479,8,13,10,11,4,0,Nothing in hand
12480,5,6,7,11,6,1,One pair
12481,3,10,8,11,13,0,Nothing in hand
12482,2,3,6,13,13,1,One pair
12483,11,9,10,4,9,1,One pair
12484,3,12,10,5,7,0,Nothing in hand
12485,4,1,5,1,7,1,One pair
12486,8,2,9,4,1,0,Nothing in hand
12487,9,3,13,9,13,2,Two pairs
12488,2,10,9,12,10,1,One pair
12489,12,1,10,3,8,0,Nothing in hand
12490,7,5,9,11,8,0,Nothing in hand
12491,1,10,9,2,7,0,Nothing in hand
12492,4,9,2,1,11,0,Nothing in hand
12493,9,2,4,2,11,1,One pair
12494,8,4,12,12,5,1,One pair
12495,10,2,12,1,6,0,Nothing in hand
12496,4,12,9,13,10,0,Nothing in hand
12497,4,1,4,3,3,2,Two pairs
12498,2,7,7,13,2,2,Two pairs
12499,9,12,10,2,5,0,Nothing in hand
12500,3,1,10,3,2,1,One pair
12501,5,8,12,2,6,0,Nothing in hand
12502,4,3,9,12,9,1,One pair
12503,7,8,8,9,9,2,Two pairs
12504,6,12,4,4,13,1,One pair
12505,13,12,10,13,3,1,One pair
12506,2,6,3,7,2,1,One pair
12507,5,13,12,1,10,0,Nothing in hand
12508,13,6,3,4,7,0,Nothing in hand
12509,13,6,7,5,9,0,Nothing in hand
12510,11,4,9,7,1,0,Nothing in hand
12511,7,9,2,8,4,0,Nothing in hand
12512,4,11,1,8,8,1,One pair
12513,1,7,1,6,11,1,One pair
12514,2,4,7,11,5,0,Nothing in hand
12515,8,10,3,6,2,0,Nothing in hand
12516,10,3,7,1,8,0,Nothing in hand
12517,5,6,6,4,2,1,One pair
12518,11,6,8,6,10,1,One pair
12519,9,5,5,3,4,1,One pair
12520,2,1,8,7,1,1,One pair
12521,6,8,5,2,1,0,Nothing in hand
12522,2,13,5,7,5,1,One pair
12523,4,9,7,7,7,3,Three of a kind
12524,1,8,10,6,2,0,Nothing in hand
12525,3,9,11,3,8,1,One pair
12526,13,5,5,1,7,1,One pair
12527,11,11,10,4,13,1,One pair
12528,2,4,12,10,10,1,One pair
12529,1,7,4,13,9,0,Nothing in hand
12530,7,9,12,7,4,1,One pair
12531,7,13,2,2,6,1,One pair
12532,4,1,7,9,13,0,Nothing in hand
12533,1,8,2,6,13,0,Nothing in hand
12534,12,7,3,4,8,0,Nothing in hand
12535,6,12,9,13,5,0,Nothing in hand
12536,2,10,8,10,4,1,One pair
12537,11,3,3,9,8,1,One pair
12538,8,8,8,8,13,7,Four of a kind
12539,8,6,11,5,3,0,Nothing in hand
12540,2,12,2,10,7,1,One pair
12541,2,8,6,7,1,0,Nothing in hand
12542,2,5,8,13,5,1,One pair
12543,8,5,12,4,3,0,Nothing in hand
12544,3,12,9,13,11,0,Nothing in hand
12545,13,1,11,11,10,1,One pair
12546,7,1,13,12,6,0,Nothing in hand
12547,5,13,9,2,8,0,Nothing in hand
12548,2,7,1,10,1,1,One pair
12549,6,3,4,12,5,0,Nothing in hand
12550,5,2,10,7,11,0,Nothing in hand
12551,3,11,8,4,2,0,Nothing in hand
12552,11,11,11,11,5,7,Four of a kind
12553,2,12,1,5,2,1,One pair
12554,4,5,9,11,7,0,Nothing in hand
12555,5,3,9,12,1,0,Nothing in hand
12556,2,4,12,12,6,1,One pair
12557,3,4,13,9,5,0,Nothing in hand
12558,8,8,11,13,9,1,One pair
12559,13,10,2,3,9,0,Nothing in hand
12560,11,7,13,8,6,0,Nothing in hand
12561,5,12,3,4,13,0,Nothing in hand
12562,3,5,4,8,12,0,Nothing in hand
12563,5,9,9,7,13,1,One pair
12564,7,6,10,12,13,0,Nothing in hand
12565,4,10,9,10,8,1,One pair
12566,11,7,4,5,8,0,Nothing in hand
12567,2,2,5,13,2,3,Three of a kind
12568,11,2,2,5,10,1,One pair
12569,6,13,10,12,9,0,Nothing in hand
12570,4,9,6,3,11,0,Nothing in hand
12571,5,11,10,8,7,0,Nothing in hand
12572,11,12,6,5,4,0,Nothing in hand
12573,10,8,2,5,6,0,Nothing in hand
12574,10,10,7,11,9,1,One pair
12575,1,12,2,8,4,0,Nothing in hand
12576,8,7,2,8,4,1,One pair
12577,10,1,2,5,11,0,Nothing in hand
12578,5,3,1,2,12,0,Nothing in hand
12579,13,2,8,3,10,0,Nothing in hand
12580,5,11,2,3,5,1,One pair
12581,11,2,10,8,9,0,Nothing in hand
12582,1,13,8,2,12,0,Nothing in hand
12583,6,4,13,11,8,0,Nothing in hand
12584,10,11,9,6,2,0,Nothing in hand
12585,1,3,7,6,8,0,Nothing in hand
12586,7,5,7,9,13,1,One pair
12587,10,12,1,7,7,1,One pair
12588,5,2,7,11,9,0,Nothing in hand
12589,10,8,5,2,3,0,Nothing in hand
12590,4,5,5,4,2,2,Two pairs
12591,4,6,11,2,3,0,Nothing in hand
12592,6,3,13,3,9,1,One pair
12593,8,12,1,8,12,2,Two pairs
12594,9,3,5,10,10,1,One pair
12595,2,10,11,4,11,1,One pair
12596,8,3,3,13,4,1,One pair
12597,12,7,6,10,7,1,One pair
12598,4,3,6,12,9,0,Nothing in hand
12599,13,9,8,13,12,1,One pair
12600,3,5,9,13,2,0,Nothing in hand
12601,5,7,10,11,1,0,Nothing in hand
12602,3,7,10,13,1,0,Nothing in hand
12603,4,3,8,6,6,1,One pair
12604,10,6,11,1,12,0,Nothing in hand
12605,4,6,3,13,11,0,Nothing in hand
12606,11,1,5,12,8,0,Nothing in hand
12607,1,5,12,5,6,1,One pair
12608,6,8,9,3,5,0,Nothing in hand
12609,5,12,2,10,1,0,Nothing in hand
12610,4,1,8,2,12,0,Nothing in hand
12611,10,13,12,8,1,0,Nothing in hand
12612,13,6,12,5,3,0,Nothing in hand
12613,12,2,9,12,1,1,One pair
12614,3,1,8,10,2,0,Nothing in hand
12615,9,11,2,4,5,0,Nothing in hand
12616,7,6,12,3,2,0,Nothing in hand
12617,4,7,4,11,12,1,One pair
12618,4,13,13,10,3,1,One pair
12619,2,9,13,3,5,0,Nothing in hand
12620,4,8,9,12,10,0,Nothing in hand
12621,1,2,13,2,5,1,One pair
12622,7,3,6,13,8,0,Nothing in hand
12623,1,10,4,5,10,1,One pair
12624,12,10,2,4,7,0,Nothing in hand
12625,4,4,5,1,13,1,One pair
12626,10,8,12,5,3,0,Nothing in hand
12627,3,9,8,7,1,0,Nothing in hand
12628,1,12,9,13,6,0,Nothing in hand
12629,11,12,7,8,3,0,Nothing in hand
12630,12,8,4,3,5,0,Nothing in hand
12631,3,8,7,4,3,1,One pair
12632,5,9,2,4,9,1,One pair
12633,7,5,2,13,10,0,Nothing in hand
12634,1,6,11,11,1,2,Two pairs
12635,2,10,8,13,13,1,One pair
12636,3,8,5,2,10,0,Nothing in hand
12637,9,12,11,11,5,1,One pair
12638,4,8,5,1,6,0,Nothing in hand
12639,13,10,11,12,4,0,Nothing in hand
12640,5,5,10,6,4,1,One pair
12641,10,2,13,8,10,1,One pair
12642,9,10,1,13,9,1,One pair
12643,11,8,2,2,10,1,One pair
12644,3,9,8,9,5,1,One pair
12645,4,6,12,9,11,0,Nothing in hand
12646,10,4,2,2,8,1,One pair
12647,4,2,11,6,3,0,Nothing in hand
12648,1,11,10,9,13,0,Nothing in hand
12649,3,4,8,1,8,1,One pair
12650,7,7,13,13,4,2,Two pairs
12651,5,1,7,4,13,0,Nothing in hand
12652,1,6,12,10,11,0,Nothing in hand
12653,6,11,10,4,7,0,Nothing in hand
12654,7,9,1,9,11,1,One pair
12655,11,7,11,1,12,1,One pair
12656,8,13,8,10,2,1,One pair
12657,13,2,4,6,2,1,One pair
12658,1,7,2,5,8,0,Nothing in hand
12659,10,4,1,11,10,1,One pair
12660,10,8,5,2,12,0,Nothing in hand
12661,4,5,7,1,2,0,Nothing in hand
12662,12,10,7,8,11,0,Nothing in hand
12663,4,4,7,7,8,2,Two pairs
12664,3,8,2,13,3,1,One pair
12665,9,13,1,4,8,0,Nothing in hand
12666,13,11,11,12,6,1,One pair
12667,9,6,11,2,6,1,One pair
12668,2,8,1,4,10,0,Nothing in hand
12669,10,2,13,7,11,0,Nothing in hand
12670,7,2,5,5,12,1,One pair
12671,6,8,4,5,9,0,Nothing in hand
12672,9,12,12,2,9,2,Two pairs
12673,3,8,5,5,13,1,One pair
12674,4,7,4,1,6,1,One pair
12675,10,11,12,5,1,0,Nothing in hand
12676,12,11,7,4,9,0,Nothing in hand
12677,8,13,9,9,11,1,One pair
12678,5,1,10,3,7,0,Nothing in hand
12679,11,8,6,2,7,0,Nothing in hand
12680,1,11,5,13,11,1,One pair
12681,4,10,3,12,9,0,Nothing in hand
12682,9,5,10,11,13,0,Nothing in hand
12683,4,6,11,12,8,0,Nothing in hand
12684,4,5,10,5,6,1,One pair
12685,6,4,1,5,3,0,Nothing in hand
12686,13,8,3,1,12,0,Nothing in hand
12687,1,2,4,1,2,2,Two pairs
12688,9,6,12,7,3,0,Nothing in hand
12689,6,5,8,11,1,0,Nothing in hand
12690,11,9,1,7,13,0,Nothing in hand
12691,4,4,13,7,3,1,One pair
12692,7,4,1,10,5,0,Nothing in hand
12693,7,6,1,6,12,1,One pair
12694,2,1,7,6,11,0,Nothing in hand
12695,12,1,8,8,10,1,One pair
12696,3,6,3,4,1,1,One pair
12697,11,2,3,8,2,1,One pair
12698,12,11,9,4,5,0,Nothing in hand
12699,1,8,11,9,12,0,Nothing in hand
12700,2,9,9,11,6,1,One pair
12701,7,5,12,7,6,1,One pair
12702,7,7,5,3,7,3,Three of a kind
12703,12,11,3,1,2,0,Nothing in hand
12704,2,8,13,4,3,0,Nothing in hand
12705,12,3,13,8,12,1,One pair
12706,9,10,6,7,6,1,One pair
12707,11,3,9,3,6,1,One pair
12708,8,10,13,6,8,1,One pair
12709,10,7,4,1,3,0,Nothing in hand
12710,4,7,6,13,3,0,Nothing in hand
12711,12,8,6,8,6,2,Two pairs
12712,12,7,5,12,6,1,One pair
12713,2,5,5,13,2,2,Two pairs
12714,13,13,12,12,3,2,Two pairs
12715,1,8,6,12,8,1,One pair
12716,7,3,7,8,6,1,One pair
12717,7,9,13,5,12,0,Nothing in hand
12718,4,8,4,10,8,2,Two pairs
12719,7,3,13,8,4,0,Nothing in hand
12720,10,2,8,10,9,1,One pair
12721,6,6,12,9,13,1,One pair
12722,11,5,12,1,6,0,Nothing in hand
12723,5,12,10,2,9,0,Nothing in hand
12724,8,3,6,6,8,2,Two pairs
12725,11,11,4,2,9,1,One pair
12726,4,11,11,3,10,1,One pair
12727,9,10,6,11,2,0,Nothing in hand
12728,8,2,3,12,6,0,Nothing in hand
12729,3,9,2,3,6,1,One pair
12730,4,2,12,4,3,1,One pair
12731,3,10,13,7,13,1,One pair
12732,5,4,11,4,8,1,One pair
12733,2,11,13,7,12,0,Nothing in hand
12734,2,7,3,9,3,1,One pair
12735,4,6,12,9,4,1,One pair
12736,6,12,13,8,7,0,Nothing in hand
12737,4,11,6,13,8,0,Nothing in hand
12738,13,3,5,7,8,0,Nothing in hand
12739,12,9,4,4,11,1,One pair
12740,3,2,12,4,3,1,One pair
12741,7,2,1,10,8,0,Nothing in hand
12742,3,3,11,1,4,1,One pair
12743,5,6,7,9,5,1,One pair
12744,6,3,11,11,8,1,One pair
12745,5,3,6,10,11,0,Nothing in hand
12746,3,12,7,4,6,0,Nothing in hand
12747,10,12,12,7,5,1,One pair
12748,9,1,4,6,11,0,Nothing in hand
12749,7,13,13,2,5,1,One pair
12750,6,12,5,10,13,0,Nothing in hand
12751,13,10,3,1,4,0,Nothing in hand
12752,3,3,6,8,10,1,One pair
12753,1,4,12,6,3,0,Nothing in hand
12754,9,2,1,11,9,1,One pair
12755,11,3,11,9,1,1,One pair
12756,11,7,8,9,6,0,Nothing in hand
12757,9,4,11,10,4,1,One pair
12758,7,8,1,11,11,1,One pair
12759,7,10,10,10,6,3,Three of a kind
12760,12,5,9,11,6,0,Nothing in hand
12761,13,10,2,4,7,0,Nothing in hand
12762,4,5,4,6,2,1,One pair
12763,7,5,1,9,5,1,One pair
12764,8,1,1,13,12,1,One pair
12765,13,9,7,5,8,0,Nothing in hand
12766,7,6,11,2,11,1,One pair
12767,5,7,7,9,5,2,Two pairs
12768,8,4,9,9,10,1,One pair
12769,12,10,6,8,12,1,One pair
12770,1,5,2,2,2,3,Three of a kind
12771,8,3,10,3,9,1,One pair
12772,8,9,5,10,12,0,Nothing in hand
12773,2,8,8,2,4,2,Two pairs
12774,11,8,4,3,3,1,One pair
12775,1,6,11,10,12,0,Nothing in hand
12776,2,6,1,3,10,0,Nothing in hand
12777,11,6,9,7,13,0,Nothing in hand
12778,11,12,6,11,13,1,One pair
12779,10,8,1,7,12,0,Nothing in hand
12780,5,12,8,2,13,0,Nothing in hand
12781,3,9,8,1,6,0,Nothing in hand
12782,1,7,1,12,9,1,One pair
12783,6,8,6,12,4,1,One pair
12784,13,8,13,5,4,1,One pair
12785,5,8,8,13,9,1,One pair
12786,4,13,3,6,12,0,Nothing in hand
12787,4,8,5,9,6,0,Nothing in hand
12788,9,8,2,2,3,1,One pair
12789,10,9,11,4,8,0,Nothing in hand
12790,6,12,6,11,8,1,One pair
12791,5,4,2,1,12,0,Nothing in hand
12792,8,1,10,9,2,0,Nothing in hand
12793,8,3,6,9,2,0,Nothing in hand
12794,8,4,6,12,4,1,One pair
12795,4,3,7,8,6,0,Nothing in hand
12796,4,9,1,6,7,0,Nothing in hand
12797,4,13,5,2,11,0,Nothing in hand
12798,9,2,12,6,9,1,One pair
12799,2,4,12,9,5,0,Nothing in hand
12800,5,9,2,4,8,0,Nothing in hand
12801,5,2,6,12,10,0,Nothing in hand
12802,2,3,5,7,2,1,One pair
12803,12,9,13,7,1,0,Nothing in hand
12804,2,8,11,1,7,0,Nothing in hand
12805,9,5,4,6,2,0,Nothing in hand
12806,1,8,8,9,12,1,One pair
12807,1,9,12,2,3,0,Nothing in hand
12808,4,7,3,4,1,1,One pair
12809,7,9,8,1,1,1,One pair
12810,12,9,3,6,2,0,Nothing in hand
12811,5,6,5,11,3,1,One pair
12812,11,2,8,3,10,0,Nothing in hand
12813,8,9,6,1,12,0,Nothing in hand
12814,6,10,9,7,11,0,Nothing in hand
12815,11,10,4,6,2,0,Nothing in hand
12816,8,9,7,8,2,1,One pair
12817,8,11,1,6,1,1,One pair
12818,6,7,9,12,6,1,One pair
12819,11,2,4,6,5,0,Nothing in hand
12820,7,2,8,13,11,0,Nothing in hand
12821,10,13,5,13,1,1,One pair
12822,9,10,6,1,5,0,Nothing in hand
12823,4,13,5,12,3,0,Nothing in hand
12824,9,4,7,6,3,0,Nothing in hand
12825,8,6,11,1,9,0,Nothing in hand
12826,7,10,10,9,12,1,One pair
12827,13,10,8,2,6,0,Nothing in hand
12828,7,12,6,7,13,1,One pair
12829,9,2,1,9,4,1,One pair
12830,3,3,4,11,10,1,One pair
12831,10,4,5,7,6,0,Nothing in hand
12832,3,11,10,9,10,1,One pair
12833,8,6,13,4,3,0,Nothing in hand
12834,6,7,2,4,4,1,One pair
12835,10,6,3,1,1,1,One pair
12836,8,11,10,13,5,0,Nothing in hand
12837,6,10,13,4,8,0,Nothing in hand
12838,9,13,5,9,11,1,One pair
12839,7,6,11,6,5,1,One pair
12840,9,13,7,9,10,1,One pair
12841,5,4,10,5,5,3,Three of a kind
12842,1,7,13,10,5,0,Nothing in hand
12843,4,9,2,5,1,0,Nothing in hand
12844,13,1,4,10,1,1,One pair
12845,9,1,6,2,11,0,Nothing in hand
12846,6,13,2,8,11,0,Nothing in hand
12847,6,6,3,8,6,3,Three of a kind
12848,5,10,9,10,4,1,One pair
12849,1,10,7,5,13,0,Nothing in hand
12850,6,12,5,2,11,0,Nothing in hand
12851,7,8,2,12,1,0,Nothing in hand
12852,12,11,12,11,9,2,Two pairs
12853,9,7,2,5,12,0,Nothing in hand
12854,1,11,7,7,2,1,One pair
12855,8,3,7,11,6,0,Nothing in hand
12856,9,4,3,8,1,0,Nothing in hand
12857,6,10,12,10,8,1,One pair
12858,3,1,4,7,7,1,One pair
12859,3,5,12,12,9,1,One pair
12860,12,9,5,3,2,0,Nothing in hand
12861,10,13,7,6,3,0,Nothing in hand
12862,5,12,10,7,7,1,One pair
12863,6,10,1,5,12,0,Nothing in hand
12864,1,8,11,12,10,0,Nothing in hand
12865,6,13,10,4,3,0,Nothing in hand
12866,6,7,5,1,10,0,Nothing in hand
12867,4,11,8,12,5,0,Nothing in hand
12868,10,8,8,9,1,1,One pair
12869,11,4,9,5,1,0,Nothing in hand
12870,1,8,8,1,9,2,Two pairs
12871,9,2,5,4,7,0,Nothing in hand
12872,8,11,12,13,7,0,Nothing in hand
12873,10,13,4,4,4,3,Three of a kind
12874,8,2,5,11,11,1,One pair
12875,1,4,2,4,11,1,One pair
12876,4,4,2,8,11,1,One pair
12877,10,11,4,13,5,0,Nothing in hand
12878,8,7,11,10,10,1,One pair
12879,8,12,3,8,1,1,One pair
12880,1,7,13,12,11,0,Nothing in hand
12881,3,2,1,12,13,0,Nothing in hand
12882,4,3,13,2,1,0,Nothing in hand
12883,8,6,10,7,1,0,Nothing in hand
12884,5,6,11,3,4,0,Nothing in hand
12885,4,5,13,7,7,1,One pair
12886,6,3,4,8,2,0,Nothing in hand
12887,7,13,8,2,3,0,Nothing in hand
12888,11,6,2,12,4,0,Nothing in hand
12889,2,7,9,2,3,1,One pair
12890,2,13,4,6,5,0,Nothing in hand
12891,10,10,13,1,1,2,Two pairs
12892,12,2,7,13,11,0,Nothing in hand
12893,5,4,9,9,10,1,One pair
12894,10,10,11,2,6,1,One pair
12895,8,9,7,3,6,0,Nothing in hand
12896,9,3,13,7,10,0,Nothing in hand
12897,12,10,11,10,4,1,One pair
12898,7,4,7,8,11,1,One pair
12899,12,2,9,9,8,1,One pair
12900,10,3,2,3,4,1,One pair
12901,7,3,4,3,12,1,One pair
12902,2,7,1,5,13,0,Nothing in hand
12903,1,5,3,5,1,2,Two pairs
12904,4,10,8,3,5,0,Nothing in hand
12905,12,8,9,13,4,0,Nothing in hand
12906,6,1,7,4,11,0,Nothing in hand
12907,7,13,9,7,12,1,One pair
12908,12,5,2,6,4,0,Nothing in hand
12909,1,4,4,1,11,2,Two pairs
12910,13,2,3,4,1,0,Nothing in hand
12911,9,11,4,2,1,0,Nothing in hand
12912,2,6,6,5,1,1,One pair
12913,10,1,4,8,12,0,Nothing in hand
12914,8,11,11,6,6,2,Two pairs
12915,4,9,2,4,13,1,One pair
12916,11,8,5,11,12,1,One pair
12917,12,13,1,4,5,0,Nothing in hand
12918,13,1,11,5,13,1,One pair
12919,9,10,1,7,7,1,One pair
12920,1,12,9,3,2,0,Nothing in hand
12921,5,6,12,5,13,1,One pair
12922,7,13,2,1,6,0,Nothing in hand
12923,6,3,8,4,11,0,Nothing in hand
12924,4,8,6,9,13,0,Nothing in hand
12925,5,6,9,13,6,1,One pair
12926,13,6,5,1,1,1,One pair
12927,10,6,1,5,6,1,One pair
12928,2,11,8,5,10,0,Nothing in hand
12929,3,1,11,1,6,1,One pair
12930,7,3,7,7,9,3,Three of a kind
12931,11,2,10,2,8,1,One pair
12932,6,5,4,1,1,1,One pair
12933,2,8,12,13,10,0,Nothing in hand
12934,8,13,3,6,1,0,Nothing in hand
12935,1,7,13,6,6,1,One pair
12936,3,10,9,2,13,0,Nothing in hand
12937,3,12,2,5,4,0,Nothing in hand
12938,3,6,11,7,7,1,One pair
12939,9,13,1,11,6,0,Nothing in hand
12940,7,2,1,2,9,1,One pair
12941,3,11,5,9,11,1,One pair
12942,4,6,12,11,9,0,Nothing in hand
12943,4,5,7,9,12,0,Nothing in hand
12944,8,7,11,7,13,1,One pair
12945,5,6,11,11,11,3,Three of a kind
12946,6,12,9,5,4,0,Nothing in hand
12947,2,13,4,13,9,1,One pair
12948,2,10,8,8,7,1,One pair
12949,9,11,7,1,6,0,Nothing in hand
12950,8,7,1,5,8,1,One pair
12951,6,11,1,7,13,0,Nothing in hand
12952,11,5,6,9,9,1,One pair
12953,3,5,9,4,11,0,Nothing in hand
12954,5,8,7,3,1,0,Nothing in hand
12955,4,2,8,1,12,0,Nothing in hand
12956,10,2,3,1,11,0,Nothing in hand
12957,10,4,9,8,5,0,Nothing in hand
12958,2,12,2,2,1,3,Three of a kind
12959,6,1,5,12,7,0,Nothing in hand
12960,7,9,8,8,8,3,Three of a kind
12961,8,2,5,5,4,1,One pair
12962,13,8,3,12,6,0,Nothing in hand
12963,9,5,9,13,11,1,One pair
12964,5,6,11,6,2,1,One pair
12965,6,3,11,7,10,0,Nothing in hand
12966,8,6,3,5,6,1,One pair
12967,5,10,11,13,9,0,Nothing in hand
12968,11,12,10,11,6,1,One pair
12969,5,4,11,4,7,1,One pair
12970,13,10,7,7,12,1,One pair
12971,6,12,8,3,10,0,Nothing in hand
12972,7,5,5,8,5,3,Three of a kind
12973,9,10,12,12,7,1,One pair
12974,2,6,5,7,9,0,Nothing in hand
12975,1,8,12,9,2,0,Nothing in hand
12976,3,6,5,6,8,1,One pair
12977,12,5,1,7,6,0,Nothing in hand
12978,10,13,2,4,8,0,Nothing in hand
12979,9,5,4,13,1,0,Nothing in hand
12980,5,10,12,8,9,0,Nothing in hand
12981,13,10,9,13,5,1,One pair
12982,12,4,10,13,8,0,Nothing in hand
12983,10,1,1,13,6,1,One pair
12984,4,9,5,2,10,0,Nothing in hand
12985,10,9,3,2,7,0,Nothing in hand
12986,2,3,9,5,4,0,Nothing in hand
12987,4,11,13,5,8,0,Nothing in hand
12988,5,4,5,1,1,2,Two pairs
12989,9,5,2,9,9,3,Three of a kind
12990,11,13,2,12,4,0,Nothing in hand
12991,7,7,4,10,8,1,One pair
12992,3,6,8,4,3,1,One pair
12993,7,9,1,10,8,0,Nothing in hand
12994,1,2,10,10,3,1,One pair
12995,1,11,3,3,8,1,One pair
12996,6,4,10,13,10,1,One pair
12997,5,11,4,8,2,0,Nothing in hand
12998,13,3,5,2,8,0,Nothing in hand
12999,11,8,7,7,6,1,One pair
13000,13,8,4,9,5,0,Nothing in hand
13001,13,5,11,7,5,1,One pair
13002,9,11,1,11,3,1,One pair
13003,1,9,2,8,6,0,Nothing in hand
13004,13,2,8,8,10,1,One pair
13005,2,1,5,11,12,0,Nothing in hand
13006,4,13,8,8,3,1,One pair
13007,11,2,13,4,1,0,Nothing in hand
13008,4,5,13,1,11,0,Nothing in hand
13009,4,6,1,8,6,1,One pair
13010,13,12,4,12,8,1,One pair
13011,8,1,12,6,3,0,Nothing in hand
13012,7,1,8,9,7,1,One pair
13013,5,4,2,8,13,0,Nothing in hand
13014,13,7,8,1,1,1,One pair
13015,5,12,11,13,7,0,Nothing in hand
13016,1,5,11,12,13,0,Nothing in hand
13017,5,12,11,13,2,0,Nothing in hand
13018,11,6,12,10,5,0,Nothing in hand
13019,11,9,12,9,6,1,One pair
13020,13,9,3,1,8,0,Nothing in hand
13021,6,12,4,9,6,1,One pair
13022,5,9,4,10,8,0,Nothing in hand
13023,11,1,8,13,9,0,Nothing in hand
13024,6,8,12,10,2,0,Nothing in hand
13025,6,4,13,5,1,0,Nothing in hand
13026,6,7,1,6,3,1,One pair
13027,10,4,2,11,10,1,One pair
13028,7,8,6,4,2,0,Nothing in hand
13029,1,9,2,1,7,1,One pair
13030,3,12,3,13,13,2,Two pairs
13031,4,5,6,9,2,0,Nothing in hand
13032,3,2,12,9,6,0,Nothing in hand
13033,12,13,9,5,7,0,Nothing in hand
13034,8,1,3,1,13,1,One pair
13035,12,13,1,10,5,0,Nothing in hand
13036,5,8,13,11,8,1,One pair
13037,7,2,13,5,9,0,Nothing in hand
13038,6,4,5,7,6,1,One pair
13039,8,12,1,2,4,0,Nothing in hand
13040,11,5,4,1,1,1,One pair
13041,10,13,6,12,7,0,Nothing in hand
13042,3,3,11,13,13,2,Two pairs
13043,10,5,4,11,2,0,Nothing in hand
13044,1,2,4,6,10,0,Nothing in hand
13045,5,7,2,5,9,1,One pair
13046,9,1,4,12,10,0,Nothing in hand
13047,3,6,13,5,11,0,Nothing in hand
13048,7,8,3,8,13,1,One pair
13049,5,12,3,6,7,0,Nothing in hand
13050,4,3,10,1,13,0,Nothing in hand
13051,3,10,8,9,2,0,Nothing in hand
13052,1,12,8,4,6,0,Nothing in hand
13053,6,9,12,11,2,0,Nothing in hand
13054,10,2,3,1,4,0,Nothing in hand
13055,5,8,3,10,10,1,One pair
13056,12,10,5,7,8,0,Nothing in hand
13057,2,8,13,5,6,0,Nothing in hand
13058,9,7,12,13,5,0,Nothing in hand
13059,9,2,8,1,11,0,Nothing in hand
13060,12,8,1,4,8,1,One pair
13061,8,1,9,13,6,0,Nothing in hand
13062,6,3,7,4,9,0,Nothing in hand
13063,11,13,10,8,1,0,Nothing in hand
13064,9,13,5,8,7,0,Nothing in hand
13065,1,1,2,13,9,1,One pair
13066,12,6,3,4,3,1,One pair
13067,3,10,4,1,10,1,One pair
13068,2,12,3,4,8,0,Nothing in hand
13069,11,1,12,10,9,0,Nothing in hand
13070,12,9,10,1,10,1,One pair
13071,6,13,9,2,4,0,Nothing in hand
13072,4,9,4,9,9,6,Full house
13073,5,4,9,5,7,1,One pair
13074,2,11,1,5,2,1,One pair
13075,2,8,2,4,5,1,One pair
13076,3,3,3,7,11,3,Three of a kind
13077,10,3,8,4,6,0,Nothing in hand
13078,5,9,13,2,7,0,Nothing in hand
13079,6,5,4,10,12,0,Nothing in hand
13080,9,3,4,5,9,1,One pair
13081,3,12,9,12,2,1,One pair
13082,11,4,6,12,12,1,One pair
13083,12,4,3,11,9,0,Nothing in hand
13084,8,13,5,1,8,1,One pair
13085,4,3,11,3,6,1,One pair
13086,7,11,11,12,6,1,One pair
13087,3,12,8,9,3,1,One pair
13088,13,11,6,1,11,1,One pair
13089,5,8,1,7,10,0,Nothing in hand
13090,8,13,4,2,10,0,Nothing in hand
13091,10,2,11,6,12,0,Nothing in hand
13092,7,4,5,12,11,0,Nothing in hand
13093,5,13,10,11,12,0,Nothing in hand
13094,5,1,11,6,2,0,Nothing in hand
13095,8,1,12,3,5,0,Nothing in hand
13096,3,10,7,9,11,0,Nothing in hand
13097,8,7,6,5,7,1,One pair
13098,3,13,7,10,12,0,Nothing in hand
13099,9,5,10,13,1,0,Nothing in hand
13100,13,8,7,10,11,0,Nothing in hand
13101,1,7,5,12,10,0,Nothing in hand
13102,7,3,13,10,13,1,One pair
13103,6,9,10,12,2,0,Nothing in hand
13104,13,11,1,8,12,0,Nothing in hand
13105,8,9,8,12,13,1,One pair
13106,1,10,5,3,3,1,One pair
13107,10,4,2,13,13,1,One pair
13108,10,5,9,4,13,0,Nothing in hand
13109,6,12,5,9,8,0,Nothing in hand
